2019-02-12 21:30:31,475 [D]  : : :pass:mbe.c:79	(at logger.py:129) 
2019-02-12 21:30:31,819 [D]  : : :pass:mbe.c:63	(at logger.py:129) 
2019-02-12 21:30:31,819 [D]  : : :pass:mbe.c:62	(at logger.py:129) 
2019-02-12 21:30:31,819 [D]  : : :pass:mbe.c:61	(at logger.py:129) 
2019-02-12 21:30:31,819 [D]  : : :pass:mbe.c:60	(at logger.py:129) 
2019-02-12 21:30:31,819 [D]  : : :pass:mbe.c:59	(at logger.py:129) 
2019-02-12 21:30:31,819 [D]  : : :pass:mbe.c:58	(at logger.py:129) 
2019-02-12 21:30:31,819 [D]  : : :pass:mbe.c:57	(at logger.py:129) 
2019-02-12 21:30:31,819 [D]  : : :pass:mbe.c:56	(at logger.py:129) 
2019-02-12 21:30:31,820 [D]  : : :pass:mbe.c:55	(at logger.py:129) 
2019-02-12 21:30:31,820 [D]  : : :pass:mbe.c:54	(at logger.py:129) 
2019-02-12 21:30:31,820 [D]  : : :pass:mbe.c:53	(at logger.py:129) 
2019-02-12 21:30:31,820 [D]  : : :pass:mbe.c:52	(at logger.py:129) 
2019-02-12 21:30:31,820 [D]  : : :pass:mbe.c:51	(at logger.py:129) 
2019-02-12 21:30:31,820 [D]  : : :pass:mbe.c:50	(at logger.py:129) 
2019-02-12 21:30:31,820 [D]  : : :pass:mbe.c:49	(at logger.py:129) 
2019-02-12 21:30:31,820 [D]  : : :pass:mbe.c:48	(at logger.py:129) 
2019-02-12 21:30:31,820 [D]  : : :pass:mbe.c:47	(at logger.py:129) 
2019-02-12 21:30:31,820 [D]  : : :pass:mbe.c:46	(at logger.py:129) 
2019-02-12 21:30:31,821 [D]  : : :pass:mbe.c:45	(at logger.py:129) 
2019-02-12 21:30:31,840 [D] -:F:n:WD_1:mbe.c:44	(at logger.py:129) 
2019-02-12 21:30:31,859 [D] ┌:F:n:WD_2:mbe.c:44	(at logger.py:129) 
2019-02-12 21:30:31,859 [D] └:F:n:WD_2:mbe.c:43	(at logger.py:129) 
2019-02-12 21:30:31,878 [D] ┌:F:n:WD_3:mbe.c:44	(at logger.py:129) 
2019-02-12 21:30:31,878 [D] |:F:n:WD_3:mbe.c:43	(at logger.py:129) 
2019-02-12 21:30:31,878 [D] └:F:n:WD_3:mbe.c:42	(at logger.py:129) 
2019-02-12 21:30:31,923 [D] -:C:c:WD_1:mbe.c:43	(at logger.py:129) 
2019-02-12 21:30:31,944 [D] ┌:F:n:WD_2:mbe.c:43	(at logger.py:129) 
2019-02-12 21:30:31,944 [D] └:F:n:WD_2:mbe.c:42	(at logger.py:129) 
2019-02-12 21:30:31,963 [D] ┌:F:n:WD_3:mbe.c:43	(at logger.py:129) 
2019-02-12 21:30:31,963 [D] |:F:n:WD_3:mbe.c:42	(at logger.py:129) 
2019-02-12 21:30:31,963 [D] └:F:n:WD_3:mbe.c:41	(at logger.py:129) 
2019-02-12 21:30:31,981 [D] -:F:n:WD_1:mbe.c:42	(at logger.py:129) 
2019-02-12 21:30:32,001 [D] ┌:F:n:WD_2:mbe.c:42	(at logger.py:129) 
2019-02-12 21:30:32,001 [D] └:F:n:WD_2:mbe.c:41	(at logger.py:129) 
2019-02-12 21:30:32,022 [D] ┌:F:n:WD_3:mbe.c:42	(at logger.py:129) 
2019-02-12 21:30:32,022 [D] |:F:n:WD_3:mbe.c:41	(at logger.py:129) 
2019-02-12 21:30:32,022 [D] └:F:n:WD_3:mbe.c:40	(at logger.py:129) 
2019-02-12 21:30:32,059 [D] -:C:c:WD_1:mbe.c:41	(at logger.py:129) 
2019-02-12 21:30:32,073 [D] ┌:F:n:WD_2:mbe.c:41	(at logger.py:129) 
2019-02-12 21:30:32,073 [D] └:F:n:WD_2:mbe.c:40	(at logger.py:129) 
2019-02-12 21:30:32,088 [D] ┌:F:n:WD_3:mbe.c:41	(at logger.py:129) 
2019-02-12 21:30:32,088 [D] |:F:n:WD_3:mbe.c:40	(at logger.py:129) 
2019-02-12 21:30:32,088 [D] └:F:n:WD_3:mbe.c:39	(at logger.py:129) 
2019-02-12 21:30:32,103 [D] -:F:n:WD_1:mbe.c:40	(at logger.py:129) 
2019-02-12 21:30:32,119 [D] ┌:F:n:WD_2:mbe.c:40	(at logger.py:129) 
2019-02-12 21:30:32,119 [D] └:F:n:WD_2:mbe.c:39	(at logger.py:129) 
2019-02-12 21:30:32,160 [D] ┌:F:n:WD_3:mbe.c:40	(at logger.py:129) 
2019-02-12 21:30:32,160 [D] |:F:n:WD_3:mbe.c:39	(at logger.py:129) 
2019-02-12 21:30:32,161 [D] └:F:n:WD_3:mbe.c:37	(at logger.py:129) 
2019-02-12 21:30:32,176 [D] -:F:n:WD_1:mbe.c:39	(at logger.py:129) 
2019-02-12 21:30:32,191 [D] ┌:F:n:WD_2:mbe.c:39	(at logger.py:129) 
2019-02-12 21:30:32,191 [D] └:F:n:WD_2:mbe.c:37	(at logger.py:129) 
2019-02-12 21:30:32,204 [D] ┌:F:n:WD_3:mbe.c:39	(at logger.py:129) 
2019-02-12 21:30:32,204 [D] |:F:n:WD_3:mbe.c:37	(at logger.py:129) 
2019-02-12 21:30:32,204 [D] └:F:n:WD_3:mbe.c:35	(at logger.py:129) 
2019-02-12 21:30:32,204 [D]  : : :pass:mbe.c:38	(at logger.py:129) 
2019-02-12 21:30:32,219 [D] -:F:n:WD_1:mbe.c:37	(at logger.py:129) 
2019-02-12 21:30:32,234 [D] ┌:F:n:WD_2:mbe.c:37	(at logger.py:129) 
2019-02-12 21:30:32,234 [D] └:F:n:WD_2:mbe.c:35	(at logger.py:129) 
2019-02-12 21:30:32,250 [D] ┌:F:n:WD_3:mbe.c:37	(at logger.py:129) 
2019-02-12 21:30:32,250 [D] |:F:n:WD_3:mbe.c:35	(at logger.py:129) 
2019-02-12 21:30:32,250 [D] └:F:n:WD_3:mbe.c:34	(at logger.py:129) 
2019-02-12 21:30:32,250 [D]  : : :pass:mbe.c:36	(at logger.py:129) 
2019-02-12 21:30:32,268 [D] -:F:n:WD_1:mbe.c:35	(at logger.py:129) 
2019-02-12 21:30:32,289 [D] ┌:F:n:WD_2:mbe.c:35	(at logger.py:129) 
2019-02-12 21:30:32,289 [D] └:F:n:WD_2:mbe.c:34	(at logger.py:129) 
2019-02-12 21:30:32,307 [D] ┌:F:n:WD_3:mbe.c:35	(at logger.py:129) 
2019-02-12 21:30:32,307 [D] |:F:n:WD_3:mbe.c:34	(at logger.py:129) 
2019-02-12 21:30:32,307 [D] └:F:n:WD_3:mbe.c:32	(at logger.py:129) 
2019-02-12 21:30:32,327 [D] -:F:n:WD_1:mbe.c:34	(at logger.py:129) 
2019-02-12 21:30:32,342 [D] ┌:F:n:WD_2:mbe.c:34	(at logger.py:129) 
2019-02-12 21:30:32,343 [D] └:F:n:WD_2:mbe.c:32	(at logger.py:129) 
2019-02-12 21:30:32,358 [D] ┌:F:n:WD_3:mbe.c:34	(at logger.py:129) 
2019-02-12 21:30:32,359 [D] |:F:n:WD_3:mbe.c:32	(at logger.py:129) 
2019-02-12 21:30:32,359 [D] └:F:n:WD_3:mbe.c:31	(at logger.py:129) 
2019-02-12 21:30:32,359 [D]  : : :pass:mbe.c:33	(at logger.py:129) 
2019-02-12 21:30:32,400 [D] -:C:c:WD_1:mbe.c:32	(at logger.py:129) 
2019-02-12 21:30:32,434 [D] ┌:C:c:WD_2:mbe.c:32	(at logger.py:129) 
2019-02-12 21:30:32,434 [D] └:C:c:WD_2:mbe.c:31	(at logger.py:129) 
2019-02-12 21:30:32,451 [D] ┌:F:n:WD_3:mbe.c:32	(at logger.py:129) 
2019-02-12 21:30:32,451 [D] |:F:n:WD_3:mbe.c:31	(at logger.py:129) 
2019-02-12 21:30:32,451 [D] └:F:n:WD_3:mbe.c:25	(at logger.py:129) 
2019-02-12 21:30:32,451 [D] -:C:c:WD_1:mbe.c:31	(at logger.py:129) 
2019-02-12 21:30:32,467 [D] ┌:F:n:WD_2:mbe.c:31	(at logger.py:129) 
2019-02-12 21:30:32,467 [D] └:F:n:WD_2:mbe.c:25	(at logger.py:129) 
2019-02-12 21:30:32,484 [D] ┌:F:n:WD_3:mbe.c:31	(at logger.py:129) 
2019-02-12 21:30:32,484 [D] |:F:n:WD_3:mbe.c:25	(at logger.py:129) 
2019-02-12 21:30:32,484 [D] └:F:n:WD_3:mbe.c:23	(at logger.py:129) 
2019-02-12 21:30:32,484 [D]  : : :pass:mbe.c:30	(at logger.py:129) 
2019-02-12 21:30:32,484 [D]  : : :pass:mbe.c:29	(at logger.py:129) 
2019-02-12 21:30:32,484 [D]  : : :pass:mbe.c:28	(at logger.py:129) 
2019-02-12 21:30:32,484 [D]  : : :pass:mbe.c:27	(at logger.py:129) 
2019-02-12 21:30:32,484 [D]  : : :pass:mbe.c:26	(at logger.py:129) 
2019-02-12 21:30:32,484 [D] -:F:n:WD_1:mbe.c:25	(at logger.py:129) 
2019-02-12 21:30:32,485 [D] ┌:F:n:WD_2:mbe.c:25	(at logger.py:129) 
2019-02-12 21:30:32,485 [D] └:F:n:WD_2:mbe.c:23	(at logger.py:129) 
2019-02-12 21:30:32,485 [D] ┌:F:n:WD_3:mbe.c:25	(at logger.py:129) 
2019-02-12 21:30:32,485 [D] |:F:n:WD_3:mbe.c:23	(at logger.py:129) 
2019-02-12 21:30:32,485 [D] └:F:n:WD_3:mbe.c:22	(at logger.py:129) 
2019-02-12 21:30:32,485 [D]  : : :pass:mbe.c:24	(at logger.py:129) 
2019-02-12 21:30:32,485 [D] -:F:n:WD_1:mbe.c:23	(at logger.py:129) 
2019-02-12 21:30:32,485 [D] ┌:F:n:WD_2:mbe.c:23	(at logger.py:129) 
2019-02-12 21:30:32,485 [D] └:F:n:WD_2:mbe.c:22	(at logger.py:129) 
2019-02-12 21:30:32,485 [D] ┌:F:n:WD_3:mbe.c:23	(at logger.py:129) 
2019-02-12 21:30:32,485 [D] |:F:n:WD_3:mbe.c:22	(at logger.py:129) 
2019-02-12 21:30:32,485 [D] └:F:n:WD_3:mbe.c:19	(at logger.py:129) 
2019-02-12 21:30:32,486 [D] -:C:c:WD_1:mbe.c:22	(at logger.py:129) 
2019-02-12 21:30:32,486 [D] ┌:C:c:WD_2:mbe.c:22	(at logger.py:129) 
2019-02-12 21:30:32,486 [D] └:C:c:WD_2:mbe.c:19	(at logger.py:129) 
2019-02-12 21:30:32,486 [D] ┌:F:n:WD_3:mbe.c:22	(at logger.py:129) 
2019-02-12 21:30:32,486 [D] |:F:n:WD_3:mbe.c:19	(at logger.py:129) 
2019-02-12 21:30:32,486 [D] └:F:n:WD_3:mbe.c:16	(at logger.py:129) 
2019-02-12 21:30:32,486 [D]  : : :pass:mbe.c:21	(at logger.py:129) 
2019-02-12 21:30:32,486 [D]  : : :pass:mbe.c:20	(at logger.py:129) 
2019-02-12 21:30:32,486 [D] -:C:c:WD_1:mbe.c:19	(at logger.py:129) 
2019-02-12 21:30:32,486 [D] ┌:F:n:WD_2:mbe.c:19	(at logger.py:129) 
2019-02-12 21:30:32,486 [D] └:F:n:WD_2:mbe.c:16	(at logger.py:129) 
2019-02-12 21:30:32,486 [D] ┌:F:n:WD_3:mbe.c:19	(at logger.py:129) 
2019-02-12 21:30:32,486 [D] |:F:n:WD_3:mbe.c:16	(at logger.py:129) 
2019-02-12 21:30:32,487 [D] └:F:n:WD_3:mbe.c:15	(at logger.py:129) 
2019-02-12 21:30:32,487 [D]  : : :pass:mbe.c:18	(at logger.py:129) 
2019-02-12 21:30:32,487 [D]  : : :pass:mbe.c:17	(at logger.py:129) 
2019-02-12 21:30:32,487 [D] -:F:n:WD_1:mbe.c:16	(at logger.py:129) 
2019-02-12 21:30:32,487 [D] ┌:F:n:WD_2:mbe.c:16	(at logger.py:129) 
2019-02-12 21:30:32,487 [D] └:F:n:WD_2:mbe.c:15	(at logger.py:129) 
2019-02-12 21:30:32,487 [D] ┌:F:n:WD_3:mbe.c:16	(at logger.py:129) 
2019-02-12 21:30:32,487 [D] |:F:n:WD_3:mbe.c:15	(at logger.py:129) 
2019-02-12 21:30:32,487 [D] └:F:n:WD_3:mbe.c:14	(at logger.py:129) 
2019-02-12 21:30:32,487 [D] -:F:n:WD_1:mbe.c:15	(at logger.py:129) 
2019-02-12 21:30:32,487 [D] ┌:F:n:WD_2:mbe.c:15	(at logger.py:129) 
2019-02-12 21:30:32,487 [D] └:F:n:WD_2:mbe.c:14	(at logger.py:129) 
2019-02-12 21:30:32,487 [D] ┌:F:n:WD_3:mbe.c:15	(at logger.py:129) 
2019-02-12 21:30:32,488 [D] |:F:n:WD_3:mbe.c:14	(at logger.py:129) 
2019-02-12 21:30:32,488 [D] └:F:n:WD_3:mbe.c:4	(at logger.py:129) 
2019-02-12 21:30:32,488 [D] -:F:n:WD_1:mbe.c:14	(at logger.py:129) 
2019-02-12 21:30:32,488 [D] ┌:F:n:WD_2:mbe.c:14	(at logger.py:129) 
2019-02-12 21:30:32,488 [D] └:F:n:WD_2:mbe.c:4	(at logger.py:129) 
2019-02-12 21:30:32,488 [D] ┌:F:n:WD_3:mbe.c:14	(at logger.py:129) 
2019-02-12 21:30:32,488 [D] └:F:n:WD_3:mbe.c:4	(at logger.py:129) 
2019-02-12 21:30:32,488 [D]  : : :pass:mbe.c:13	(at logger.py:129) 
2019-02-12 21:30:32,488 [D]  : : :pass:mbe.c:12	(at logger.py:129) 
2019-02-12 21:30:32,488 [D]  : : :pass:mbe.c:11	(at logger.py:129) 
2019-02-12 21:30:32,488 [D]  : : :pass:mbe.c:10	(at logger.py:129) 
2019-02-12 21:30:32,488 [D]  : : :pass:mbe.c:9	(at logger.py:129) 
2019-02-12 21:30:32,488 [D]  : : :pass:mbe.c:8	(at logger.py:129) 
2019-02-12 21:30:32,488 [D]  : : :pass:mbe.c:7	(at logger.py:129) 
2019-02-12 21:30:32,489 [D]  : : :pass:mbe.c:6	(at logger.py:129) 
2019-02-12 21:30:32,489 [D]  : : :pass:mbe.c:5	(at logger.py:129) 
2019-02-12 21:30:32,489 [D] -:F:n:WD_1:mbe.c:4	(at logger.py:129) 
2019-02-12 21:30:32,489 [D] -:F:n:WD_2:mbe.c:4	(at logger.py:129) 
2019-02-12 21:30:32,489 [D] -:F:n:WD_3:mbe.c:4	(at logger.py:129) 
2019-02-12 21:30:32,489 [D]  : : :pass:mbe.c:3	(at logger.py:129) 
2019-02-12 21:30:32,489 [D]  : : :pass:mbe.c:2	(at logger.py:129) 
2019-02-12 21:30:32,489 [D]  : : :pass:mbe.c:1	(at logger.py:129) 
2019-02-12 21:30:32,489 [D] comp_cached_cnt:25	(at logger.py:134) 
2019-02-12 21:30:32,489 [D] compile_cnt:47	(at logger.py:134) 
2019-02-12 21:30:32,489 [D] execute_cnt:1	(at logger.py:134) 
2019-02-12 21:30:32,489 [D] fail_del_cnt:9	(at logger.py:134) 
2019-02-12 21:30:32,489 [D] iter_idx:3	(at logger.py:134) 
2019-02-12 21:30:32,489 [D] reuse_cnt:8	(at logger.py:134) 
2019-02-12 21:30:32,489 [D] succ_del_cnt:0	(at logger.py:134) 
2019-02-12 21:30:32,489 [D] time:1.0143213272094727	(at logger.py:134) 
2019-02-12 21:30:32,490 [D] deletion:55	(at logger.py:136) 
