2019-03-02 02:04:48,636 [D]  : : :pass:mug.c:63	(at logger.py:129) 
2019-03-02 02:04:48,664 [D]  : : :pass:mug.c:34	(at logger.py:129) 
2019-03-02 02:04:48,664 [D]  : : :pass:mug.c:33	(at logger.py:129) 
2019-03-02 02:04:48,664 [D]  : : :pass:mug.c:32	(at logger.py:129) 
2019-03-02 02:04:48,664 [D]  : : :pass:mug.c:31	(at logger.py:129) 
2019-03-02 02:04:48,664 [D]  : : :pass:mug.c:30	(at logger.py:129) 
2019-03-02 02:04:48,664 [D]  : : :pass:mug.c:29	(at logger.py:129) 
2019-03-02 02:04:48,664 [D]  : : :pass:mug.c:28	(at logger.py:129) 
2019-03-02 02:04:48,664 [D]  : : :pass:mug.c:27	(at logger.py:129) 
2019-03-02 02:04:48,665 [D]  : : :pass:mug.c:26	(at logger.py:129) 
2019-03-02 02:04:48,665 [D]  : : :pass:mug.c:25	(at logger.py:129) 
2019-03-02 02:04:48,665 [D]  : : :pass:mug.c:24	(at logger.py:129) 
2019-03-02 02:04:48,665 [D]  : : :pass:mug.c:23	(at logger.py:129) 
2019-03-02 02:04:48,665 [D]  : : :pass:mug.c:22	(at logger.py:129) 
2019-03-02 02:04:48,665 [D]  : : :pass:mug.c:21	(at logger.py:129) 
2019-03-02 02:04:48,665 [D]  : : :pass:mug.c:20	(at logger.py:129) 
2019-03-02 02:04:48,665 [D]  : : :pass:mug.c:19	(at logger.py:129) 
2019-03-02 02:04:48,665 [D]  : : :pass:mug.c:18	(at logger.py:129) 
2019-03-02 02:04:48,665 [D] -:C:c:WD_1:mug.c:17	(at logger.py:129) 
2019-03-02 02:04:48,665 [D] ┌:C:c:WD_2:mug.c:17	(at logger.py:129) 
2019-03-02 02:04:48,665 [D] └:C:c:WD_2:mug.c:13	(at logger.py:129) 
2019-03-02 02:04:48,665 [D] ┌:F:n:WD_3:mug.c:17	(at logger.py:129) 
2019-03-02 02:04:48,665 [D] |:F:n:WD_3:mug.c:13	(at logger.py:129) 
2019-03-02 02:04:48,665 [D] └:F:n:WD_3:mug.c:10	(at logger.py:129) 
2019-03-02 02:04:48,666 [D]  : : :pass:mug.c:16	(at logger.py:129) 
2019-03-02 02:04:48,666 [D]  : : :pass:mug.c:15	(at logger.py:129) 
2019-03-02 02:04:48,666 [D]  : : :pass:mug.c:14	(at logger.py:129) 
2019-03-02 02:04:48,666 [D] -:F:n:WD_1:mug.c:13	(at logger.py:129) 
2019-03-02 02:04:48,666 [D] ┌:F:n:WD_2:mug.c:13	(at logger.py:129) 
2019-03-02 02:04:48,666 [D] └:F:n:WD_2:mug.c:10	(at logger.py:129) 
2019-03-02 02:04:48,666 [D] ┌:F:n:WD_3:mug.c:13	(at logger.py:129) 
2019-03-02 02:04:48,666 [D] |:F:n:WD_3:mug.c:10	(at logger.py:129) 
2019-03-02 02:04:48,666 [D] └:F:n:WD_3:mug.c:9	(at logger.py:129) 
2019-03-02 02:04:48,666 [D]  : : :pass:mug.c:12	(at logger.py:129) 
2019-03-02 02:04:48,666 [D]  : : :pass:mug.c:11	(at logger.py:129) 
2019-03-02 02:04:48,666 [D] -:F:n:WD_1:mug.c:10	(at logger.py:129) 
2019-03-02 02:04:48,666 [D] ┌:F:n:WD_2:mug.c:10	(at logger.py:129) 
2019-03-02 02:04:48,666 [D] └:F:n:WD_2:mug.c:9	(at logger.py:129) 
2019-03-02 02:04:48,667 [D] ┌:F:n:WD_3:mug.c:10	(at logger.py:129) 
2019-03-02 02:04:48,667 [D] └:F:n:WD_3:mug.c:9	(at logger.py:129) 
2019-03-02 02:04:48,667 [D] -:F:n:WD_1:mug.c:9	(at logger.py:129) 
2019-03-02 02:04:48,667 [D] -:F:n:WD_2:mug.c:9	(at logger.py:129) 
2019-03-02 02:04:48,667 [D] -:F:n:WD_3:mug.c:9	(at logger.py:129) 
2019-03-02 02:04:48,667 [D]  : : :pass:mug.c:8	(at logger.py:129) 
2019-03-02 02:04:48,667 [D]  : : :pass:mug.c:7	(at logger.py:129) 
2019-03-02 02:04:48,667 [D]  : : :pass:mug.c:6	(at logger.py:129) 
2019-03-02 02:04:48,667 [D]  : : :pass:mug.c:5	(at logger.py:129) 
2019-03-02 02:04:48,667 [D]  : : :pass:mug.c:4	(at logger.py:129) 
2019-03-02 02:04:48,667 [D]  : : :pass:mug.c:3	(at logger.py:129) 
2019-03-02 02:04:48,667 [D]  : : :pass:mug.c:2	(at logger.py:129) 
2019-03-02 02:04:48,667 [D]  : : :pass:mug.c:1	(at logger.py:129) 
2019-03-02 02:04:48,667 [D] comp_cached_cnt:13	(at logger.py:134) 
2019-03-02 02:04:48,667 [D] compile_cnt:2	(at logger.py:134) 
2019-03-02 02:04:48,667 [D] execute_cnt:0	(at logger.py:134) 
2019-03-02 02:04:48,668 [D] fail_del_cnt:2	(at logger.py:134) 
2019-03-02 02:04:48,668 [D] iter_idx:4	(at logger.py:134) 
2019-03-02 02:04:48,668 [D] reuse_cnt:2	(at logger.py:134) 
2019-03-02 02:04:48,668 [D] succ_del_cnt:0	(at logger.py:134) 
2019-03-02 02:04:48,668 [D] time:0.03175044059753418	(at logger.py:134) 
2019-03-02 02:04:48,668 [D] deletion:58	(at logger.py:136) 
