2019-02-12 22:32:40,094 [D]  : : :pass:mbe.c:79	(at logger.py:129) 
2019-02-12 22:32:40,690 [D] ┌:F:n:WD_2:mbe.c:63	(at logger.py:129) 
2019-02-12 22:32:40,690 [D] └:F:n:WD_2:mbe.c:62	(at logger.py:129) 
2019-02-12 22:32:40,706 [D] ┌:F:n:WD_3:mbe.c:63	(at logger.py:129) 
2019-02-12 22:32:40,706 [D] |:F:n:WD_3:mbe.c:62	(at logger.py:129) 
2019-02-12 22:32:40,706 [D] └:F:n:WD_3:mbe.c:61	(at logger.py:129) 
2019-02-12 22:32:40,722 [D] -:F:n:WD_1:mbe.c:62	(at logger.py:129) 
2019-02-12 22:32:40,738 [D] ┌:F:n:WD_2:mbe.c:62	(at logger.py:129) 
2019-02-12 22:32:40,738 [D] └:F:n:WD_2:mbe.c:61	(at logger.py:129) 
2019-02-12 22:32:40,784 [D] ┌:F:n:WD_3:mbe.c:62	(at logger.py:129) 
2019-02-12 22:32:40,784 [D] |:F:n:WD_3:mbe.c:61	(at logger.py:129) 
2019-02-12 22:32:40,784 [D] └:F:n:WD_3:mbe.c:59	(at logger.py:129) 
2019-02-12 22:32:40,802 [D] -:F:n:WD_1:mbe.c:61	(at logger.py:129) 
2019-02-12 22:32:40,802 [D] ┌:F:n:WD_2:mbe.c:61	(at logger.py:129) 
2019-02-12 22:32:40,802 [D] └:F:n:WD_2:mbe.c:59	(at logger.py:129) 
2019-02-12 22:32:40,821 [D] ┌:F:n:WD_3:mbe.c:61	(at logger.py:129) 
2019-02-12 22:32:40,821 [D] |:F:n:WD_3:mbe.c:59	(at logger.py:129) 
2019-02-12 22:32:40,821 [D] └:F:n:WD_3:mbe.c:56	(at logger.py:129) 
2019-02-12 22:32:40,821 [D]  : : :pass:mbe.c:60	(at logger.py:129) 
2019-02-12 22:32:40,821 [D] -:F:n:WD_1:mbe.c:59	(at logger.py:129) 
2019-02-12 22:32:40,821 [D] ┌:F:n:WD_2:mbe.c:59	(at logger.py:129) 
2019-02-12 22:32:40,821 [D] └:F:n:WD_2:mbe.c:56	(at logger.py:129) 
2019-02-12 22:32:40,836 [D] ┌:F:n:WD_3:mbe.c:59	(at logger.py:129) 
2019-02-12 22:32:40,836 [D] |:F:n:WD_3:mbe.c:56	(at logger.py:129) 
2019-02-12 22:32:40,836 [D] └:F:n:WD_3:mbe.c:55	(at logger.py:129) 
2019-02-12 22:32:40,836 [D]  : : :pass:mbe.c:58	(at logger.py:129) 
2019-02-12 22:32:40,836 [D]  : : :pass:mbe.c:57	(at logger.py:129) 
2019-02-12 22:32:40,836 [D] -:F:n:WD_1:mbe.c:56	(at logger.py:129) 
2019-02-12 22:32:40,836 [D] ┌:F:n:WD_2:mbe.c:56	(at logger.py:129) 
2019-02-12 22:32:40,837 [D] └:F:n:WD_2:mbe.c:55	(at logger.py:129) 
2019-02-12 22:32:40,837 [D] ┌:F:n:WD_3:mbe.c:56	(at logger.py:129) 
2019-02-12 22:32:40,837 [D] |:F:n:WD_3:mbe.c:55	(at logger.py:129) 
2019-02-12 22:32:40,837 [D] └:F:n:WD_3:mbe.c:54	(at logger.py:129) 
2019-02-12 22:32:40,837 [D] -:C:c:WD_1:mbe.c:55	(at logger.py:129) 
2019-02-12 22:32:40,837 [D] ┌:F:n:WD_2:mbe.c:55	(at logger.py:129) 
2019-02-12 22:32:40,837 [D] └:F:n:WD_2:mbe.c:54	(at logger.py:129) 
2019-02-12 22:32:40,837 [D] ┌:F:n:WD_3:mbe.c:55	(at logger.py:129) 
2019-02-12 22:32:40,837 [D] |:F:n:WD_3:mbe.c:54	(at logger.py:129) 
2019-02-12 22:32:40,837 [D] └:F:n:WD_3:mbe.c:53	(at logger.py:129) 
2019-02-12 22:32:40,837 [D] -:F:n:WD_1:mbe.c:54	(at logger.py:129) 
2019-02-12 22:32:40,837 [D] ┌:F:n:WD_2:mbe.c:54	(at logger.py:129) 
2019-02-12 22:32:40,837 [D] └:F:n:WD_2:mbe.c:53	(at logger.py:129) 
2019-02-12 22:32:40,838 [D] ┌:F:n:WD_3:mbe.c:54	(at logger.py:129) 
2019-02-12 22:32:40,838 [D] |:F:n:WD_3:mbe.c:53	(at logger.py:129) 
2019-02-12 22:32:40,838 [D] └:F:n:WD_3:mbe.c:52	(at logger.py:129) 
2019-02-12 22:32:40,838 [D] -:C:c:WD_1:mbe.c:53	(at logger.py:129) 
2019-02-12 22:32:40,838 [D] ┌:F:n:WD_2:mbe.c:53	(at logger.py:129) 
2019-02-12 22:32:40,838 [D] └:F:n:WD_2:mbe.c:52	(at logger.py:129) 
2019-02-12 22:32:40,838 [D] ┌:F:n:WD_3:mbe.c:53	(at logger.py:129) 
2019-02-12 22:32:40,838 [D] |:F:n:WD_3:mbe.c:52	(at logger.py:129) 
2019-02-12 22:32:40,838 [D] └:F:n:WD_3:mbe.c:51	(at logger.py:129) 
2019-02-12 22:32:40,838 [D] -:F:n:WD_1:mbe.c:52	(at logger.py:129) 
2019-02-12 22:32:40,838 [D] ┌:F:n:WD_2:mbe.c:52	(at logger.py:129) 
2019-02-12 22:32:40,838 [D] └:F:n:WD_2:mbe.c:51	(at logger.py:129) 
2019-02-12 22:32:40,839 [D] ┌:F:n:WD_3:mbe.c:52	(at logger.py:129) 
2019-02-12 22:32:40,839 [D] |:F:n:WD_3:mbe.c:51	(at logger.py:129) 
2019-02-12 22:32:40,839 [D] └:F:n:WD_3:mbe.c:49	(at logger.py:129) 
2019-02-12 22:32:40,839 [D] -:F:n:WD_1:mbe.c:51	(at logger.py:129) 
2019-02-12 22:32:40,839 [D] ┌:F:n:WD_2:mbe.c:51	(at logger.py:129) 
2019-02-12 22:32:40,839 [D] └:F:n:WD_2:mbe.c:49	(at logger.py:129) 
2019-02-12 22:32:40,839 [D] ┌:F:n:WD_3:mbe.c:51	(at logger.py:129) 
2019-02-12 22:32:40,839 [D] |:F:n:WD_3:mbe.c:49	(at logger.py:129) 
2019-02-12 22:32:40,839 [D] └:F:n:WD_3:mbe.c:48	(at logger.py:129) 
2019-02-12 22:32:40,839 [D]  : : :pass:mbe.c:50	(at logger.py:129) 
2019-02-12 22:32:40,839 [D] -:F:n:WD_1:mbe.c:49	(at logger.py:129) 
2019-02-12 22:32:40,839 [D] ┌:F:n:WD_2:mbe.c:49	(at logger.py:129) 
2019-02-12 22:32:40,839 [D] └:F:n:WD_2:mbe.c:48	(at logger.py:129) 
2019-02-12 22:32:40,839 [D] ┌:F:n:WD_3:mbe.c:49	(at logger.py:129) 
2019-02-12 22:32:40,840 [D] |:F:n:WD_3:mbe.c:48	(at logger.py:129) 
2019-02-12 22:32:40,840 [D] └:F:n:WD_3:mbe.c:47	(at logger.py:129) 
2019-02-12 22:32:40,840 [D] -:F:n:WD_1:mbe.c:48	(at logger.py:129) 
2019-02-12 22:32:40,840 [D] ┌:F:n:WD_2:mbe.c:48	(at logger.py:129) 
2019-02-12 22:32:40,840 [D] └:F:n:WD_2:mbe.c:47	(at logger.py:129) 
2019-02-12 22:32:40,840 [D] ┌:C:c:WD_3:mbe.c:48	(at logger.py:129) 
2019-02-12 22:32:40,840 [D] |:C:c:WD_3:mbe.c:47	(at logger.py:129) 
2019-02-12 22:32:40,840 [D] └:C:c:WD_3:mbe.c:46	(at logger.py:129) 
2019-02-12 22:32:40,840 [D] -:C:c:WD_1:mbe.c:47	(at logger.py:129) 
2019-02-12 22:32:40,840 [D] ┌:F:n:WD_2:mbe.c:47	(at logger.py:129) 
2019-02-12 22:32:40,840 [D] └:F:n:WD_2:mbe.c:46	(at logger.py:129) 
2019-02-12 22:32:40,840 [D] ┌:C:c:WD_3:mbe.c:47	(at logger.py:129) 
2019-02-12 22:32:40,840 [D] |:C:c:WD_3:mbe.c:46	(at logger.py:129) 
2019-02-12 22:32:40,840 [D] └:C:c:WD_3:mbe.c:44	(at logger.py:129) 
2019-02-12 22:32:40,841 [D] -:F:n:WD_1:mbe.c:46	(at logger.py:129) 
2019-02-12 22:32:40,841 [D] ┌:C:c:WD_2:mbe.c:46	(at logger.py:129) 
2019-02-12 22:32:40,841 [D] └:C:c:WD_2:mbe.c:44	(at logger.py:129) 
2019-02-12 22:32:40,841 [D] ┌:C:c:WD_3:mbe.c:46	(at logger.py:129) 
2019-02-12 22:32:40,841 [D] |:C:c:WD_3:mbe.c:44	(at logger.py:129) 
2019-02-12 22:32:40,841 [D] └:C:c:WD_3:mbe.c:43	(at logger.py:129) 
2019-02-12 22:32:40,841 [D]  : : :pass:mbe.c:45	(at logger.py:129) 
2019-02-12 22:32:40,841 [D] -:F:n:WD_1:mbe.c:44	(at logger.py:129) 
2019-02-12 22:32:40,841 [D] ┌:F:n:WD_2:mbe.c:44	(at logger.py:129) 
2019-02-12 22:32:40,841 [D] └:F:n:WD_2:mbe.c:43	(at logger.py:129) 
2019-02-12 22:32:40,841 [D] ┌:C:c:WD_3:mbe.c:44	(at logger.py:129) 
2019-02-12 22:32:40,841 [D] |:C:c:WD_3:mbe.c:43	(at logger.py:129) 
2019-02-12 22:32:40,842 [D] └:C:c:WD_3:mbe.c:42	(at logger.py:129) 
2019-02-12 22:32:40,842 [D] -:C:c:WD_1:mbe.c:43	(at logger.py:129) 
2019-02-12 22:32:40,842 [D] ┌:F:n:WD_2:mbe.c:43	(at logger.py:129) 
2019-02-12 22:32:40,842 [D] └:F:n:WD_2:mbe.c:42	(at logger.py:129) 
2019-02-12 22:32:40,842 [D] ┌:F:n:WD_3:mbe.c:43	(at logger.py:129) 
2019-02-12 22:32:40,842 [D] |:F:n:WD_3:mbe.c:42	(at logger.py:129) 
2019-02-12 22:32:40,842 [D] └:F:n:WD_3:mbe.c:41	(at logger.py:129) 
2019-02-12 22:32:40,842 [D] -:F:n:WD_1:mbe.c:42	(at logger.py:129) 
2019-02-12 22:32:40,842 [D] ┌:F:n:WD_2:mbe.c:42	(at logger.py:129) 
2019-02-12 22:32:40,842 [D] └:F:n:WD_2:mbe.c:41	(at logger.py:129) 
2019-02-12 22:32:40,842 [D] ┌:F:n:WD_3:mbe.c:42	(at logger.py:129) 
2019-02-12 22:32:40,842 [D] |:F:n:WD_3:mbe.c:41	(at logger.py:129) 
2019-02-12 22:32:40,842 [D] └:F:n:WD_3:mbe.c:40	(at logger.py:129) 
2019-02-12 22:32:40,843 [D] -:C:c:WD_1:mbe.c:41	(at logger.py:129) 
2019-02-12 22:32:40,843 [D] ┌:C:c:WD_2:mbe.c:41	(at logger.py:129) 
2019-02-12 22:32:40,843 [D] └:C:c:WD_2:mbe.c:40	(at logger.py:129) 
2019-02-12 22:32:40,843 [D] ┌:F:n:WD_3:mbe.c:41	(at logger.py:129) 
2019-02-12 22:32:40,843 [D] |:F:n:WD_3:mbe.c:40	(at logger.py:129) 
2019-02-12 22:32:40,843 [D] └:F:n:WD_3:mbe.c:38	(at logger.py:129) 
2019-02-12 22:32:40,843 [D] -:C:c:WD_1:mbe.c:40	(at logger.py:129) 
2019-02-12 22:32:40,843 [D] ┌:F:n:WD_2:mbe.c:40	(at logger.py:129) 
2019-02-12 22:32:40,843 [D] └:F:n:WD_2:mbe.c:38	(at logger.py:129) 
2019-02-12 22:32:40,843 [D] ┌:F:n:WD_3:mbe.c:40	(at logger.py:129) 
2019-02-12 22:32:40,843 [D] |:F:n:WD_3:mbe.c:38	(at logger.py:129) 
2019-02-12 22:32:40,843 [D] └:F:n:WD_3:mbe.c:37	(at logger.py:129) 
2019-02-12 22:32:40,843 [D]  : : :pass:mbe.c:39	(at logger.py:129) 
2019-02-12 22:32:40,843 [D] -:F:n:WD_1:mbe.c:38	(at logger.py:129) 
2019-02-12 22:32:40,844 [D] ┌:F:n:WD_2:mbe.c:38	(at logger.py:129) 
2019-02-12 22:32:40,844 [D] └:F:n:WD_2:mbe.c:37	(at logger.py:129) 
2019-02-12 22:32:40,844 [D] ┌:F:n:WD_3:mbe.c:38	(at logger.py:129) 
2019-02-12 22:32:40,844 [D] |:F:n:WD_3:mbe.c:37	(at logger.py:129) 
2019-02-12 22:32:40,844 [D] └:F:n:WD_3:mbe.c:35	(at logger.py:129) 
2019-02-12 22:32:40,844 [D] -:F:n:WD_1:mbe.c:37	(at logger.py:129) 
2019-02-12 22:32:40,844 [D] ┌:F:n:WD_2:mbe.c:37	(at logger.py:129) 
2019-02-12 22:32:40,844 [D] └:F:n:WD_2:mbe.c:35	(at logger.py:129) 
2019-02-12 22:32:40,844 [D] ┌:F:n:WD_3:mbe.c:37	(at logger.py:129) 
2019-02-12 22:32:40,844 [D] |:F:n:WD_3:mbe.c:35	(at logger.py:129) 
2019-02-12 22:32:40,844 [D] └:F:n:WD_3:mbe.c:33	(at logger.py:129) 
2019-02-12 22:32:40,844 [D]  : : :pass:mbe.c:36	(at logger.py:129) 
2019-02-12 22:32:40,844 [D] -:F:n:WD_1:mbe.c:35	(at logger.py:129) 
2019-02-12 22:32:40,845 [D] ┌:F:n:WD_2:mbe.c:35	(at logger.py:129) 
2019-02-12 22:32:40,845 [D] └:F:n:WD_2:mbe.c:33	(at logger.py:129) 
2019-02-12 22:32:40,845 [D] ┌:F:n:WD_3:mbe.c:35	(at logger.py:129) 
2019-02-12 22:32:40,845 [D] |:F:n:WD_3:mbe.c:33	(at logger.py:129) 
2019-02-12 22:32:40,845 [D] └:F:n:WD_3:mbe.c:32	(at logger.py:129) 
2019-02-12 22:32:40,845 [D]  : : :pass:mbe.c:34	(at logger.py:129) 
2019-02-12 22:32:40,845 [D] -:F:n:WD_1:mbe.c:33	(at logger.py:129) 
2019-02-12 22:32:40,845 [D] ┌:F:n:WD_2:mbe.c:33	(at logger.py:129) 
2019-02-12 22:32:40,845 [D] └:F:n:WD_2:mbe.c:32	(at logger.py:129) 
2019-02-12 22:32:40,845 [D] ┌:F:n:WD_3:mbe.c:33	(at logger.py:129) 
2019-02-12 22:32:40,845 [D] |:F:n:WD_3:mbe.c:32	(at logger.py:129) 
2019-02-12 22:32:40,845 [D] └:F:n:WD_3:mbe.c:31	(at logger.py:129) 
2019-02-12 22:32:40,845 [D] -:F:n:WD_1:mbe.c:32	(at logger.py:129) 
2019-02-12 22:32:40,846 [D] ┌:F:n:WD_2:mbe.c:32	(at logger.py:129) 
2019-02-12 22:32:40,846 [D] └:F:n:WD_2:mbe.c:31	(at logger.py:129) 
2019-02-12 22:32:40,846 [D] ┌:F:n:WD_3:mbe.c:32	(at logger.py:129) 
2019-02-12 22:32:40,846 [D] |:F:n:WD_3:mbe.c:31	(at logger.py:129) 
2019-02-12 22:32:40,846 [D] └:F:n:WD_3:mbe.c:30	(at logger.py:129) 
2019-02-12 22:32:40,846 [D] -:C:c:WD_1:mbe.c:31	(at logger.py:129) 
2019-02-12 22:32:40,846 [D] ┌:C:c:WD_2:mbe.c:31	(at logger.py:129) 
2019-02-12 22:32:40,846 [D] └:C:c:WD_2:mbe.c:30	(at logger.py:129) 
2019-02-12 22:32:40,846 [D] ┌:F:n:WD_3:mbe.c:31	(at logger.py:129) 
2019-02-12 22:32:40,846 [D] |:F:n:WD_3:mbe.c:30	(at logger.py:129) 
2019-02-12 22:32:40,846 [D] └:F:n:WD_3:mbe.c:29	(at logger.py:129) 
2019-02-12 22:32:40,846 [D] -:C:c:WD_1:mbe.c:30	(at logger.py:129) 
2019-02-12 22:32:40,846 [D] ┌:F:n:WD_2:mbe.c:30	(at logger.py:129) 
2019-02-12 22:32:40,846 [D] └:F:n:WD_2:mbe.c:29	(at logger.py:129) 
2019-02-12 22:32:40,847 [D] ┌:F:n:WD_3:mbe.c:30	(at logger.py:129) 
2019-02-12 22:32:40,847 [D] |:F:n:WD_3:mbe.c:29	(at logger.py:129) 
2019-02-12 22:32:40,847 [D] └:F:n:WD_3:mbe.c:28	(at logger.py:129) 
2019-02-12 22:32:40,847 [D] -:F:n:WD_1:mbe.c:29	(at logger.py:129) 
2019-02-12 22:32:40,847 [D] ┌:F:n:WD_2:mbe.c:29	(at logger.py:129) 
2019-02-12 22:32:40,847 [D] └:F:n:WD_2:mbe.c:28	(at logger.py:129) 
2019-02-12 22:32:40,847 [D] ┌:C:c:WD_3:mbe.c:29	(at logger.py:129) 
2019-02-12 22:32:40,847 [D] |:C:c:WD_3:mbe.c:28	(at logger.py:129) 
2019-02-12 22:32:40,847 [D] └:C:c:WD_3:mbe.c:27	(at logger.py:129) 
2019-02-12 22:32:40,847 [D] -:C:c:WD_1:mbe.c:28	(at logger.py:129) 
2019-02-12 22:32:40,847 [D] ┌:F:n:WD_2:mbe.c:28	(at logger.py:129) 
2019-02-12 22:32:40,847 [D] └:F:n:WD_2:mbe.c:27	(at logger.py:129) 
2019-02-12 22:32:40,847 [D] ┌:F:n:WD_3:mbe.c:28	(at logger.py:129) 
2019-02-12 22:32:40,848 [D] |:F:n:WD_3:mbe.c:27	(at logger.py:129) 
2019-02-12 22:32:40,848 [D] └:F:n:WD_3:mbe.c:26	(at logger.py:129) 
2019-02-12 22:32:40,848 [D] -:F:n:WD_1:mbe.c:27	(at logger.py:129) 
2019-02-12 22:32:40,848 [D] ┌:F:n:WD_2:mbe.c:27	(at logger.py:129) 
2019-02-12 22:32:40,848 [D] └:F:n:WD_2:mbe.c:26	(at logger.py:129) 
2019-02-12 22:32:40,848 [D] ┌:F:n:WD_3:mbe.c:27	(at logger.py:129) 
2019-02-12 22:32:40,848 [D] |:F:n:WD_3:mbe.c:26	(at logger.py:129) 
2019-02-12 22:32:40,848 [D] └:F:n:WD_3:mbe.c:25	(at logger.py:129) 
2019-02-12 22:32:40,848 [D] -:C:c:WD_1:mbe.c:26	(at logger.py:129) 
2019-02-12 22:32:40,848 [D] ┌:F:n:WD_2:mbe.c:26	(at logger.py:129) 
2019-02-12 22:32:40,848 [D] └:F:n:WD_2:mbe.c:25	(at logger.py:129) 
2019-02-12 22:32:40,848 [D] ┌:F:n:WD_3:mbe.c:26	(at logger.py:129) 
2019-02-12 22:32:40,848 [D] |:F:n:WD_3:mbe.c:25	(at logger.py:129) 
2019-02-12 22:32:40,849 [D] └:F:n:WD_3:mbe.c:24	(at logger.py:129) 
2019-02-12 22:32:40,849 [D] -:F:n:WD_1:mbe.c:25	(at logger.py:129) 
2019-02-12 22:32:40,849 [D] ┌:F:n:WD_2:mbe.c:25	(at logger.py:129) 
2019-02-12 22:32:40,849 [D] └:F:n:WD_2:mbe.c:24	(at logger.py:129) 
2019-02-12 22:32:40,849 [D] ┌:F:n:WD_3:mbe.c:25	(at logger.py:129) 
2019-02-12 22:32:40,849 [D] |:F:n:WD_3:mbe.c:24	(at logger.py:129) 
2019-02-12 22:32:40,849 [D] └:F:n:WD_3:mbe.c:23	(at logger.py:129) 
2019-02-12 22:32:40,849 [D] -:F:n:WD_1:mbe.c:24	(at logger.py:129) 
2019-02-12 22:32:40,849 [D] ┌:F:n:WD_2:mbe.c:24	(at logger.py:129) 
2019-02-12 22:32:40,849 [D] └:F:n:WD_2:mbe.c:23	(at logger.py:129) 
2019-02-12 22:32:40,849 [D] ┌:F:n:WD_3:mbe.c:24	(at logger.py:129) 
2019-02-12 22:32:40,849 [D] |:F:n:WD_3:mbe.c:23	(at logger.py:129) 
2019-02-12 22:32:40,849 [D] └:F:n:WD_3:mbe.c:22	(at logger.py:129) 
2019-02-12 22:32:40,850 [D] -:F:n:WD_1:mbe.c:23	(at logger.py:129) 
2019-02-12 22:32:40,850 [D] ┌:F:n:WD_2:mbe.c:23	(at logger.py:129) 
2019-02-12 22:32:40,850 [D] └:F:n:WD_2:mbe.c:22	(at logger.py:129) 
2019-02-12 22:32:40,850 [D] ┌:F:n:WD_3:mbe.c:23	(at logger.py:129) 
2019-02-12 22:32:40,850 [D] |:F:n:WD_3:mbe.c:22	(at logger.py:129) 
2019-02-12 22:32:40,850 [D] └:F:n:WD_3:mbe.c:20	(at logger.py:129) 
2019-02-12 22:32:40,850 [D] -:C:c:WD_1:mbe.c:22	(at logger.py:129) 
2019-02-12 22:32:40,850 [D] ┌:C:c:WD_2:mbe.c:22	(at logger.py:129) 
2019-02-12 22:32:40,850 [D] └:C:c:WD_2:mbe.c:20	(at logger.py:129) 
2019-02-12 22:32:40,850 [D] ┌:C:c:WD_3:mbe.c:22	(at logger.py:129) 
2019-02-12 22:32:40,850 [D] |:C:c:WD_3:mbe.c:20	(at logger.py:129) 
2019-02-12 22:32:40,850 [D] └:C:c:WD_3:mbe.c:19	(at logger.py:129) 
2019-02-12 22:32:40,850 [D]  : : :pass:mbe.c:21	(at logger.py:129) 
2019-02-12 22:32:40,850 [D] -:C:c:WD_1:mbe.c:20	(at logger.py:129) 
2019-02-12 22:32:40,851 [D] ┌:C:c:WD_2:mbe.c:20	(at logger.py:129) 
2019-02-12 22:32:40,851 [D] └:C:c:WD_2:mbe.c:19	(at logger.py:129) 
2019-02-12 22:32:40,851 [D] ┌:F:n:WD_3:mbe.c:20	(at logger.py:129) 
2019-02-12 22:32:40,851 [D] |:F:n:WD_3:mbe.c:19	(at logger.py:129) 
2019-02-12 22:32:40,851 [D] └:F:n:WD_3:mbe.c:17	(at logger.py:129) 
2019-02-12 22:32:40,851 [D] -:C:c:WD_1:mbe.c:19	(at logger.py:129) 
2019-02-12 22:32:40,851 [D] ┌:F:n:WD_2:mbe.c:19	(at logger.py:129) 
2019-02-12 22:32:40,851 [D] └:F:n:WD_2:mbe.c:17	(at logger.py:129) 
2019-02-12 22:32:40,851 [D] ┌:F:n:WD_3:mbe.c:19	(at logger.py:129) 
2019-02-12 22:32:40,851 [D] |:F:n:WD_3:mbe.c:17	(at logger.py:129) 
2019-02-12 22:32:40,851 [D] └:F:n:WD_3:mbe.c:16	(at logger.py:129) 
2019-02-12 22:32:40,851 [D]  : : :pass:mbe.c:18	(at logger.py:129) 
2019-02-12 22:32:40,851 [D] -:F:n:WD_1:mbe.c:17	(at logger.py:129) 
