2019-02-12 22:35:27,038 [D]  : : :pass:mbe.c:79	(at logger.py:129) 
2019-02-12 22:35:27,548 [D] ┌:F:n:WD_2:mbe.c:66	(at logger.py:129) 
2019-02-12 22:35:27,548 [D] └:F:n:WD_2:mbe.c:64	(at logger.py:129) 
2019-02-12 22:35:27,563 [D] ┌:F:n:WD_3:mbe.c:66	(at logger.py:129) 
2019-02-12 22:35:27,563 [D] |:F:n:WD_3:mbe.c:64	(at logger.py:129) 
2019-02-12 22:35:27,563 [D] └:F:n:WD_3:mbe.c:63	(at logger.py:129) 
2019-02-12 22:35:27,563 [D]  : : :pass:mbe.c:65	(at logger.py:129) 
2019-02-12 22:35:27,578 [D] -:F:n:WD_1:mbe.c:64	(at logger.py:129) 
2019-02-12 22:35:27,592 [D] ┌:F:n:WD_2:mbe.c:64	(at logger.py:129) 
2019-02-12 22:35:27,593 [D] └:F:n:WD_2:mbe.c:63	(at logger.py:129) 
2019-02-12 22:35:27,607 [D] ┌:F:n:WD_3:mbe.c:64	(at logger.py:129) 
2019-02-12 22:35:27,607 [D] |:F:n:WD_3:mbe.c:63	(at logger.py:129) 
2019-02-12 22:35:27,607 [D] └:F:n:WD_3:mbe.c:62	(at logger.py:129) 
2019-02-12 22:35:27,654 [D] -:C:n:WD_1:mbe.c:63	(at logger.py:129) 
2019-02-12 22:35:27,670 [D] ┌:F:n:WD_2:mbe.c:63	(at logger.py:129) 
2019-02-12 22:35:27,670 [D] └:F:n:WD_2:mbe.c:62	(at logger.py:129) 
2019-02-12 22:35:27,685 [D] ┌:F:n:WD_3:mbe.c:63	(at logger.py:129) 
2019-02-12 22:35:27,685 [D] |:F:n:WD_3:mbe.c:62	(at logger.py:129) 
2019-02-12 22:35:27,685 [D] └:F:n:WD_3:mbe.c:61	(at logger.py:129) 
2019-02-12 22:35:27,702 [D] -:F:n:WD_1:mbe.c:62	(at logger.py:129) 
2019-02-12 22:35:27,718 [D] ┌:F:n:WD_2:mbe.c:62	(at logger.py:129) 
2019-02-12 22:35:27,718 [D] └:F:n:WD_2:mbe.c:61	(at logger.py:129) 
2019-02-12 22:35:27,754 [D] ┌:F:n:WD_3:mbe.c:62	(at logger.py:129) 
2019-02-12 22:35:27,754 [D] |:F:n:WD_3:mbe.c:61	(at logger.py:129) 
2019-02-12 22:35:27,754 [D] └:F:n:WD_3:mbe.c:59	(at logger.py:129) 
2019-02-12 22:35:27,772 [D] -:F:n:WD_1:mbe.c:61	(at logger.py:129) 
2019-02-12 22:35:27,791 [D] ┌:F:n:WD_2:mbe.c:61	(at logger.py:129) 
2019-02-12 22:35:27,791 [D] └:F:n:WD_2:mbe.c:59	(at logger.py:129) 
2019-02-12 22:35:27,807 [D] ┌:F:n:WD_3:mbe.c:61	(at logger.py:129) 
2019-02-12 22:35:27,807 [D] |:F:n:WD_3:mbe.c:59	(at logger.py:129) 
2019-02-12 22:35:27,807 [D] └:F:n:WD_3:mbe.c:58	(at logger.py:129) 
2019-02-12 22:35:27,807 [D]  : : :pass:mbe.c:60	(at logger.py:129) 
2019-02-12 22:35:27,824 [D] -:F:n:WD_1:mbe.c:59	(at logger.py:129) 
2019-02-12 22:35:27,839 [D] ┌:F:n:WD_2:mbe.c:59	(at logger.py:129) 
2019-02-12 22:35:27,839 [D] └:F:n:WD_2:mbe.c:58	(at logger.py:129) 
2019-02-12 22:35:27,854 [D] ┌:F:n:WD_3:mbe.c:59	(at logger.py:129) 
2019-02-12 22:35:27,854 [D] |:F:n:WD_3:mbe.c:58	(at logger.py:129) 
2019-02-12 22:35:27,855 [D] └:F:n:WD_3:mbe.c:56	(at logger.py:129) 
2019-02-12 22:35:28,896 [D] -:C:n:WD_1:mbe.c:58	(at logger.py:129) 
2019-02-12 22:35:28,909 [D] ┌:F:n:WD_2:mbe.c:58	(at logger.py:129) 
2019-02-12 22:35:28,909 [D] └:F:n:WD_2:mbe.c:56	(at logger.py:129) 
2019-02-12 22:35:28,923 [D] ┌:F:n:WD_3:mbe.c:58	(at logger.py:129) 
2019-02-12 22:35:28,923 [D] |:F:n:WD_3:mbe.c:56	(at logger.py:129) 
2019-02-12 22:35:28,923 [D] └:F:n:WD_3:mbe.c:55	(at logger.py:129) 
2019-02-12 22:35:28,923 [D]  : : :pass:mbe.c:57	(at logger.py:129) 
2019-02-12 22:35:28,938 [D] -:F:n:WD_1:mbe.c:56	(at logger.py:129) 
2019-02-12 22:35:28,953 [D] ┌:F:n:WD_2:mbe.c:56	(at logger.py:129) 
2019-02-12 22:35:28,953 [D] └:F:n:WD_2:mbe.c:55	(at logger.py:129) 
2019-02-12 22:35:29,023 [D] ┌:C:n:WD_3:mbe.c:56	(at logger.py:129) 
2019-02-12 22:35:29,023 [D] |:C:n:WD_3:mbe.c:55	(at logger.py:129) 
2019-02-12 22:35:29,023 [D] └:C:n:WD_3:mbe.c:54	(at logger.py:129) 
2019-02-12 22:35:29,066 [D] -:C:n:WD_1:mbe.c:55	(at logger.py:129) 
2019-02-12 22:35:29,081 [D] ┌:F:n:WD_2:mbe.c:55	(at logger.py:129) 
2019-02-12 22:35:29,081 [D] └:F:n:WD_2:mbe.c:54	(at logger.py:129) 
2019-02-12 22:35:29,096 [D] ┌:F:n:WD_3:mbe.c:55	(at logger.py:129) 
2019-02-12 22:35:29,096 [D] |:F:n:WD_3:mbe.c:54	(at logger.py:129) 
2019-02-12 22:35:29,096 [D] └:F:n:WD_3:mbe.c:53	(at logger.py:129) 
2019-02-12 22:35:29,111 [D] -:F:n:WD_1:mbe.c:54	(at logger.py:129) 
2019-02-12 22:35:29,126 [D] ┌:F:n:WD_2:mbe.c:54	(at logger.py:129) 
2019-02-12 22:35:29,126 [D] └:F:n:WD_2:mbe.c:53	(at logger.py:129) 
2019-02-12 22:35:29,142 [D] ┌:F:n:WD_3:mbe.c:54	(at logger.py:129) 
2019-02-12 22:35:29,142 [D] |:F:n:WD_3:mbe.c:53	(at logger.py:129) 
2019-02-12 22:35:29,142 [D] └:F:n:WD_3:mbe.c:52	(at logger.py:129) 
2019-02-12 22:35:30,186 [D] -:C:n:WD_1:mbe.c:53	(at logger.py:129) 
2019-02-12 22:35:31,242 [D] ┌:C:n:WD_2:mbe.c:53	(at logger.py:129) 
2019-02-12 22:35:31,243 [D] └:C:n:WD_2:mbe.c:52	(at logger.py:129) 
2019-02-12 22:35:31,257 [D] ┌:F:n:WD_3:mbe.c:53	(at logger.py:129) 
2019-02-12 22:35:31,258 [D] |:F:n:WD_3:mbe.c:52	(at logger.py:129) 
2019-02-12 22:35:31,258 [D] └:F:n:WD_3:mbe.c:50	(at logger.py:129) 
2019-02-12 22:35:31,309 [D] -:C:n:WD_1:mbe.c:52	(at logger.py:129) 
2019-02-12 22:35:31,323 [D] ┌:F:n:WD_2:mbe.c:52	(at logger.py:129) 
2019-02-12 22:35:31,323 [D] └:F:n:WD_2:mbe.c:50	(at logger.py:129) 
2019-02-12 22:35:31,338 [D] ┌:F:n:WD_3:mbe.c:52	(at logger.py:129) 
2019-02-12 22:35:31,338 [D] |:F:n:WD_3:mbe.c:50	(at logger.py:129) 
2019-02-12 22:35:31,338 [D] └:F:n:WD_3:mbe.c:49	(at logger.py:129) 
2019-02-12 22:35:31,338 [D]  : : :pass:mbe.c:51	(at logger.py:129) 
2019-02-12 22:35:31,353 [D] -:F:n:WD_1:mbe.c:50	(at logger.py:129) 
2019-02-12 22:35:31,368 [D] ┌:F:n:WD_2:mbe.c:50	(at logger.py:129) 
2019-02-12 22:35:31,368 [D] └:F:n:WD_2:mbe.c:49	(at logger.py:129) 
2019-02-12 22:35:31,383 [D] ┌:F:n:WD_3:mbe.c:50	(at logger.py:129) 
2019-02-12 22:35:31,383 [D] |:F:n:WD_3:mbe.c:49	(at logger.py:129) 
2019-02-12 22:35:31,383 [D] └:F:n:WD_3:mbe.c:47	(at logger.py:129) 
2019-02-12 22:35:31,398 [D] -:F:n:WD_1:mbe.c:49	(at logger.py:129) 
2019-02-12 22:35:31,414 [D] ┌:F:n:WD_2:mbe.c:49	(at logger.py:129) 
2019-02-12 22:35:31,414 [D] └:F:n:WD_2:mbe.c:47	(at logger.py:129) 
2019-02-12 22:35:31,431 [D] ┌:F:n:WD_3:mbe.c:49	(at logger.py:129) 
2019-02-12 22:35:31,431 [D] |:F:n:WD_3:mbe.c:47	(at logger.py:129) 
2019-02-12 22:35:31,431 [D] └:F:n:WD_3:mbe.c:42	(at logger.py:129) 
2019-02-12 22:35:31,431 [D]  : : :pass:mbe.c:48	(at logger.py:129) 
2019-02-12 22:35:31,446 [D] -:F:n:WD_1:mbe.c:47	(at logger.py:129) 
2019-02-12 22:35:31,462 [D] ┌:F:n:WD_2:mbe.c:47	(at logger.py:129) 
2019-02-12 22:35:31,462 [D] └:F:n:WD_2:mbe.c:42	(at logger.py:129) 
2019-02-12 22:35:31,479 [D] ┌:F:n:WD_3:mbe.c:47	(at logger.py:129) 
2019-02-12 22:35:31,479 [D] |:F:n:WD_3:mbe.c:42	(at logger.py:129) 
2019-02-12 22:35:31,479 [D] └:F:n:WD_3:mbe.c:41	(at logger.py:129) 
2019-02-12 22:35:31,479 [D]  : : :pass:mbe.c:46	(at logger.py:129) 
2019-02-12 22:35:31,479 [D]  : : :pass:mbe.c:45	(at logger.py:129) 
2019-02-12 22:35:31,479 [D]  : : :pass:mbe.c:44	(at logger.py:129) 
2019-02-12 22:35:31,479 [D]  : : :pass:mbe.c:43	(at logger.py:129) 
2019-02-12 22:35:31,479 [D] -:F:n:WD_1:mbe.c:42	(at logger.py:129) 
2019-02-12 22:35:31,479 [D] ┌:F:n:WD_2:mbe.c:42	(at logger.py:129) 
2019-02-12 22:35:31,479 [D] └:F:n:WD_2:mbe.c:41	(at logger.py:129) 
2019-02-12 22:35:31,480 [D] ┌:F:n:WD_3:mbe.c:42	(at logger.py:129) 
2019-02-12 22:35:31,480 [D] |:F:n:WD_3:mbe.c:41	(at logger.py:129) 
2019-02-12 22:35:31,480 [D] └:F:n:WD_3:mbe.c:40	(at logger.py:129) 
2019-02-12 22:35:31,480 [D] -:C:c:WD_1:mbe.c:41	(at logger.py:129) 
2019-02-12 22:35:31,480 [D] ┌:F:n:WD_2:mbe.c:41	(at logger.py:129) 
2019-02-12 22:35:31,480 [D] └:F:n:WD_2:mbe.c:40	(at logger.py:129) 
2019-02-12 22:35:31,480 [D] ┌:F:n:WD_3:mbe.c:41	(at logger.py:129) 
2019-02-12 22:35:31,480 [D] |:F:n:WD_3:mbe.c:40	(at logger.py:129) 
2019-02-12 22:35:31,480 [D] └:F:n:WD_3:mbe.c:39	(at logger.py:129) 
2019-02-12 22:35:31,480 [D] -:F:n:WD_1:mbe.c:40	(at logger.py:129) 
2019-02-12 22:35:31,481 [D] ┌:F:n:WD_2:mbe.c:40	(at logger.py:129) 
2019-02-12 22:35:31,481 [D] └:F:n:WD_2:mbe.c:39	(at logger.py:129) 
2019-02-12 22:35:31,481 [D] ┌:F:n:WD_3:mbe.c:40	(at logger.py:129) 
2019-02-12 22:35:31,481 [D] |:F:n:WD_3:mbe.c:39	(at logger.py:129) 
2019-02-12 22:35:31,481 [D] └:F:n:WD_3:mbe.c:38	(at logger.py:129) 
2019-02-12 22:35:31,481 [D] -:C:c:WD_1:mbe.c:39	(at logger.py:129) 
2019-02-12 22:35:31,481 [D] ┌:F:n:WD_2:mbe.c:39	(at logger.py:129) 
2019-02-12 22:35:31,481 [D] └:F:n:WD_2:mbe.c:38	(at logger.py:129) 
2019-02-12 22:35:31,481 [D] ┌:F:n:WD_3:mbe.c:39	(at logger.py:129) 
2019-02-12 22:35:31,481 [D] |:F:n:WD_3:mbe.c:38	(at logger.py:129) 
2019-02-12 22:35:31,481 [D] └:F:n:WD_3:mbe.c:37	(at logger.py:129) 
2019-02-12 22:35:31,481 [D] -:F:n:WD_1:mbe.c:38	(at logger.py:129) 
2019-02-12 22:35:31,482 [D] ┌:F:n:WD_2:mbe.c:38	(at logger.py:129) 
2019-02-12 22:35:31,482 [D] └:F:n:WD_2:mbe.c:37	(at logger.py:129) 
2019-02-12 22:35:31,482 [D] ┌:F:n:WD_3:mbe.c:38	(at logger.py:129) 
2019-02-12 22:35:31,482 [D] |:F:n:WD_3:mbe.c:37	(at logger.py:129) 
2019-02-12 22:35:31,482 [D] └:F:n:WD_3:mbe.c:35	(at logger.py:129) 
2019-02-12 22:35:31,482 [D] -:F:n:WD_1:mbe.c:37	(at logger.py:129) 
2019-02-12 22:35:31,482 [D] ┌:F:n:WD_2:mbe.c:37	(at logger.py:129) 
2019-02-12 22:35:31,482 [D] └:F:n:WD_2:mbe.c:35	(at logger.py:129) 
2019-02-12 22:35:31,482 [D] ┌:F:n:WD_3:mbe.c:37	(at logger.py:129) 
2019-02-12 22:35:31,482 [D] |:F:n:WD_3:mbe.c:35	(at logger.py:129) 
2019-02-12 22:35:31,482 [D] └:F:n:WD_3:mbe.c:33	(at logger.py:129) 
2019-02-12 22:35:31,483 [D]  : : :pass:mbe.c:36	(at logger.py:129) 
2019-02-12 22:35:31,483 [D] -:F:n:WD_1:mbe.c:35	(at logger.py:129) 
2019-02-12 22:35:31,483 [D] ┌:F:n:WD_2:mbe.c:35	(at logger.py:129) 
2019-02-12 22:35:31,483 [D] └:F:n:WD_2:mbe.c:33	(at logger.py:129) 
2019-02-12 22:35:31,483 [D] ┌:F:n:WD_3:mbe.c:35	(at logger.py:129) 
2019-02-12 22:35:31,483 [D] |:F:n:WD_3:mbe.c:33	(at logger.py:129) 
2019-02-12 22:35:31,483 [D] └:F:n:WD_3:mbe.c:32	(at logger.py:129) 
2019-02-12 22:35:31,483 [D]  : : :pass:mbe.c:34	(at logger.py:129) 
2019-02-12 22:35:31,483 [D] -:F:n:WD_1:mbe.c:33	(at logger.py:129) 
2019-02-12 22:35:31,483 [D] ┌:F:n:WD_2:mbe.c:33	(at logger.py:129) 
2019-02-12 22:35:31,483 [D] └:F:n:WD_2:mbe.c:32	(at logger.py:129) 
2019-02-12 22:35:31,484 [D] ┌:F:n:WD_3:mbe.c:33	(at logger.py:129) 
2019-02-12 22:35:31,484 [D] |:F:n:WD_3:mbe.c:32	(at logger.py:129) 
2019-02-12 22:35:31,484 [D] └:F:n:WD_3:mbe.c:31	(at logger.py:129) 
2019-02-12 22:35:31,484 [D] -:F:n:WD_1:mbe.c:32	(at logger.py:129) 
2019-02-12 22:35:31,484 [D] ┌:F:n:WD_2:mbe.c:32	(at logger.py:129) 
2019-02-12 22:35:31,484 [D] └:F:n:WD_2:mbe.c:31	(at logger.py:129) 
2019-02-12 22:35:31,484 [D] ┌:F:n:WD_3:mbe.c:32	(at logger.py:129) 
2019-02-12 22:35:31,484 [D] |:F:n:WD_3:mbe.c:31	(at logger.py:129) 
2019-02-12 22:35:31,484 [D] └:F:n:WD_3:mbe.c:30	(at logger.py:129) 
2019-02-12 22:35:31,484 [D] -:C:c:WD_1:mbe.c:31	(at logger.py:129) 
2019-02-12 22:35:31,485 [D] ┌:C:c:WD_2:mbe.c:31	(at logger.py:129) 
2019-02-12 22:35:31,485 [D] └:C:c:WD_2:mbe.c:30	(at logger.py:129) 
2019-02-12 22:35:31,485 [D] ┌:F:n:WD_3:mbe.c:31	(at logger.py:129) 
2019-02-12 22:35:31,485 [D] |:F:n:WD_3:mbe.c:30	(at logger.py:129) 
2019-02-12 22:35:31,485 [D] └:F:n:WD_3:mbe.c:29	(at logger.py:129) 
2019-02-12 22:35:31,485 [D] -:C:c:WD_1:mbe.c:30	(at logger.py:129) 
2019-02-12 22:35:31,485 [D] ┌:F:n:WD_2:mbe.c:30	(at logger.py:129) 
2019-02-12 22:35:31,485 [D] └:F:n:WD_2:mbe.c:29	(at logger.py:129) 
2019-02-12 22:35:31,485 [D] ┌:F:n:WD_3:mbe.c:30	(at logger.py:129) 
2019-02-12 22:35:31,485 [D] |:F:n:WD_3:mbe.c:29	(at logger.py:129) 
2019-02-12 22:35:31,485 [D] └:F:n:WD_3:mbe.c:28	(at logger.py:129) 
2019-02-12 22:35:31,485 [D] -:F:n:WD_1:mbe.c:29	(at logger.py:129) 
2019-02-12 22:35:31,486 [D] ┌:F:n:WD_2:mbe.c:29	(at logger.py:129) 
2019-02-12 22:35:31,486 [D] └:F:n:WD_2:mbe.c:28	(at logger.py:129) 
2019-02-12 22:35:31,486 [D] ┌:C:c:WD_3:mbe.c:29	(at logger.py:129) 
2019-02-12 22:35:31,486 [D] |:C:c:WD_3:mbe.c:28	(at logger.py:129) 
2019-02-12 22:35:31,486 [D] └:C:c:WD_3:mbe.c:27	(at logger.py:129) 
2019-02-12 22:35:31,486 [D] -:C:c:WD_1:mbe.c:28	(at logger.py:129) 
2019-02-12 22:35:31,486 [D] ┌:F:n:WD_2:mbe.c:28	(at logger.py:129) 
2019-02-12 22:35:31,486 [D] └:F:n:WD_2:mbe.c:27	(at logger.py:129) 
2019-02-12 22:35:31,486 [D] ┌:F:n:WD_3:mbe.c:28	(at logger.py:129) 
2019-02-12 22:35:31,486 [D] |:F:n:WD_3:mbe.c:27	(at logger.py:129) 
2019-02-12 22:35:31,486 [D] └:F:n:WD_3:mbe.c:26	(at logger.py:129) 
2019-02-12 22:35:31,486 [D] -:F:n:WD_1:mbe.c:27	(at logger.py:129) 
2019-02-12 22:35:31,487 [D] ┌:F:n:WD_2:mbe.c:27	(at logger.py:129) 
2019-02-12 22:35:31,487 [D] └:F:n:WD_2:mbe.c:26	(at logger.py:129) 
2019-02-12 22:35:31,487 [D] ┌:F:n:WD_3:mbe.c:27	(at logger.py:129) 
2019-02-12 22:35:31,487 [D] |:F:n:WD_3:mbe.c:26	(at logger.py:129) 
2019-02-12 22:35:31,487 [D] └:F:n:WD_3:mbe.c:25	(at logger.py:129) 
2019-02-12 22:35:31,487 [D] -:C:c:WD_1:mbe.c:26	(at logger.py:129) 
2019-02-12 22:35:31,487 [D] ┌:F:n:WD_2:mbe.c:26	(at logger.py:129) 
2019-02-12 22:35:31,487 [D] └:F:n:WD_2:mbe.c:25	(at logger.py:129) 
2019-02-12 22:35:31,487 [D] ┌:F:n:WD_3:mbe.c:26	(at logger.py:129) 
2019-02-12 22:35:31,487 [D] |:F:n:WD_3:mbe.c:25	(at logger.py:129) 
2019-02-12 22:35:31,487 [D] └:F:n:WD_3:mbe.c:24	(at logger.py:129) 
2019-02-12 22:35:31,487 [D] -:F:n:WD_1:mbe.c:25	(at logger.py:129) 
2019-02-12 22:35:31,487 [D] ┌:F:n:WD_2:mbe.c:25	(at logger.py:129) 
2019-02-12 22:35:31,488 [D] └:F:n:WD_2:mbe.c:24	(at logger.py:129) 
2019-02-12 22:35:31,488 [D] ┌:F:n:WD_3:mbe.c:25	(at logger.py:129) 
2019-02-12 22:35:31,488 [D] |:F:n:WD_3:mbe.c:24	(at logger.py:129) 
2019-02-12 22:35:31,488 [D] └:F:n:WD_3:mbe.c:23	(at logger.py:129) 
2019-02-12 22:35:31,488 [D] -:F:n:WD_1:mbe.c:24	(at logger.py:129) 
2019-02-12 22:35:31,488 [D] ┌:F:n:WD_2:mbe.c:24	(at logger.py:129) 
2019-02-12 22:35:31,488 [D] └:F:n:WD_2:mbe.c:23	(at logger.py:129) 
2019-02-12 22:35:31,488 [D] ┌:F:n:WD_3:mbe.c:24	(at logger.py:129) 
2019-02-12 22:35:31,488 [D] |:F:n:WD_3:mbe.c:23	(at logger.py:129) 
2019-02-12 22:35:31,488 [D] └:F:n:WD_3:mbe.c:22	(at logger.py:129) 
2019-02-12 22:35:31,488 [D] -:F:n:WD_1:mbe.c:23	(at logger.py:129) 
2019-02-12 22:35:31,488 [D] ┌:F:n:WD_2:mbe.c:23	(at logger.py:129) 
2019-02-12 22:35:31,489 [D] └:F:n:WD_2:mbe.c:22	(at logger.py:129) 
2019-02-12 22:35:31,489 [D] ┌:F:n:WD_3:mbe.c:23	(at logger.py:129) 
2019-02-12 22:35:31,489 [D] |:F:n:WD_3:mbe.c:22	(at logger.py:129) 
2019-02-12 22:35:31,489 [D] └:F:n:WD_3:mbe.c:20	(at logger.py:129) 
2019-02-12 22:35:31,489 [D] -:C:c:WD_1:mbe.c:22	(at logger.py:129) 
2019-02-12 22:35:31,489 [D] ┌:C:c:WD_2:mbe.c:22	(at logger.py:129) 
2019-02-12 22:35:31,489 [D] └:C:c:WD_2:mbe.c:20	(at logger.py:129) 
2019-02-12 22:35:31,489 [D] ┌:C:c:WD_3:mbe.c:22	(at logger.py:129) 
2019-02-12 22:35:31,489 [D] |:C:c:WD_3:mbe.c:20	(at logger.py:129) 
2019-02-12 22:35:31,489 [D] └:C:c:WD_3:mbe.c:19	(at logger.py:129) 
2019-02-12 22:35:31,489 [D]  : : :pass:mbe.c:21	(at logger.py:129) 
2019-02-12 22:35:31,489 [D] -:C:c:WD_1:mbe.c:20	(at logger.py:129) 
2019-02-12 22:35:31,490 [D] ┌:C:c:WD_2:mbe.c:20	(at logger.py:129) 
2019-02-12 22:35:31,490 [D] └:C:c:WD_2:mbe.c:19	(at logger.py:129) 
2019-02-12 22:35:31,490 [D] ┌:F:n:WD_3:mbe.c:20	(at logger.py:129) 
2019-02-12 22:35:31,490 [D] |:F:n:WD_3:mbe.c:19	(at logger.py:129) 
2019-02-12 22:35:31,490 [D] └:F:n:WD_3:mbe.c:17	(at logger.py:129) 
2019-02-12 22:35:31,490 [D] -:C:c:WD_1:mbe.c:19	(at logger.py:129) 
2019-02-12 22:35:31,490 [D] ┌:F:n:WD_2:mbe.c:19	(at logger.py:129) 
2019-02-12 22:35:31,490 [D] └:F:n:WD_2:mbe.c:17	(at logger.py:129) 
2019-02-12 22:35:31,490 [D] ┌:F:n:WD_3:mbe.c:19	(at logger.py:129) 
2019-02-12 22:35:31,490 [D] |:F:n:WD_3:mbe.c:17	(at logger.py:129) 
2019-02-12 22:35:31,490 [D] └:F:n:WD_3:mbe.c:16	(at logger.py:129) 
2019-02-12 22:35:31,490 [D]  : : :pass:mbe.c:18	(at logger.py:129) 
2019-02-12 22:35:31,491 [D] -:F:n:WD_1:mbe.c:17	(at logger.py:129) 
2019-02-12 22:35:31,491 [D] ┌:F:n:WD_2:mbe.c:17	(at logger.py:129) 
2019-02-12 22:35:31,491 [D] └:F:n:WD_2:mbe.c:16	(at logger.py:129) 
2019-02-12 22:35:31,491 [D] ┌:F:n:WD_3:mbe.c:17	(at logger.py:129) 
2019-02-12 22:35:31,491 [D] |:F:n:WD_3:mbe.c:16	(at logger.py:129) 
2019-02-12 22:35:31,491 [D] └:F:n:WD_3:mbe.c:15	(at logger.py:129) 
2019-02-12 22:35:31,491 [D] -:F:n:WD_1:mbe.c:16	(at logger.py:129) 
2019-02-12 22:35:31,491 [D] ┌:F:n:WD_2:mbe.c:16	(at logger.py:129) 
2019-02-12 22:35:31,491 [D] └:F:n:WD_2:mbe.c:15	(at logger.py:129) 
2019-02-12 22:35:31,491 [D] ┌:F:n:WD_3:mbe.c:16	(at logger.py:129) 
2019-02-12 22:35:31,491 [D] |:F:n:WD_3:mbe.c:15	(at logger.py:129) 
