2019-03-02 02:04:56,721 [D]  : : :pass:mug.c:65	(at logger.py:129) 
2019-03-02 02:04:57,489 [D] ┌:F:n:WD_3:mug.c:29	(at logger.py:129) 
2019-03-02 02:04:57,489 [D] |:F:n:WD_3:mug.c:28	(at logger.py:129) 
2019-03-02 02:04:57,489 [D] └:F:n:WD_3:mug.c:26	(at logger.py:129) 
2019-03-02 02:04:57,523 [D] -:C:c:WD_1:mug.c:28	(at logger.py:129) 
2019-03-02 02:04:57,557 [D] ┌:C:c:WD_2:mug.c:28	(at logger.py:129) 
2019-03-02 02:04:57,557 [D] └:C:c:WD_2:mug.c:26	(at logger.py:129) 
2019-03-02 02:04:57,570 [D] ┌:F:n:WD_3:mug.c:28	(at logger.py:129) 
2019-03-02 02:04:57,570 [D] |:F:n:WD_3:mug.c:26	(at logger.py:129) 
2019-03-02 02:04:57,570 [D] └:F:n:WD_3:mug.c:20	(at logger.py:129) 
2019-03-02 02:04:57,570 [D]  : : :pass:mug.c:27	(at logger.py:129) 
2019-03-02 02:04:57,570 [D] -:C:c:WD_1:mug.c:26	(at logger.py:129) 
2019-03-02 02:04:57,582 [D] ┌:F:n:WD_2:mug.c:26	(at logger.py:129) 
2019-03-02 02:04:57,582 [D] └:F:n:WD_2:mug.c:20	(at logger.py:129) 
2019-03-02 02:04:57,593 [D] ┌:F:n:WD_3:mug.c:26	(at logger.py:129) 
2019-03-02 02:04:57,594 [D] |:F:n:WD_3:mug.c:20	(at logger.py:129) 
2019-03-02 02:04:57,594 [D] └:F:n:WD_3:mug.c:19	(at logger.py:129) 
2019-03-02 02:04:57,594 [D]  : : :pass:mug.c:25	(at logger.py:129) 
2019-03-02 02:04:57,594 [D]  : : :pass:mug.c:24	(at logger.py:129) 
2019-03-02 02:04:57,594 [D]  : : :pass:mug.c:23	(at logger.py:129) 
2019-03-02 02:04:57,594 [D]  : : :pass:mug.c:22	(at logger.py:129) 
2019-03-02 02:04:57,594 [D]  : : :pass:mug.c:21	(at logger.py:129) 
2019-03-02 02:04:57,594 [D] -:F:n:WD_1:mug.c:20	(at logger.py:129) 
2019-03-02 02:04:57,594 [D] ┌:F:n:WD_2:mug.c:20	(at logger.py:129) 
2019-03-02 02:04:57,595 [D] └:F:n:WD_2:mug.c:19	(at logger.py:129) 
2019-03-02 02:04:57,595 [D] ┌:F:n:WD_3:mug.c:20	(at logger.py:129) 
2019-03-02 02:04:57,595 [D] |:F:n:WD_3:mug.c:19	(at logger.py:129) 
2019-03-02 02:04:57,595 [D] └:F:n:WD_3:mug.c:18	(at logger.py:129) 
2019-03-02 02:04:57,595 [D] -:C:c:WD_1:mug.c:19	(at logger.py:129) 
2019-03-02 02:04:57,595 [D] ┌:C:c:WD_2:mug.c:19	(at logger.py:129) 
2019-03-02 02:04:57,595 [D] └:C:c:WD_2:mug.c:18	(at logger.py:129) 
2019-03-02 02:04:57,595 [D] ┌:C:c:WD_3:mug.c:19	(at logger.py:129) 
2019-03-02 02:04:57,595 [D] |:C:c:WD_3:mug.c:18	(at logger.py:129) 
2019-03-02 02:04:57,595 [D] └:C:c:WD_3:mug.c:14	(at logger.py:129) 
2019-03-02 02:04:57,596 [D] -:C:c:WD_1:mug.c:18	(at logger.py:129) 
2019-03-02 02:04:57,596 [D] ┌:C:c:WD_2:mug.c:18	(at logger.py:129) 
2019-03-02 02:04:57,596 [D] └:C:c:WD_2:mug.c:14	(at logger.py:129) 
2019-03-02 02:04:57,596 [D] ┌:F:n:WD_3:mug.c:18	(at logger.py:129) 
2019-03-02 02:04:57,596 [D] |:F:n:WD_3:mug.c:14	(at logger.py:129) 
2019-03-02 02:04:57,596 [D] └:F:n:WD_3:mug.c:11	(at logger.py:129) 
2019-03-02 02:04:57,596 [D]  : : :pass:mug.c:17	(at logger.py:129) 
2019-03-02 02:04:57,596 [D]  : : :pass:mug.c:16	(at logger.py:129) 
2019-03-02 02:04:57,596 [D]  : : :pass:mug.c:15	(at logger.py:129) 
2019-03-02 02:04:57,596 [D] -:C:c:WD_1:mug.c:14	(at logger.py:129) 
2019-03-02 02:04:57,596 [D] ┌:F:n:WD_2:mug.c:14	(at logger.py:129) 
2019-03-02 02:04:57,597 [D] └:F:n:WD_2:mug.c:11	(at logger.py:129) 
2019-03-02 02:04:57,597 [D] ┌:F:n:WD_3:mug.c:14	(at logger.py:129) 
2019-03-02 02:04:57,597 [D] |:F:n:WD_3:mug.c:11	(at logger.py:129) 
2019-03-02 02:04:57,597 [D] └:F:n:WD_3:mug.c:10	(at logger.py:129) 
2019-03-02 02:04:57,597 [D]  : : :pass:mug.c:13	(at logger.py:129) 
2019-03-02 02:04:57,597 [D]  : : :pass:mug.c:12	(at logger.py:129) 
2019-03-02 02:04:57,597 [D] -:F:n:WD_1:mug.c:11	(at logger.py:129) 
2019-03-02 02:04:57,597 [D] ┌:F:n:WD_2:mug.c:11	(at logger.py:129) 
2019-03-02 02:04:57,597 [D] └:F:n:WD_2:mug.c:10	(at logger.py:129) 
2019-03-02 02:04:57,597 [D] ┌:F:n:WD_3:mug.c:11	(at logger.py:129) 
2019-03-02 02:04:57,597 [D] |:F:n:WD_3:mug.c:10	(at logger.py:129) 
2019-03-02 02:04:57,598 [D] └:F:n:WD_3:mug.c:9	(at logger.py:129) 
2019-03-02 02:04:57,598 [D] -:F:n:WD_1:mug.c:10	(at logger.py:129) 
2019-03-02 02:04:57,598 [D] ┌:F:n:WD_2:mug.c:10	(at logger.py:129) 
2019-03-02 02:04:57,598 [D] └:F:n:WD_2:mug.c:9	(at logger.py:129) 
2019-03-02 02:04:57,598 [D] ┌:F:n:WD_3:mug.c:10	(at logger.py:129) 
2019-03-02 02:04:57,598 [D] |:F:n:WD_3:mug.c:9	(at logger.py:129) 
2019-03-02 02:04:57,598 [D] └:F:n:WD_3:mug.c:4	(at logger.py:129) 
2019-03-02 02:04:57,598 [D] -:F:n:WD_1:mug.c:9	(at logger.py:129) 
2019-03-02 02:04:57,598 [D] ┌:F:n:WD_2:mug.c:9	(at logger.py:129) 
2019-03-02 02:04:57,598 [D] └:F:n:WD_2:mug.c:4	(at logger.py:129) 
2019-03-02 02:04:57,598 [D] ┌:F:n:WD_3:mug.c:9	(at logger.py:129) 
2019-03-02 02:04:57,599 [D] |:F:n:WD_3:mug.c:4	(at logger.py:129) 
2019-03-02 02:04:57,599 [D] └:F:n:WD_3:mug.c:3	(at logger.py:129) 
2019-03-02 02:04:57,599 [D]  : : :pass:mug.c:8	(at logger.py:129) 
2019-03-02 02:04:57,599 [D]  : : :pass:mug.c:7	(at logger.py:129) 
2019-03-02 02:04:57,599 [D]  : : :pass:mug.c:6	(at logger.py:129) 
2019-03-02 02:04:57,599 [D]  : : :pass:mug.c:5	(at logger.py:129) 
2019-03-02 02:04:57,599 [D] -:F:n:WD_1:mug.c:4	(at logger.py:129) 
2019-03-02 02:04:57,599 [D] ┌:F:n:WD_2:mug.c:4	(at logger.py:129) 
2019-03-02 02:04:57,599 [D] └:F:n:WD_2:mug.c:3	(at logger.py:129) 
2019-03-02 02:04:57,599 [D] ┌:F:n:WD_3:mug.c:4	(at logger.py:129) 
2019-03-02 02:04:57,600 [D] └:F:n:WD_3:mug.c:3	(at logger.py:129) 
2019-03-02 02:04:57,600 [D] -:F:n:WD_1:mug.c:3	(at logger.py:129) 
2019-03-02 02:04:57,600 [D] -:F:n:WD_2:mug.c:3	(at logger.py:129) 
2019-03-02 02:04:57,600 [D] -:F:n:WD_3:mug.c:3	(at logger.py:129) 
2019-03-02 02:04:57,600 [D]  : : :pass:mug.c:2	(at logger.py:129) 
2019-03-02 02:04:57,600 [D]  : : :pass:mug.c:1	(at logger.py:129) 
2019-03-02 02:04:57,600 [D] comp_cached_cnt:31	(at logger.py:134) 
2019-03-02 02:04:57,600 [D] compile_cnt:50	(at logger.py:134) 
2019-03-02 02:04:57,600 [D] execute_cnt:1	(at logger.py:134) 
2019-03-02 02:04:57,600 [D] fail_del_cnt:18	(at logger.py:134) 
2019-03-02 02:04:57,600 [D] iter_idx:3	(at logger.py:134) 
2019-03-02 02:04:57,600 [D] reuse_cnt:17	(at logger.py:134) 
2019-03-02 02:04:57,600 [D] succ_del_cnt:0	(at logger.py:134) 
2019-03-02 02:04:57,601 [D] time:0.879406213760376	(at logger.py:134) 
2019-03-02 02:04:57,601 [D] deletion:38	(at logger.py:136) 
