2019-03-02 02:04:42,608 [D]  : : :pass:mug.c:63	(at logger.py:129) 
2019-03-02 02:04:42,710 [D]  : : :pass:mug.c:44	(at logger.py:129) 
2019-03-02 02:04:42,710 [D]  : : :pass:mug.c:43	(at logger.py:129) 
2019-03-02 02:04:42,710 [D]  : : :pass:mug.c:42	(at logger.py:129) 
2019-03-02 02:04:42,711 [D]  : : :pass:mug.c:41	(at logger.py:129) 
2019-03-02 02:04:42,711 [D]  : : :pass:mug.c:40	(at logger.py:129) 
2019-03-02 02:04:42,711 [D]  : : :pass:mug.c:39	(at logger.py:129) 
2019-03-02 02:04:42,711 [D]  : : :pass:mug.c:38	(at logger.py:129) 
2019-03-02 02:04:42,711 [D]  : : :pass:mug.c:37	(at logger.py:129) 
2019-03-02 02:04:42,711 [D]  : : :pass:mug.c:36	(at logger.py:129) 
2019-03-02 02:04:42,711 [D]  : : :pass:mug.c:35	(at logger.py:129) 
2019-03-02 02:04:42,711 [D]  : : :pass:mug.c:34	(at logger.py:129) 
2019-03-02 02:04:42,711 [D]  : : :pass:mug.c:33	(at logger.py:129) 
2019-03-02 02:04:42,711 [D]  : : :pass:mug.c:32	(at logger.py:129) 
2019-03-02 02:04:42,711 [D]  : : :pass:mug.c:31	(at logger.py:129) 
2019-03-02 02:04:42,711 [D]  : : :pass:mug.c:30	(at logger.py:129) 
2019-03-02 02:04:42,711 [D]  : : :pass:mug.c:29	(at logger.py:129) 
2019-03-02 02:04:42,711 [D]  : : :pass:mug.c:28	(at logger.py:129) 
2019-03-02 02:04:42,723 [D] -:F:n:WD_1:mug.c:27	(at logger.py:129) 
2019-03-02 02:04:42,755 [D] ┌:P:c:WD_2:mug.c:27	(at logger.py:129) 
2019-03-02 02:04:42,755 [D] └:P:c:WD_2:mug.c:20	(at logger.py:129) 
2019-03-02 02:04:42,755 [D]  : : :pass:mug.c:26	(at logger.py:129) 
2019-03-02 02:04:42,755 [D]  : : :pass:mug.c:25	(at logger.py:129) 
2019-03-02 02:04:42,755 [D]  : : :pass:mug.c:24	(at logger.py:129) 
2019-03-02 02:04:42,755 [D]  : : :pass:mug.c:23	(at logger.py:129) 
2019-03-02 02:04:42,756 [D]  : : :pass:mug.c:22	(at logger.py:129) 
2019-03-02 02:04:42,756 [D]  : : :pass:mug.c:21	(at logger.py:129) 
2019-03-02 02:04:42,756 [D]  : : :pass:mug.c:20	(at logger.py:129) 
2019-03-02 02:04:42,756 [D]  : : :pass:mug.c:19	(at logger.py:129) 
2019-03-02 02:04:42,756 [D]  : : :pass:mug.c:18	(at logger.py:129) 
2019-03-02 02:04:42,756 [D]  : : :pass:mug.c:17	(at logger.py:129) 
2019-03-02 02:04:42,795 [D] -:C:n:WD_1:mug.c:16	(at logger.py:129) 
2019-03-02 02:04:42,833 [D] ┌:C:n:WD_2:mug.c:16	(at logger.py:129) 
2019-03-02 02:04:42,833 [D] └:C:n:WD_2:mug.c:15	(at logger.py:129) 
2019-03-02 02:04:42,871 [D] ┌:C:c:WD_3:mug.c:16	(at logger.py:129) 
2019-03-02 02:04:42,872 [D] |:C:c:WD_3:mug.c:15	(at logger.py:129) 
2019-03-02 02:04:42,872 [D] └:C:c:WD_3:mug.c:12	(at logger.py:129) 
2019-03-02 02:04:42,914 [D] -:C:n:WD_1:mug.c:15	(at logger.py:129) 
2019-03-02 02:04:42,927 [D] ┌:F:n:WD_2:mug.c:15	(at logger.py:129) 
2019-03-02 02:04:42,927 [D] └:F:n:WD_2:mug.c:12	(at logger.py:129) 
2019-03-02 02:04:42,939 [D] ┌:F:n:WD_3:mug.c:15	(at logger.py:129) 
2019-03-02 02:04:42,939 [D] |:F:n:WD_3:mug.c:12	(at logger.py:129) 
2019-03-02 02:04:42,939 [D] └:F:n:WD_3:mug.c:10	(at logger.py:129) 
2019-03-02 02:04:42,939 [D]  : : :pass:mug.c:14	(at logger.py:129) 
2019-03-02 02:04:42,939 [D]  : : :pass:mug.c:13	(at logger.py:129) 
2019-03-02 02:04:42,949 [D] -:F:n:WD_1:mug.c:12	(at logger.py:129) 
2019-03-02 02:04:42,961 [D] ┌:F:n:WD_2:mug.c:12	(at logger.py:129) 
2019-03-02 02:04:42,961 [D] └:F:n:WD_2:mug.c:10	(at logger.py:129) 
2019-03-02 02:04:42,973 [D] ┌:F:n:WD_3:mug.c:12	(at logger.py:129) 
2019-03-02 02:04:42,973 [D] |:F:n:WD_3:mug.c:10	(at logger.py:129) 
2019-03-02 02:04:42,973 [D] └:F:n:WD_3:mug.c:9	(at logger.py:129) 
2019-03-02 02:04:42,974 [D]  : : :pass:mug.c:11	(at logger.py:129) 
2019-03-02 02:04:42,987 [D] -:F:n:WD_1:mug.c:10	(at logger.py:129) 
2019-03-02 02:04:42,999 [D] ┌:F:n:WD_2:mug.c:10	(at logger.py:129) 
2019-03-02 02:04:42,999 [D] └:F:n:WD_2:mug.c:9	(at logger.py:129) 
2019-03-02 02:04:42,999 [D] ┌:F:n:WD_3:mug.c:10	(at logger.py:129) 
2019-03-02 02:04:42,999 [D] └:F:n:WD_3:mug.c:9	(at logger.py:129) 
2019-03-02 02:04:43,012 [D] -:F:n:WD_1:mug.c:9	(at logger.py:129) 
2019-03-02 02:04:43,012 [D] -:F:n:WD_2:mug.c:9	(at logger.py:129) 
2019-03-02 02:04:43,012 [D] -:F:n:WD_3:mug.c:9	(at logger.py:129) 
2019-03-02 02:04:43,012 [D]  : : :pass:mug.c:8	(at logger.py:129) 
2019-03-02 02:04:43,012 [D]  : : :pass:mug.c:7	(at logger.py:129) 
2019-03-02 02:04:43,012 [D]  : : :pass:mug.c:6	(at logger.py:129) 
2019-03-02 02:04:43,012 [D]  : : :pass:mug.c:5	(at logger.py:129) 
2019-03-02 02:04:43,012 [D]  : : :pass:mug.c:4	(at logger.py:129) 
2019-03-02 02:04:43,012 [D]  : : :pass:mug.c:3	(at logger.py:129) 
2019-03-02 02:04:43,012 [D]  : : :pass:mug.c:2	(at logger.py:129) 
2019-03-02 02:04:43,013 [D]  : : :pass:mug.c:1	(at logger.py:129) 
2019-03-02 02:04:43,013 [D] comp_cached_cnt:3	(at logger.py:134) 
2019-03-02 02:04:43,013 [D] compile_cnt:20	(at logger.py:134) 
2019-03-02 02:04:43,013 [D] execute_cnt:4	(at logger.py:134) 
2019-03-02 02:04:43,013 [D] fail_del_cnt:4	(at logger.py:134) 
2019-03-02 02:04:43,013 [D] iter_idx:3	(at logger.py:134) 
2019-03-02 02:04:43,013 [D] reuse_cnt:2	(at logger.py:134) 
2019-03-02 02:04:43,013 [D] succ_del_cnt:2	(at logger.py:134) 
2019-03-02 02:04:43,013 [D] time:0.4048736095428467	(at logger.py:134) 
2019-03-02 02:04:43,013 [D] deletion:57	(at logger.py:136) 
