2019-02-12 22:31:09,239 [D] -:F:n:WD_1:mbe.c:79	(at logger.py:129) 
2019-02-12 22:31:11,162 [D] -:F:n:WD_1:mbe.c:40	(at logger.py:129) 
2019-02-12 22:31:11,175 [D] ┌:F:n:WD_2:mbe.c:40	(at logger.py:129) 
2019-02-12 22:31:11,175 [D] └:F:n:WD_2:mbe.c:39	(at logger.py:129) 
2019-02-12 22:31:11,206 [D] ┌:F:n:WD_3:mbe.c:40	(at logger.py:129) 
2019-02-12 22:31:11,206 [D] |:F:n:WD_3:mbe.c:39	(at logger.py:129) 
2019-02-12 22:31:11,206 [D] └:F:n:WD_3:mbe.c:37	(at logger.py:129) 
2019-02-12 22:31:11,219 [D] -:F:n:WD_1:mbe.c:39	(at logger.py:129) 
2019-02-12 22:31:11,233 [D] ┌:F:n:WD_2:mbe.c:39	(at logger.py:129) 
2019-02-12 22:31:11,233 [D] └:F:n:WD_2:mbe.c:37	(at logger.py:129) 
2019-02-12 22:31:11,246 [D] ┌:F:n:WD_3:mbe.c:39	(at logger.py:129) 
2019-02-12 22:31:11,246 [D] |:F:n:WD_3:mbe.c:37	(at logger.py:129) 
2019-02-12 22:31:11,246 [D] └:F:n:WD_3:mbe.c:35	(at logger.py:129) 
2019-02-12 22:31:11,246 [D]  : : :pass:mbe.c:38	(at logger.py:129) 
2019-02-12 22:31:11,261 [D] -:F:n:WD_1:mbe.c:37	(at logger.py:129) 
2019-02-12 22:31:11,277 [D] ┌:F:n:WD_2:mbe.c:37	(at logger.py:129) 
2019-02-12 22:31:11,277 [D] └:F:n:WD_2:mbe.c:35	(at logger.py:129) 
2019-02-12 22:31:11,297 [D] ┌:F:n:WD_3:mbe.c:37	(at logger.py:129) 
2019-02-12 22:31:11,297 [D] |:F:n:WD_3:mbe.c:35	(at logger.py:129) 
2019-02-12 22:31:11,297 [D] └:F:n:WD_3:mbe.c:33	(at logger.py:129) 
2019-02-12 22:31:11,297 [D]  : : :pass:mbe.c:36	(at logger.py:129) 
2019-02-12 22:31:11,343 [D] -:C:n:WD_1:mbe.c:35	(at logger.py:129) 
2019-02-12 22:31:11,360 [D] ┌:F:n:WD_2:mbe.c:35	(at logger.py:129) 
2019-02-12 22:31:11,360 [D] └:F:n:WD_2:mbe.c:33	(at logger.py:129) 
2019-02-12 22:31:11,379 [D] ┌:F:n:WD_3:mbe.c:35	(at logger.py:129) 
2019-02-12 22:31:11,379 [D] |:F:n:WD_3:mbe.c:33	(at logger.py:129) 
2019-02-12 22:31:11,379 [D] └:F:n:WD_3:mbe.c:32	(at logger.py:129) 
2019-02-12 22:31:11,380 [D]  : : :pass:mbe.c:34	(at logger.py:129) 
2019-02-12 22:31:11,395 [D] -:F:n:WD_1:mbe.c:33	(at logger.py:129) 
2019-02-12 22:31:11,410 [D] ┌:F:n:WD_2:mbe.c:33	(at logger.py:129) 
2019-02-12 22:31:11,410 [D] └:F:n:WD_2:mbe.c:32	(at logger.py:129) 
2019-02-12 22:31:11,425 [D] ┌:F:n:WD_3:mbe.c:33	(at logger.py:129) 
2019-02-12 22:31:11,425 [D] |:F:n:WD_3:mbe.c:32	(at logger.py:129) 
2019-02-12 22:31:11,425 [D] └:F:n:WD_3:mbe.c:31	(at logger.py:129) 
2019-02-12 22:31:11,439 [D] -:F:n:WD_1:mbe.c:32	(at logger.py:129) 
2019-02-12 22:31:11,454 [D] ┌:F:n:WD_2:mbe.c:32	(at logger.py:129) 
2019-02-12 22:31:11,454 [D] └:F:n:WD_2:mbe.c:31	(at logger.py:129) 
2019-02-12 22:31:12,493 [D] ┌:C:n:WD_3:mbe.c:32	(at logger.py:129) 
2019-02-12 22:31:12,493 [D] |:C:n:WD_3:mbe.c:31	(at logger.py:129) 
2019-02-12 22:31:12,493 [D] └:C:n:WD_3:mbe.c:29	(at logger.py:129) 
2019-02-12 22:31:12,528 [D] -:C:c:WD_1:mbe.c:31	(at logger.py:129) 
2019-02-12 22:31:12,541 [D] ┌:F:n:WD_2:mbe.c:31	(at logger.py:129) 
2019-02-12 22:31:12,541 [D] └:F:n:WD_2:mbe.c:29	(at logger.py:129) 
2019-02-12 22:31:12,541 [D] ┌:C:c:WD_3:mbe.c:31	(at logger.py:129) 
2019-02-12 22:31:12,541 [D] |:C:c:WD_3:mbe.c:29	(at logger.py:129) 
2019-02-12 22:31:12,541 [D] └:C:c:WD_3:mbe.c:27	(at logger.py:129) 
2019-02-12 22:31:12,541 [D]  : : :pass:mbe.c:30	(at logger.py:129) 
2019-02-12 22:31:12,558 [D] -:F:n:WD_1:mbe.c:29	(at logger.py:129) 
2019-02-12 22:31:12,590 [D] ┌:P:c:WD_2:mbe.c:29	(at logger.py:129) 
2019-02-12 22:31:12,590 [D] └:P:c:WD_2:mbe.c:27	(at logger.py:129) 
2019-02-12 22:31:12,590 [D]  : : :pass:mbe.c:28	(at logger.py:129) 
2019-02-12 22:31:12,591 [D]  : : :pass:mbe.c:27	(at logger.py:129) 
2019-02-12 22:31:12,591 [D]  : : :pass:mbe.c:26	(at logger.py:129) 
2019-02-12 22:31:12,606 [D] -:F:n:WD_1:mbe.c:25	(at logger.py:129) 
2019-02-12 22:31:12,619 [D] ┌:F:n:WD_2:mbe.c:25	(at logger.py:129) 
2019-02-12 22:31:12,619 [D] └:F:n:WD_2:mbe.c:23	(at logger.py:129) 
2019-02-12 22:31:12,632 [D] ┌:F:n:WD_3:mbe.c:25	(at logger.py:129) 
2019-02-12 22:31:12,632 [D] |:F:n:WD_3:mbe.c:23	(at logger.py:129) 
2019-02-12 22:31:12,632 [D] └:F:n:WD_3:mbe.c:22	(at logger.py:129) 
2019-02-12 22:31:12,632 [D]  : : :pass:mbe.c:24	(at logger.py:129) 
2019-02-12 22:31:12,646 [D] -:F:n:WD_1:mbe.c:23	(at logger.py:129) 
2019-02-12 22:31:12,661 [D] ┌:F:n:WD_2:mbe.c:23	(at logger.py:129) 
2019-02-12 22:31:12,662 [D] └:F:n:WD_2:mbe.c:22	(at logger.py:129) 
2019-02-12 22:31:12,674 [D] ┌:F:n:WD_3:mbe.c:23	(at logger.py:129) 
2019-02-12 22:31:12,674 [D] |:F:n:WD_3:mbe.c:22	(at logger.py:129) 
2019-02-12 22:31:12,674 [D] └:F:n:WD_3:mbe.c:19	(at logger.py:129) 
2019-02-12 22:31:12,715 [D] -:C:n:WD_1:mbe.c:22	(at logger.py:129) 
2019-02-12 22:31:12,756 [D] ┌:C:n:WD_2:mbe.c:22	(at logger.py:129) 
2019-02-12 22:31:12,757 [D] └:C:n:WD_2:mbe.c:19	(at logger.py:129) 
2019-02-12 22:31:12,772 [D] ┌:F:n:WD_3:mbe.c:22	(at logger.py:129) 
2019-02-12 22:31:12,772 [D] |:F:n:WD_3:mbe.c:19	(at logger.py:129) 
2019-02-12 22:31:12,772 [D] └:F:n:WD_3:mbe.c:16	(at logger.py:129) 
2019-02-12 22:31:12,772 [D]  : : :pass:mbe.c:21	(at logger.py:129) 
2019-02-12 22:31:12,772 [D]  : : :pass:mbe.c:20	(at logger.py:129) 
2019-02-12 22:31:12,822 [D] -:C:n:WD_1:mbe.c:19	(at logger.py:129) 
2019-02-12 22:31:12,836 [D] ┌:F:n:WD_2:mbe.c:19	(at logger.py:129) 
2019-02-12 22:31:12,836 [D] └:F:n:WD_2:mbe.c:16	(at logger.py:129) 
2019-02-12 22:31:12,849 [D] ┌:F:n:WD_3:mbe.c:19	(at logger.py:129) 
2019-02-12 22:31:12,849 [D] |:F:n:WD_3:mbe.c:16	(at logger.py:129) 
2019-02-12 22:31:12,849 [D] └:F:n:WD_3:mbe.c:15	(at logger.py:129) 
2019-02-12 22:31:12,849 [D]  : : :pass:mbe.c:18	(at logger.py:129) 
2019-02-12 22:31:12,849 [D]  : : :pass:mbe.c:17	(at logger.py:129) 
2019-02-12 22:31:12,864 [D] -:F:n:WD_1:mbe.c:16	(at logger.py:129) 
2019-02-12 22:31:12,878 [D] ┌:F:n:WD_2:mbe.c:16	(at logger.py:129) 
2019-02-12 22:31:12,878 [D] └:F:n:WD_2:mbe.c:15	(at logger.py:129) 
2019-02-12 22:31:12,895 [D] ┌:F:n:WD_3:mbe.c:16	(at logger.py:129) 
2019-02-12 22:31:12,895 [D] |:F:n:WD_3:mbe.c:15	(at logger.py:129) 
2019-02-12 22:31:12,895 [D] └:F:n:WD_3:mbe.c:14	(at logger.py:129) 
2019-02-12 22:31:12,908 [D] -:F:n:WD_1:mbe.c:15	(at logger.py:129) 
2019-02-12 22:31:12,922 [D] ┌:F:n:WD_2:mbe.c:15	(at logger.py:129) 
2019-02-12 22:31:12,922 [D] └:F:n:WD_2:mbe.c:14	(at logger.py:129) 
2019-02-12 22:31:12,933 [D] ┌:F:n:WD_3:mbe.c:15	(at logger.py:129) 
2019-02-12 22:31:12,933 [D] |:F:n:WD_3:mbe.c:14	(at logger.py:129) 
2019-02-12 22:31:12,933 [D] └:F:n:WD_3:mbe.c:4	(at logger.py:129) 
2019-02-12 22:31:12,947 [D] -:F:n:WD_1:mbe.c:14	(at logger.py:129) 
2019-02-12 22:31:12,960 [D] ┌:F:n:WD_2:mbe.c:14	(at logger.py:129) 
2019-02-12 22:31:12,960 [D] └:F:n:WD_2:mbe.c:4	(at logger.py:129) 
2019-02-12 22:31:12,960 [D] ┌:F:n:WD_3:mbe.c:14	(at logger.py:129) 
2019-02-12 22:31:12,960 [D] └:F:n:WD_3:mbe.c:4	(at logger.py:129) 
2019-02-12 22:31:12,960 [D]  : : :pass:mbe.c:13	(at logger.py:129) 
2019-02-12 22:31:12,961 [D]  : : :pass:mbe.c:12	(at logger.py:129) 
2019-02-12 22:31:12,961 [D]  : : :pass:mbe.c:11	(at logger.py:129) 
2019-02-12 22:31:12,961 [D]  : : :pass:mbe.c:10	(at logger.py:129) 
2019-02-12 22:31:12,961 [D]  : : :pass:mbe.c:9	(at logger.py:129) 
2019-02-12 22:31:12,961 [D]  : : :pass:mbe.c:8	(at logger.py:129) 
2019-02-12 22:31:12,961 [D]  : : :pass:mbe.c:7	(at logger.py:129) 
2019-02-12 22:31:12,961 [D]  : : :pass:mbe.c:6	(at logger.py:129) 
2019-02-12 22:31:12,961 [D]  : : :pass:mbe.c:5	(at logger.py:129) 
2019-02-12 22:31:12,974 [D] -:F:n:WD_1:mbe.c:4	(at logger.py:129) 
2019-02-12 22:31:12,974 [D] -:F:n:WD_2:mbe.c:4	(at logger.py:129) 
2019-02-12 22:31:12,974 [D] -:F:n:WD_3:mbe.c:4	(at logger.py:129) 
2019-02-12 22:31:12,974 [D]  : : :pass:mbe.c:3	(at logger.py:129) 
2019-02-12 22:31:12,975 [D]  : : :pass:mbe.c:2	(at logger.py:129) 
2019-02-12 22:31:12,975 [D]  : : :pass:mbe.c:1	(at logger.py:129) 
2019-02-12 22:31:12,975 [D] comp_cached_cnt:5	(at logger.py:134) 
2019-02-12 22:31:12,975 [D] compile_cnt:86	(at logger.py:134) 
2019-02-12 22:31:12,975 [D] execute_cnt:15	(at logger.py:134) 
2019-02-12 22:31:12,975 [D] fail_del_cnt:10	(at logger.py:134) 
2019-02-12 22:31:12,975 [D] iter_idx:2	(at logger.py:134) 
2019-02-12 22:31:12,975 [D] reuse_cnt:3	(at logger.py:134) 
2019-02-12 22:31:12,975 [D] succ_del_cnt:8	(at logger.py:134) 
2019-02-12 22:31:12,975 [D] time:3.7511515617370605	(at logger.py:134) 
2019-02-12 22:31:12,975 [D] deletion:55	(at logger.py:136) 
