2019-02-12 21:30:05,146 [D]  : : :pass:mbe.c:79	(at logger.py:129) 
2019-02-12 21:30:05,652 [D] |:F:n:WD_3:mbe.c:40	(at logger.py:129) 
2019-02-12 21:30:05,652 [D] └:F:n:WD_3:mbe.c:39	(at logger.py:129) 
2019-02-12 21:30:05,666 [D] -:F:n:WD_1:mbe.c:40	(at logger.py:129) 
2019-02-12 21:30:05,680 [D] ┌:F:n:WD_2:mbe.c:40	(at logger.py:129) 
2019-02-12 21:30:05,680 [D] └:F:n:WD_2:mbe.c:39	(at logger.py:129) 
2019-02-12 21:30:05,715 [D] ┌:F:n:WD_3:mbe.c:40	(at logger.py:129) 
2019-02-12 21:30:05,715 [D] |:F:n:WD_3:mbe.c:39	(at logger.py:129) 
2019-02-12 21:30:05,715 [D] └:F:n:WD_3:mbe.c:37	(at logger.py:129) 
2019-02-12 21:30:05,730 [D] -:F:n:WD_1:mbe.c:39	(at logger.py:129) 
2019-02-12 21:30:05,747 [D] ┌:F:n:WD_2:mbe.c:39	(at logger.py:129) 
2019-02-12 21:30:05,747 [D] └:F:n:WD_2:mbe.c:37	(at logger.py:129) 
2019-02-12 21:30:05,769 [D] ┌:F:n:WD_3:mbe.c:39	(at logger.py:129) 
2019-02-12 21:30:05,769 [D] |:F:n:WD_3:mbe.c:37	(at logger.py:129) 
2019-02-12 21:30:05,769 [D] └:F:n:WD_3:mbe.c:35	(at logger.py:129) 
2019-02-12 21:30:05,769 [D]  : : :pass:mbe.c:38	(at logger.py:129) 
2019-02-12 21:30:05,789 [D] -:F:n:WD_1:mbe.c:37	(at logger.py:129) 
2019-02-12 21:30:05,810 [D] ┌:F:n:WD_2:mbe.c:37	(at logger.py:129) 
2019-02-12 21:30:05,810 [D] └:F:n:WD_2:mbe.c:35	(at logger.py:129) 
2019-02-12 21:30:05,827 [D] ┌:F:n:WD_3:mbe.c:37	(at logger.py:129) 
2019-02-12 21:30:05,827 [D] |:F:n:WD_3:mbe.c:35	(at logger.py:129) 
2019-02-12 21:30:05,827 [D] └:F:n:WD_3:mbe.c:34	(at logger.py:129) 
2019-02-12 21:30:05,827 [D]  : : :pass:mbe.c:36	(at logger.py:129) 
2019-02-12 21:30:05,844 [D] -:F:n:WD_1:mbe.c:35	(at logger.py:129) 
2019-02-12 21:30:05,861 [D] ┌:F:n:WD_2:mbe.c:35	(at logger.py:129) 
2019-02-12 21:30:05,861 [D] └:F:n:WD_2:mbe.c:34	(at logger.py:129) 
2019-02-12 21:30:05,879 [D] ┌:F:n:WD_3:mbe.c:35	(at logger.py:129) 
2019-02-12 21:30:05,879 [D] |:F:n:WD_3:mbe.c:34	(at logger.py:129) 
2019-02-12 21:30:05,879 [D] └:F:n:WD_3:mbe.c:33	(at logger.py:129) 
2019-02-12 21:30:05,897 [D] -:F:n:WD_1:mbe.c:34	(at logger.py:129) 
2019-02-12 21:30:05,914 [D] ┌:F:n:WD_2:mbe.c:34	(at logger.py:129) 
2019-02-12 21:30:05,914 [D] └:F:n:WD_2:mbe.c:33	(at logger.py:129) 
2019-02-12 21:30:05,930 [D] ┌:F:n:WD_3:mbe.c:34	(at logger.py:129) 
2019-02-12 21:30:05,930 [D] |:F:n:WD_3:mbe.c:33	(at logger.py:129) 
2019-02-12 21:30:05,930 [D] └:F:n:WD_3:mbe.c:32	(at logger.py:129) 
2019-02-12 21:30:05,966 [D] -:C:c:WD_1:mbe.c:33	(at logger.py:129) 
2019-02-12 21:30:06,002 [D] ┌:C:c:WD_2:mbe.c:33	(at logger.py:129) 
2019-02-12 21:30:06,002 [D] └:C:c:WD_2:mbe.c:32	(at logger.py:129) 
2019-02-12 21:30:06,025 [D] ┌:F:n:WD_3:mbe.c:33	(at logger.py:129) 
2019-02-12 21:30:06,025 [D] |:F:n:WD_3:mbe.c:32	(at logger.py:129) 
2019-02-12 21:30:06,025 [D] └:F:n:WD_3:mbe.c:25	(at logger.py:129) 
2019-02-12 21:30:06,025 [D] -:C:c:WD_1:mbe.c:32	(at logger.py:129) 
2019-02-12 21:30:06,042 [D] ┌:F:n:WD_2:mbe.c:32	(at logger.py:129) 
2019-02-12 21:30:06,042 [D] └:F:n:WD_2:mbe.c:25	(at logger.py:129) 
2019-02-12 21:30:06,064 [D] ┌:F:n:WD_3:mbe.c:32	(at logger.py:129) 
2019-02-12 21:30:06,064 [D] |:F:n:WD_3:mbe.c:25	(at logger.py:129) 
2019-02-12 21:30:06,064 [D] └:F:n:WD_3:mbe.c:23	(at logger.py:129) 
2019-02-12 21:30:06,064 [D]  : : :pass:mbe.c:31	(at logger.py:129) 
2019-02-12 21:30:06,064 [D]  : : :pass:mbe.c:30	(at logger.py:129) 
2019-02-12 21:30:06,064 [D]  : : :pass:mbe.c:29	(at logger.py:129) 
2019-02-12 21:30:06,064 [D]  : : :pass:mbe.c:28	(at logger.py:129) 
2019-02-12 21:30:06,064 [D]  : : :pass:mbe.c:27	(at logger.py:129) 
2019-02-12 21:30:06,064 [D]  : : :pass:mbe.c:26	(at logger.py:129) 
2019-02-12 21:30:06,064 [D] -:F:n:WD_1:mbe.c:25	(at logger.py:129) 
2019-02-12 21:30:06,064 [D] ┌:F:n:WD_2:mbe.c:25	(at logger.py:129) 
2019-02-12 21:30:06,064 [D] └:F:n:WD_2:mbe.c:23	(at logger.py:129) 
2019-02-12 21:30:06,064 [D] ┌:F:n:WD_3:mbe.c:25	(at logger.py:129) 
2019-02-12 21:30:06,065 [D] |:F:n:WD_3:mbe.c:23	(at logger.py:129) 
2019-02-12 21:30:06,065 [D] └:F:n:WD_3:mbe.c:22	(at logger.py:129) 
2019-02-12 21:30:06,065 [D]  : : :pass:mbe.c:24	(at logger.py:129) 
2019-02-12 21:30:06,065 [D] -:F:n:WD_1:mbe.c:23	(at logger.py:129) 
2019-02-12 21:30:06,065 [D] ┌:F:n:WD_2:mbe.c:23	(at logger.py:129) 
2019-02-12 21:30:06,065 [D] └:F:n:WD_2:mbe.c:22	(at logger.py:129) 
2019-02-12 21:30:06,065 [D] ┌:F:n:WD_3:mbe.c:23	(at logger.py:129) 
2019-02-12 21:30:06,065 [D] |:F:n:WD_3:mbe.c:22	(at logger.py:129) 
2019-02-12 21:30:06,065 [D] └:F:n:WD_3:mbe.c:19	(at logger.py:129) 
2019-02-12 21:30:06,065 [D] -:C:c:WD_1:mbe.c:22	(at logger.py:129) 
2019-02-12 21:30:06,065 [D] ┌:C:c:WD_2:mbe.c:22	(at logger.py:129) 
2019-02-12 21:30:06,065 [D] └:C:c:WD_2:mbe.c:19	(at logger.py:129) 
2019-02-12 21:30:06,066 [D] ┌:F:n:WD_3:mbe.c:22	(at logger.py:129) 
2019-02-12 21:30:06,066 [D] |:F:n:WD_3:mbe.c:19	(at logger.py:129) 
2019-02-12 21:30:06,066 [D] └:F:n:WD_3:mbe.c:16	(at logger.py:129) 
2019-02-12 21:30:06,066 [D]  : : :pass:mbe.c:21	(at logger.py:129) 
2019-02-12 21:30:06,066 [D]  : : :pass:mbe.c:20	(at logger.py:129) 
2019-02-12 21:30:06,066 [D] -:C:c:WD_1:mbe.c:19	(at logger.py:129) 
2019-02-12 21:30:06,066 [D] ┌:F:n:WD_2:mbe.c:19	(at logger.py:129) 
2019-02-12 21:30:06,066 [D] └:F:n:WD_2:mbe.c:16	(at logger.py:129) 
2019-02-12 21:30:06,066 [D] ┌:F:n:WD_3:mbe.c:19	(at logger.py:129) 
2019-02-12 21:30:06,066 [D] |:F:n:WD_3:mbe.c:16	(at logger.py:129) 
2019-02-12 21:30:06,066 [D] └:F:n:WD_3:mbe.c:15	(at logger.py:129) 
2019-02-12 21:30:06,066 [D]  : : :pass:mbe.c:18	(at logger.py:129) 
2019-02-12 21:30:06,066 [D]  : : :pass:mbe.c:17	(at logger.py:129) 
2019-02-12 21:30:06,066 [D] -:F:n:WD_1:mbe.c:16	(at logger.py:129) 
2019-02-12 21:30:06,066 [D] ┌:F:n:WD_2:mbe.c:16	(at logger.py:129) 
2019-02-12 21:30:06,067 [D] └:F:n:WD_2:mbe.c:15	(at logger.py:129) 
2019-02-12 21:30:06,067 [D] ┌:F:n:WD_3:mbe.c:16	(at logger.py:129) 
2019-02-12 21:30:06,067 [D] |:F:n:WD_3:mbe.c:15	(at logger.py:129) 
2019-02-12 21:30:06,067 [D] └:F:n:WD_3:mbe.c:14	(at logger.py:129) 
2019-02-12 21:30:06,067 [D] -:F:n:WD_1:mbe.c:15	(at logger.py:129) 
2019-02-12 21:30:06,067 [D] ┌:F:n:WD_2:mbe.c:15	(at logger.py:129) 
2019-02-12 21:30:06,067 [D] └:F:n:WD_2:mbe.c:14	(at logger.py:129) 
2019-02-12 21:30:06,067 [D] ┌:F:n:WD_3:mbe.c:15	(at logger.py:129) 
2019-02-12 21:30:06,067 [D] |:F:n:WD_3:mbe.c:14	(at logger.py:129) 
2019-02-12 21:30:06,067 [D] └:F:n:WD_3:mbe.c:4	(at logger.py:129) 
2019-02-12 21:30:06,067 [D] -:F:n:WD_1:mbe.c:14	(at logger.py:129) 
2019-02-12 21:30:06,067 [D] ┌:F:n:WD_2:mbe.c:14	(at logger.py:129) 
2019-02-12 21:30:06,068 [D] └:F:n:WD_2:mbe.c:4	(at logger.py:129) 
2019-02-12 21:30:06,068 [D] ┌:F:n:WD_3:mbe.c:14	(at logger.py:129) 
2019-02-12 21:30:06,068 [D] └:F:n:WD_3:mbe.c:4	(at logger.py:129) 
2019-02-12 21:30:06,068 [D]  : : :pass:mbe.c:13	(at logger.py:129) 
2019-02-12 21:30:06,068 [D]  : : :pass:mbe.c:12	(at logger.py:129) 
2019-02-12 21:30:06,068 [D]  : : :pass:mbe.c:11	(at logger.py:129) 
2019-02-12 21:30:06,068 [D]  : : :pass:mbe.c:10	(at logger.py:129) 
2019-02-12 21:30:06,068 [D]  : : :pass:mbe.c:9	(at logger.py:129) 
2019-02-12 21:30:06,068 [D]  : : :pass:mbe.c:8	(at logger.py:129) 
2019-02-12 21:30:06,068 [D]  : : :pass:mbe.c:7	(at logger.py:129) 
2019-02-12 21:30:06,068 [D]  : : :pass:mbe.c:6	(at logger.py:129) 
2019-02-12 21:30:06,068 [D]  : : :pass:mbe.c:5	(at logger.py:129) 
2019-02-12 21:30:06,068 [D] -:F:n:WD_1:mbe.c:4	(at logger.py:129) 
2019-02-12 21:30:06,068 [D] -:F:n:WD_2:mbe.c:4	(at logger.py:129) 
2019-02-12 21:30:06,069 [D] -:F:n:WD_3:mbe.c:4	(at logger.py:129) 
2019-02-12 21:30:06,069 [D]  : : :pass:mbe.c:3	(at logger.py:129) 
2019-02-12 21:30:06,069 [D]  : : :pass:mbe.c:2	(at logger.py:129) 
2019-02-12 21:30:06,069 [D]  : : :pass:mbe.c:1	(at logger.py:129) 
2019-02-12 21:30:06,069 [D] comp_cached_cnt:25	(at logger.py:134) 
2019-02-12 21:30:06,069 [D] compile_cnt:47	(at logger.py:134) 
2019-02-12 21:30:06,069 [D] execute_cnt:1	(at logger.py:134) 
2019-02-12 21:30:06,069 [D] fail_del_cnt:9	(at logger.py:134) 
2019-02-12 21:30:06,069 [D] iter_idx:3	(at logger.py:134) 
2019-02-12 21:30:06,069 [D] reuse_cnt:8	(at logger.py:134) 
2019-02-12 21:30:06,069 [D] succ_del_cnt:0	(at logger.py:134) 
2019-02-12 21:30:06,069 [D] time:0.9232077598571777	(at logger.py:134) 
2019-02-12 21:30:06,069 [D] deletion:55	(at logger.py:136) 
