2019-02-12 21:29:57,140 [D] -:F:n:WD_1:mbe.c:79	(at logger.py:129) 
2019-02-12 21:29:59,476 [D] └:F:n:WD_3:mbe.c:42	(at logger.py:129) 
2019-02-12 21:29:59,530 [D] -:C:n:WD_1:mbe.c:43	(at logger.py:129) 
2019-02-12 21:29:59,547 [D] ┌:F:n:WD_2:mbe.c:43	(at logger.py:129) 
2019-02-12 21:29:59,547 [D] └:F:n:WD_2:mbe.c:42	(at logger.py:129) 
2019-02-12 21:29:59,564 [D] ┌:F:n:WD_3:mbe.c:43	(at logger.py:129) 
2019-02-12 21:29:59,564 [D] |:F:n:WD_3:mbe.c:42	(at logger.py:129) 
2019-02-12 21:29:59,564 [D] └:F:n:WD_3:mbe.c:41	(at logger.py:129) 
2019-02-12 21:29:59,578 [D] -:F:n:WD_1:mbe.c:42	(at logger.py:129) 
2019-02-12 21:29:59,592 [D] ┌:F:n:WD_2:mbe.c:42	(at logger.py:129) 
2019-02-12 21:29:59,592 [D] └:F:n:WD_2:mbe.c:41	(at logger.py:129) 
2019-02-12 21:29:59,606 [D] ┌:F:n:WD_3:mbe.c:42	(at logger.py:129) 
2019-02-12 21:29:59,607 [D] |:F:n:WD_3:mbe.c:41	(at logger.py:129) 
2019-02-12 21:29:59,607 [D] └:F:n:WD_3:mbe.c:40	(at logger.py:129) 
2019-02-12 21:30:00,651 [D] -:C:n:WD_1:mbe.c:41	(at logger.py:129) 
2019-02-12 21:30:00,667 [D] ┌:F:n:WD_2:mbe.c:41	(at logger.py:129) 
2019-02-12 21:30:00,667 [D] └:F:n:WD_2:mbe.c:40	(at logger.py:129) 
2019-02-12 21:30:00,682 [D] ┌:F:n:WD_3:mbe.c:41	(at logger.py:129) 
2019-02-12 21:30:00,682 [D] |:F:n:WD_3:mbe.c:40	(at logger.py:129) 
2019-02-12 21:30:00,682 [D] └:F:n:WD_3:mbe.c:39	(at logger.py:129) 
2019-02-12 21:30:00,697 [D] -:F:n:WD_1:mbe.c:40	(at logger.py:129) 
2019-02-12 21:30:00,711 [D] ┌:F:n:WD_2:mbe.c:40	(at logger.py:129) 
2019-02-12 21:30:00,711 [D] └:F:n:WD_2:mbe.c:39	(at logger.py:129) 
2019-02-12 21:30:00,756 [D] ┌:F:n:WD_3:mbe.c:40	(at logger.py:129) 
2019-02-12 21:30:00,756 [D] |:F:n:WD_3:mbe.c:39	(at logger.py:129) 
2019-02-12 21:30:00,756 [D] └:F:n:WD_3:mbe.c:37	(at logger.py:129) 
2019-02-12 21:30:00,775 [D] -:F:n:WD_1:mbe.c:39	(at logger.py:129) 
2019-02-12 21:30:00,796 [D] ┌:F:n:WD_2:mbe.c:39	(at logger.py:129) 
2019-02-12 21:30:00,796 [D] └:F:n:WD_2:mbe.c:37	(at logger.py:129) 
2019-02-12 21:30:00,840 [D] ┌:F:n:WD_3:mbe.c:39	(at logger.py:129) 
2019-02-12 21:30:00,840 [D] |:F:n:WD_3:mbe.c:37	(at logger.py:129) 
2019-02-12 21:30:00,840 [D] └:F:n:WD_3:mbe.c:35	(at logger.py:129) 
2019-02-12 21:30:00,840 [D]  : : :pass:mbe.c:38	(at logger.py:129) 
2019-02-12 21:30:00,884 [D] -:F:n:WD_1:mbe.c:37	(at logger.py:129) 
2019-02-12 21:30:00,899 [D] ┌:F:n:WD_2:mbe.c:37	(at logger.py:129) 
2019-02-12 21:30:00,899 [D] └:F:n:WD_2:mbe.c:35	(at logger.py:129) 
2019-02-12 21:30:00,915 [D] ┌:F:n:WD_3:mbe.c:37	(at logger.py:129) 
2019-02-12 21:30:00,915 [D] |:F:n:WD_3:mbe.c:35	(at logger.py:129) 
2019-02-12 21:30:00,915 [D] └:F:n:WD_3:mbe.c:34	(at logger.py:129) 
2019-02-12 21:30:00,915 [D]  : : :pass:mbe.c:36	(at logger.py:129) 
2019-02-12 21:30:00,930 [D] -:F:n:WD_1:mbe.c:35	(at logger.py:129) 
2019-02-12 21:30:00,946 [D] ┌:F:n:WD_2:mbe.c:35	(at logger.py:129) 
2019-02-12 21:30:00,946 [D] └:F:n:WD_2:mbe.c:34	(at logger.py:129) 
2019-02-12 21:30:00,961 [D] ┌:F:n:WD_3:mbe.c:35	(at logger.py:129) 
2019-02-12 21:30:00,961 [D] |:F:n:WD_3:mbe.c:34	(at logger.py:129) 
2019-02-12 21:30:00,961 [D] └:F:n:WD_3:mbe.c:33	(at logger.py:129) 
2019-02-12 21:30:00,976 [D] -:F:n:WD_1:mbe.c:34	(at logger.py:129) 
2019-02-12 21:30:00,990 [D] ┌:F:n:WD_2:mbe.c:34	(at logger.py:129) 
2019-02-12 21:30:00,990 [D] └:F:n:WD_2:mbe.c:33	(at logger.py:129) 
2019-02-12 21:30:01,005 [D] ┌:F:n:WD_3:mbe.c:34	(at logger.py:129) 
2019-02-12 21:30:01,005 [D] |:F:n:WD_3:mbe.c:33	(at logger.py:129) 
2019-02-12 21:30:01,006 [D] └:F:n:WD_3:mbe.c:32	(at logger.py:129) 
2019-02-12 21:30:02,065 [D] -:C:n:WD_1:mbe.c:33	(at logger.py:129) 
2019-02-12 21:30:03,119 [D] ┌:C:n:WD_2:mbe.c:33	(at logger.py:129) 
2019-02-12 21:30:03,119 [D] └:C:n:WD_2:mbe.c:32	(at logger.py:129) 
2019-02-12 21:30:03,134 [D] ┌:F:n:WD_3:mbe.c:33	(at logger.py:129) 
2019-02-12 21:30:03,134 [D] |:F:n:WD_3:mbe.c:32	(at logger.py:129) 
2019-02-12 21:30:03,134 [D] └:F:n:WD_3:mbe.c:29	(at logger.py:129) 
2019-02-12 21:30:03,179 [D] -:C:n:WD_1:mbe.c:32	(at logger.py:129) 
2019-02-12 21:30:03,193 [D] ┌:F:n:WD_2:mbe.c:32	(at logger.py:129) 
2019-02-12 21:30:03,193 [D] └:F:n:WD_2:mbe.c:29	(at logger.py:129) 
2019-02-12 21:30:03,226 [D] ┌:C:c:WD_3:mbe.c:32	(at logger.py:129) 
2019-02-12 21:30:03,227 [D] |:C:c:WD_3:mbe.c:29	(at logger.py:129) 
2019-02-12 21:30:03,227 [D] └:C:c:WD_3:mbe.c:27	(at logger.py:129) 
2019-02-12 21:30:03,227 [D]  : : :pass:mbe.c:31	(at logger.py:129) 
2019-02-12 21:30:03,227 [D]  : : :pass:mbe.c:30	(at logger.py:129) 
2019-02-12 21:30:03,242 [D] -:F:n:WD_1:mbe.c:29	(at logger.py:129) 
2019-02-12 21:30:03,283 [D] ┌:P:c:WD_2:mbe.c:29	(at logger.py:129) 
2019-02-12 21:30:03,283 [D] └:P:c:WD_2:mbe.c:27	(at logger.py:129) 
2019-02-12 21:30:03,284 [D]  : : :pass:mbe.c:28	(at logger.py:129) 
2019-02-12 21:30:03,284 [D]  : : :pass:mbe.c:27	(at logger.py:129) 
2019-02-12 21:30:03,284 [D]  : : :pass:mbe.c:26	(at logger.py:129) 
2019-02-12 21:30:03,301 [D] -:F:n:WD_1:mbe.c:25	(at logger.py:129) 
2019-02-12 21:30:03,320 [D] ┌:F:n:WD_2:mbe.c:25	(at logger.py:129) 
2019-02-12 21:30:03,320 [D] └:F:n:WD_2:mbe.c:23	(at logger.py:129) 
2019-02-12 21:30:03,341 [D] ┌:F:n:WD_3:mbe.c:25	(at logger.py:129) 
2019-02-12 21:30:03,342 [D] |:F:n:WD_3:mbe.c:23	(at logger.py:129) 
2019-02-12 21:30:03,342 [D] └:F:n:WD_3:mbe.c:22	(at logger.py:129) 
2019-02-12 21:30:03,342 [D]  : : :pass:mbe.c:24	(at logger.py:129) 
2019-02-12 21:30:03,360 [D] -:F:n:WD_1:mbe.c:23	(at logger.py:129) 
2019-02-12 21:30:03,612 [D] ┌:F:n:WD_2:mbe.c:23	(at logger.py:129) 
2019-02-12 21:30:03,612 [D] └:F:n:WD_2:mbe.c:22	(at logger.py:129) 
2019-02-12 21:30:04,011 [D] ┌:F:n:WD_3:mbe.c:23	(at logger.py:129) 
2019-02-12 21:30:04,011 [D] |:F:n:WD_3:mbe.c:22	(at logger.py:129) 
2019-02-12 21:30:04,011 [D] └:F:n:WD_3:mbe.c:19	(at logger.py:129) 
2019-02-12 21:30:04,434 [D] -:C:n:WD_1:mbe.c:22	(at logger.py:129) 
2019-02-12 21:30:04,798 [D] ┌:C:n:WD_2:mbe.c:22	(at logger.py:129) 
2019-02-12 21:30:04,799 [D] └:C:n:WD_2:mbe.c:19	(at logger.py:129) 
2019-02-12 21:30:04,931 [D] ┌:F:n:WD_3:mbe.c:22	(at logger.py:129) 
2019-02-12 21:30:04,931 [D] |:F:n:WD_3:mbe.c:19	(at logger.py:129) 
2019-02-12 21:30:04,931 [D] └:F:n:WD_3:mbe.c:16	(at logger.py:129) 
2019-02-12 21:30:04,931 [D]  : : :pass:mbe.c:21	(at logger.py:129) 
2019-02-12 21:30:04,931 [D]  : : :pass:mbe.c:20	(at logger.py:129) 
2019-02-12 21:30:04,981 [D] -:C:n:WD_1:mbe.c:19	(at logger.py:129) 
2019-02-12 21:30:04,997 [D] ┌:F:n:WD_2:mbe.c:19	(at logger.py:129) 
2019-02-12 21:30:04,997 [D] └:F:n:WD_2:mbe.c:16	(at logger.py:129) 
2019-02-12 21:30:05,014 [D] ┌:F:n:WD_3:mbe.c:19	(at logger.py:129) 
2019-02-12 21:30:05,014 [D] |:F:n:WD_3:mbe.c:16	(at logger.py:129) 
2019-02-12 21:30:05,014 [D] └:F:n:WD_3:mbe.c:15	(at logger.py:129) 
2019-02-12 21:30:05,014 [D]  : : :pass:mbe.c:18	(at logger.py:129) 
2019-02-12 21:30:05,014 [D]  : : :pass:mbe.c:17	(at logger.py:129) 
2019-02-12 21:30:05,033 [D] -:F:n:WD_1:mbe.c:16	(at logger.py:129) 
2019-02-12 21:30:05,047 [D] ┌:F:n:WD_2:mbe.c:16	(at logger.py:129) 
2019-02-12 21:30:05,048 [D] └:F:n:WD_2:mbe.c:15	(at logger.py:129) 
2019-02-12 21:30:05,063 [D] ┌:F:n:WD_3:mbe.c:16	(at logger.py:129) 
2019-02-12 21:30:05,063 [D] |:F:n:WD_3:mbe.c:15	(at logger.py:129) 
2019-02-12 21:30:05,063 [D] └:F:n:WD_3:mbe.c:14	(at logger.py:129) 
2019-02-12 21:30:05,079 [D] -:F:n:WD_1:mbe.c:15	(at logger.py:129) 
2019-02-12 21:30:05,093 [D] ┌:F:n:WD_2:mbe.c:15	(at logger.py:129) 
2019-02-12 21:30:05,093 [D] └:F:n:WD_2:mbe.c:14	(at logger.py:129) 
2019-02-12 21:30:05,105 [D] ┌:F:n:WD_3:mbe.c:15	(at logger.py:129) 
2019-02-12 21:30:05,105 [D] |:F:n:WD_3:mbe.c:14	(at logger.py:129) 
2019-02-12 21:30:05,105 [D] └:F:n:WD_3:mbe.c:4	(at logger.py:129) 
2019-02-12 21:30:05,119 [D] -:F:n:WD_1:mbe.c:14	(at logger.py:129) 
2019-02-12 21:30:05,131 [D] ┌:F:n:WD_2:mbe.c:14	(at logger.py:129) 
2019-02-12 21:30:05,131 [D] └:F:n:WD_2:mbe.c:4	(at logger.py:129) 
2019-02-12 21:30:05,131 [D] ┌:F:n:WD_3:mbe.c:14	(at logger.py:129) 
2019-02-12 21:30:05,131 [D] └:F:n:WD_3:mbe.c:4	(at logger.py:129) 
2019-02-12 21:30:05,131 [D]  : : :pass:mbe.c:13	(at logger.py:129) 
2019-02-12 21:30:05,131 [D]  : : :pass:mbe.c:12	(at logger.py:129) 
2019-02-12 21:30:05,131 [D]  : : :pass:mbe.c:11	(at logger.py:129) 
2019-02-12 21:30:05,131 [D]  : : :pass:mbe.c:10	(at logger.py:129) 
2019-02-12 21:30:05,131 [D]  : : :pass:mbe.c:9	(at logger.py:129) 
2019-02-12 21:30:05,131 [D]  : : :pass:mbe.c:8	(at logger.py:129) 
2019-02-12 21:30:05,131 [D]  : : :pass:mbe.c:7	(at logger.py:129) 
2019-02-12 21:30:05,131 [D]  : : :pass:mbe.c:6	(at logger.py:129) 
2019-02-12 21:30:05,131 [D]  : : :pass:mbe.c:5	(at logger.py:129) 
2019-02-12 21:30:05,144 [D] -:F:n:WD_1:mbe.c:4	(at logger.py:129) 
2019-02-12 21:30:05,144 [D] -:F:n:WD_2:mbe.c:4	(at logger.py:129) 
2019-02-12 21:30:05,144 [D] -:F:n:WD_3:mbe.c:4	(at logger.py:129) 
2019-02-12 21:30:05,144 [D]  : : :pass:mbe.c:3	(at logger.py:129) 
2019-02-12 21:30:05,145 [D]  : : :pass:mbe.c:2	(at logger.py:129) 
2019-02-12 21:30:05,145 [D]  : : :pass:mbe.c:1	(at logger.py:129) 
2019-02-12 21:30:05,145 [D] comp_cached_cnt:4	(at logger.py:134) 
2019-02-12 21:30:05,145 [D] compile_cnt:87	(at logger.py:134) 
2019-02-12 21:30:05,145 [D] execute_cnt:16	(at logger.py:134) 
2019-02-12 21:30:05,145 [D] fail_del_cnt:10	(at logger.py:134) 
2019-02-12 21:30:05,145 [D] iter_idx:2	(at logger.py:134) 
2019-02-12 21:30:05,145 [D] reuse_cnt:2	(at logger.py:134) 
2019-02-12 21:30:05,145 [D] succ_del_cnt:8	(at logger.py:134) 
2019-02-12 21:30:05,145 [D] time:8.020632266998291	(at logger.py:134) 
2019-02-12 21:30:05,145 [D] deletion:55	(at logger.py:136) 
