2019-02-12 21:27:04,106 [D]  : : :pass:mbe.c:81	(at logger.py:129) 
2019-02-12 21:27:04,635 [D] ┌:F:n:WD_2:mbe.c:68	(at logger.py:129) 
2019-02-12 21:27:04,635 [D] └:F:n:WD_2:mbe.c:66	(at logger.py:129) 
2019-02-12 21:27:04,653 [D] ┌:F:n:WD_3:mbe.c:68	(at logger.py:129) 
2019-02-12 21:27:04,653 [D] |:F:n:WD_3:mbe.c:66	(at logger.py:129) 
2019-02-12 21:27:04,653 [D] └:F:n:WD_3:mbe.c:65	(at logger.py:129) 
2019-02-12 21:27:04,654 [D]  : : :pass:mbe.c:67	(at logger.py:129) 
2019-02-12 21:27:04,670 [D] -:F:n:WD_1:mbe.c:66	(at logger.py:129) 
2019-02-12 21:27:04,688 [D] ┌:F:n:WD_2:mbe.c:66	(at logger.py:129) 
2019-02-12 21:27:04,688 [D] └:F:n:WD_2:mbe.c:65	(at logger.py:129) 
2019-02-12 21:27:04,705 [D] ┌:F:n:WD_3:mbe.c:66	(at logger.py:129) 
2019-02-12 21:27:04,705 [D] |:F:n:WD_3:mbe.c:65	(at logger.py:129) 
2019-02-12 21:27:04,705 [D] └:F:n:WD_3:mbe.c:64	(at logger.py:129) 
2019-02-12 21:27:04,761 [D] -:C:n:WD_1:mbe.c:65	(at logger.py:129) 
2019-02-12 21:27:04,785 [D] ┌:F:n:WD_2:mbe.c:65	(at logger.py:129) 
2019-02-12 21:27:04,785 [D] └:F:n:WD_2:mbe.c:64	(at logger.py:129) 
2019-02-12 21:27:04,806 [D] ┌:F:n:WD_3:mbe.c:65	(at logger.py:129) 
2019-02-12 21:27:04,806 [D] |:F:n:WD_3:mbe.c:64	(at logger.py:129) 
2019-02-12 21:27:04,806 [D] └:F:n:WD_3:mbe.c:63	(at logger.py:129) 
2019-02-12 21:27:04,828 [D] -:F:n:WD_1:mbe.c:64	(at logger.py:129) 
2019-02-12 21:27:04,848 [D] ┌:F:n:WD_2:mbe.c:64	(at logger.py:129) 
2019-02-12 21:27:04,848 [D] └:F:n:WD_2:mbe.c:63	(at logger.py:129) 
2019-02-12 21:27:04,892 [D] ┌:F:n:WD_3:mbe.c:64	(at logger.py:129) 
2019-02-12 21:27:04,892 [D] |:F:n:WD_3:mbe.c:63	(at logger.py:129) 
2019-02-12 21:27:04,892 [D] └:F:n:WD_3:mbe.c:61	(at logger.py:129) 
2019-02-12 21:27:04,909 [D] -:F:n:WD_1:mbe.c:63	(at logger.py:129) 
2019-02-12 21:27:04,925 [D] ┌:F:n:WD_2:mbe.c:63	(at logger.py:129) 
2019-02-12 21:27:04,926 [D] └:F:n:WD_2:mbe.c:61	(at logger.py:129) 
2019-02-12 21:27:04,946 [D] ┌:F:n:WD_3:mbe.c:63	(at logger.py:129) 
2019-02-12 21:27:04,946 [D] |:F:n:WD_3:mbe.c:61	(at logger.py:129) 
2019-02-12 21:27:04,946 [D] └:F:n:WD_3:mbe.c:58	(at logger.py:129) 
2019-02-12 21:27:04,946 [D]  : : :pass:mbe.c:62	(at logger.py:129) 
2019-02-12 21:27:05,024 [D] -:F:n:WD_1:mbe.c:61	(at logger.py:129) 
2019-02-12 21:27:05,042 [D] ┌:F:n:WD_2:mbe.c:61	(at logger.py:129) 
2019-02-12 21:27:05,042 [D] └:F:n:WD_2:mbe.c:58	(at logger.py:129) 
2019-02-12 21:27:05,062 [D] ┌:F:n:WD_3:mbe.c:61	(at logger.py:129) 
2019-02-12 21:27:05,062 [D] |:F:n:WD_3:mbe.c:58	(at logger.py:129) 
2019-02-12 21:27:05,062 [D] └:F:n:WD_3:mbe.c:57	(at logger.py:129) 
2019-02-12 21:27:05,062 [D]  : : :pass:mbe.c:60	(at logger.py:129) 
2019-02-12 21:27:05,063 [D]  : : :pass:mbe.c:59	(at logger.py:129) 
2019-02-12 21:27:05,080 [D] -:F:n:WD_1:mbe.c:58	(at logger.py:129) 
2019-02-12 21:27:05,098 [D] ┌:F:n:WD_2:mbe.c:58	(at logger.py:129) 
2019-02-12 21:27:05,098 [D] └:F:n:WD_2:mbe.c:57	(at logger.py:129) 
2019-02-12 21:27:05,114 [D] ┌:F:n:WD_3:mbe.c:58	(at logger.py:129) 
2019-02-12 21:27:05,114 [D] |:F:n:WD_3:mbe.c:57	(at logger.py:129) 
2019-02-12 21:27:05,114 [D] └:F:n:WD_3:mbe.c:56	(at logger.py:129) 
2019-02-12 21:27:05,163 [D] -:C:n:WD_1:mbe.c:57	(at logger.py:129) 
2019-02-12 21:27:05,180 [D] ┌:F:n:WD_2:mbe.c:57	(at logger.py:129) 
2019-02-12 21:27:05,180 [D] └:F:n:WD_2:mbe.c:56	(at logger.py:129) 
2019-02-12 21:27:05,196 [D] ┌:F:n:WD_3:mbe.c:57	(at logger.py:129) 
2019-02-12 21:27:05,196 [D] |:F:n:WD_3:mbe.c:56	(at logger.py:129) 
2019-02-12 21:27:05,196 [D] └:F:n:WD_3:mbe.c:55	(at logger.py:129) 
2019-02-12 21:27:05,211 [D] -:F:n:WD_1:mbe.c:56	(at logger.py:129) 
2019-02-12 21:27:05,225 [D] ┌:F:n:WD_2:mbe.c:56	(at logger.py:129) 
2019-02-12 21:27:05,225 [D] └:F:n:WD_2:mbe.c:55	(at logger.py:129) 
2019-02-12 21:27:05,238 [D] ┌:F:n:WD_3:mbe.c:56	(at logger.py:129) 
2019-02-12 21:27:05,238 [D] |:F:n:WD_3:mbe.c:55	(at logger.py:129) 
2019-02-12 21:27:05,238 [D] └:F:n:WD_3:mbe.c:54	(at logger.py:129) 
2019-02-12 21:27:06,294 [D] -:C:n:WD_1:mbe.c:55	(at logger.py:129) 
2019-02-12 21:27:06,310 [D] ┌:F:n:WD_2:mbe.c:55	(at logger.py:129) 
2019-02-12 21:27:06,310 [D] └:F:n:WD_2:mbe.c:54	(at logger.py:129) 
2019-02-12 21:27:06,329 [D] ┌:F:n:WD_3:mbe.c:55	(at logger.py:129) 
2019-02-12 21:27:06,329 [D] |:F:n:WD_3:mbe.c:54	(at logger.py:129) 
2019-02-12 21:27:06,329 [D] └:F:n:WD_3:mbe.c:53	(at logger.py:129) 
2019-02-12 21:27:06,345 [D] -:F:n:WD_1:mbe.c:54	(at logger.py:129) 
2019-02-12 21:27:06,363 [D] ┌:F:n:WD_2:mbe.c:54	(at logger.py:129) 
2019-02-12 21:27:06,363 [D] └:F:n:WD_2:mbe.c:53	(at logger.py:129) 
2019-02-12 21:27:06,380 [D] ┌:F:n:WD_3:mbe.c:54	(at logger.py:129) 
2019-02-12 21:27:06,380 [D] |:F:n:WD_3:mbe.c:53	(at logger.py:129) 
2019-02-12 21:27:06,380 [D] └:F:n:WD_3:mbe.c:51	(at logger.py:129) 
2019-02-12 21:27:06,399 [D] -:F:n:WD_1:mbe.c:53	(at logger.py:129) 
2019-02-12 21:27:06,415 [D] ┌:F:n:WD_2:mbe.c:53	(at logger.py:129) 
2019-02-12 21:27:06,415 [D] └:F:n:WD_2:mbe.c:51	(at logger.py:129) 
2019-02-12 21:27:06,432 [D] ┌:F:n:WD_3:mbe.c:53	(at logger.py:129) 
2019-02-12 21:27:06,432 [D] |:F:n:WD_3:mbe.c:51	(at logger.py:129) 
2019-02-12 21:27:06,432 [D] └:F:n:WD_3:mbe.c:46	(at logger.py:129) 
2019-02-12 21:27:06,432 [D]  : : :pass:mbe.c:52	(at logger.py:129) 
2019-02-12 21:27:06,450 [D] -:F:n:WD_1:mbe.c:51	(at logger.py:129) 
2019-02-12 21:27:06,467 [D] ┌:F:n:WD_2:mbe.c:51	(at logger.py:129) 
2019-02-12 21:27:06,467 [D] └:F:n:WD_2:mbe.c:46	(at logger.py:129) 
2019-02-12 21:27:06,486 [D] ┌:F:n:WD_3:mbe.c:51	(at logger.py:129) 
2019-02-12 21:27:06,486 [D] |:F:n:WD_3:mbe.c:46	(at logger.py:129) 
2019-02-12 21:27:06,486 [D] └:F:n:WD_3:mbe.c:45	(at logger.py:129) 
2019-02-12 21:27:06,486 [D]  : : :pass:mbe.c:50	(at logger.py:129) 
2019-02-12 21:27:06,486 [D]  : : :pass:mbe.c:49	(at logger.py:129) 
2019-02-12 21:27:06,486 [D]  : : :pass:mbe.c:48	(at logger.py:129) 
2019-02-12 21:27:06,486 [D]  : : :pass:mbe.c:47	(at logger.py:129) 
2019-02-12 21:27:06,486 [D] -:F:n:WD_1:mbe.c:46	(at logger.py:129) 
2019-02-12 21:27:06,487 [D] ┌:F:n:WD_2:mbe.c:46	(at logger.py:129) 
2019-02-12 21:27:06,487 [D] └:F:n:WD_2:mbe.c:45	(at logger.py:129) 
2019-02-12 21:27:06,487 [D] ┌:F:n:WD_3:mbe.c:46	(at logger.py:129) 
2019-02-12 21:27:06,487 [D] |:F:n:WD_3:mbe.c:45	(at logger.py:129) 
2019-02-12 21:27:06,487 [D] └:F:n:WD_3:mbe.c:44	(at logger.py:129) 
2019-02-12 21:27:06,487 [D] -:C:c:WD_1:mbe.c:45	(at logger.py:129) 
2019-02-12 21:27:06,487 [D] ┌:F:n:WD_2:mbe.c:45	(at logger.py:129) 
2019-02-12 21:27:06,487 [D] └:F:n:WD_2:mbe.c:44	(at logger.py:129) 
2019-02-12 21:27:06,487 [D] ┌:F:n:WD_3:mbe.c:45	(at logger.py:129) 
2019-02-12 21:27:06,487 [D] |:F:n:WD_3:mbe.c:44	(at logger.py:129) 
2019-02-12 21:27:06,488 [D] └:F:n:WD_3:mbe.c:43	(at logger.py:129) 
2019-02-12 21:27:06,488 [D] -:F:n:WD_1:mbe.c:44	(at logger.py:129) 
2019-02-12 21:27:06,488 [D] ┌:F:n:WD_2:mbe.c:44	(at logger.py:129) 
2019-02-12 21:27:06,488 [D] └:F:n:WD_2:mbe.c:43	(at logger.py:129) 
2019-02-12 21:27:06,488 [D] ┌:F:n:WD_3:mbe.c:44	(at logger.py:129) 
2019-02-12 21:27:06,488 [D] |:F:n:WD_3:mbe.c:43	(at logger.py:129) 
2019-02-12 21:27:06,488 [D] └:F:n:WD_3:mbe.c:42	(at logger.py:129) 
2019-02-12 21:27:06,488 [D] -:C:c:WD_1:mbe.c:43	(at logger.py:129) 
2019-02-12 21:27:06,489 [D] ┌:F:n:WD_2:mbe.c:43	(at logger.py:129) 
2019-02-12 21:27:06,489 [D] └:F:n:WD_2:mbe.c:42	(at logger.py:129) 
2019-02-12 21:27:06,489 [D] ┌:F:n:WD_3:mbe.c:43	(at logger.py:129) 
2019-02-12 21:27:06,489 [D] |:F:n:WD_3:mbe.c:42	(at logger.py:129) 
2019-02-12 21:27:06,489 [D] └:F:n:WD_3:mbe.c:41	(at logger.py:129) 
2019-02-12 21:27:06,489 [D] -:F:n:WD_1:mbe.c:42	(at logger.py:129) 
2019-02-12 21:27:06,489 [D] ┌:F:n:WD_2:mbe.c:42	(at logger.py:129) 
2019-02-12 21:27:06,490 [D] └:F:n:WD_2:mbe.c:41	(at logger.py:129) 
2019-02-12 21:27:06,490 [D] ┌:F:n:WD_3:mbe.c:42	(at logger.py:129) 
2019-02-12 21:27:06,490 [D] |:F:n:WD_3:mbe.c:41	(at logger.py:129) 
2019-02-12 21:27:06,490 [D] └:F:n:WD_3:mbe.c:39	(at logger.py:129) 
2019-02-12 21:27:06,490 [D] -:F:n:WD_1:mbe.c:41	(at logger.py:129) 
2019-02-12 21:27:06,490 [D] ┌:F:n:WD_2:mbe.c:41	(at logger.py:129) 
2019-02-12 21:27:06,490 [D] └:F:n:WD_2:mbe.c:39	(at logger.py:129) 
2019-02-12 21:27:06,490 [D] ┌:F:n:WD_3:mbe.c:41	(at logger.py:129) 
2019-02-12 21:27:06,490 [D] |:F:n:WD_3:mbe.c:39	(at logger.py:129) 
2019-02-12 21:27:06,490 [D] └:F:n:WD_3:mbe.c:37	(at logger.py:129) 
2019-02-12 21:27:06,490 [D]  : : :pass:mbe.c:40	(at logger.py:129) 
2019-02-12 21:27:06,491 [D] -:F:n:WD_1:mbe.c:39	(at logger.py:129) 
2019-02-12 21:27:06,491 [D] ┌:F:n:WD_2:mbe.c:39	(at logger.py:129) 
2019-02-12 21:27:06,491 [D] └:F:n:WD_2:mbe.c:37	(at logger.py:129) 
2019-02-12 21:27:06,491 [D] ┌:F:n:WD_3:mbe.c:39	(at logger.py:129) 
2019-02-12 21:27:06,491 [D] |:F:n:WD_3:mbe.c:37	(at logger.py:129) 
2019-02-12 21:27:06,491 [D] └:F:n:WD_3:mbe.c:36	(at logger.py:129) 
2019-02-12 21:27:06,491 [D]  : : :pass:mbe.c:38	(at logger.py:129) 
2019-02-12 21:27:06,491 [D] -:F:n:WD_1:mbe.c:37	(at logger.py:129) 
2019-02-12 21:27:06,491 [D] ┌:F:n:WD_2:mbe.c:37	(at logger.py:129) 
2019-02-12 21:27:06,491 [D] └:F:n:WD_2:mbe.c:36	(at logger.py:129) 
2019-02-12 21:27:06,491 [D] ┌:F:n:WD_3:mbe.c:37	(at logger.py:129) 
2019-02-12 21:27:06,491 [D] |:F:n:WD_3:mbe.c:36	(at logger.py:129) 
2019-02-12 21:27:06,492 [D] └:F:n:WD_3:mbe.c:34	(at logger.py:129) 
2019-02-12 21:27:06,492 [D] -:C:c:WD_1:mbe.c:36	(at logger.py:129) 
2019-02-12 21:27:06,492 [D] ┌:F:n:WD_2:mbe.c:36	(at logger.py:129) 
2019-02-12 21:27:06,492 [D] └:F:n:WD_2:mbe.c:34	(at logger.py:129) 
2019-02-12 21:27:06,492 [D] ┌:F:n:WD_3:mbe.c:36	(at logger.py:129) 
2019-02-12 21:27:06,492 [D] |:F:n:WD_3:mbe.c:34	(at logger.py:129) 
2019-02-12 21:27:06,492 [D] └:F:n:WD_3:mbe.c:33	(at logger.py:129) 
2019-02-12 21:27:06,492 [D]  : : :pass:mbe.c:35	(at logger.py:129) 
2019-02-12 21:27:06,492 [D] -:F:n:WD_1:mbe.c:34	(at logger.py:129) 
2019-02-12 21:27:06,492 [D] ┌:F:n:WD_2:mbe.c:34	(at logger.py:129) 
2019-02-12 21:27:06,492 [D] └:F:n:WD_2:mbe.c:33	(at logger.py:129) 
2019-02-12 21:27:06,493 [D] ┌:F:n:WD_3:mbe.c:34	(at logger.py:129) 
2019-02-12 21:27:06,493 [D] |:F:n:WD_3:mbe.c:33	(at logger.py:129) 
2019-02-12 21:27:06,493 [D] └:F:n:WD_3:mbe.c:32	(at logger.py:129) 
2019-02-12 21:27:06,493 [D] -:C:c:WD_1:mbe.c:33	(at logger.py:129) 
2019-02-12 21:27:06,493 [D] ┌:C:c:WD_2:mbe.c:33	(at logger.py:129) 
2019-02-12 21:27:06,493 [D] └:C:c:WD_2:mbe.c:32	(at logger.py:129) 
2019-02-12 21:27:06,493 [D] ┌:F:n:WD_3:mbe.c:33	(at logger.py:129) 
2019-02-12 21:27:06,493 [D] |:F:n:WD_3:mbe.c:32	(at logger.py:129) 
2019-02-12 21:27:06,493 [D] └:F:n:WD_3:mbe.c:31	(at logger.py:129) 
2019-02-12 21:27:06,493 [D] -:C:c:WD_1:mbe.c:32	(at logger.py:129) 
2019-02-12 21:27:06,493 [D] ┌:F:n:WD_2:mbe.c:32	(at logger.py:129) 
2019-02-12 21:27:06,493 [D] └:F:n:WD_2:mbe.c:31	(at logger.py:129) 
2019-02-12 21:27:06,494 [D] ┌:F:n:WD_3:mbe.c:32	(at logger.py:129) 
2019-02-12 21:27:06,494 [D] |:F:n:WD_3:mbe.c:31	(at logger.py:129) 
2019-02-12 21:27:06,494 [D] └:F:n:WD_3:mbe.c:30	(at logger.py:129) 
2019-02-12 21:27:06,494 [D] -:F:n:WD_1:mbe.c:31	(at logger.py:129) 
2019-02-12 21:27:06,494 [D] ┌:F:n:WD_2:mbe.c:31	(at logger.py:129) 
2019-02-12 21:27:06,494 [D] └:F:n:WD_2:mbe.c:30	(at logger.py:129) 
2019-02-12 21:27:06,494 [D] ┌:C:c:WD_3:mbe.c:31	(at logger.py:129) 
2019-02-12 21:27:06,494 [D] |:C:c:WD_3:mbe.c:30	(at logger.py:129) 
2019-02-12 21:27:06,494 [D] └:C:c:WD_3:mbe.c:29	(at logger.py:129) 
2019-02-12 21:27:06,494 [D] -:C:c:WD_1:mbe.c:30	(at logger.py:129) 
2019-02-12 21:27:06,494 [D] ┌:F:n:WD_2:mbe.c:30	(at logger.py:129) 
2019-02-12 21:27:06,495 [D] └:F:n:WD_2:mbe.c:29	(at logger.py:129) 
2019-02-12 21:27:06,495 [D] ┌:F:n:WD_3:mbe.c:30	(at logger.py:129) 
2019-02-12 21:27:06,495 [D] |:F:n:WD_3:mbe.c:29	(at logger.py:129) 
2019-02-12 21:27:06,495 [D] └:F:n:WD_3:mbe.c:28	(at logger.py:129) 
2019-02-12 21:27:06,495 [D] -:F:n:WD_1:mbe.c:29	(at logger.py:129) 
2019-02-12 21:27:06,495 [D] ┌:F:n:WD_2:mbe.c:29	(at logger.py:129) 
2019-02-12 21:27:06,495 [D] └:F:n:WD_2:mbe.c:28	(at logger.py:129) 
2019-02-12 21:27:06,495 [D] ┌:F:n:WD_3:mbe.c:29	(at logger.py:129) 
2019-02-12 21:27:06,495 [D] |:F:n:WD_3:mbe.c:28	(at logger.py:129) 
2019-02-12 21:27:06,495 [D] └:F:n:WD_3:mbe.c:27	(at logger.py:129) 
2019-02-12 21:27:06,495 [D] -:C:c:WD_1:mbe.c:28	(at logger.py:129) 
2019-02-12 21:27:06,496 [D] ┌:F:n:WD_2:mbe.c:28	(at logger.py:129) 
2019-02-12 21:27:06,496 [D] └:F:n:WD_2:mbe.c:27	(at logger.py:129) 
2019-02-12 21:27:06,496 [D] ┌:F:n:WD_3:mbe.c:28	(at logger.py:129) 
2019-02-12 21:27:06,496 [D] |:F:n:WD_3:mbe.c:27	(at logger.py:129) 
2019-02-12 21:27:06,496 [D] └:F:n:WD_3:mbe.c:26	(at logger.py:129) 
2019-02-12 21:27:06,496 [D] -:F:n:WD_1:mbe.c:27	(at logger.py:129) 
2019-02-12 21:27:06,496 [D] ┌:F:n:WD_2:mbe.c:27	(at logger.py:129) 
2019-02-12 21:27:06,496 [D] └:F:n:WD_2:mbe.c:26	(at logger.py:129) 
2019-02-12 21:27:06,496 [D] ┌:F:n:WD_3:mbe.c:27	(at logger.py:129) 
2019-02-12 21:27:06,496 [D] |:F:n:WD_3:mbe.c:26	(at logger.py:129) 
2019-02-12 21:27:06,496 [D] └:F:n:WD_3:mbe.c:25	(at logger.py:129) 
2019-02-12 21:27:06,496 [D] -:F:n:WD_1:mbe.c:26	(at logger.py:129) 
2019-02-12 21:27:06,497 [D] ┌:F:n:WD_2:mbe.c:26	(at logger.py:129) 
2019-02-12 21:27:06,497 [D] └:F:n:WD_2:mbe.c:25	(at logger.py:129) 
2019-02-12 21:27:06,497 [D] ┌:F:n:WD_3:mbe.c:26	(at logger.py:129) 
2019-02-12 21:27:06,497 [D] |:F:n:WD_3:mbe.c:25	(at logger.py:129) 
2019-02-12 21:27:06,497 [D] └:F:n:WD_3:mbe.c:24	(at logger.py:129) 
2019-02-12 21:27:06,497 [D] -:F:n:WD_1:mbe.c:25	(at logger.py:129) 
2019-02-12 21:27:06,497 [D] ┌:F:n:WD_2:mbe.c:25	(at logger.py:129) 
2019-02-12 21:27:06,497 [D] └:F:n:WD_2:mbe.c:24	(at logger.py:129) 
2019-02-12 21:27:06,497 [D] ┌:F:n:WD_3:mbe.c:25	(at logger.py:129) 
2019-02-12 21:27:06,497 [D] |:F:n:WD_3:mbe.c:24	(at logger.py:129) 
2019-02-12 21:27:06,498 [D] └:F:n:WD_3:mbe.c:23	(at logger.py:129) 
2019-02-12 21:27:06,498 [D] -:C:c:WD_1:mbe.c:24	(at logger.py:129) 
2019-02-12 21:27:06,498 [D] ┌:C:c:WD_2:mbe.c:24	(at logger.py:129) 
2019-02-12 21:27:06,498 [D] └:C:c:WD_2:mbe.c:23	(at logger.py:129) 
2019-02-12 21:27:06,498 [D] ┌:C:c:WD_3:mbe.c:24	(at logger.py:129) 
2019-02-12 21:27:06,498 [D] |:C:c:WD_3:mbe.c:23	(at logger.py:129) 
2019-02-12 21:27:06,498 [D] └:C:c:WD_3:mbe.c:20	(at logger.py:129) 
2019-02-12 21:27:06,498 [D] -:C:c:WD_1:mbe.c:23	(at logger.py:129) 
2019-02-12 21:27:06,498 [D] ┌:C:c:WD_2:mbe.c:23	(at logger.py:129) 
2019-02-12 21:27:06,498 [D] └:C:c:WD_2:mbe.c:20	(at logger.py:129) 
2019-02-12 21:27:06,498 [D] ┌:C:c:WD_3:mbe.c:23	(at logger.py:129) 
2019-02-12 21:27:06,499 [D] |:C:c:WD_3:mbe.c:20	(at logger.py:129) 
2019-02-12 21:27:06,499 [D] └:C:c:WD_3:mbe.c:19	(at logger.py:129) 
2019-02-12 21:27:06,499 [D]  : : :pass:mbe.c:22	(at logger.py:129) 
2019-02-12 21:27:06,499 [D]  : : :pass:mbe.c:21	(at logger.py:129) 
2019-02-12 21:27:06,499 [D] -:C:c:WD_1:mbe.c:20	(at logger.py:129) 
2019-02-12 21:27:06,499 [D] ┌:C:c:WD_2:mbe.c:20	(at logger.py:129) 
2019-02-12 21:27:06,499 [D] └:C:c:WD_2:mbe.c:19	(at logger.py:129) 
2019-02-12 21:27:06,499 [D] ┌:F:n:WD_3:mbe.c:20	(at logger.py:129) 
2019-02-12 21:27:06,499 [D] |:F:n:WD_3:mbe.c:19	(at logger.py:129) 
2019-02-12 21:27:06,499 [D] └:F:n:WD_3:mbe.c:17	(at logger.py:129) 
2019-02-12 21:27:06,499 [D] -:C:c:WD_1:mbe.c:19	(at logger.py:129) 
2019-02-12 21:27:06,499 [D] ┌:F:n:WD_2:mbe.c:19	(at logger.py:129) 
2019-02-12 21:27:06,500 [D] └:F:n:WD_2:mbe.c:17	(at logger.py:129) 
2019-02-12 21:27:06,500 [D] ┌:F:n:WD_3:mbe.c:19	(at logger.py:129) 
2019-02-12 21:27:06,500 [D] |:F:n:WD_3:mbe.c:17	(at logger.py:129) 
2019-02-12 21:27:06,500 [D] └:F:n:WD_3:mbe.c:16	(at logger.py:129) 
2019-02-12 21:27:06,500 [D]  : : :pass:mbe.c:18	(at logger.py:129) 
2019-02-12 21:27:06,500 [D] -:F:n:WD_1:mbe.c:17	(at logger.py:129) 
2019-02-12 21:27:06,500 [D] ┌:F:n:WD_2:mbe.c:17	(at logger.py:129) 
2019-02-12 21:27:06,500 [D] └:F:n:WD_2:mbe.c:16	(at logger.py:129) 
2019-02-12 21:27:06,500 [D] ┌:F:n:WD_3:mbe.c:17	(at logger.py:129) 
2019-02-12 21:27:06,500 [D] |:F:n:WD_3:mbe.c:16	(at logger.py:129) 
2019-02-12 21:27:06,501 [D] └:F:n:WD_3:mbe.c:15	(at logger.py:129) 
2019-02-12 21:27:06,501 [D] -:F:n:WD_1:mbe.c:16	(at logger.py:129) 
2019-02-12 21:27:06,501 [D] ┌:F:n:WD_2:mbe.c:16	(at logger.py:129) 
2019-02-12 21:27:06,501 [D] └:F:n:WD_2:mbe.c:15	(at logger.py:129) 
