2019-02-12 21:28:05,313 [D]  : : :pass:mbe.c:79	(at logger.py:129) 
2019-02-12 21:28:06,099 [D] ┌:F:n:WD_2:mbe.c:59	(at logger.py:129) 
2019-02-12 21:28:06,099 [D] └:F:n:WD_2:mbe.c:56	(at logger.py:129) 
2019-02-12 21:28:06,116 [D] ┌:F:n:WD_3:mbe.c:59	(at logger.py:129) 
2019-02-12 21:28:06,117 [D] |:F:n:WD_3:mbe.c:56	(at logger.py:129) 
2019-02-12 21:28:06,117 [D] └:F:n:WD_3:mbe.c:55	(at logger.py:129) 
2019-02-12 21:28:06,117 [D]  : : :pass:mbe.c:58	(at logger.py:129) 
2019-02-12 21:28:06,117 [D]  : : :pass:mbe.c:57	(at logger.py:129) 
2019-02-12 21:28:06,134 [D] -:F:n:WD_1:mbe.c:56	(at logger.py:129) 
2019-02-12 21:28:06,149 [D] ┌:F:n:WD_2:mbe.c:56	(at logger.py:129) 
2019-02-12 21:28:06,149 [D] └:F:n:WD_2:mbe.c:55	(at logger.py:129) 
2019-02-12 21:28:06,164 [D] ┌:F:n:WD_3:mbe.c:56	(at logger.py:129) 
2019-02-12 21:28:06,164 [D] |:F:n:WD_3:mbe.c:55	(at logger.py:129) 
2019-02-12 21:28:06,164 [D] └:F:n:WD_3:mbe.c:54	(at logger.py:129) 
2019-02-12 21:28:06,215 [D] -:C:n:WD_1:mbe.c:55	(at logger.py:129) 
2019-02-12 21:28:06,229 [D] ┌:F:n:WD_2:mbe.c:55	(at logger.py:129) 
2019-02-12 21:28:06,229 [D] └:F:n:WD_2:mbe.c:54	(at logger.py:129) 
2019-02-12 21:28:06,251 [D] ┌:F:n:WD_3:mbe.c:55	(at logger.py:129) 
2019-02-12 21:28:06,251 [D] |:F:n:WD_3:mbe.c:54	(at logger.py:129) 
2019-02-12 21:28:06,251 [D] └:F:n:WD_3:mbe.c:53	(at logger.py:129) 
2019-02-12 21:28:06,266 [D] -:F:n:WD_1:mbe.c:54	(at logger.py:129) 
2019-02-12 21:28:06,288 [D] ┌:F:n:WD_2:mbe.c:54	(at logger.py:129) 
2019-02-12 21:28:06,288 [D] └:F:n:WD_2:mbe.c:53	(at logger.py:129) 
2019-02-12 21:28:06,311 [D] ┌:F:n:WD_3:mbe.c:54	(at logger.py:129) 
2019-02-12 21:28:06,311 [D] |:F:n:WD_3:mbe.c:53	(at logger.py:129) 
2019-02-12 21:28:06,311 [D] └:F:n:WD_3:mbe.c:52	(at logger.py:129) 
2019-02-12 21:28:07,359 [D] -:C:n:WD_1:mbe.c:53	(at logger.py:129) 
2019-02-12 21:28:07,373 [D] ┌:F:n:WD_2:mbe.c:53	(at logger.py:129) 
2019-02-12 21:28:07,373 [D] └:F:n:WD_2:mbe.c:52	(at logger.py:129) 
2019-02-12 21:28:07,387 [D] ┌:F:n:WD_3:mbe.c:53	(at logger.py:129) 
2019-02-12 21:28:07,387 [D] |:F:n:WD_3:mbe.c:52	(at logger.py:129) 
2019-02-12 21:28:07,388 [D] └:F:n:WD_3:mbe.c:51	(at logger.py:129) 
2019-02-12 21:28:07,401 [D] -:F:n:WD_1:mbe.c:52	(at logger.py:129) 
2019-02-12 21:28:07,419 [D] ┌:F:n:WD_2:mbe.c:52	(at logger.py:129) 
2019-02-12 21:28:07,419 [D] └:F:n:WD_2:mbe.c:51	(at logger.py:129) 
2019-02-12 21:28:07,437 [D] ┌:F:n:WD_3:mbe.c:52	(at logger.py:129) 
2019-02-12 21:28:07,437 [D] |:F:n:WD_3:mbe.c:51	(at logger.py:129) 
2019-02-12 21:28:07,437 [D] └:F:n:WD_3:mbe.c:49	(at logger.py:129) 
2019-02-12 21:28:07,452 [D] -:F:n:WD_1:mbe.c:51	(at logger.py:129) 
2019-02-12 21:28:07,465 [D] ┌:F:n:WD_2:mbe.c:51	(at logger.py:129) 
2019-02-12 21:28:07,465 [D] └:F:n:WD_2:mbe.c:49	(at logger.py:129) 
2019-02-12 21:28:07,478 [D] ┌:F:n:WD_3:mbe.c:51	(at logger.py:129) 
2019-02-12 21:28:07,478 [D] |:F:n:WD_3:mbe.c:49	(at logger.py:129) 
2019-02-12 21:28:07,478 [D] └:F:n:WD_3:mbe.c:44	(at logger.py:129) 
2019-02-12 21:28:07,479 [D]  : : :pass:mbe.c:50	(at logger.py:129) 
2019-02-12 21:28:07,493 [D] -:F:n:WD_1:mbe.c:49	(at logger.py:129) 
2019-02-12 21:28:07,512 [D] ┌:F:n:WD_2:mbe.c:49	(at logger.py:129) 
2019-02-12 21:28:07,512 [D] └:F:n:WD_2:mbe.c:44	(at logger.py:129) 
2019-02-12 21:28:07,531 [D] ┌:F:n:WD_3:mbe.c:49	(at logger.py:129) 
2019-02-12 21:28:07,531 [D] |:F:n:WD_3:mbe.c:44	(at logger.py:129) 
2019-02-12 21:28:07,531 [D] └:F:n:WD_3:mbe.c:43	(at logger.py:129) 
2019-02-12 21:28:07,531 [D]  : : :pass:mbe.c:48	(at logger.py:129) 
2019-02-12 21:28:07,531 [D]  : : :pass:mbe.c:47	(at logger.py:129) 
2019-02-12 21:28:07,532 [D]  : : :pass:mbe.c:46	(at logger.py:129) 
2019-02-12 21:28:07,532 [D]  : : :pass:mbe.c:45	(at logger.py:129) 
2019-02-12 21:28:07,532 [D] -:F:n:WD_1:mbe.c:44	(at logger.py:129) 
2019-02-12 21:28:07,532 [D] ┌:F:n:WD_2:mbe.c:44	(at logger.py:129) 
2019-02-12 21:28:07,532 [D] └:F:n:WD_2:mbe.c:43	(at logger.py:129) 
2019-02-12 21:28:07,532 [D] ┌:F:n:WD_3:mbe.c:44	(at logger.py:129) 
2019-02-12 21:28:07,532 [D] |:F:n:WD_3:mbe.c:43	(at logger.py:129) 
2019-02-12 21:28:07,532 [D] └:F:n:WD_3:mbe.c:42	(at logger.py:129) 
2019-02-12 21:28:07,532 [D] -:C:c:WD_1:mbe.c:43	(at logger.py:129) 
2019-02-12 21:28:07,532 [D] ┌:F:n:WD_2:mbe.c:43	(at logger.py:129) 
2019-02-12 21:28:07,532 [D] └:F:n:WD_2:mbe.c:42	(at logger.py:129) 
2019-02-12 21:28:07,533 [D] ┌:F:n:WD_3:mbe.c:43	(at logger.py:129) 
2019-02-12 21:28:07,533 [D] |:F:n:WD_3:mbe.c:42	(at logger.py:129) 
2019-02-12 21:28:07,533 [D] └:F:n:WD_3:mbe.c:41	(at logger.py:129) 
2019-02-12 21:28:07,533 [D] -:F:n:WD_1:mbe.c:42	(at logger.py:129) 
2019-02-12 21:28:07,533 [D] ┌:F:n:WD_2:mbe.c:42	(at logger.py:129) 
2019-02-12 21:28:07,533 [D] └:F:n:WD_2:mbe.c:41	(at logger.py:129) 
2019-02-12 21:28:07,533 [D] ┌:F:n:WD_3:mbe.c:42	(at logger.py:129) 
2019-02-12 21:28:07,533 [D] |:F:n:WD_3:mbe.c:41	(at logger.py:129) 
2019-02-12 21:28:07,533 [D] └:F:n:WD_3:mbe.c:40	(at logger.py:129) 
2019-02-12 21:28:07,533 [D] -:C:c:WD_1:mbe.c:41	(at logger.py:129) 
2019-02-12 21:28:07,533 [D] ┌:F:n:WD_2:mbe.c:41	(at logger.py:129) 
2019-02-12 21:28:07,533 [D] └:F:n:WD_2:mbe.c:40	(at logger.py:129) 
2019-02-12 21:28:07,533 [D] ┌:F:n:WD_3:mbe.c:41	(at logger.py:129) 
2019-02-12 21:28:07,534 [D] |:F:n:WD_3:mbe.c:40	(at logger.py:129) 
2019-02-12 21:28:07,534 [D] └:F:n:WD_3:mbe.c:39	(at logger.py:129) 
2019-02-12 21:28:07,534 [D] -:F:n:WD_1:mbe.c:40	(at logger.py:129) 
2019-02-12 21:28:07,534 [D] ┌:F:n:WD_2:mbe.c:40	(at logger.py:129) 
2019-02-12 21:28:07,534 [D] └:F:n:WD_2:mbe.c:39	(at logger.py:129) 
2019-02-12 21:28:07,534 [D] ┌:F:n:WD_3:mbe.c:40	(at logger.py:129) 
2019-02-12 21:28:07,534 [D] |:F:n:WD_3:mbe.c:39	(at logger.py:129) 
2019-02-12 21:28:07,534 [D] └:F:n:WD_3:mbe.c:37	(at logger.py:129) 
2019-02-12 21:28:07,534 [D] -:F:n:WD_1:mbe.c:39	(at logger.py:129) 
2019-02-12 21:28:07,534 [D] ┌:F:n:WD_2:mbe.c:39	(at logger.py:129) 
2019-02-12 21:28:07,534 [D] └:F:n:WD_2:mbe.c:37	(at logger.py:129) 
2019-02-12 21:28:07,534 [D] ┌:F:n:WD_3:mbe.c:39	(at logger.py:129) 
2019-02-12 21:28:07,534 [D] |:F:n:WD_3:mbe.c:37	(at logger.py:129) 
2019-02-12 21:28:07,534 [D] └:F:n:WD_3:mbe.c:35	(at logger.py:129) 
2019-02-12 21:28:07,534 [D]  : : :pass:mbe.c:38	(at logger.py:129) 
2019-02-12 21:28:07,535 [D] -:F:n:WD_1:mbe.c:37	(at logger.py:129) 
2019-02-12 21:28:07,535 [D] ┌:F:n:WD_2:mbe.c:37	(at logger.py:129) 
2019-02-12 21:28:07,535 [D] └:F:n:WD_2:mbe.c:35	(at logger.py:129) 
2019-02-12 21:28:07,535 [D] ┌:F:n:WD_3:mbe.c:37	(at logger.py:129) 
2019-02-12 21:28:07,535 [D] |:F:n:WD_3:mbe.c:35	(at logger.py:129) 
2019-02-12 21:28:07,535 [D] └:F:n:WD_3:mbe.c:34	(at logger.py:129) 
2019-02-12 21:28:07,535 [D]  : : :pass:mbe.c:36	(at logger.py:129) 
2019-02-12 21:28:07,535 [D] -:F:n:WD_1:mbe.c:35	(at logger.py:129) 
2019-02-12 21:28:07,535 [D] ┌:F:n:WD_2:mbe.c:35	(at logger.py:129) 
2019-02-12 21:28:07,535 [D] └:F:n:WD_2:mbe.c:34	(at logger.py:129) 
2019-02-12 21:28:07,535 [D] ┌:F:n:WD_3:mbe.c:35	(at logger.py:129) 
2019-02-12 21:28:07,535 [D] |:F:n:WD_3:mbe.c:34	(at logger.py:129) 
2019-02-12 21:28:07,535 [D] └:F:n:WD_3:mbe.c:33	(at logger.py:129) 
2019-02-12 21:28:07,536 [D] -:F:n:WD_1:mbe.c:34	(at logger.py:129) 
2019-02-12 21:28:07,536 [D] ┌:F:n:WD_2:mbe.c:34	(at logger.py:129) 
2019-02-12 21:28:07,536 [D] └:F:n:WD_2:mbe.c:33	(at logger.py:129) 
2019-02-12 21:28:07,536 [D] ┌:F:n:WD_3:mbe.c:34	(at logger.py:129) 
2019-02-12 21:28:07,536 [D] |:F:n:WD_3:mbe.c:33	(at logger.py:129) 
2019-02-12 21:28:07,536 [D] └:F:n:WD_3:mbe.c:32	(at logger.py:129) 
2019-02-12 21:28:07,536 [D] -:C:c:WD_1:mbe.c:33	(at logger.py:129) 
2019-02-12 21:28:07,536 [D] ┌:C:c:WD_2:mbe.c:33	(at logger.py:129) 
2019-02-12 21:28:07,536 [D] └:C:c:WD_2:mbe.c:32	(at logger.py:129) 
2019-02-12 21:28:07,536 [D] ┌:F:n:WD_3:mbe.c:33	(at logger.py:129) 
2019-02-12 21:28:07,536 [D] |:F:n:WD_3:mbe.c:32	(at logger.py:129) 
2019-02-12 21:28:07,536 [D] └:F:n:WD_3:mbe.c:31	(at logger.py:129) 
2019-02-12 21:28:07,536 [D] -:C:c:WD_1:mbe.c:32	(at logger.py:129) 
2019-02-12 21:28:07,537 [D] ┌:F:n:WD_2:mbe.c:32	(at logger.py:129) 
2019-02-12 21:28:07,537 [D] └:F:n:WD_2:mbe.c:31	(at logger.py:129) 
2019-02-12 21:28:07,537 [D] ┌:F:n:WD_3:mbe.c:32	(at logger.py:129) 
2019-02-12 21:28:07,537 [D] |:F:n:WD_3:mbe.c:31	(at logger.py:129) 
2019-02-12 21:28:07,537 [D] └:F:n:WD_3:mbe.c:30	(at logger.py:129) 
2019-02-12 21:28:07,537 [D] -:F:n:WD_1:mbe.c:31	(at logger.py:129) 
2019-02-12 21:28:07,537 [D] ┌:F:n:WD_2:mbe.c:31	(at logger.py:129) 
2019-02-12 21:28:07,537 [D] └:F:n:WD_2:mbe.c:30	(at logger.py:129) 
2019-02-12 21:28:07,537 [D] ┌:C:c:WD_3:mbe.c:31	(at logger.py:129) 
2019-02-12 21:28:07,537 [D] |:C:c:WD_3:mbe.c:30	(at logger.py:129) 
2019-02-12 21:28:07,537 [D] └:C:c:WD_3:mbe.c:29	(at logger.py:129) 
2019-02-12 21:28:07,537 [D] -:C:c:WD_1:mbe.c:30	(at logger.py:129) 
2019-02-12 21:28:07,537 [D] ┌:F:n:WD_2:mbe.c:30	(at logger.py:129) 
2019-02-12 21:28:07,537 [D] └:F:n:WD_2:mbe.c:29	(at logger.py:129) 
2019-02-12 21:28:07,537 [D] ┌:F:n:WD_3:mbe.c:30	(at logger.py:129) 
2019-02-12 21:28:07,538 [D] |:F:n:WD_3:mbe.c:29	(at logger.py:129) 
2019-02-12 21:28:07,538 [D] └:F:n:WD_3:mbe.c:28	(at logger.py:129) 
2019-02-12 21:28:07,538 [D] -:F:n:WD_1:mbe.c:29	(at logger.py:129) 
2019-02-12 21:28:07,538 [D] ┌:F:n:WD_2:mbe.c:29	(at logger.py:129) 
2019-02-12 21:28:07,538 [D] └:F:n:WD_2:mbe.c:28	(at logger.py:129) 
2019-02-12 21:28:07,538 [D] ┌:F:n:WD_3:mbe.c:29	(at logger.py:129) 
2019-02-12 21:28:07,538 [D] |:F:n:WD_3:mbe.c:28	(at logger.py:129) 
2019-02-12 21:28:07,538 [D] └:F:n:WD_3:mbe.c:27	(at logger.py:129) 
2019-02-12 21:28:07,538 [D] -:C:c:WD_1:mbe.c:28	(at logger.py:129) 
2019-02-12 21:28:07,538 [D] ┌:C:c:WD_2:mbe.c:28	(at logger.py:129) 
2019-02-12 21:28:07,538 [D] └:C:c:WD_2:mbe.c:27	(at logger.py:129) 
2019-02-12 21:28:07,538 [D] ┌:F:n:WD_3:mbe.c:28	(at logger.py:129) 
2019-02-12 21:28:07,538 [D] |:F:n:WD_3:mbe.c:27	(at logger.py:129) 
2019-02-12 21:28:07,538 [D] └:F:n:WD_3:mbe.c:25	(at logger.py:129) 
2019-02-12 21:28:07,538 [D] -:C:c:WD_1:mbe.c:27	(at logger.py:129) 
2019-02-12 21:28:07,539 [D] ┌:F:n:WD_2:mbe.c:27	(at logger.py:129) 
2019-02-12 21:28:07,539 [D] └:F:n:WD_2:mbe.c:25	(at logger.py:129) 
2019-02-12 21:28:07,539 [D] ┌:F:n:WD_3:mbe.c:27	(at logger.py:129) 
2019-02-12 21:28:07,539 [D] |:F:n:WD_3:mbe.c:25	(at logger.py:129) 
2019-02-12 21:28:07,539 [D] └:F:n:WD_3:mbe.c:24	(at logger.py:129) 
2019-02-12 21:28:07,539 [D]  : : :pass:mbe.c:26	(at logger.py:129) 
2019-02-12 21:28:07,539 [D] -:F:n:WD_1:mbe.c:25	(at logger.py:129) 
2019-02-12 21:28:07,539 [D] ┌:F:n:WD_2:mbe.c:25	(at logger.py:129) 
2019-02-12 21:28:07,539 [D] └:F:n:WD_2:mbe.c:24	(at logger.py:129) 
2019-02-12 21:28:07,539 [D] ┌:F:n:WD_3:mbe.c:25	(at logger.py:129) 
2019-02-12 21:28:07,539 [D] |:F:n:WD_3:mbe.c:24	(at logger.py:129) 
2019-02-12 21:28:07,539 [D] └:F:n:WD_3:mbe.c:23	(at logger.py:129) 
2019-02-12 21:28:07,539 [D] -:F:n:WD_1:mbe.c:24	(at logger.py:129) 
2019-02-12 21:28:07,539 [D] ┌:F:n:WD_2:mbe.c:24	(at logger.py:129) 
2019-02-12 21:28:07,540 [D] └:F:n:WD_2:mbe.c:23	(at logger.py:129) 
2019-02-12 21:28:07,540 [D] ┌:F:n:WD_3:mbe.c:24	(at logger.py:129) 
2019-02-12 21:28:07,540 [D] |:F:n:WD_3:mbe.c:23	(at logger.py:129) 
2019-02-12 21:28:07,540 [D] └:F:n:WD_3:mbe.c:22	(at logger.py:129) 
2019-02-12 21:28:07,540 [D] -:F:n:WD_1:mbe.c:23	(at logger.py:129) 
2019-02-12 21:28:07,540 [D] ┌:F:n:WD_2:mbe.c:23	(at logger.py:129) 
2019-02-12 21:28:07,540 [D] └:F:n:WD_2:mbe.c:22	(at logger.py:129) 
2019-02-12 21:28:07,540 [D] ┌:F:n:WD_3:mbe.c:23	(at logger.py:129) 
2019-02-12 21:28:07,540 [D] |:F:n:WD_3:mbe.c:22	(at logger.py:129) 
2019-02-12 21:28:07,540 [D] └:F:n:WD_3:mbe.c:20	(at logger.py:129) 
2019-02-12 21:28:07,540 [D] -:C:c:WD_1:mbe.c:22	(at logger.py:129) 
2019-02-12 21:28:07,540 [D] ┌:C:c:WD_2:mbe.c:22	(at logger.py:129) 
2019-02-12 21:28:07,540 [D] └:C:c:WD_2:mbe.c:20	(at logger.py:129) 
2019-02-12 21:28:07,540 [D] ┌:C:c:WD_3:mbe.c:22	(at logger.py:129) 
2019-02-12 21:28:07,541 [D] |:C:c:WD_3:mbe.c:20	(at logger.py:129) 
2019-02-12 21:28:07,541 [D] └:C:c:WD_3:mbe.c:19	(at logger.py:129) 
2019-02-12 21:28:07,541 [D]  : : :pass:mbe.c:21	(at logger.py:129) 
2019-02-12 21:28:07,541 [D] -:C:c:WD_1:mbe.c:20	(at logger.py:129) 
2019-02-12 21:28:07,541 [D] ┌:C:c:WD_2:mbe.c:20	(at logger.py:129) 
2019-02-12 21:28:07,541 [D] └:C:c:WD_2:mbe.c:19	(at logger.py:129) 
2019-02-12 21:28:07,541 [D] ┌:F:n:WD_3:mbe.c:20	(at logger.py:129) 
2019-02-12 21:28:07,541 [D] |:F:n:WD_3:mbe.c:19	(at logger.py:129) 
2019-02-12 21:28:07,541 [D] └:F:n:WD_3:mbe.c:17	(at logger.py:129) 
2019-02-12 21:28:07,541 [D] -:C:c:WD_1:mbe.c:19	(at logger.py:129) 
2019-02-12 21:28:07,541 [D] ┌:F:n:WD_2:mbe.c:19	(at logger.py:129) 
2019-02-12 21:28:07,541 [D] └:F:n:WD_2:mbe.c:17	(at logger.py:129) 
2019-02-12 21:28:07,541 [D] ┌:F:n:WD_3:mbe.c:19	(at logger.py:129) 
2019-02-12 21:28:07,541 [D] |:F:n:WD_3:mbe.c:17	(at logger.py:129) 
2019-02-12 21:28:07,541 [D] └:F:n:WD_3:mbe.c:16	(at logger.py:129) 
2019-02-12 21:28:07,542 [D]  : : :pass:mbe.c:18	(at logger.py:129) 
2019-02-12 21:28:07,542 [D] -:F:n:WD_1:mbe.c:17	(at logger.py:129) 
2019-02-12 21:28:07,542 [D] ┌:F:n:WD_2:mbe.c:17	(at logger.py:129) 
2019-02-12 21:28:07,542 [D] └:F:n:WD_2:mbe.c:16	(at logger.py:129) 
2019-02-12 21:28:07,542 [D] ┌:F:n:WD_3:mbe.c:17	(at logger.py:129) 
2019-02-12 21:28:07,542 [D] |:F:n:WD_3:mbe.c:16	(at logger.py:129) 
2019-02-12 21:28:07,542 [D] └:F:n:WD_3:mbe.c:15	(at logger.py:129) 
2019-02-12 21:28:07,542 [D] -:F:n:WD_1:mbe.c:16	(at logger.py:129) 
2019-02-12 21:28:07,542 [D] ┌:F:n:WD_2:mbe.c:16	(at logger.py:129) 
2019-02-12 21:28:07,542 [D] └:F:n:WD_2:mbe.c:15	(at logger.py:129) 
2019-02-12 21:28:07,542 [D] ┌:F:n:WD_3:mbe.c:16	(at logger.py:129) 
2019-02-12 21:28:07,542 [D] |:F:n:WD_3:mbe.c:15	(at logger.py:129) 
2019-02-12 21:28:07,542 [D] └:F:n:WD_3:mbe.c:14	(at logger.py:129) 
2019-02-12 21:28:07,542 [D] -:F:n:WD_1:mbe.c:15	(at logger.py:129) 
2019-02-12 21:28:07,543 [D] ┌:F:n:WD_2:mbe.c:15	(at logger.py:129) 
2019-02-12 21:28:07,543 [D] └:F:n:WD_2:mbe.c:14	(at logger.py:129) 
2019-02-12 21:28:07,543 [D] ┌:F:n:WD_3:mbe.c:15	(at logger.py:129) 
