2019-02-12 21:27:55,021 [D] -:F:n:WD_1:mbe.c:79	(at logger.py:129) 
2019-02-12 21:27:55,248 [D] └:F:n:WD_2:mbe.c:71	(at logger.py:129) 
2019-02-12 21:27:55,267 [D] ┌:F:n:WD_3:mbe.c:72	(at logger.py:129) 
2019-02-12 21:27:55,267 [D] |:F:n:WD_3:mbe.c:71	(at logger.py:129) 
2019-02-12 21:27:55,267 [D] └:F:n:WD_3:mbe.c:69	(at logger.py:129) 
2019-02-12 21:27:55,286 [D] -:F:n:WD_1:mbe.c:71	(at logger.py:129) 
2019-02-12 21:27:55,307 [D] ┌:F:n:WD_2:mbe.c:71	(at logger.py:129) 
2019-02-12 21:27:55,307 [D] └:F:n:WD_2:mbe.c:69	(at logger.py:129) 
2019-02-12 21:27:55,323 [D] ┌:F:n:WD_3:mbe.c:71	(at logger.py:129) 
2019-02-12 21:27:55,323 [D] |:F:n:WD_3:mbe.c:69	(at logger.py:129) 
2019-02-12 21:27:55,323 [D] └:F:n:WD_3:mbe.c:68	(at logger.py:129) 
2019-02-12 21:27:55,323 [D]  : : :pass:mbe.c:70	(at logger.py:129) 
2019-02-12 21:27:55,338 [D] -:F:n:WD_1:mbe.c:69	(at logger.py:129) 
2019-02-12 21:27:55,354 [D] ┌:F:n:WD_2:mbe.c:69	(at logger.py:129) 
2019-02-12 21:27:55,354 [D] └:F:n:WD_2:mbe.c:68	(at logger.py:129) 
2019-02-12 21:27:55,372 [D] ┌:F:n:WD_3:mbe.c:69	(at logger.py:129) 
2019-02-12 21:27:55,372 [D] |:F:n:WD_3:mbe.c:68	(at logger.py:129) 
2019-02-12 21:27:55,372 [D] └:F:n:WD_3:mbe.c:67	(at logger.py:129) 
2019-02-12 21:27:55,425 [D] -:C:n:WD_1:mbe.c:68	(at logger.py:129) 
2019-02-12 21:27:55,441 [D] ┌:F:n:WD_2:mbe.c:68	(at logger.py:129) 
2019-02-12 21:27:55,441 [D] └:F:n:WD_2:mbe.c:67	(at logger.py:129) 
2019-02-12 21:27:55,456 [D] ┌:F:n:WD_3:mbe.c:68	(at logger.py:129) 
2019-02-12 21:27:55,456 [D] |:F:n:WD_3:mbe.c:67	(at logger.py:129) 
2019-02-12 21:27:55,456 [D] └:F:n:WD_3:mbe.c:66	(at logger.py:129) 
2019-02-12 21:27:55,472 [D] -:F:n:WD_1:mbe.c:67	(at logger.py:129) 
2019-02-12 21:27:55,489 [D] ┌:F:n:WD_2:mbe.c:67	(at logger.py:129) 
2019-02-12 21:27:55,489 [D] └:F:n:WD_2:mbe.c:66	(at logger.py:129) 
2019-02-12 21:27:55,545 [D] ┌:F:n:WD_3:mbe.c:67	(at logger.py:129) 
2019-02-12 21:27:55,545 [D] |:F:n:WD_3:mbe.c:66	(at logger.py:129) 
2019-02-12 21:27:55,545 [D] └:F:n:WD_3:mbe.c:64	(at logger.py:129) 
2019-02-12 21:27:55,562 [D] -:F:n:WD_1:mbe.c:66	(at logger.py:129) 
2019-02-12 21:27:55,581 [D] ┌:F:n:WD_2:mbe.c:66	(at logger.py:129) 
2019-02-12 21:27:55,581 [D] └:F:n:WD_2:mbe.c:64	(at logger.py:129) 
2019-02-12 21:27:55,598 [D] ┌:F:n:WD_3:mbe.c:66	(at logger.py:129) 
2019-02-12 21:27:55,598 [D] |:F:n:WD_3:mbe.c:64	(at logger.py:129) 
2019-02-12 21:27:55,598 [D] └:F:n:WD_3:mbe.c:63	(at logger.py:129) 
2019-02-12 21:27:55,598 [D]  : : :pass:mbe.c:65	(at logger.py:129) 
2019-02-12 21:27:55,614 [D] -:F:n:WD_1:mbe.c:64	(at logger.py:129) 
2019-02-12 21:27:55,629 [D] ┌:F:n:WD_2:mbe.c:64	(at logger.py:129) 
2019-02-12 21:27:55,629 [D] └:F:n:WD_2:mbe.c:63	(at logger.py:129) 
2019-02-12 21:27:55,645 [D] ┌:F:n:WD_3:mbe.c:64	(at logger.py:129) 
2019-02-12 21:27:55,645 [D] |:F:n:WD_3:mbe.c:63	(at logger.py:129) 
2019-02-12 21:27:55,645 [D] └:F:n:WD_3:mbe.c:62	(at logger.py:129) 
2019-02-12 21:27:55,694 [D] -:C:n:WD_1:mbe.c:63	(at logger.py:129) 
2019-02-12 21:27:55,710 [D] ┌:F:n:WD_2:mbe.c:63	(at logger.py:129) 
2019-02-12 21:27:55,710 [D] └:F:n:WD_2:mbe.c:62	(at logger.py:129) 
2019-02-12 21:27:55,728 [D] ┌:F:n:WD_3:mbe.c:63	(at logger.py:129) 
2019-02-12 21:27:55,728 [D] |:F:n:WD_3:mbe.c:62	(at logger.py:129) 
2019-02-12 21:27:55,728 [D] └:F:n:WD_3:mbe.c:61	(at logger.py:129) 
2019-02-12 21:27:55,744 [D] -:F:n:WD_1:mbe.c:62	(at logger.py:129) 
2019-02-12 21:27:55,762 [D] ┌:F:n:WD_2:mbe.c:62	(at logger.py:129) 
2019-02-12 21:27:55,762 [D] └:F:n:WD_2:mbe.c:61	(at logger.py:129) 
2019-02-12 21:27:55,816 [D] ┌:F:n:WD_3:mbe.c:62	(at logger.py:129) 
2019-02-12 21:27:55,816 [D] |:F:n:WD_3:mbe.c:61	(at logger.py:129) 
2019-02-12 21:27:55,816 [D] └:F:n:WD_3:mbe.c:59	(at logger.py:129) 
2019-02-12 21:27:55,835 [D] -:F:n:WD_1:mbe.c:61	(at logger.py:129) 
2019-02-12 21:27:55,850 [D] ┌:F:n:WD_2:mbe.c:61	(at logger.py:129) 
2019-02-12 21:27:55,850 [D] └:F:n:WD_2:mbe.c:59	(at logger.py:129) 
2019-02-12 21:27:55,864 [D] ┌:F:n:WD_3:mbe.c:61	(at logger.py:129) 
2019-02-12 21:27:55,864 [D] |:F:n:WD_3:mbe.c:59	(at logger.py:129) 
2019-02-12 21:27:55,864 [D] └:F:n:WD_3:mbe.c:58	(at logger.py:129) 
2019-02-12 21:27:55,864 [D]  : : :pass:mbe.c:60	(at logger.py:129) 
2019-02-12 21:27:55,878 [D] -:F:n:WD_1:mbe.c:59	(at logger.py:129) 
2019-02-12 21:27:55,897 [D] ┌:F:n:WD_2:mbe.c:59	(at logger.py:129) 
2019-02-12 21:27:55,897 [D] └:F:n:WD_2:mbe.c:58	(at logger.py:129) 
2019-02-12 21:27:55,913 [D] ┌:F:n:WD_3:mbe.c:59	(at logger.py:129) 
2019-02-12 21:27:55,913 [D] |:F:n:WD_3:mbe.c:58	(at logger.py:129) 
2019-02-12 21:27:55,913 [D] └:F:n:WD_3:mbe.c:56	(at logger.py:129) 
2019-02-12 21:27:55,964 [D] -:P:n:WD_1:mbe.c:58	(at logger.py:129) 
2019-02-12 21:27:55,965 [D]  : : :pass:mbe.c:57	(at logger.py:129) 
2019-02-12 21:27:55,985 [D] -:F:n:WD_1:mbe.c:56	(at logger.py:129) 
2019-02-12 21:27:56,006 [D] ┌:F:n:WD_2:mbe.c:56	(at logger.py:129) 
2019-02-12 21:27:56,006 [D] └:F:n:WD_2:mbe.c:55	(at logger.py:129) 
2019-02-12 21:27:56,022 [D] ┌:F:n:WD_3:mbe.c:56	(at logger.py:129) 
2019-02-12 21:27:56,022 [D] |:F:n:WD_3:mbe.c:55	(at logger.py:129) 
2019-02-12 21:27:56,022 [D] └:F:n:WD_3:mbe.c:54	(at logger.py:129) 
2019-02-12 21:27:56,076 [D] -:C:n:WD_1:mbe.c:55	(at logger.py:129) 
2019-02-12 21:27:56,092 [D] ┌:F:n:WD_2:mbe.c:55	(at logger.py:129) 
2019-02-12 21:27:56,092 [D] └:F:n:WD_2:mbe.c:54	(at logger.py:129) 
2019-02-12 21:27:56,107 [D] ┌:F:n:WD_3:mbe.c:55	(at logger.py:129) 
2019-02-12 21:27:56,107 [D] |:F:n:WD_3:mbe.c:54	(at logger.py:129) 
2019-02-12 21:27:56,107 [D] └:F:n:WD_3:mbe.c:53	(at logger.py:129) 
2019-02-12 21:27:56,122 [D] -:F:n:WD_1:mbe.c:54	(at logger.py:129) 
2019-02-12 21:27:56,139 [D] ┌:F:n:WD_2:mbe.c:54	(at logger.py:129) 
2019-02-12 21:27:56,139 [D] └:F:n:WD_2:mbe.c:53	(at logger.py:129) 
2019-02-12 21:27:56,155 [D] ┌:F:n:WD_3:mbe.c:54	(at logger.py:129) 
2019-02-12 21:27:56,155 [D] |:F:n:WD_3:mbe.c:53	(at logger.py:129) 
2019-02-12 21:27:56,155 [D] └:F:n:WD_3:mbe.c:52	(at logger.py:129) 
2019-02-12 21:27:57,198 [D] -:C:n:WD_1:mbe.c:53	(at logger.py:129) 
2019-02-12 21:27:57,215 [D] ┌:F:n:WD_2:mbe.c:53	(at logger.py:129) 
2019-02-12 21:27:57,215 [D] └:F:n:WD_2:mbe.c:52	(at logger.py:129) 
2019-02-12 21:27:57,230 [D] ┌:F:n:WD_3:mbe.c:53	(at logger.py:129) 
2019-02-12 21:27:57,230 [D] |:F:n:WD_3:mbe.c:52	(at logger.py:129) 
2019-02-12 21:27:57,230 [D] └:F:n:WD_3:mbe.c:51	(at logger.py:129) 
2019-02-12 21:27:57,246 [D] -:F:n:WD_1:mbe.c:52	(at logger.py:129) 
2019-02-12 21:27:57,260 [D] ┌:F:n:WD_2:mbe.c:52	(at logger.py:129) 
2019-02-12 21:27:57,260 [D] └:F:n:WD_2:mbe.c:51	(at logger.py:129) 
2019-02-12 21:27:57,282 [D] ┌:F:n:WD_3:mbe.c:52	(at logger.py:129) 
2019-02-12 21:27:57,282 [D] |:F:n:WD_3:mbe.c:51	(at logger.py:129) 
2019-02-12 21:27:57,282 [D] └:F:n:WD_3:mbe.c:49	(at logger.py:129) 
2019-02-12 21:27:57,303 [D] -:F:n:WD_1:mbe.c:51	(at logger.py:129) 
2019-02-12 21:27:57,320 [D] ┌:F:n:WD_2:mbe.c:51	(at logger.py:129) 
2019-02-12 21:27:57,320 [D] └:F:n:WD_2:mbe.c:49	(at logger.py:129) 
2019-02-12 21:27:57,335 [D] ┌:F:n:WD_3:mbe.c:51	(at logger.py:129) 
2019-02-12 21:27:57,336 [D] |:F:n:WD_3:mbe.c:49	(at logger.py:129) 
2019-02-12 21:27:57,336 [D] └:F:n:WD_3:mbe.c:48	(at logger.py:129) 
2019-02-12 21:27:57,336 [D]  : : :pass:mbe.c:50	(at logger.py:129) 
2019-02-12 21:27:57,350 [D] -:F:n:WD_1:mbe.c:49	(at logger.py:129) 
2019-02-12 21:27:57,365 [D] ┌:F:n:WD_2:mbe.c:49	(at logger.py:129) 
2019-02-12 21:27:57,365 [D] └:F:n:WD_2:mbe.c:48	(at logger.py:129) 
2019-02-12 21:27:57,380 [D] ┌:F:n:WD_3:mbe.c:49	(at logger.py:129) 
2019-02-12 21:27:57,380 [D] |:F:n:WD_3:mbe.c:48	(at logger.py:129) 
2019-02-12 21:27:57,380 [D] └:F:n:WD_3:mbe.c:47	(at logger.py:129) 
2019-02-12 21:27:57,397 [D] -:F:n:WD_1:mbe.c:48	(at logger.py:129) 
2019-02-12 21:27:57,412 [D] ┌:F:n:WD_2:mbe.c:48	(at logger.py:129) 
2019-02-12 21:27:57,412 [D] └:F:n:WD_2:mbe.c:47	(at logger.py:129) 
2019-02-12 21:27:57,484 [D] ┌:P:n:WD_3:mbe.c:48	(at logger.py:129) 
2019-02-12 21:27:57,485 [D] |:P:n:WD_3:mbe.c:47	(at logger.py:129) 
2019-02-12 21:27:57,485 [D] └:P:n:WD_3:mbe.c:46	(at logger.py:129) 
2019-02-12 21:27:57,485 [D]  : : :pass:mbe.c:47	(at logger.py:129) 
2019-02-12 21:27:57,485 [D]  : : :pass:mbe.c:46	(at logger.py:129) 
2019-02-12 21:27:57,485 [D]  : : :pass:mbe.c:45	(at logger.py:129) 
2019-02-12 21:27:57,499 [D] -:F:n:WD_1:mbe.c:44	(at logger.py:129) 
2019-02-12 21:27:57,514 [D] ┌:F:n:WD_2:mbe.c:44	(at logger.py:129) 
2019-02-12 21:27:57,514 [D] └:F:n:WD_2:mbe.c:43	(at logger.py:129) 
2019-02-12 21:27:57,527 [D] ┌:F:n:WD_3:mbe.c:44	(at logger.py:129) 
2019-02-12 21:27:57,527 [D] |:F:n:WD_3:mbe.c:43	(at logger.py:129) 
2019-02-12 21:27:57,527 [D] └:F:n:WD_3:mbe.c:42	(at logger.py:129) 
2019-02-12 21:27:57,575 [D] -:C:n:WD_1:mbe.c:43	(at logger.py:129) 
2019-02-12 21:27:57,590 [D] ┌:F:n:WD_2:mbe.c:43	(at logger.py:129) 
2019-02-12 21:27:57,590 [D] └:F:n:WD_2:mbe.c:42	(at logger.py:129) 
2019-02-12 21:27:57,607 [D] ┌:F:n:WD_3:mbe.c:43	(at logger.py:129) 
2019-02-12 21:27:57,607 [D] |:F:n:WD_3:mbe.c:42	(at logger.py:129) 
2019-02-12 21:27:57,607 [D] └:F:n:WD_3:mbe.c:41	(at logger.py:129) 
2019-02-12 21:27:57,620 [D] -:F:n:WD_1:mbe.c:42	(at logger.py:129) 
2019-02-12 21:27:57,635 [D] ┌:F:n:WD_2:mbe.c:42	(at logger.py:129) 
2019-02-12 21:27:57,635 [D] └:F:n:WD_2:mbe.c:41	(at logger.py:129) 
2019-02-12 21:27:57,649 [D] ┌:F:n:WD_3:mbe.c:42	(at logger.py:129) 
2019-02-12 21:27:57,649 [D] |:F:n:WD_3:mbe.c:41	(at logger.py:129) 
2019-02-12 21:27:57,649 [D] └:F:n:WD_3:mbe.c:40	(at logger.py:129) 
2019-02-12 21:27:58,686 [D] -:C:n:WD_1:mbe.c:41	(at logger.py:129) 
2019-02-12 21:27:58,698 [D] ┌:F:n:WD_2:mbe.c:41	(at logger.py:129) 
2019-02-12 21:27:58,698 [D] └:F:n:WD_2:mbe.c:40	(at logger.py:129) 
2019-02-12 21:27:58,711 [D] ┌:F:n:WD_3:mbe.c:41	(at logger.py:129) 
2019-02-12 21:27:58,712 [D] |:F:n:WD_3:mbe.c:40	(at logger.py:129) 
2019-02-12 21:27:58,712 [D] └:F:n:WD_3:mbe.c:39	(at logger.py:129) 
2019-02-12 21:27:58,725 [D] -:F:n:WD_1:mbe.c:40	(at logger.py:129) 
2019-02-12 21:27:58,738 [D] ┌:F:n:WD_2:mbe.c:40	(at logger.py:129) 
2019-02-12 21:27:58,739 [D] └:F:n:WD_2:mbe.c:39	(at logger.py:129) 
2019-02-12 21:27:58,775 [D] ┌:F:n:WD_3:mbe.c:40	(at logger.py:129) 
2019-02-12 21:27:58,775 [D] |:F:n:WD_3:mbe.c:39	(at logger.py:129) 
2019-02-12 21:27:58,775 [D] └:F:n:WD_3:mbe.c:37	(at logger.py:129) 
2019-02-12 21:27:58,791 [D] -:F:n:WD_1:mbe.c:39	(at logger.py:129) 
2019-02-12 21:27:58,808 [D] ┌:F:n:WD_2:mbe.c:39	(at logger.py:129) 
2019-02-12 21:27:58,808 [D] └:F:n:WD_2:mbe.c:37	(at logger.py:129) 
2019-02-12 21:27:58,823 [D] ┌:F:n:WD_3:mbe.c:39	(at logger.py:129) 
2019-02-12 21:27:58,823 [D] |:F:n:WD_3:mbe.c:37	(at logger.py:129) 
2019-02-12 21:27:58,823 [D] └:F:n:WD_3:mbe.c:35	(at logger.py:129) 
2019-02-12 21:27:58,823 [D]  : : :pass:mbe.c:38	(at logger.py:129) 
2019-02-12 21:27:58,836 [D] -:F:n:WD_1:mbe.c:37	(at logger.py:129) 
2019-02-12 21:27:58,850 [D] ┌:F:n:WD_2:mbe.c:37	(at logger.py:129) 
2019-02-12 21:27:58,850 [D] └:F:n:WD_2:mbe.c:35	(at logger.py:129) 
2019-02-12 21:27:58,863 [D] ┌:F:n:WD_3:mbe.c:37	(at logger.py:129) 
2019-02-12 21:27:58,863 [D] |:F:n:WD_3:mbe.c:35	(at logger.py:129) 
2019-02-12 21:27:58,863 [D] └:F:n:WD_3:mbe.c:34	(at logger.py:129) 
2019-02-12 21:27:58,863 [D]  : : :pass:mbe.c:36	(at logger.py:129) 
2019-02-12 21:27:58,876 [D] -:F:n:WD_1:mbe.c:35	(at logger.py:129) 
2019-02-12 21:27:58,893 [D] ┌:F:n:WD_2:mbe.c:35	(at logger.py:129) 
2019-02-12 21:27:58,893 [D] └:F:n:WD_2:mbe.c:34	(at logger.py:129) 
2019-02-12 21:27:58,909 [D] ┌:F:n:WD_3:mbe.c:35	(at logger.py:129) 
2019-02-12 21:27:58,909 [D] |:F:n:WD_3:mbe.c:34	(at logger.py:129) 
2019-02-12 21:27:58,909 [D] └:F:n:WD_3:mbe.c:33	(at logger.py:129) 
2019-02-12 21:27:58,923 [D] -:F:n:WD_1:mbe.c:34	(at logger.py:129) 
2019-02-12 21:27:58,939 [D] ┌:F:n:WD_2:mbe.c:34	(at logger.py:129) 
2019-02-12 21:27:58,939 [D] └:F:n:WD_2:mbe.c:33	(at logger.py:129) 
2019-02-12 21:27:58,959 [D] ┌:F:n:WD_3:mbe.c:34	(at logger.py:129) 
2019-02-12 21:27:58,959 [D] |:F:n:WD_3:mbe.c:33	(at logger.py:129) 
2019-02-12 21:27:58,959 [D] └:F:n:WD_3:mbe.c:32	(at logger.py:129) 
2019-02-12 21:28:00,010 [D] -:C:n:WD_1:mbe.c:33	(at logger.py:129) 
2019-02-12 21:28:01,064 [D] ┌:C:n:WD_2:mbe.c:33	(at logger.py:129) 
2019-02-12 21:28:01,064 [D] └:C:n:WD_2:mbe.c:32	(at logger.py:129) 
2019-02-12 21:28:01,079 [D] ┌:F:n:WD_3:mbe.c:33	(at logger.py:129) 
2019-02-12 21:28:01,079 [D] |:F:n:WD_3:mbe.c:32	(at logger.py:129) 
2019-02-12 21:28:01,079 [D] └:F:n:WD_3:mbe.c:31	(at logger.py:129) 
2019-02-12 21:28:01,127 [D] -:C:n:WD_1:mbe.c:32	(at logger.py:129) 
2019-02-12 21:28:01,143 [D] ┌:F:n:WD_2:mbe.c:32	(at logger.py:129) 
2019-02-12 21:28:01,143 [D] └:F:n:WD_2:mbe.c:31	(at logger.py:129) 
2019-02-12 21:28:01,162 [D] ┌:F:n:WD_3:mbe.c:32	(at logger.py:129) 
2019-02-12 21:28:01,162 [D] |:F:n:WD_3:mbe.c:31	(at logger.py:129) 
2019-02-12 21:28:01,162 [D] └:F:n:WD_3:mbe.c:30	(at logger.py:129) 
2019-02-12 21:28:01,178 [D] -:F:n:WD_1:mbe.c:31	(at logger.py:129) 
2019-02-12 21:28:01,194 [D] ┌:F:n:WD_2:mbe.c:31	(at logger.py:129) 
2019-02-12 21:28:01,194 [D] └:F:n:WD_2:mbe.c:30	(at logger.py:129) 
2019-02-12 21:28:02,243 [D] ┌:C:n:WD_3:mbe.c:31	(at logger.py:129) 
2019-02-12 21:28:02,243 [D] |:C:n:WD_3:mbe.c:30	(at logger.py:129) 
2019-02-12 21:28:02,243 [D] └:C:n:WD_3:mbe.c:29	(at logger.py:129) 
2019-02-12 21:28:02,300 [D] -:C:n:WD_1:mbe.c:30	(at logger.py:129) 
2019-02-12 21:28:02,320 [D] ┌:F:n:WD_2:mbe.c:30	(at logger.py:129) 
2019-02-12 21:28:02,320 [D] └:F:n:WD_2:mbe.c:29	(at logger.py:129) 
2019-02-12 21:28:02,335 [D] ┌:F:n:WD_3:mbe.c:30	(at logger.py:129) 
2019-02-12 21:28:02,336 [D] |:F:n:WD_3:mbe.c:29	(at logger.py:129) 
2019-02-12 21:28:02,336 [D] └:F:n:WD_3:mbe.c:28	(at logger.py:129) 
2019-02-12 21:28:02,353 [D] -:F:n:WD_1:mbe.c:29	(at logger.py:129) 
2019-02-12 21:28:02,370 [D] ┌:F:n:WD_2:mbe.c:29	(at logger.py:129) 
2019-02-12 21:28:02,370 [D] └:F:n:WD_2:mbe.c:28	(at logger.py:129) 
2019-02-12 21:28:02,387 [D] ┌:F:n:WD_3:mbe.c:29	(at logger.py:129) 
2019-02-12 21:28:02,387 [D] |:F:n:WD_3:mbe.c:28	(at logger.py:129) 
2019-02-12 21:28:02,387 [D] └:F:n:WD_3:mbe.c:27	(at logger.py:129) 
2019-02-12 21:28:03,431 [D] -:C:n:WD_1:mbe.c:28	(at logger.py:129) 
2019-02-12 21:28:04,490 [D] ┌:C:n:WD_2:mbe.c:28	(at logger.py:129) 
2019-02-12 21:28:04,491 [D] └:C:n:WD_2:mbe.c:27	(at logger.py:129) 
2019-02-12 21:28:04,507 [D] ┌:F:n:WD_3:mbe.c:28	(at logger.py:129) 
2019-02-12 21:28:04,507 [D] |:F:n:WD_3:mbe.c:27	(at logger.py:129) 
2019-02-12 21:28:04,507 [D] └:F:n:WD_3:mbe.c:25	(at logger.py:129) 
2019-02-12 21:28:04,565 [D] -:C:n:WD_1:mbe.c:27	(at logger.py:129) 
2019-02-12 21:28:04,580 [D] ┌:F:n:WD_2:mbe.c:27	(at logger.py:129) 
2019-02-12 21:28:04,580 [D] └:F:n:WD_2:mbe.c:25	(at logger.py:129) 
2019-02-12 21:28:04,596 [D] ┌:F:n:WD_3:mbe.c:27	(at logger.py:129) 
2019-02-12 21:28:04,596 [D] |:F:n:WD_3:mbe.c:25	(at logger.py:129) 
2019-02-12 21:28:04,596 [D] └:F:n:WD_3:mbe.c:24	(at logger.py:129) 
2019-02-12 21:28:04,596 [D]  : : :pass:mbe.c:26	(at logger.py:129) 
2019-02-12 21:28:04,616 [D] -:F:n:WD_1:mbe.c:25	(at logger.py:129) 
2019-02-12 21:28:04,632 [D] ┌:F:n:WD_2:mbe.c:25	(at logger.py:129) 
2019-02-12 21:28:04,632 [D] └:F:n:WD_2:mbe.c:24	(at logger.py:129) 
2019-02-12 21:28:04,649 [D] ┌:F:n:WD_3:mbe.c:25	(at logger.py:129) 
2019-02-12 21:28:04,649 [D] |:F:n:WD_3:mbe.c:24	(at logger.py:129) 
2019-02-12 21:28:04,649 [D] └:F:n:WD_3:mbe.c:23	(at logger.py:129) 
2019-02-12 21:28:04,664 [D] -:F:n:WD_1:mbe.c:24	(at logger.py:129) 
2019-02-12 21:28:04,681 [D] ┌:F:n:WD_2:mbe.c:24	(at logger.py:129) 
2019-02-12 21:28:04,681 [D] └:F:n:WD_2:mbe.c:23	(at logger.py:129) 
2019-02-12 21:28:04,700 [D] ┌:F:n:WD_3:mbe.c:24	(at logger.py:129) 
2019-02-12 21:28:04,700 [D] |:F:n:WD_3:mbe.c:23	(at logger.py:129) 
2019-02-12 21:28:04,700 [D] └:F:n:WD_3:mbe.c:22	(at logger.py:129) 
2019-02-12 21:28:04,716 [D] -:F:n:WD_1:mbe.c:23	(at logger.py:129) 
2019-02-12 21:28:04,733 [D] ┌:F:n:WD_2:mbe.c:23	(at logger.py:129) 
2019-02-12 21:28:04,734 [D] └:F:n:WD_2:mbe.c:22	(at logger.py:129) 
2019-02-12 21:28:04,753 [D] ┌:F:n:WD_3:mbe.c:23	(at logger.py:129) 
2019-02-12 21:28:04,753 [D] |:F:n:WD_3:mbe.c:22	(at logger.py:129) 
2019-02-12 21:28:04,753 [D] └:F:n:WD_3:mbe.c:20	(at logger.py:129) 
2019-02-12 21:28:04,814 [D] -:C:n:WD_1:mbe.c:22	(at logger.py:129) 
2019-02-12 21:28:04,869 [D] ┌:C:n:WD_2:mbe.c:22	(at logger.py:129) 
2019-02-12 21:28:04,869 [D] └:C:n:WD_2:mbe.c:20	(at logger.py:129) 
2019-02-12 21:28:04,920 [D] ┌:C:n:WD_3:mbe.c:22	(at logger.py:129) 
2019-02-12 21:28:04,920 [D] |:C:n:WD_3:mbe.c:20	(at logger.py:129) 
2019-02-12 21:28:04,920 [D] └:C:n:WD_3:mbe.c:19	(at logger.py:129) 
2019-02-12 21:28:04,920 [D]  : : :pass:mbe.c:21	(at logger.py:129) 
2019-02-12 21:28:04,970 [D] -:C:n:WD_1:mbe.c:20	(at logger.py:129) 
2019-02-12 21:28:05,025 [D] ┌:C:n:WD_2:mbe.c:20	(at logger.py:129) 
2019-02-12 21:28:05,025 [D] └:C:n:WD_2:mbe.c:19	(at logger.py:129) 
2019-02-12 21:28:05,040 [D] ┌:F:n:WD_3:mbe.c:20	(at logger.py:129) 
2019-02-12 21:28:05,040 [D] |:F:n:WD_3:mbe.c:19	(at logger.py:129) 
2019-02-12 21:28:05,041 [D] └:F:n:WD_3:mbe.c:17	(at logger.py:129) 
2019-02-12 21:28:05,088 [D] -:C:n:WD_1:mbe.c:19	(at logger.py:129) 
2019-02-12 21:28:05,104 [D] ┌:F:n:WD_2:mbe.c:19	(at logger.py:129) 
2019-02-12 21:28:05,104 [D] └:F:n:WD_2:mbe.c:17	(at logger.py:129) 
2019-02-12 21:28:05,119 [D] ┌:F:n:WD_3:mbe.c:19	(at logger.py:129) 
2019-02-12 21:28:05,119 [D] |:F:n:WD_3:mbe.c:17	(at logger.py:129) 
2019-02-12 21:28:05,119 [D] └:F:n:WD_3:mbe.c:16	(at logger.py:129) 
2019-02-12 21:28:05,120 [D]  : : :pass:mbe.c:18	(at logger.py:129) 
2019-02-12 21:28:05,135 [D] -:F:n:WD_1:mbe.c:17	(at logger.py:129) 
2019-02-12 21:28:05,153 [D] ┌:F:n:WD_2:mbe.c:17	(at logger.py:129) 
2019-02-12 21:28:05,153 [D] └:F:n:WD_2:mbe.c:16	(at logger.py:129) 
2019-02-12 21:28:05,169 [D] ┌:F:n:WD_3:mbe.c:17	(at logger.py:129) 
2019-02-12 21:28:05,169 [D] |:F:n:WD_3:mbe.c:16	(at logger.py:129) 
2019-02-12 21:28:05,170 [D] └:F:n:WD_3:mbe.c:15	(at logger.py:129) 
