2019-02-12 21:29:29,352 [D] -:F:n:WD_1:mbe.c:79	(at logger.py:129) 
2019-02-12 21:29:29,593 [D] -:F:n:WD_1:mbe.c:71	(at logger.py:129) 
2019-02-12 21:29:29,606 [D] ┌:F:n:WD_2:mbe.c:71	(at logger.py:129) 
2019-02-12 21:29:29,606 [D] └:F:n:WD_2:mbe.c:69	(at logger.py:129) 
2019-02-12 21:29:29,619 [D] ┌:F:n:WD_3:mbe.c:71	(at logger.py:129) 
2019-02-12 21:29:29,619 [D] |:F:n:WD_3:mbe.c:69	(at logger.py:129) 
2019-02-12 21:29:29,619 [D] └:F:n:WD_3:mbe.c:68	(at logger.py:129) 
2019-02-12 21:29:29,620 [D]  : : :pass:mbe.c:70	(at logger.py:129) 
2019-02-12 21:29:29,633 [D] -:F:n:WD_1:mbe.c:69	(at logger.py:129) 
2019-02-12 21:29:29,646 [D] ┌:F:n:WD_2:mbe.c:69	(at logger.py:129) 
2019-02-12 21:29:29,646 [D] └:F:n:WD_2:mbe.c:68	(at logger.py:129) 
2019-02-12 21:29:29,659 [D] ┌:F:n:WD_3:mbe.c:69	(at logger.py:129) 
2019-02-12 21:29:29,660 [D] |:F:n:WD_3:mbe.c:68	(at logger.py:129) 
2019-02-12 21:29:29,660 [D] └:F:n:WD_3:mbe.c:67	(at logger.py:129) 
2019-02-12 21:29:29,703 [D] -:C:n:WD_1:mbe.c:68	(at logger.py:129) 
2019-02-12 21:29:29,717 [D] ┌:F:n:WD_2:mbe.c:68	(at logger.py:129) 
2019-02-12 21:29:29,717 [D] └:F:n:WD_2:mbe.c:67	(at logger.py:129) 
2019-02-12 21:29:29,732 [D] ┌:F:n:WD_3:mbe.c:68	(at logger.py:129) 
2019-02-12 21:29:29,732 [D] |:F:n:WD_3:mbe.c:67	(at logger.py:129) 
2019-02-12 21:29:29,732 [D] └:F:n:WD_3:mbe.c:66	(at logger.py:129) 
2019-02-12 21:29:29,748 [D] -:F:n:WD_1:mbe.c:67	(at logger.py:129) 
2019-02-12 21:29:29,771 [D] ┌:F:n:WD_2:mbe.c:67	(at logger.py:129) 
2019-02-12 21:29:29,771 [D] └:F:n:WD_2:mbe.c:66	(at logger.py:129) 
2019-02-12 21:29:29,809 [D] ┌:F:n:WD_3:mbe.c:67	(at logger.py:129) 
2019-02-12 21:29:29,809 [D] |:F:n:WD_3:mbe.c:66	(at logger.py:129) 
2019-02-12 21:29:29,809 [D] └:F:n:WD_3:mbe.c:64	(at logger.py:129) 
2019-02-12 21:29:29,823 [D] -:F:n:WD_1:mbe.c:66	(at logger.py:129) 
2019-02-12 21:29:29,839 [D] ┌:F:n:WD_2:mbe.c:66	(at logger.py:129) 
2019-02-12 21:29:29,839 [D] └:F:n:WD_2:mbe.c:64	(at logger.py:129) 
2019-02-12 21:29:29,853 [D] ┌:F:n:WD_3:mbe.c:66	(at logger.py:129) 
2019-02-12 21:29:29,853 [D] |:F:n:WD_3:mbe.c:64	(at logger.py:129) 
2019-02-12 21:29:29,853 [D] └:F:n:WD_3:mbe.c:63	(at logger.py:129) 
2019-02-12 21:29:29,853 [D]  : : :pass:mbe.c:65	(at logger.py:129) 
2019-02-12 21:29:29,867 [D] -:F:n:WD_1:mbe.c:64	(at logger.py:129) 
2019-02-12 21:29:29,881 [D] ┌:F:n:WD_2:mbe.c:64	(at logger.py:129) 
2019-02-12 21:29:29,881 [D] └:F:n:WD_2:mbe.c:63	(at logger.py:129) 
2019-02-12 21:29:29,896 [D] ┌:F:n:WD_3:mbe.c:64	(at logger.py:129) 
2019-02-12 21:29:29,896 [D] |:F:n:WD_3:mbe.c:63	(at logger.py:129) 
2019-02-12 21:29:29,896 [D] └:F:n:WD_3:mbe.c:62	(at logger.py:129) 
2019-02-12 21:29:29,948 [D] -:C:n:WD_1:mbe.c:63	(at logger.py:129) 
2019-02-12 21:29:29,966 [D] ┌:F:n:WD_2:mbe.c:63	(at logger.py:129) 
2019-02-12 21:29:29,966 [D] └:F:n:WD_2:mbe.c:62	(at logger.py:129) 
2019-02-12 21:29:29,981 [D] ┌:F:n:WD_3:mbe.c:63	(at logger.py:129) 
2019-02-12 21:29:29,981 [D] |:F:n:WD_3:mbe.c:62	(at logger.py:129) 
2019-02-12 21:29:29,981 [D] └:F:n:WD_3:mbe.c:61	(at logger.py:129) 
2019-02-12 21:29:29,997 [D] -:F:n:WD_1:mbe.c:62	(at logger.py:129) 
2019-02-12 21:29:30,013 [D] ┌:F:n:WD_2:mbe.c:62	(at logger.py:129) 
2019-02-12 21:29:30,013 [D] └:F:n:WD_2:mbe.c:61	(at logger.py:129) 
2019-02-12 21:29:30,046 [D] ┌:F:n:WD_3:mbe.c:62	(at logger.py:129) 
2019-02-12 21:29:30,046 [D] |:F:n:WD_3:mbe.c:61	(at logger.py:129) 
2019-02-12 21:29:30,046 [D] └:F:n:WD_3:mbe.c:59	(at logger.py:129) 
2019-02-12 21:29:30,060 [D] -:F:n:WD_1:mbe.c:61	(at logger.py:129) 
2019-02-12 21:29:30,073 [D] ┌:F:n:WD_2:mbe.c:61	(at logger.py:129) 
2019-02-12 21:29:30,073 [D] └:F:n:WD_2:mbe.c:59	(at logger.py:129) 
2019-02-12 21:29:30,087 [D] ┌:F:n:WD_3:mbe.c:61	(at logger.py:129) 
2019-02-12 21:29:30,087 [D] |:F:n:WD_3:mbe.c:59	(at logger.py:129) 
2019-02-12 21:29:30,087 [D] └:F:n:WD_3:mbe.c:58	(at logger.py:129) 
2019-02-12 21:29:30,087 [D]  : : :pass:mbe.c:60	(at logger.py:129) 
2019-02-12 21:29:30,101 [D] -:F:n:WD_1:mbe.c:59	(at logger.py:129) 
2019-02-12 21:29:30,117 [D] ┌:F:n:WD_2:mbe.c:59	(at logger.py:129) 
2019-02-12 21:29:30,117 [D] └:F:n:WD_2:mbe.c:58	(at logger.py:129) 
2019-02-12 21:29:30,131 [D] ┌:F:n:WD_3:mbe.c:59	(at logger.py:129) 
2019-02-12 21:29:30,131 [D] |:F:n:WD_3:mbe.c:58	(at logger.py:129) 
2019-02-12 21:29:30,131 [D] └:F:n:WD_3:mbe.c:56	(at logger.py:129) 
2019-02-12 21:29:30,175 [D] -:P:n:WD_1:mbe.c:58	(at logger.py:129) 
2019-02-12 21:29:30,175 [D]  : : :pass:mbe.c:57	(at logger.py:129) 
2019-02-12 21:29:30,188 [D] -:F:n:WD_1:mbe.c:56	(at logger.py:129) 
2019-02-12 21:29:30,203 [D] ┌:F:n:WD_2:mbe.c:56	(at logger.py:129) 
2019-02-12 21:29:30,203 [D] └:F:n:WD_2:mbe.c:55	(at logger.py:129) 
2019-02-12 21:29:30,215 [D] ┌:F:n:WD_3:mbe.c:56	(at logger.py:129) 
2019-02-12 21:29:30,216 [D] |:F:n:WD_3:mbe.c:55	(at logger.py:129) 
2019-02-12 21:29:30,216 [D] └:F:n:WD_3:mbe.c:54	(at logger.py:129) 
2019-02-12 21:29:30,261 [D] -:C:n:WD_1:mbe.c:55	(at logger.py:129) 
2019-02-12 21:29:30,279 [D] ┌:F:n:WD_2:mbe.c:55	(at logger.py:129) 
2019-02-12 21:29:30,279 [D] └:F:n:WD_2:mbe.c:54	(at logger.py:129) 
2019-02-12 21:29:30,292 [D] ┌:F:n:WD_3:mbe.c:55	(at logger.py:129) 
2019-02-12 21:29:30,292 [D] |:F:n:WD_3:mbe.c:54	(at logger.py:129) 
2019-02-12 21:29:30,292 [D] └:F:n:WD_3:mbe.c:53	(at logger.py:129) 
2019-02-12 21:29:30,310 [D] -:F:n:WD_1:mbe.c:54	(at logger.py:129) 
2019-02-12 21:29:30,323 [D] ┌:F:n:WD_2:mbe.c:54	(at logger.py:129) 
2019-02-12 21:29:30,323 [D] └:F:n:WD_2:mbe.c:53	(at logger.py:129) 
2019-02-12 21:29:30,338 [D] ┌:F:n:WD_3:mbe.c:54	(at logger.py:129) 
2019-02-12 21:29:30,338 [D] |:F:n:WD_3:mbe.c:53	(at logger.py:129) 
2019-02-12 21:29:30,338 [D] └:F:n:WD_3:mbe.c:52	(at logger.py:129) 
2019-02-12 21:29:31,375 [D] -:C:n:WD_1:mbe.c:53	(at logger.py:129) 
2019-02-12 21:29:31,389 [D] ┌:F:n:WD_2:mbe.c:53	(at logger.py:129) 
2019-02-12 21:29:31,389 [D] └:F:n:WD_2:mbe.c:52	(at logger.py:129) 
2019-02-12 21:29:31,403 [D] ┌:F:n:WD_3:mbe.c:53	(at logger.py:129) 
2019-02-12 21:29:31,403 [D] |:F:n:WD_3:mbe.c:52	(at logger.py:129) 
2019-02-12 21:29:31,403 [D] └:F:n:WD_3:mbe.c:51	(at logger.py:129) 
2019-02-12 21:29:31,419 [D] -:F:n:WD_1:mbe.c:52	(at logger.py:129) 
2019-02-12 21:29:31,434 [D] ┌:F:n:WD_2:mbe.c:52	(at logger.py:129) 
2019-02-12 21:29:31,434 [D] └:F:n:WD_2:mbe.c:51	(at logger.py:129) 
2019-02-12 21:29:31,449 [D] ┌:F:n:WD_3:mbe.c:52	(at logger.py:129) 
2019-02-12 21:29:31,449 [D] |:F:n:WD_3:mbe.c:51	(at logger.py:129) 
2019-02-12 21:29:31,449 [D] └:F:n:WD_3:mbe.c:49	(at logger.py:129) 
2019-02-12 21:29:31,466 [D] -:F:n:WD_1:mbe.c:51	(at logger.py:129) 
2019-02-12 21:29:31,481 [D] ┌:F:n:WD_2:mbe.c:51	(at logger.py:129) 
2019-02-12 21:29:31,481 [D] └:F:n:WD_2:mbe.c:49	(at logger.py:129) 
2019-02-12 21:29:31,499 [D] ┌:F:n:WD_3:mbe.c:51	(at logger.py:129) 
2019-02-12 21:29:31,499 [D] |:F:n:WD_3:mbe.c:49	(at logger.py:129) 
2019-02-12 21:29:31,499 [D] └:F:n:WD_3:mbe.c:48	(at logger.py:129) 
2019-02-12 21:29:31,500 [D]  : : :pass:mbe.c:50	(at logger.py:129) 
2019-02-12 21:29:31,519 [D] -:F:n:WD_1:mbe.c:49	(at logger.py:129) 
2019-02-12 21:29:31,537 [D] ┌:F:n:WD_2:mbe.c:49	(at logger.py:129) 
2019-02-12 21:29:31,538 [D] └:F:n:WD_2:mbe.c:48	(at logger.py:129) 
2019-02-12 21:29:31,552 [D] ┌:F:n:WD_3:mbe.c:49	(at logger.py:129) 
2019-02-12 21:29:31,552 [D] |:F:n:WD_3:mbe.c:48	(at logger.py:129) 
2019-02-12 21:29:31,552 [D] └:F:n:WD_3:mbe.c:47	(at logger.py:129) 
2019-02-12 21:29:31,567 [D] -:F:n:WD_1:mbe.c:48	(at logger.py:129) 
2019-02-12 21:29:31,584 [D] ┌:F:n:WD_2:mbe.c:48	(at logger.py:129) 
2019-02-12 21:29:31,584 [D] └:F:n:WD_2:mbe.c:47	(at logger.py:129) 
2019-02-12 21:29:31,628 [D] ┌:P:n:WD_3:mbe.c:48	(at logger.py:129) 
2019-02-12 21:29:31,628 [D] |:P:n:WD_3:mbe.c:47	(at logger.py:129) 
2019-02-12 21:29:31,628 [D] └:P:n:WD_3:mbe.c:46	(at logger.py:129) 
2019-02-12 21:29:31,628 [D]  : : :pass:mbe.c:47	(at logger.py:129) 
2019-02-12 21:29:31,628 [D]  : : :pass:mbe.c:46	(at logger.py:129) 
2019-02-12 21:29:31,629 [D]  : : :pass:mbe.c:45	(at logger.py:129) 
2019-02-12 21:29:31,642 [D] -:F:n:WD_1:mbe.c:44	(at logger.py:129) 
2019-02-12 21:29:31,656 [D] ┌:F:n:WD_2:mbe.c:44	(at logger.py:129) 
2019-02-12 21:29:31,656 [D] └:F:n:WD_2:mbe.c:43	(at logger.py:129) 
2019-02-12 21:29:31,670 [D] ┌:F:n:WD_3:mbe.c:44	(at logger.py:129) 
2019-02-12 21:29:31,670 [D] |:F:n:WD_3:mbe.c:43	(at logger.py:129) 
2019-02-12 21:29:31,670 [D] └:F:n:WD_3:mbe.c:42	(at logger.py:129) 
2019-02-12 21:29:31,713 [D] -:C:n:WD_1:mbe.c:43	(at logger.py:129) 
2019-02-12 21:29:31,727 [D] ┌:F:n:WD_2:mbe.c:43	(at logger.py:129) 
2019-02-12 21:29:31,727 [D] └:F:n:WD_2:mbe.c:42	(at logger.py:129) 
2019-02-12 21:29:31,741 [D] ┌:F:n:WD_3:mbe.c:43	(at logger.py:129) 
2019-02-12 21:29:31,741 [D] |:F:n:WD_3:mbe.c:42	(at logger.py:129) 
2019-02-12 21:29:31,741 [D] └:F:n:WD_3:mbe.c:41	(at logger.py:129) 
2019-02-12 21:29:31,758 [D] -:F:n:WD_1:mbe.c:42	(at logger.py:129) 
2019-02-12 21:29:31,779 [D] ┌:F:n:WD_2:mbe.c:42	(at logger.py:129) 
2019-02-12 21:29:31,780 [D] └:F:n:WD_2:mbe.c:41	(at logger.py:129) 
2019-02-12 21:29:31,797 [D] ┌:F:n:WD_3:mbe.c:42	(at logger.py:129) 
2019-02-12 21:29:31,797 [D] |:F:n:WD_3:mbe.c:41	(at logger.py:129) 
2019-02-12 21:29:31,797 [D] └:F:n:WD_3:mbe.c:40	(at logger.py:129) 
2019-02-12 21:29:32,840 [D] -:C:n:WD_1:mbe.c:41	(at logger.py:129) 
2019-02-12 21:29:32,874 [D] ┌:F:n:WD_2:mbe.c:41	(at logger.py:129) 
2019-02-12 21:29:32,874 [D] └:F:n:WD_2:mbe.c:40	(at logger.py:129) 
2019-02-12 21:29:32,948 [D] ┌:F:n:WD_3:mbe.c:41	(at logger.py:129) 
2019-02-12 21:29:32,948 [D] |:F:n:WD_3:mbe.c:40	(at logger.py:129) 
2019-02-12 21:29:32,948 [D] └:F:n:WD_3:mbe.c:39	(at logger.py:129) 
2019-02-12 21:29:33,018 [D] -:F:n:WD_1:mbe.c:40	(at logger.py:129) 
2019-02-12 21:29:33,107 [D] ┌:F:n:WD_2:mbe.c:40	(at logger.py:129) 
2019-02-12 21:29:33,107 [D] └:F:n:WD_2:mbe.c:39	(at logger.py:129) 
2019-02-12 21:29:33,283 [D] ┌:F:n:WD_3:mbe.c:40	(at logger.py:129) 
2019-02-12 21:29:33,283 [D] |:F:n:WD_3:mbe.c:39	(at logger.py:129) 
2019-02-12 21:29:33,284 [D] └:F:n:WD_3:mbe.c:37	(at logger.py:129) 
2019-02-12 21:29:33,333 [D] -:F:n:WD_1:mbe.c:39	(at logger.py:129) 
2019-02-12 21:29:33,361 [D] ┌:F:n:WD_2:mbe.c:39	(at logger.py:129) 
2019-02-12 21:29:33,361 [D] └:F:n:WD_2:mbe.c:37	(at logger.py:129) 
2019-02-12 21:29:33,417 [D] ┌:F:n:WD_3:mbe.c:39	(at logger.py:129) 
2019-02-12 21:29:33,418 [D] |:F:n:WD_3:mbe.c:37	(at logger.py:129) 
2019-02-12 21:29:33,418 [D] └:F:n:WD_3:mbe.c:35	(at logger.py:129) 
2019-02-12 21:29:33,418 [D]  : : :pass:mbe.c:38	(at logger.py:129) 
2019-02-12 21:29:33,452 [D] -:F:n:WD_1:mbe.c:37	(at logger.py:129) 
2019-02-12 21:29:33,467 [D] ┌:F:n:WD_2:mbe.c:37	(at logger.py:129) 
2019-02-12 21:29:33,467 [D] └:F:n:WD_2:mbe.c:35	(at logger.py:129) 
2019-02-12 21:29:33,483 [D] ┌:F:n:WD_3:mbe.c:37	(at logger.py:129) 
2019-02-12 21:29:33,483 [D] |:F:n:WD_3:mbe.c:35	(at logger.py:129) 
2019-02-12 21:29:33,483 [D] └:F:n:WD_3:mbe.c:34	(at logger.py:129) 
2019-02-12 21:29:33,483 [D]  : : :pass:mbe.c:36	(at logger.py:129) 
2019-02-12 21:29:33,501 [D] -:F:n:WD_1:mbe.c:35	(at logger.py:129) 
2019-02-12 21:29:33,522 [D] ┌:F:n:WD_2:mbe.c:35	(at logger.py:129) 
2019-02-12 21:29:33,522 [D] └:F:n:WD_2:mbe.c:34	(at logger.py:129) 
2019-02-12 21:29:33,539 [D] ┌:F:n:WD_3:mbe.c:35	(at logger.py:129) 
2019-02-12 21:29:33,539 [D] |:F:n:WD_3:mbe.c:34	(at logger.py:129) 
2019-02-12 21:29:33,539 [D] └:F:n:WD_3:mbe.c:33	(at logger.py:129) 
2019-02-12 21:29:33,556 [D] -:F:n:WD_1:mbe.c:34	(at logger.py:129) 
2019-02-12 21:29:33,571 [D] ┌:F:n:WD_2:mbe.c:34	(at logger.py:129) 
2019-02-12 21:29:33,571 [D] └:F:n:WD_2:mbe.c:33	(at logger.py:129) 
2019-02-12 21:29:33,585 [D] ┌:F:n:WD_3:mbe.c:34	(at logger.py:129) 
2019-02-12 21:29:33,585 [D] |:F:n:WD_3:mbe.c:33	(at logger.py:129) 
2019-02-12 21:29:33,585 [D] └:F:n:WD_3:mbe.c:31	(at logger.py:129) 
2019-02-12 21:29:34,639 [D] -:C:n:WD_1:mbe.c:33	(at logger.py:129) 
2019-02-12 21:29:35,689 [D] ┌:C:n:WD_2:mbe.c:33	(at logger.py:129) 
2019-02-12 21:29:35,689 [D] └:C:n:WD_2:mbe.c:31	(at logger.py:129) 
2019-02-12 21:29:36,730 [D] ┌:C:n:WD_3:mbe.c:33	(at logger.py:129) 
2019-02-12 21:29:36,731 [D] |:C:n:WD_3:mbe.c:31	(at logger.py:129) 
2019-02-12 21:29:36,731 [D] └:C:n:WD_3:mbe.c:30	(at logger.py:129) 
2019-02-12 21:29:36,731 [D]  : : :pass:mbe.c:32	(at logger.py:129) 
2019-02-12 21:29:36,774 [D] -:C:n:WD_1:mbe.c:31	(at logger.py:129) 
2019-02-12 21:29:36,820 [D] ┌:C:n:WD_2:mbe.c:31	(at logger.py:129) 
2019-02-12 21:29:36,821 [D] └:C:n:WD_2:mbe.c:30	(at logger.py:129) 
2019-02-12 21:29:36,834 [D] ┌:F:n:WD_3:mbe.c:31	(at logger.py:129) 
2019-02-12 21:29:36,834 [D] |:F:n:WD_3:mbe.c:30	(at logger.py:129) 
2019-02-12 21:29:36,834 [D] └:F:n:WD_3:mbe.c:29	(at logger.py:129) 
2019-02-12 21:29:36,878 [D] -:C:n:WD_1:mbe.c:30	(at logger.py:129) 
2019-02-12 21:29:36,891 [D] ┌:F:n:WD_2:mbe.c:30	(at logger.py:129) 
2019-02-12 21:29:36,891 [D] └:F:n:WD_2:mbe.c:29	(at logger.py:129) 
2019-02-12 21:29:36,905 [D] ┌:F:n:WD_3:mbe.c:30	(at logger.py:129) 
2019-02-12 21:29:36,905 [D] |:F:n:WD_3:mbe.c:29	(at logger.py:129) 
2019-02-12 21:29:36,905 [D] └:F:n:WD_3:mbe.c:28	(at logger.py:129) 
2019-02-12 21:29:36,919 [D] -:F:n:WD_1:mbe.c:29	(at logger.py:129) 
2019-02-12 21:29:36,934 [D] ┌:F:n:WD_2:mbe.c:29	(at logger.py:129) 
2019-02-12 21:29:36,935 [D] └:F:n:WD_2:mbe.c:28	(at logger.py:129) 
2019-02-12 21:29:37,979 [D] ┌:C:n:WD_3:mbe.c:29	(at logger.py:129) 
2019-02-12 21:29:37,979 [D] |:C:n:WD_3:mbe.c:28	(at logger.py:129) 
2019-02-12 21:29:37,979 [D] └:C:n:WD_3:mbe.c:27	(at logger.py:129) 
2019-02-12 21:29:38,034 [D] -:C:n:WD_1:mbe.c:28	(at logger.py:129) 
2019-02-12 21:29:38,048 [D] ┌:F:n:WD_2:mbe.c:28	(at logger.py:129) 
2019-02-12 21:29:38,048 [D] └:F:n:WD_2:mbe.c:27	(at logger.py:129) 
2019-02-12 21:29:38,063 [D] ┌:F:n:WD_3:mbe.c:28	(at logger.py:129) 
2019-02-12 21:29:38,063 [D] |:F:n:WD_3:mbe.c:27	(at logger.py:129) 
2019-02-12 21:29:38,063 [D] └:F:n:WD_3:mbe.c:26	(at logger.py:129) 
2019-02-12 21:29:38,077 [D] -:F:n:WD_1:mbe.c:27	(at logger.py:129) 
2019-02-12 21:29:38,094 [D] ┌:F:n:WD_2:mbe.c:27	(at logger.py:129) 
2019-02-12 21:29:38,094 [D] └:F:n:WD_2:mbe.c:26	(at logger.py:129) 
2019-02-12 21:29:38,110 [D] ┌:F:n:WD_3:mbe.c:27	(at logger.py:129) 
2019-02-12 21:29:38,110 [D] |:F:n:WD_3:mbe.c:26	(at logger.py:129) 
2019-02-12 21:29:38,110 [D] └:F:n:WD_3:mbe.c:25	(at logger.py:129) 
2019-02-12 21:29:39,158 [D] -:C:n:WD_1:mbe.c:26	(at logger.py:129) 
2019-02-12 21:29:39,173 [D] ┌:F:n:WD_2:mbe.c:26	(at logger.py:129) 
2019-02-12 21:29:39,173 [D] └:F:n:WD_2:mbe.c:25	(at logger.py:129) 
2019-02-12 21:29:39,188 [D] ┌:F:n:WD_3:mbe.c:26	(at logger.py:129) 
2019-02-12 21:29:39,188 [D] |:F:n:WD_3:mbe.c:25	(at logger.py:129) 
2019-02-12 21:29:39,188 [D] └:F:n:WD_3:mbe.c:24	(at logger.py:129) 
2019-02-12 21:29:39,204 [D] -:F:n:WD_1:mbe.c:25	(at logger.py:129) 
2019-02-12 21:29:39,220 [D] ┌:F:n:WD_2:mbe.c:25	(at logger.py:129) 
2019-02-12 21:29:39,220 [D] └:F:n:WD_2:mbe.c:24	(at logger.py:129) 
2019-02-12 21:29:39,234 [D] ┌:F:n:WD_3:mbe.c:25	(at logger.py:129) 
2019-02-12 21:29:39,234 [D] |:F:n:WD_3:mbe.c:24	(at logger.py:129) 
2019-02-12 21:29:39,234 [D] └:F:n:WD_3:mbe.c:23	(at logger.py:129) 
2019-02-12 21:29:39,248 [D] -:F:n:WD_1:mbe.c:24	(at logger.py:129) 
2019-02-12 21:29:39,263 [D] ┌:F:n:WD_2:mbe.c:24	(at logger.py:129) 
2019-02-12 21:29:39,263 [D] └:F:n:WD_2:mbe.c:23	(at logger.py:129) 
2019-02-12 21:29:39,282 [D] ┌:F:n:WD_3:mbe.c:24	(at logger.py:129) 
2019-02-12 21:29:39,282 [D] |:F:n:WD_3:mbe.c:23	(at logger.py:129) 
2019-02-12 21:29:39,283 [D] └:F:n:WD_3:mbe.c:22	(at logger.py:129) 
2019-02-12 21:29:39,302 [D] -:F:n:WD_1:mbe.c:23	(at logger.py:129) 
2019-02-12 21:29:39,325 [D] ┌:F:n:WD_2:mbe.c:23	(at logger.py:129) 
2019-02-12 21:29:39,325 [D] └:F:n:WD_2:mbe.c:22	(at logger.py:129) 
2019-02-12 21:29:39,342 [D] ┌:F:n:WD_3:mbe.c:23	(at logger.py:129) 
2019-02-12 21:29:39,342 [D] |:F:n:WD_3:mbe.c:22	(at logger.py:129) 
2019-02-12 21:29:39,342 [D] └:F:n:WD_3:mbe.c:20	(at logger.py:129) 
2019-02-12 21:29:39,391 [D] -:C:n:WD_1:mbe.c:22	(at logger.py:129) 
2019-02-12 21:29:39,437 [D] ┌:C:n:WD_2:mbe.c:22	(at logger.py:129) 
2019-02-12 21:29:39,437 [D] └:C:n:WD_2:mbe.c:20	(at logger.py:129) 
2019-02-12 21:29:39,482 [D] ┌:C:n:WD_3:mbe.c:22	(at logger.py:129) 
2019-02-12 21:29:39,482 [D] |:C:n:WD_3:mbe.c:20	(at logger.py:129) 
2019-02-12 21:29:39,482 [D] └:C:n:WD_3:mbe.c:19	(at logger.py:129) 
2019-02-12 21:29:39,482 [D]  : : :pass:mbe.c:21	(at logger.py:129) 
2019-02-12 21:29:39,537 [D] -:C:n:WD_1:mbe.c:20	(at logger.py:129) 
2019-02-12 21:29:39,583 [D] ┌:C:n:WD_2:mbe.c:20	(at logger.py:129) 
2019-02-12 21:29:39,584 [D] └:C:n:WD_2:mbe.c:19	(at logger.py:129) 
2019-02-12 21:29:39,598 [D] ┌:F:n:WD_3:mbe.c:20	(at logger.py:129) 
2019-02-12 21:29:39,598 [D] |:F:n:WD_3:mbe.c:19	(at logger.py:129) 
2019-02-12 21:29:39,598 [D] └:F:n:WD_3:mbe.c:17	(at logger.py:129) 
2019-02-12 21:29:39,650 [D] -:C:n:WD_1:mbe.c:19	(at logger.py:129) 
2019-02-12 21:29:39,665 [D] ┌:F:n:WD_2:mbe.c:19	(at logger.py:129) 
2019-02-12 21:29:39,665 [D] └:F:n:WD_2:mbe.c:17	(at logger.py:129) 
2019-02-12 21:29:39,681 [D] ┌:F:n:WD_3:mbe.c:19	(at logger.py:129) 
2019-02-12 21:29:39,681 [D] |:F:n:WD_3:mbe.c:17	(at logger.py:129) 
2019-02-12 21:29:39,681 [D] └:F:n:WD_3:mbe.c:16	(at logger.py:129) 
2019-02-12 21:29:39,681 [D]  : : :pass:mbe.c:18	(at logger.py:129) 
2019-02-12 21:29:39,696 [D] -:F:n:WD_1:mbe.c:17	(at logger.py:129) 
2019-02-12 21:29:39,710 [D] ┌:F:n:WD_2:mbe.c:17	(at logger.py:129) 
2019-02-12 21:29:39,710 [D] └:F:n:WD_2:mbe.c:16	(at logger.py:129) 
2019-02-12 21:29:39,723 [D] ┌:F:n:WD_3:mbe.c:17	(at logger.py:129) 
2019-02-12 21:29:39,723 [D] |:F:n:WD_3:mbe.c:16	(at logger.py:129) 
2019-02-12 21:29:39,723 [D] └:F:n:WD_3:mbe.c:15	(at logger.py:129) 
