2019-02-12 21:27:33,499 [D]  : : :pass:mbe.c:79	(at logger.py:129) 
2019-02-12 21:27:35,774 [D] -:F:n:WD_1:mbe.c:35	(at logger.py:129) 
2019-02-12 21:27:35,774 [D] ┌:F:n:WD_2:mbe.c:35	(at logger.py:129) 
2019-02-12 21:27:35,774 [D] └:F:n:WD_2:mbe.c:34	(at logger.py:129) 
2019-02-12 21:27:35,774 [D] ┌:F:n:WD_3:mbe.c:35	(at logger.py:129) 
2019-02-12 21:27:35,774 [D] |:F:n:WD_3:mbe.c:34	(at logger.py:129) 
2019-02-12 21:27:35,774 [D] └:F:n:WD_3:mbe.c:33	(at logger.py:129) 
2019-02-12 21:27:35,774 [D] -:F:n:WD_1:mbe.c:34	(at logger.py:129) 
2019-02-12 21:27:35,774 [D] ┌:F:n:WD_2:mbe.c:34	(at logger.py:129) 
2019-02-12 21:27:35,775 [D] └:F:n:WD_2:mbe.c:33	(at logger.py:129) 
2019-02-12 21:27:35,775 [D] ┌:F:n:WD_3:mbe.c:34	(at logger.py:129) 
2019-02-12 21:27:35,775 [D] |:F:n:WD_3:mbe.c:33	(at logger.py:129) 
2019-02-12 21:27:35,775 [D] └:F:n:WD_3:mbe.c:32	(at logger.py:129) 
2019-02-12 21:27:35,775 [D] -:C:c:WD_1:mbe.c:33	(at logger.py:129) 
2019-02-12 21:27:35,775 [D] ┌:C:c:WD_2:mbe.c:33	(at logger.py:129) 
2019-02-12 21:27:35,775 [D] └:C:c:WD_2:mbe.c:32	(at logger.py:129) 
2019-02-12 21:27:35,775 [D] ┌:F:n:WD_3:mbe.c:33	(at logger.py:129) 
2019-02-12 21:27:35,775 [D] |:F:n:WD_3:mbe.c:32	(at logger.py:129) 
2019-02-12 21:27:35,775 [D] └:F:n:WD_3:mbe.c:31	(at logger.py:129) 
2019-02-12 21:27:35,775 [D] -:C:c:WD_1:mbe.c:32	(at logger.py:129) 
2019-02-12 21:27:35,775 [D] ┌:F:n:WD_2:mbe.c:32	(at logger.py:129) 
2019-02-12 21:27:35,776 [D] └:F:n:WD_2:mbe.c:31	(at logger.py:129) 
2019-02-12 21:27:35,776 [D] ┌:F:n:WD_3:mbe.c:32	(at logger.py:129) 
2019-02-12 21:27:35,776 [D] |:F:n:WD_3:mbe.c:31	(at logger.py:129) 
2019-02-12 21:27:35,776 [D] └:F:n:WD_3:mbe.c:30	(at logger.py:129) 
2019-02-12 21:27:35,776 [D] -:F:n:WD_1:mbe.c:31	(at logger.py:129) 
2019-02-12 21:27:35,776 [D] ┌:F:n:WD_2:mbe.c:31	(at logger.py:129) 
2019-02-12 21:27:35,776 [D] └:F:n:WD_2:mbe.c:30	(at logger.py:129) 
2019-02-12 21:27:35,776 [D] ┌:C:c:WD_3:mbe.c:31	(at logger.py:129) 
2019-02-12 21:27:35,776 [D] |:C:c:WD_3:mbe.c:30	(at logger.py:129) 
2019-02-12 21:27:35,776 [D] └:C:c:WD_3:mbe.c:29	(at logger.py:129) 
2019-02-12 21:27:35,776 [D] -:C:c:WD_1:mbe.c:30	(at logger.py:129) 
2019-02-12 21:27:35,776 [D] ┌:F:n:WD_2:mbe.c:30	(at logger.py:129) 
2019-02-12 21:27:35,777 [D] └:F:n:WD_2:mbe.c:29	(at logger.py:129) 
2019-02-12 21:27:35,777 [D] ┌:F:n:WD_3:mbe.c:30	(at logger.py:129) 
2019-02-12 21:27:35,777 [D] |:F:n:WD_3:mbe.c:29	(at logger.py:129) 
2019-02-12 21:27:35,777 [D] └:F:n:WD_3:mbe.c:28	(at logger.py:129) 
2019-02-12 21:27:35,777 [D] -:F:n:WD_1:mbe.c:29	(at logger.py:129) 
2019-02-12 21:27:35,777 [D] ┌:F:n:WD_2:mbe.c:29	(at logger.py:129) 
2019-02-12 21:27:35,777 [D] └:F:n:WD_2:mbe.c:28	(at logger.py:129) 
2019-02-12 21:27:35,777 [D] ┌:F:n:WD_3:mbe.c:29	(at logger.py:129) 
2019-02-12 21:27:35,777 [D] |:F:n:WD_3:mbe.c:28	(at logger.py:129) 
2019-02-12 21:27:35,777 [D] └:F:n:WD_3:mbe.c:27	(at logger.py:129) 
2019-02-12 21:27:35,777 [D] -:C:c:WD_1:mbe.c:28	(at logger.py:129) 
2019-02-12 21:27:35,777 [D] ┌:F:n:WD_2:mbe.c:28	(at logger.py:129) 
2019-02-12 21:27:35,778 [D] └:F:n:WD_2:mbe.c:27	(at logger.py:129) 
2019-02-12 21:27:35,778 [D] ┌:F:n:WD_3:mbe.c:28	(at logger.py:129) 
2019-02-12 21:27:35,778 [D] |:F:n:WD_3:mbe.c:27	(at logger.py:129) 
2019-02-12 21:27:35,778 [D] └:F:n:WD_3:mbe.c:26	(at logger.py:129) 
2019-02-12 21:27:35,778 [D] -:F:n:WD_1:mbe.c:27	(at logger.py:129) 
2019-02-12 21:27:35,778 [D] ┌:F:n:WD_2:mbe.c:27	(at logger.py:129) 
2019-02-12 21:27:35,778 [D] └:F:n:WD_2:mbe.c:26	(at logger.py:129) 
2019-02-12 21:27:35,778 [D] ┌:F:n:WD_3:mbe.c:27	(at logger.py:129) 
2019-02-12 21:27:35,778 [D] |:F:n:WD_3:mbe.c:26	(at logger.py:129) 
2019-02-12 21:27:35,778 [D] └:F:n:WD_3:mbe.c:25	(at logger.py:129) 
2019-02-12 21:27:35,778 [D] -:F:n:WD_1:mbe.c:26	(at logger.py:129) 
2019-02-12 21:27:35,778 [D] ┌:F:n:WD_2:mbe.c:26	(at logger.py:129) 
2019-02-12 21:27:35,778 [D] └:F:n:WD_2:mbe.c:25	(at logger.py:129) 
2019-02-12 21:27:35,779 [D] ┌:F:n:WD_3:mbe.c:26	(at logger.py:129) 
2019-02-12 21:27:35,779 [D] |:F:n:WD_3:mbe.c:25	(at logger.py:129) 
2019-02-12 21:27:35,779 [D] └:F:n:WD_3:mbe.c:23	(at logger.py:129) 
2019-02-12 21:27:35,779 [D] -:C:c:WD_1:mbe.c:25	(at logger.py:129) 
2019-02-12 21:27:35,779 [D] ┌:F:n:WD_2:mbe.c:25	(at logger.py:129) 
2019-02-12 21:27:35,779 [D] └:F:n:WD_2:mbe.c:23	(at logger.py:129) 
2019-02-12 21:27:35,779 [D] ┌:F:n:WD_3:mbe.c:25	(at logger.py:129) 
2019-02-12 21:27:35,779 [D] |:F:n:WD_3:mbe.c:23	(at logger.py:129) 
2019-02-12 21:27:35,779 [D] └:F:n:WD_3:mbe.c:22	(at logger.py:129) 
2019-02-12 21:27:35,779 [D]  : : :pass:mbe.c:24	(at logger.py:129) 
2019-02-12 21:27:35,779 [D] -:F:n:WD_1:mbe.c:23	(at logger.py:129) 
2019-02-12 21:27:35,779 [D] ┌:F:n:WD_2:mbe.c:23	(at logger.py:129) 
2019-02-12 21:27:35,780 [D] └:F:n:WD_2:mbe.c:22	(at logger.py:129) 
2019-02-12 21:27:35,780 [D] ┌:F:n:WD_3:mbe.c:23	(at logger.py:129) 
2019-02-12 21:27:35,780 [D] |:F:n:WD_3:mbe.c:22	(at logger.py:129) 
2019-02-12 21:27:35,780 [D] └:F:n:WD_3:mbe.c:20	(at logger.py:129) 
2019-02-12 21:27:35,780 [D] -:C:c:WD_1:mbe.c:22	(at logger.py:129) 
2019-02-12 21:27:35,780 [D] ┌:C:c:WD_2:mbe.c:22	(at logger.py:129) 
2019-02-12 21:27:35,780 [D] └:C:c:WD_2:mbe.c:20	(at logger.py:129) 
2019-02-12 21:27:35,780 [D] ┌:C:c:WD_3:mbe.c:22	(at logger.py:129) 
2019-02-12 21:27:35,780 [D] |:C:c:WD_3:mbe.c:20	(at logger.py:129) 
2019-02-12 21:27:35,780 [D] └:C:c:WD_3:mbe.c:19	(at logger.py:129) 
2019-02-12 21:27:35,780 [D]  : : :pass:mbe.c:21	(at logger.py:129) 
2019-02-12 21:27:35,781 [D] -:C:c:WD_1:mbe.c:20	(at logger.py:129) 
2019-02-12 21:27:35,781 [D] ┌:C:c:WD_2:mbe.c:20	(at logger.py:129) 
2019-02-12 21:27:35,781 [D] └:C:c:WD_2:mbe.c:19	(at logger.py:129) 
2019-02-12 21:27:35,781 [D] ┌:F:n:WD_3:mbe.c:20	(at logger.py:129) 
2019-02-12 21:27:35,781 [D] |:F:n:WD_3:mbe.c:19	(at logger.py:129) 
2019-02-12 21:27:35,781 [D] └:F:n:WD_3:mbe.c:17	(at logger.py:129) 
2019-02-12 21:27:35,781 [D] -:C:c:WD_1:mbe.c:19	(at logger.py:129) 
2019-02-12 21:27:35,782 [D] ┌:F:n:WD_2:mbe.c:19	(at logger.py:129) 
2019-02-12 21:27:35,782 [D] └:F:n:WD_2:mbe.c:17	(at logger.py:129) 
2019-02-12 21:27:35,782 [D] ┌:F:n:WD_3:mbe.c:19	(at logger.py:129) 
2019-02-12 21:27:35,782 [D] |:F:n:WD_3:mbe.c:17	(at logger.py:129) 
2019-02-12 21:27:35,782 [D] └:F:n:WD_3:mbe.c:16	(at logger.py:129) 
2019-02-12 21:27:35,782 [D]  : : :pass:mbe.c:18	(at logger.py:129) 
2019-02-12 21:27:35,782 [D] -:F:n:WD_1:mbe.c:17	(at logger.py:129) 
2019-02-12 21:27:35,782 [D] ┌:F:n:WD_2:mbe.c:17	(at logger.py:129) 
2019-02-12 21:27:35,782 [D] └:F:n:WD_2:mbe.c:16	(at logger.py:129) 
2019-02-12 21:27:35,782 [D] ┌:F:n:WD_3:mbe.c:17	(at logger.py:129) 
2019-02-12 21:27:35,782 [D] |:F:n:WD_3:mbe.c:16	(at logger.py:129) 
2019-02-12 21:27:35,782 [D] └:F:n:WD_3:mbe.c:15	(at logger.py:129) 
2019-02-12 21:27:35,782 [D] -:F:n:WD_1:mbe.c:16	(at logger.py:129) 
2019-02-12 21:27:35,783 [D] ┌:F:n:WD_2:mbe.c:16	(at logger.py:129) 
2019-02-12 21:27:35,783 [D] └:F:n:WD_2:mbe.c:15	(at logger.py:129) 
2019-02-12 21:27:35,783 [D] ┌:F:n:WD_3:mbe.c:16	(at logger.py:129) 
2019-02-12 21:27:35,783 [D] |:F:n:WD_3:mbe.c:15	(at logger.py:129) 
2019-02-12 21:27:35,783 [D] └:F:n:WD_3:mbe.c:14	(at logger.py:129) 
2019-02-12 21:27:35,783 [D] -:F:n:WD_1:mbe.c:15	(at logger.py:129) 
2019-02-12 21:27:35,783 [D] ┌:F:n:WD_2:mbe.c:15	(at logger.py:129) 
2019-02-12 21:27:35,783 [D] └:F:n:WD_2:mbe.c:14	(at logger.py:129) 
2019-02-12 21:27:35,783 [D] ┌:F:n:WD_3:mbe.c:15	(at logger.py:129) 
