2019-02-12 21:29:10,196 [D]  : : :pass:mbe.c:79	(at logger.py:129) 
2019-02-12 21:29:10,942 [D] └:F:n:WD_2:mbe.c:59	(at logger.py:129) 
2019-02-12 21:29:10,957 [D] ┌:F:n:WD_3:mbe.c:61	(at logger.py:129) 
2019-02-12 21:29:10,957 [D] |:F:n:WD_3:mbe.c:59	(at logger.py:129) 
2019-02-12 21:29:10,957 [D] └:F:n:WD_3:mbe.c:56	(at logger.py:129) 
2019-02-12 21:29:10,957 [D]  : : :pass:mbe.c:60	(at logger.py:129) 
2019-02-12 21:29:10,972 [D] -:F:n:WD_1:mbe.c:59	(at logger.py:129) 
2019-02-12 21:29:10,990 [D] ┌:F:n:WD_2:mbe.c:59	(at logger.py:129) 
2019-02-12 21:29:10,990 [D] └:F:n:WD_2:mbe.c:56	(at logger.py:129) 
2019-02-12 21:29:11,011 [D] ┌:F:n:WD_3:mbe.c:59	(at logger.py:129) 
2019-02-12 21:29:11,011 [D] |:F:n:WD_3:mbe.c:56	(at logger.py:129) 
2019-02-12 21:29:11,011 [D] └:F:n:WD_3:mbe.c:55	(at logger.py:129) 
2019-02-12 21:29:11,011 [D]  : : :pass:mbe.c:58	(at logger.py:129) 
2019-02-12 21:29:11,011 [D]  : : :pass:mbe.c:57	(at logger.py:129) 
2019-02-12 21:29:11,026 [D] -:F:n:WD_1:mbe.c:56	(at logger.py:129) 
2019-02-12 21:29:11,040 [D] ┌:F:n:WD_2:mbe.c:56	(at logger.py:129) 
2019-02-12 21:29:11,040 [D] └:F:n:WD_2:mbe.c:55	(at logger.py:129) 
2019-02-12 21:29:11,066 [D] ┌:F:n:WD_3:mbe.c:56	(at logger.py:129) 
2019-02-12 21:29:11,066 [D] |:F:n:WD_3:mbe.c:55	(at logger.py:129) 
2019-02-12 21:29:11,066 [D] └:F:n:WD_3:mbe.c:54	(at logger.py:129) 
2019-02-12 21:29:11,121 [D] -:C:n:WD_1:mbe.c:55	(at logger.py:129) 
2019-02-12 21:29:11,136 [D] ┌:F:n:WD_2:mbe.c:55	(at logger.py:129) 
2019-02-12 21:29:11,136 [D] └:F:n:WD_2:mbe.c:54	(at logger.py:129) 
2019-02-12 21:29:11,308 [D] ┌:F:n:WD_3:mbe.c:55	(at logger.py:129) 
2019-02-12 21:29:11,308 [D] |:F:n:WD_3:mbe.c:54	(at logger.py:129) 
2019-02-12 21:29:11,308 [D] └:F:n:WD_3:mbe.c:53	(at logger.py:129) 
2019-02-12 21:29:11,758 [D] -:F:n:WD_1:mbe.c:54	(at logger.py:129) 
2019-02-12 21:29:12,023 [D] ┌:F:n:WD_2:mbe.c:54	(at logger.py:129) 
2019-02-12 21:29:12,023 [D] └:F:n:WD_2:mbe.c:53	(at logger.py:129) 
2019-02-12 21:29:12,100 [D] ┌:F:n:WD_3:mbe.c:54	(at logger.py:129) 
2019-02-12 21:29:12,101 [D] |:F:n:WD_3:mbe.c:53	(at logger.py:129) 
2019-02-12 21:29:12,101 [D] └:F:n:WD_3:mbe.c:52	(at logger.py:129) 
2019-02-12 21:29:13,233 [D] -:C:n:WD_1:mbe.c:53	(at logger.py:129) 
2019-02-12 21:29:13,247 [D] ┌:F:n:WD_2:mbe.c:53	(at logger.py:129) 
2019-02-12 21:29:13,247 [D] └:F:n:WD_2:mbe.c:52	(at logger.py:129) 
2019-02-12 21:29:13,262 [D] ┌:F:n:WD_3:mbe.c:53	(at logger.py:129) 
2019-02-12 21:29:13,263 [D] |:F:n:WD_3:mbe.c:52	(at logger.py:129) 
2019-02-12 21:29:13,263 [D] └:F:n:WD_3:mbe.c:51	(at logger.py:129) 
2019-02-12 21:29:13,281 [D] -:F:n:WD_1:mbe.c:52	(at logger.py:129) 
2019-02-12 21:29:13,297 [D] ┌:F:n:WD_2:mbe.c:52	(at logger.py:129) 
2019-02-12 21:29:13,298 [D] └:F:n:WD_2:mbe.c:51	(at logger.py:129) 
2019-02-12 21:29:13,316 [D] ┌:F:n:WD_3:mbe.c:52	(at logger.py:129) 
2019-02-12 21:29:13,316 [D] |:F:n:WD_3:mbe.c:51	(at logger.py:129) 
2019-02-12 21:29:13,316 [D] └:F:n:WD_3:mbe.c:49	(at logger.py:129) 
2019-02-12 21:29:13,334 [D] -:F:n:WD_1:mbe.c:51	(at logger.py:129) 
2019-02-12 21:29:13,349 [D] ┌:F:n:WD_2:mbe.c:51	(at logger.py:129) 
2019-02-12 21:29:13,349 [D] └:F:n:WD_2:mbe.c:49	(at logger.py:129) 
2019-02-12 21:29:13,364 [D] ┌:F:n:WD_3:mbe.c:51	(at logger.py:129) 
2019-02-12 21:29:13,364 [D] |:F:n:WD_3:mbe.c:49	(at logger.py:129) 
2019-02-12 21:29:13,364 [D] └:F:n:WD_3:mbe.c:44	(at logger.py:129) 
2019-02-12 21:29:13,364 [D]  : : :pass:mbe.c:50	(at logger.py:129) 
2019-02-12 21:29:13,378 [D] -:F:n:WD_1:mbe.c:49	(at logger.py:129) 
2019-02-12 21:29:13,392 [D] ┌:F:n:WD_2:mbe.c:49	(at logger.py:129) 
2019-02-12 21:29:13,392 [D] └:F:n:WD_2:mbe.c:44	(at logger.py:129) 
2019-02-12 21:29:13,405 [D] ┌:F:n:WD_3:mbe.c:49	(at logger.py:129) 
2019-02-12 21:29:13,406 [D] |:F:n:WD_3:mbe.c:44	(at logger.py:129) 
2019-02-12 21:29:13,406 [D] └:F:n:WD_3:mbe.c:43	(at logger.py:129) 
2019-02-12 21:29:13,406 [D]  : : :pass:mbe.c:48	(at logger.py:129) 
2019-02-12 21:29:13,406 [D]  : : :pass:mbe.c:47	(at logger.py:129) 
2019-02-12 21:29:13,406 [D]  : : :pass:mbe.c:46	(at logger.py:129) 
2019-02-12 21:29:13,406 [D]  : : :pass:mbe.c:45	(at logger.py:129) 
2019-02-12 21:29:13,406 [D] -:F:n:WD_1:mbe.c:44	(at logger.py:129) 
2019-02-12 21:29:13,406 [D] ┌:F:n:WD_2:mbe.c:44	(at logger.py:129) 
2019-02-12 21:29:13,406 [D] └:F:n:WD_2:mbe.c:43	(at logger.py:129) 
2019-02-12 21:29:13,406 [D] ┌:F:n:WD_3:mbe.c:44	(at logger.py:129) 
2019-02-12 21:29:13,407 [D] |:F:n:WD_3:mbe.c:43	(at logger.py:129) 
2019-02-12 21:29:13,407 [D] └:F:n:WD_3:mbe.c:42	(at logger.py:129) 
2019-02-12 21:29:13,407 [D] -:C:c:WD_1:mbe.c:43	(at logger.py:129) 
2019-02-12 21:29:13,407 [D] ┌:F:n:WD_2:mbe.c:43	(at logger.py:129) 
2019-02-12 21:29:13,407 [D] └:F:n:WD_2:mbe.c:42	(at logger.py:129) 
2019-02-12 21:29:13,407 [D] ┌:F:n:WD_3:mbe.c:43	(at logger.py:129) 
2019-02-12 21:29:13,407 [D] |:F:n:WD_3:mbe.c:42	(at logger.py:129) 
2019-02-12 21:29:13,407 [D] └:F:n:WD_3:mbe.c:41	(at logger.py:129) 
2019-02-12 21:29:13,407 [D] -:F:n:WD_1:mbe.c:42	(at logger.py:129) 
2019-02-12 21:29:13,407 [D] ┌:F:n:WD_2:mbe.c:42	(at logger.py:129) 
2019-02-12 21:29:13,408 [D] └:F:n:WD_2:mbe.c:41	(at logger.py:129) 
2019-02-12 21:29:13,408 [D] ┌:F:n:WD_3:mbe.c:42	(at logger.py:129) 
2019-02-12 21:29:13,408 [D] |:F:n:WD_3:mbe.c:41	(at logger.py:129) 
2019-02-12 21:29:13,408 [D] └:F:n:WD_3:mbe.c:40	(at logger.py:129) 
2019-02-12 21:29:13,408 [D] -:C:c:WD_1:mbe.c:41	(at logger.py:129) 
2019-02-12 21:29:13,408 [D] ┌:F:n:WD_2:mbe.c:41	(at logger.py:129) 
2019-02-12 21:29:13,408 [D] └:F:n:WD_2:mbe.c:40	(at logger.py:129) 
2019-02-12 21:29:13,408 [D] ┌:F:n:WD_3:mbe.c:41	(at logger.py:129) 
2019-02-12 21:29:13,408 [D] |:F:n:WD_3:mbe.c:40	(at logger.py:129) 
2019-02-12 21:29:13,408 [D] └:F:n:WD_3:mbe.c:39	(at logger.py:129) 
2019-02-12 21:29:13,409 [D] -:F:n:WD_1:mbe.c:40	(at logger.py:129) 
2019-02-12 21:29:13,409 [D] ┌:F:n:WD_2:mbe.c:40	(at logger.py:129) 
2019-02-12 21:29:13,409 [D] └:F:n:WD_2:mbe.c:39	(at logger.py:129) 
2019-02-12 21:29:13,409 [D] ┌:F:n:WD_3:mbe.c:40	(at logger.py:129) 
2019-02-12 21:29:13,409 [D] |:F:n:WD_3:mbe.c:39	(at logger.py:129) 
2019-02-12 21:29:13,409 [D] └:F:n:WD_3:mbe.c:37	(at logger.py:129) 
2019-02-12 21:29:13,409 [D] -:F:n:WD_1:mbe.c:39	(at logger.py:129) 
2019-02-12 21:29:13,409 [D] ┌:F:n:WD_2:mbe.c:39	(at logger.py:129) 
2019-02-12 21:29:13,409 [D] └:F:n:WD_2:mbe.c:37	(at logger.py:129) 
2019-02-12 21:29:13,409 [D] ┌:F:n:WD_3:mbe.c:39	(at logger.py:129) 
2019-02-12 21:29:13,410 [D] |:F:n:WD_3:mbe.c:37	(at logger.py:129) 
2019-02-12 21:29:13,410 [D] └:F:n:WD_3:mbe.c:35	(at logger.py:129) 
2019-02-12 21:29:13,410 [D]  : : :pass:mbe.c:38	(at logger.py:129) 
2019-02-12 21:29:13,410 [D] -:F:n:WD_1:mbe.c:37	(at logger.py:129) 
2019-02-12 21:29:13,410 [D] ┌:F:n:WD_2:mbe.c:37	(at logger.py:129) 
2019-02-12 21:29:13,410 [D] └:F:n:WD_2:mbe.c:35	(at logger.py:129) 
2019-02-12 21:29:13,410 [D] ┌:F:n:WD_3:mbe.c:37	(at logger.py:129) 
2019-02-12 21:29:13,410 [D] |:F:n:WD_3:mbe.c:35	(at logger.py:129) 
2019-02-12 21:29:13,410 [D] └:F:n:WD_3:mbe.c:34	(at logger.py:129) 
2019-02-12 21:29:13,410 [D]  : : :pass:mbe.c:36	(at logger.py:129) 
2019-02-12 21:29:13,410 [D] -:F:n:WD_1:mbe.c:35	(at logger.py:129) 
2019-02-12 21:29:13,411 [D] ┌:F:n:WD_2:mbe.c:35	(at logger.py:129) 
2019-02-12 21:29:13,411 [D] └:F:n:WD_2:mbe.c:34	(at logger.py:129) 
2019-02-12 21:29:13,411 [D] ┌:F:n:WD_3:mbe.c:35	(at logger.py:129) 
2019-02-12 21:29:13,411 [D] |:F:n:WD_3:mbe.c:34	(at logger.py:129) 
2019-02-12 21:29:13,411 [D] └:F:n:WD_3:mbe.c:33	(at logger.py:129) 
2019-02-12 21:29:13,411 [D] -:F:n:WD_1:mbe.c:34	(at logger.py:129) 
2019-02-12 21:29:13,411 [D] ┌:F:n:WD_2:mbe.c:34	(at logger.py:129) 
2019-02-12 21:29:13,411 [D] └:F:n:WD_2:mbe.c:33	(at logger.py:129) 
2019-02-12 21:29:13,411 [D] ┌:F:n:WD_3:mbe.c:34	(at logger.py:129) 
2019-02-12 21:29:13,411 [D] |:F:n:WD_3:mbe.c:33	(at logger.py:129) 
2019-02-12 21:29:13,412 [D] └:F:n:WD_3:mbe.c:32	(at logger.py:129) 
2019-02-12 21:29:13,412 [D] -:C:c:WD_1:mbe.c:33	(at logger.py:129) 
2019-02-12 21:29:13,412 [D] ┌:C:c:WD_2:mbe.c:33	(at logger.py:129) 
2019-02-12 21:29:13,412 [D] └:C:c:WD_2:mbe.c:32	(at logger.py:129) 
2019-02-12 21:29:13,412 [D] ┌:C:c:WD_3:mbe.c:33	(at logger.py:129) 
2019-02-12 21:29:13,412 [D] |:C:c:WD_3:mbe.c:32	(at logger.py:129) 
2019-02-12 21:29:13,412 [D] └:C:c:WD_3:mbe.c:31	(at logger.py:129) 
2019-02-12 21:29:13,412 [D] -:C:c:WD_1:mbe.c:32	(at logger.py:129) 
2019-02-12 21:29:13,412 [D] ┌:C:c:WD_2:mbe.c:32	(at logger.py:129) 
2019-02-12 21:29:13,412 [D] └:C:c:WD_2:mbe.c:31	(at logger.py:129) 
2019-02-12 21:29:13,413 [D] ┌:F:n:WD_3:mbe.c:32	(at logger.py:129) 
2019-02-12 21:29:13,413 [D] |:F:n:WD_3:mbe.c:31	(at logger.py:129) 
2019-02-12 21:29:13,413 [D] └:F:n:WD_3:mbe.c:29	(at logger.py:129) 
2019-02-12 21:29:13,413 [D] -:C:c:WD_1:mbe.c:31	(at logger.py:129) 
2019-02-12 21:29:13,413 [D] ┌:F:n:WD_2:mbe.c:31	(at logger.py:129) 
2019-02-12 21:29:13,413 [D] └:F:n:WD_2:mbe.c:29	(at logger.py:129) 
2019-02-12 21:29:13,413 [D] ┌:F:n:WD_3:mbe.c:31	(at logger.py:129) 
2019-02-12 21:29:13,413 [D] |:F:n:WD_3:mbe.c:29	(at logger.py:129) 
2019-02-12 21:29:13,413 [D] └:F:n:WD_3:mbe.c:28	(at logger.py:129) 
2019-02-12 21:29:13,413 [D]  : : :pass:mbe.c:30	(at logger.py:129) 
2019-02-12 21:29:13,414 [D] -:F:n:WD_1:mbe.c:29	(at logger.py:129) 
2019-02-12 21:29:13,414 [D] ┌:F:n:WD_2:mbe.c:29	(at logger.py:129) 
2019-02-12 21:29:13,414 [D] └:F:n:WD_2:mbe.c:28	(at logger.py:129) 
2019-02-12 21:29:13,414 [D] ┌:C:c:WD_3:mbe.c:29	(at logger.py:129) 
2019-02-12 21:29:13,414 [D] |:C:c:WD_3:mbe.c:28	(at logger.py:129) 
2019-02-12 21:29:13,414 [D] └:C:c:WD_3:mbe.c:27	(at logger.py:129) 
2019-02-12 21:29:13,414 [D] -:C:c:WD_1:mbe.c:28	(at logger.py:129) 
2019-02-12 21:29:13,414 [D] ┌:F:n:WD_2:mbe.c:28	(at logger.py:129) 
2019-02-12 21:29:13,414 [D] └:F:n:WD_2:mbe.c:27	(at logger.py:129) 
2019-02-12 21:29:13,414 [D] ┌:F:n:WD_3:mbe.c:28	(at logger.py:129) 
2019-02-12 21:29:13,414 [D] |:F:n:WD_3:mbe.c:27	(at logger.py:129) 
2019-02-12 21:29:13,415 [D] └:F:n:WD_3:mbe.c:26	(at logger.py:129) 
2019-02-12 21:29:13,415 [D] -:F:n:WD_1:mbe.c:27	(at logger.py:129) 
2019-02-12 21:29:13,415 [D] ┌:F:n:WD_2:mbe.c:27	(at logger.py:129) 
2019-02-12 21:29:13,415 [D] └:F:n:WD_2:mbe.c:26	(at logger.py:129) 
2019-02-12 21:29:13,415 [D] ┌:F:n:WD_3:mbe.c:27	(at logger.py:129) 
2019-02-12 21:29:13,415 [D] |:F:n:WD_3:mbe.c:26	(at logger.py:129) 
2019-02-12 21:29:13,415 [D] └:F:n:WD_3:mbe.c:25	(at logger.py:129) 
2019-02-12 21:29:13,415 [D] -:C:c:WD_1:mbe.c:26	(at logger.py:129) 
2019-02-12 21:29:13,415 [D] ┌:F:n:WD_2:mbe.c:26	(at logger.py:129) 
2019-02-12 21:29:13,415 [D] └:F:n:WD_2:mbe.c:25	(at logger.py:129) 
2019-02-12 21:29:13,416 [D] ┌:F:n:WD_3:mbe.c:26	(at logger.py:129) 
2019-02-12 21:29:13,416 [D] |:F:n:WD_3:mbe.c:25	(at logger.py:129) 
2019-02-12 21:29:13,416 [D] └:F:n:WD_3:mbe.c:24	(at logger.py:129) 
2019-02-12 21:29:13,416 [D] -:F:n:WD_1:mbe.c:25	(at logger.py:129) 
2019-02-12 21:29:13,416 [D] ┌:F:n:WD_2:mbe.c:25	(at logger.py:129) 
2019-02-12 21:29:13,416 [D] └:F:n:WD_2:mbe.c:24	(at logger.py:129) 
2019-02-12 21:29:13,416 [D] ┌:F:n:WD_3:mbe.c:25	(at logger.py:129) 
2019-02-12 21:29:13,416 [D] |:F:n:WD_3:mbe.c:24	(at logger.py:129) 
2019-02-12 21:29:13,416 [D] └:F:n:WD_3:mbe.c:23	(at logger.py:129) 
2019-02-12 21:29:13,416 [D] -:F:n:WD_1:mbe.c:24	(at logger.py:129) 
2019-02-12 21:29:13,417 [D] ┌:F:n:WD_2:mbe.c:24	(at logger.py:129) 
2019-02-12 21:29:13,417 [D] └:F:n:WD_2:mbe.c:23	(at logger.py:129) 
2019-02-12 21:29:13,417 [D] ┌:F:n:WD_3:mbe.c:24	(at logger.py:129) 
2019-02-12 21:29:13,417 [D] |:F:n:WD_3:mbe.c:23	(at logger.py:129) 
2019-02-12 21:29:13,417 [D] └:F:n:WD_3:mbe.c:22	(at logger.py:129) 
2019-02-12 21:29:13,417 [D] -:F:n:WD_1:mbe.c:23	(at logger.py:129) 
2019-02-12 21:29:13,417 [D] ┌:F:n:WD_2:mbe.c:23	(at logger.py:129) 
2019-02-12 21:29:13,417 [D] └:F:n:WD_2:mbe.c:22	(at logger.py:129) 
2019-02-12 21:29:13,417 [D] ┌:F:n:WD_3:mbe.c:23	(at logger.py:129) 
2019-02-12 21:29:13,417 [D] |:F:n:WD_3:mbe.c:22	(at logger.py:129) 
2019-02-12 21:29:13,418 [D] └:F:n:WD_3:mbe.c:20	(at logger.py:129) 
2019-02-12 21:29:13,418 [D] -:C:c:WD_1:mbe.c:22	(at logger.py:129) 
2019-02-12 21:29:13,418 [D] ┌:C:c:WD_2:mbe.c:22	(at logger.py:129) 
2019-02-12 21:29:13,418 [D] └:C:c:WD_2:mbe.c:20	(at logger.py:129) 
2019-02-12 21:29:13,418 [D] ┌:C:c:WD_3:mbe.c:22	(at logger.py:129) 
2019-02-12 21:29:13,418 [D] |:C:c:WD_3:mbe.c:20	(at logger.py:129) 
2019-02-12 21:29:13,418 [D] └:C:c:WD_3:mbe.c:19	(at logger.py:129) 
2019-02-12 21:29:13,418 [D]  : : :pass:mbe.c:21	(at logger.py:129) 
2019-02-12 21:29:13,418 [D] -:C:c:WD_1:mbe.c:20	(at logger.py:129) 
2019-02-12 21:29:13,418 [D] ┌:C:c:WD_2:mbe.c:20	(at logger.py:129) 
2019-02-12 21:29:13,419 [D] └:C:c:WD_2:mbe.c:19	(at logger.py:129) 
2019-02-12 21:29:13,419 [D] ┌:F:n:WD_3:mbe.c:20	(at logger.py:129) 
2019-02-12 21:29:13,419 [D] |:F:n:WD_3:mbe.c:19	(at logger.py:129) 
2019-02-12 21:29:13,419 [D] └:F:n:WD_3:mbe.c:17	(at logger.py:129) 
2019-02-12 21:29:13,419 [D] -:C:c:WD_1:mbe.c:19	(at logger.py:129) 
2019-02-12 21:29:13,419 [D] ┌:F:n:WD_2:mbe.c:19	(at logger.py:129) 
2019-02-12 21:29:13,419 [D] └:F:n:WD_2:mbe.c:17	(at logger.py:129) 
2019-02-12 21:29:13,419 [D] ┌:F:n:WD_3:mbe.c:19	(at logger.py:129) 
2019-02-12 21:29:13,419 [D] |:F:n:WD_3:mbe.c:17	(at logger.py:129) 
2019-02-12 21:29:13,419 [D] └:F:n:WD_3:mbe.c:16	(at logger.py:129) 
2019-02-12 21:29:13,420 [D]  : : :pass:mbe.c:18	(at logger.py:129) 
2019-02-12 21:29:13,420 [D] -:F:n:WD_1:mbe.c:17	(at logger.py:129) 
2019-02-12 21:29:13,420 [D] ┌:F:n:WD_2:mbe.c:17	(at logger.py:129) 
2019-02-12 21:29:13,420 [D] └:F:n:WD_2:mbe.c:16	(at logger.py:129) 
2019-02-12 21:29:13,420 [D] ┌:F:n:WD_3:mbe.c:17	(at logger.py:129) 
2019-02-12 21:29:13,420 [D] |:F:n:WD_3:mbe.c:16	(at logger.py:129) 
2019-02-12 21:29:13,420 [D] └:F:n:WD_3:mbe.c:15	(at logger.py:129) 
2019-02-12 21:29:13,420 [D] -:F:n:WD_1:mbe.c:16	(at logger.py:129) 
2019-02-12 21:29:13,420 [D] ┌:F:n:WD_2:mbe.c:16	(at logger.py:129) 
2019-02-12 21:29:13,421 [D] └:F:n:WD_2:mbe.c:15	(at logger.py:129) 
2019-02-12 21:29:13,421 [D] ┌:F:n:WD_3:mbe.c:16	(at logger.py:129) 
2019-02-12 21:29:13,421 [D] |:F:n:WD_3:mbe.c:15	(at logger.py:129) 
2019-02-12 21:29:13,421 [D] └:F:n:WD_3:mbe.c:14	(at logger.py:129) 
2019-02-12 21:29:13,421 [D] -:F:n:WD_1:mbe.c:15	(at logger.py:129) 
2019-02-12 21:29:13,421 [D] ┌:F:n:WD_2:mbe.c:15	(at logger.py:129) 
2019-02-12 21:29:13,421 [D] └:F:n:WD_2:mbe.c:14	(at logger.py:129) 
2019-02-12 21:29:13,422 [D] ┌:F:n:WD_3:mbe.c:15	(at logger.py:129) 
