2019-03-02 02:05:58,771 [D]  : : :pass:mug.c:63	(at logger.py:129) 
2019-03-02 02:05:59,207 [D] -:F:n:WD_1:mug.c:35	(at logger.py:129) 
2019-03-02 02:05:59,219 [D] ┌:F:n:WD_2:mug.c:35	(at logger.py:129) 
2019-03-02 02:05:59,219 [D] └:F:n:WD_2:mug.c:34	(at logger.py:129) 
2019-03-02 02:05:59,219 [D] ┌:C:c:WD_3:mug.c:35	(at logger.py:129) 
2019-03-02 02:05:59,219 [D] |:C:c:WD_3:mug.c:34	(at logger.py:129) 
2019-03-02 02:05:59,219 [D] └:C:c:WD_3:mug.c:33	(at logger.py:129) 
2019-03-02 02:05:59,251 [D] -:C:c:WD_1:mug.c:34	(at logger.py:129) 
2019-03-02 02:05:59,263 [D] ┌:F:n:WD_2:mug.c:34	(at logger.py:129) 
2019-03-02 02:05:59,263 [D] └:F:n:WD_2:mug.c:33	(at logger.py:129) 
2019-03-02 02:05:59,276 [D] ┌:F:n:WD_3:mug.c:34	(at logger.py:129) 
2019-03-02 02:05:59,276 [D] |:F:n:WD_3:mug.c:33	(at logger.py:129) 
2019-03-02 02:05:59,276 [D] └:F:n:WD_3:mug.c:32	(at logger.py:129) 
2019-03-02 02:05:59,288 [D] -:F:n:WD_1:mug.c:33	(at logger.py:129) 
2019-03-02 02:05:59,298 [D] ┌:F:n:WD_2:mug.c:33	(at logger.py:129) 
2019-03-02 02:05:59,298 [D] └:F:n:WD_2:mug.c:32	(at logger.py:129) 
2019-03-02 02:05:59,309 [D] ┌:F:n:WD_3:mug.c:33	(at logger.py:129) 
2019-03-02 02:05:59,309 [D] |:F:n:WD_3:mug.c:32	(at logger.py:129) 
2019-03-02 02:05:59,309 [D] └:F:n:WD_3:mug.c:31	(at logger.py:129) 
2019-03-02 02:05:59,340 [D] -:C:c:WD_1:mug.c:32	(at logger.py:129) 
2019-03-02 02:05:59,368 [D] ┌:C:c:WD_2:mug.c:32	(at logger.py:129) 
2019-03-02 02:05:59,368 [D] └:C:c:WD_2:mug.c:31	(at logger.py:129) 
2019-03-02 02:05:59,378 [D] ┌:F:n:WD_3:mug.c:32	(at logger.py:129) 
2019-03-02 02:05:59,378 [D] |:F:n:WD_3:mug.c:31	(at logger.py:129) 
2019-03-02 02:05:59,378 [D] └:F:n:WD_3:mug.c:29	(at logger.py:129) 
2019-03-02 02:05:59,407 [D] -:C:c:WD_1:mug.c:31	(at logger.py:129) 
2019-03-02 02:05:59,420 [D] ┌:F:n:WD_2:mug.c:31	(at logger.py:129) 
2019-03-02 02:05:59,420 [D] └:F:n:WD_2:mug.c:29	(at logger.py:129) 
2019-03-02 02:05:59,429 [D] ┌:F:n:WD_3:mug.c:31	(at logger.py:129) 
2019-03-02 02:05:59,430 [D] |:F:n:WD_3:mug.c:29	(at logger.py:129) 
2019-03-02 02:05:59,430 [D] └:F:n:WD_3:mug.c:28	(at logger.py:129) 
2019-03-02 02:05:59,430 [D]  : : :pass:mug.c:30	(at logger.py:129) 
2019-03-02 02:05:59,442 [D] -:F:n:WD_1:mug.c:29	(at logger.py:129) 
2019-03-02 02:05:59,453 [D] ┌:F:n:WD_2:mug.c:29	(at logger.py:129) 
2019-03-02 02:05:59,454 [D] └:F:n:WD_2:mug.c:28	(at logger.py:129) 
2019-03-02 02:05:59,485 [D] ┌:F:n:WD_3:mug.c:29	(at logger.py:129) 
2019-03-02 02:05:59,485 [D] |:F:n:WD_3:mug.c:28	(at logger.py:129) 
2019-03-02 02:05:59,485 [D] └:F:n:WD_3:mug.c:27	(at logger.py:129) 
2019-03-02 02:05:59,496 [D] -:F:n:WD_1:mug.c:28	(at logger.py:129) 
2019-03-02 02:05:59,509 [D] ┌:F:n:WD_2:mug.c:28	(at logger.py:129) 
2019-03-02 02:05:59,509 [D] └:F:n:WD_2:mug.c:27	(at logger.py:129) 
2019-03-02 02:05:59,520 [D] ┌:F:n:WD_3:mug.c:28	(at logger.py:129) 
2019-03-02 02:05:59,520 [D] |:F:n:WD_3:mug.c:27	(at logger.py:129) 
2019-03-02 02:05:59,520 [D] └:F:n:WD_3:mug.c:25	(at logger.py:129) 
2019-03-02 02:05:59,529 [D] -:F:n:WD_1:mug.c:27	(at logger.py:129) 
2019-03-02 02:05:59,542 [D] ┌:F:n:WD_2:mug.c:27	(at logger.py:129) 
2019-03-02 02:05:59,542 [D] └:F:n:WD_2:mug.c:25	(at logger.py:129) 
2019-03-02 02:05:59,553 [D] ┌:F:n:WD_3:mug.c:27	(at logger.py:129) 
2019-03-02 02:05:59,553 [D] |:F:n:WD_3:mug.c:25	(at logger.py:129) 
2019-03-02 02:05:59,553 [D] └:F:n:WD_3:mug.c:24	(at logger.py:129) 
2019-03-02 02:05:59,553 [D]  : : :pass:mug.c:26	(at logger.py:129) 
2019-03-02 02:05:59,563 [D] -:F:n:WD_1:mug.c:25	(at logger.py:129) 
2019-03-02 02:05:59,576 [D] ┌:F:n:WD_2:mug.c:25	(at logger.py:129) 
2019-03-02 02:05:59,576 [D] └:F:n:WD_2:mug.c:24	(at logger.py:129) 
2019-03-02 02:05:59,588 [D] ┌:F:n:WD_3:mug.c:25	(at logger.py:129) 
2019-03-02 02:05:59,588 [D] |:F:n:WD_3:mug.c:24	(at logger.py:129) 
2019-03-02 02:05:59,588 [D] └:F:n:WD_3:mug.c:18	(at logger.py:129) 
2019-03-02 02:05:59,588 [D] -:C:c:WD_1:mug.c:24	(at logger.py:129) 
2019-03-02 02:05:59,598 [D] ┌:F:n:WD_2:mug.c:24	(at logger.py:129) 
2019-03-02 02:05:59,598 [D] └:F:n:WD_2:mug.c:18	(at logger.py:129) 
2019-03-02 02:05:59,610 [D] ┌:F:n:WD_3:mug.c:24	(at logger.py:129) 
2019-03-02 02:05:59,610 [D] |:F:n:WD_3:mug.c:18	(at logger.py:129) 
2019-03-02 02:05:59,610 [D] └:F:n:WD_3:mug.c:17	(at logger.py:129) 
2019-03-02 02:05:59,610 [D]  : : :pass:mug.c:23	(at logger.py:129) 
2019-03-02 02:05:59,610 [D]  : : :pass:mug.c:22	(at logger.py:129) 
2019-03-02 02:05:59,610 [D]  : : :pass:mug.c:21	(at logger.py:129) 
2019-03-02 02:05:59,610 [D]  : : :pass:mug.c:20	(at logger.py:129) 
2019-03-02 02:05:59,610 [D]  : : :pass:mug.c:19	(at logger.py:129) 
2019-03-02 02:05:59,610 [D] -:F:n:WD_1:mug.c:18	(at logger.py:129) 
2019-03-02 02:05:59,610 [D] ┌:F:n:WD_2:mug.c:18	(at logger.py:129) 
2019-03-02 02:05:59,611 [D] └:F:n:WD_2:mug.c:17	(at logger.py:129) 
2019-03-02 02:05:59,611 [D] ┌:F:n:WD_3:mug.c:18	(at logger.py:129) 
2019-03-02 02:05:59,611 [D] |:F:n:WD_3:mug.c:17	(at logger.py:129) 
2019-03-02 02:05:59,611 [D] └:F:n:WD_3:mug.c:14	(at logger.py:129) 
2019-03-02 02:05:59,611 [D] -:C:c:WD_1:mug.c:17	(at logger.py:129) 
2019-03-02 02:05:59,611 [D] ┌:C:c:WD_2:mug.c:17	(at logger.py:129) 
2019-03-02 02:05:59,611 [D] └:C:c:WD_2:mug.c:14	(at logger.py:129) 
2019-03-02 02:05:59,611 [D] ┌:F:n:WD_3:mug.c:17	(at logger.py:129) 
2019-03-02 02:05:59,611 [D] |:F:n:WD_3:mug.c:14	(at logger.py:129) 
2019-03-02 02:05:59,611 [D] └:F:n:WD_3:mug.c:11	(at logger.py:129) 
2019-03-02 02:05:59,611 [D]  : : :pass:mug.c:16	(at logger.py:129) 
2019-03-02 02:05:59,611 [D]  : : :pass:mug.c:15	(at logger.py:129) 
2019-03-02 02:05:59,611 [D] -:C:c:WD_1:mug.c:14	(at logger.py:129) 
2019-03-02 02:05:59,611 [D] ┌:F:n:WD_2:mug.c:14	(at logger.py:129) 
2019-03-02 02:05:59,611 [D] └:F:n:WD_2:mug.c:11	(at logger.py:129) 
2019-03-02 02:05:59,611 [D] ┌:F:n:WD_3:mug.c:14	(at logger.py:129) 
2019-03-02 02:05:59,612 [D] |:F:n:WD_3:mug.c:11	(at logger.py:129) 
2019-03-02 02:05:59,612 [D] └:F:n:WD_3:mug.c:10	(at logger.py:129) 
2019-03-02 02:05:59,612 [D]  : : :pass:mug.c:13	(at logger.py:129) 
2019-03-02 02:05:59,612 [D]  : : :pass:mug.c:12	(at logger.py:129) 
2019-03-02 02:05:59,612 [D] -:F:n:WD_1:mug.c:11	(at logger.py:129) 
2019-03-02 02:05:59,612 [D] ┌:F:n:WD_2:mug.c:11	(at logger.py:129) 
2019-03-02 02:05:59,612 [D] └:F:n:WD_2:mug.c:10	(at logger.py:129) 
2019-03-02 02:05:59,612 [D] ┌:F:n:WD_3:mug.c:11	(at logger.py:129) 
2019-03-02 02:05:59,612 [D] |:F:n:WD_3:mug.c:10	(at logger.py:129) 
2019-03-02 02:05:59,612 [D] └:F:n:WD_3:mug.c:9	(at logger.py:129) 
2019-03-02 02:05:59,612 [D] -:F:n:WD_1:mug.c:10	(at logger.py:129) 
2019-03-02 02:05:59,612 [D] ┌:F:n:WD_2:mug.c:10	(at logger.py:129) 
2019-03-02 02:05:59,612 [D] └:F:n:WD_2:mug.c:9	(at logger.py:129) 
2019-03-02 02:05:59,612 [D] ┌:F:n:WD_3:mug.c:10	(at logger.py:129) 
2019-03-02 02:05:59,612 [D] |:F:n:WD_3:mug.c:9	(at logger.py:129) 
2019-03-02 02:05:59,612 [D] └:F:n:WD_3:mug.c:4	(at logger.py:129) 
2019-03-02 02:05:59,613 [D] -:F:n:WD_1:mug.c:9	(at logger.py:129) 
2019-03-02 02:05:59,613 [D] ┌:F:n:WD_2:mug.c:9	(at logger.py:129) 
2019-03-02 02:05:59,613 [D] └:F:n:WD_2:mug.c:4	(at logger.py:129) 
2019-03-02 02:05:59,613 [D] ┌:F:n:WD_3:mug.c:9	(at logger.py:129) 
2019-03-02 02:05:59,613 [D] |:F:n:WD_3:mug.c:4	(at logger.py:129) 
2019-03-02 02:05:59,613 [D] └:F:n:WD_3:mug.c:3	(at logger.py:129) 
2019-03-02 02:05:59,613 [D]  : : :pass:mug.c:8	(at logger.py:129) 
2019-03-02 02:05:59,613 [D]  : : :pass:mug.c:7	(at logger.py:129) 
2019-03-02 02:05:59,613 [D]  : : :pass:mug.c:6	(at logger.py:129) 
2019-03-02 02:05:59,613 [D]  : : :pass:mug.c:5	(at logger.py:129) 
2019-03-02 02:05:59,613 [D] -:F:n:WD_1:mug.c:4	(at logger.py:129) 
2019-03-02 02:05:59,613 [D] ┌:F:n:WD_2:mug.c:4	(at logger.py:129) 
2019-03-02 02:05:59,613 [D] └:F:n:WD_2:mug.c:3	(at logger.py:129) 
2019-03-02 02:05:59,613 [D] ┌:F:n:WD_3:mug.c:4	(at logger.py:129) 
2019-03-02 02:05:59,613 [D] └:F:n:WD_3:mug.c:3	(at logger.py:129) 
2019-03-02 02:05:59,613 [D] -:F:n:WD_1:mug.c:3	(at logger.py:129) 
2019-03-02 02:05:59,614 [D] -:F:n:WD_2:mug.c:3	(at logger.py:129) 
2019-03-02 02:05:59,614 [D] -:F:n:WD_3:mug.c:3	(at logger.py:129) 
2019-03-02 02:05:59,614 [D]  : : :pass:mug.c:2	(at logger.py:129) 
2019-03-02 02:05:59,614 [D]  : : :pass:mug.c:1	(at logger.py:129) 
2019-03-02 02:05:59,614 [D] comp_cached_cnt:27	(at logger.py:134) 
2019-03-02 02:05:59,614 [D] compile_cnt:51	(at logger.py:134) 
2019-03-02 02:05:59,614 [D] execute_cnt:1	(at logger.py:134) 
2019-03-02 02:05:59,614 [D] fail_del_cnt:15	(at logger.py:134) 
2019-03-02 02:05:59,614 [D] iter_idx:3	(at logger.py:134) 
2019-03-02 02:05:59,614 [D] reuse_cnt:14	(at logger.py:134) 
2019-03-02 02:05:59,614 [D] succ_del_cnt:0	(at logger.py:134) 
2019-03-02 02:05:59,614 [D] time:0.8424777984619141	(at logger.py:134) 
2019-03-02 02:05:59,614 [D] deletion:37	(at logger.py:136) 
