2019-03-02 02:05:55,644 [D] -:F:n:WD_1:mug.c:63	(at logger.py:129) 
2019-03-02 02:05:55,886 [D] |:F:n:WD_3:mug.c:53	(at logger.py:129) 
2019-03-02 02:05:55,886 [D] └:F:n:WD_3:mug.c:52	(at logger.py:129) 
2019-03-02 02:05:55,898 [D] -:F:n:WD_1:mug.c:53	(at logger.py:129) 
2019-03-02 02:05:55,909 [D] ┌:F:n:WD_2:mug.c:53	(at logger.py:129) 
2019-03-02 02:05:55,909 [D] └:F:n:WD_2:mug.c:52	(at logger.py:129) 
2019-03-02 02:05:55,943 [D] ┌:F:n:WD_3:mug.c:53	(at logger.py:129) 
2019-03-02 02:05:55,943 [D] |:F:n:WD_3:mug.c:52	(at logger.py:129) 
2019-03-02 02:05:55,943 [D] └:F:n:WD_3:mug.c:51	(at logger.py:129) 
2019-03-02 02:05:55,957 [D] -:F:n:WD_1:mug.c:52	(at logger.py:129) 
2019-03-02 02:05:55,969 [D] ┌:F:n:WD_2:mug.c:52	(at logger.py:129) 
2019-03-02 02:05:55,970 [D] └:F:n:WD_2:mug.c:51	(at logger.py:129) 
2019-03-02 02:05:55,982 [D] ┌:F:n:WD_3:mug.c:52	(at logger.py:129) 
2019-03-02 02:05:55,982 [D] |:F:n:WD_3:mug.c:51	(at logger.py:129) 
2019-03-02 02:05:55,982 [D] └:F:n:WD_3:mug.c:50	(at logger.py:129) 
2019-03-02 02:05:55,994 [D] -:F:n:WD_1:mug.c:51	(at logger.py:129) 
2019-03-02 02:05:56,007 [D] ┌:F:n:WD_2:mug.c:51	(at logger.py:129) 
2019-03-02 02:05:56,007 [D] └:F:n:WD_2:mug.c:50	(at logger.py:129) 
2019-03-02 02:05:56,020 [D] ┌:F:n:WD_3:mug.c:51	(at logger.py:129) 
2019-03-02 02:05:56,020 [D] |:F:n:WD_3:mug.c:50	(at logger.py:129) 
2019-03-02 02:05:56,020 [D] └:F:n:WD_3:mug.c:44	(at logger.py:129) 
2019-03-02 02:05:56,032 [D] -:F:n:WD_1:mug.c:50	(at logger.py:129) 
2019-03-02 02:05:56,070 [D] ┌:P:c:WD_2:mug.c:50	(at logger.py:129) 
2019-03-02 02:05:56,070 [D] └:P:c:WD_2:mug.c:44	(at logger.py:129) 
2019-03-02 02:05:56,070 [D]  : : :pass:mug.c:49	(at logger.py:129) 
2019-03-02 02:05:56,070 [D]  : : :pass:mug.c:48	(at logger.py:129) 
2019-03-02 02:05:56,070 [D]  : : :pass:mug.c:47	(at logger.py:129) 
2019-03-02 02:05:56,071 [D]  : : :pass:mug.c:46	(at logger.py:129) 
2019-03-02 02:05:56,071 [D]  : : :pass:mug.c:45	(at logger.py:129) 
2019-03-02 02:05:56,071 [D]  : : :pass:mug.c:44	(at logger.py:129) 
2019-03-02 02:05:56,071 [D]  : : :pass:mug.c:43	(at logger.py:129) 
2019-03-02 02:05:56,084 [D] -:F:n:WD_1:mug.c:42	(at logger.py:129) 
2019-03-02 02:05:56,095 [D] ┌:F:n:WD_2:mug.c:42	(at logger.py:129) 
2019-03-02 02:05:56,096 [D] └:F:n:WD_2:mug.c:41	(at logger.py:129) 
2019-03-02 02:05:56,142 [D] ┌:P:n:WD_3:mug.c:42	(at logger.py:129) 
2019-03-02 02:05:56,142 [D] |:P:n:WD_3:mug.c:41	(at logger.py:129) 
2019-03-02 02:05:56,142 [D] └:P:n:WD_3:mug.c:40	(at logger.py:129) 
2019-03-02 02:05:56,142 [D]  : : :pass:mug.c:41	(at logger.py:129) 
2019-03-02 02:05:56,142 [D]  : : :pass:mug.c:40	(at logger.py:129) 
2019-03-02 02:05:56,155 [D] -:F:n:WD_1:mug.c:39	(at logger.py:129) 
2019-03-02 02:05:56,166 [D] ┌:F:n:WD_2:mug.c:39	(at logger.py:129) 
2019-03-02 02:05:56,166 [D] └:F:n:WD_2:mug.c:38	(at logger.py:129) 
2019-03-02 02:05:56,510 [D] ┌:C:n:WD_3:mug.c:39	(at logger.py:129) 
2019-03-02 02:05:56,510 [D] |:C:n:WD_3:mug.c:38	(at logger.py:129) 
2019-03-02 02:05:56,510 [D] └:C:n:WD_3:mug.c:37	(at logger.py:129) 
2019-03-02 02:05:56,602 [D] -:C:c:WD_1:mug.c:38	(at logger.py:129) 
2019-03-02 02:05:56,620 [D] ┌:F:n:WD_2:mug.c:38	(at logger.py:129) 
2019-03-02 02:05:56,620 [D] └:F:n:WD_2:mug.c:37	(at logger.py:129) 
2019-03-02 02:05:56,621 [D] ┌:C:c:WD_3:mug.c:38	(at logger.py:129) 
2019-03-02 02:05:56,621 [D] |:C:c:WD_3:mug.c:37	(at logger.py:129) 
2019-03-02 02:05:56,621 [D] └:C:c:WD_3:mug.c:35	(at logger.py:129) 
2019-03-02 02:05:56,634 [D] -:F:n:WD_1:mug.c:37	(at logger.py:129) 
2019-03-02 02:05:56,669 [D] ┌:C:c:WD_2:mug.c:37	(at logger.py:129) 
2019-03-02 02:05:56,669 [D] └:C:c:WD_2:mug.c:35	(at logger.py:129) 
2019-03-02 02:05:56,819 [D] ┌:C:n:WD_3:mug.c:37	(at logger.py:129) 
2019-03-02 02:05:56,819 [D] |:C:n:WD_3:mug.c:35	(at logger.py:129) 
2019-03-02 02:05:56,819 [D] └:C:n:WD_3:mug.c:34	(at logger.py:129) 
2019-03-02 02:05:56,819 [D]  : : :pass:mug.c:36	(at logger.py:129) 
2019-03-02 02:05:56,907 [D] -:F:n:WD_1:mug.c:35	(at logger.py:129) 
2019-03-02 02:05:56,931 [D] ┌:F:n:WD_2:mug.c:35	(at logger.py:129) 
2019-03-02 02:05:56,931 [D] └:F:n:WD_2:mug.c:34	(at logger.py:129) 
2019-03-02 02:05:56,932 [D] ┌:C:c:WD_3:mug.c:35	(at logger.py:129) 
2019-03-02 02:05:56,932 [D] |:C:c:WD_3:mug.c:34	(at logger.py:129) 
2019-03-02 02:05:56,932 [D] └:C:c:WD_3:mug.c:33	(at logger.py:129) 
2019-03-02 02:05:56,977 [D] -:C:n:WD_1:mug.c:34	(at logger.py:129) 
2019-03-02 02:05:56,991 [D] ┌:F:n:WD_2:mug.c:34	(at logger.py:129) 
2019-03-02 02:05:56,991 [D] └:F:n:WD_2:mug.c:33	(at logger.py:129) 
2019-03-02 02:05:57,004 [D] ┌:F:n:WD_3:mug.c:34	(at logger.py:129) 
2019-03-02 02:05:57,004 [D] |:F:n:WD_3:mug.c:33	(at logger.py:129) 
2019-03-02 02:05:57,004 [D] └:F:n:WD_3:mug.c:32	(at logger.py:129) 
2019-03-02 02:05:57,017 [D] -:F:n:WD_1:mug.c:33	(at logger.py:129) 
2019-03-02 02:05:57,028 [D] ┌:F:n:WD_2:mug.c:33	(at logger.py:129) 
2019-03-02 02:05:57,028 [D] └:F:n:WD_2:mug.c:32	(at logger.py:129) 
2019-03-02 02:05:57,041 [D] ┌:F:n:WD_3:mug.c:33	(at logger.py:129) 
2019-03-02 02:05:57,041 [D] |:F:n:WD_3:mug.c:32	(at logger.py:129) 
2019-03-02 02:05:57,041 [D] └:F:n:WD_3:mug.c:31	(at logger.py:129) 
2019-03-02 02:05:57,393 [D] -:C:n:WD_1:mug.c:32	(at logger.py:129) 
2019-03-02 02:05:57,787 [D] ┌:C:n:WD_2:mug.c:32	(at logger.py:129) 
2019-03-02 02:05:57,787 [D] └:C:n:WD_2:mug.c:31	(at logger.py:129) 
2019-03-02 02:05:57,797 [D] ┌:F:n:WD_3:mug.c:32	(at logger.py:129) 
2019-03-02 02:05:57,797 [D] |:F:n:WD_3:mug.c:31	(at logger.py:129) 
2019-03-02 02:05:57,797 [D] └:F:n:WD_3:mug.c:29	(at logger.py:129) 
2019-03-02 02:05:57,854 [D] -:C:n:WD_1:mug.c:31	(at logger.py:129) 
2019-03-02 02:05:57,884 [D] ┌:F:n:WD_2:mug.c:31	(at logger.py:129) 
2019-03-02 02:05:57,884 [D] └:F:n:WD_2:mug.c:29	(at logger.py:129) 
2019-03-02 02:05:57,899 [D] ┌:F:n:WD_3:mug.c:31	(at logger.py:129) 
2019-03-02 02:05:57,899 [D] |:F:n:WD_3:mug.c:29	(at logger.py:129) 
2019-03-02 02:05:57,899 [D] └:F:n:WD_3:mug.c:28	(at logger.py:129) 
2019-03-02 02:05:57,899 [D]  : : :pass:mug.c:30	(at logger.py:129) 
2019-03-02 02:05:57,910 [D] -:F:n:WD_1:mug.c:29	(at logger.py:129) 
2019-03-02 02:05:57,921 [D] ┌:F:n:WD_2:mug.c:29	(at logger.py:129) 
2019-03-02 02:05:57,921 [D] └:F:n:WD_2:mug.c:28	(at logger.py:129) 
2019-03-02 02:05:57,954 [D] ┌:F:n:WD_3:mug.c:29	(at logger.py:129) 
2019-03-02 02:05:57,954 [D] |:F:n:WD_3:mug.c:28	(at logger.py:129) 
2019-03-02 02:05:57,954 [D] └:F:n:WD_3:mug.c:27	(at logger.py:129) 
2019-03-02 02:05:57,964 [D] -:F:n:WD_1:mug.c:28	(at logger.py:129) 
2019-03-02 02:05:57,976 [D] ┌:F:n:WD_2:mug.c:28	(at logger.py:129) 
2019-03-02 02:05:57,976 [D] └:F:n:WD_2:mug.c:27	(at logger.py:129) 
2019-03-02 02:05:57,988 [D] ┌:F:n:WD_3:mug.c:28	(at logger.py:129) 
2019-03-02 02:05:57,988 [D] |:F:n:WD_3:mug.c:27	(at logger.py:129) 
2019-03-02 02:05:57,988 [D] └:F:n:WD_3:mug.c:25	(at logger.py:129) 
2019-03-02 02:05:58,000 [D] -:F:n:WD_1:mug.c:27	(at logger.py:129) 
2019-03-02 02:05:58,010 [D] ┌:F:n:WD_2:mug.c:27	(at logger.py:129) 
2019-03-02 02:05:58,010 [D] └:F:n:WD_2:mug.c:25	(at logger.py:129) 
2019-03-02 02:05:58,022 [D] ┌:F:n:WD_3:mug.c:27	(at logger.py:129) 
2019-03-02 02:05:58,022 [D] |:F:n:WD_3:mug.c:25	(at logger.py:129) 
2019-03-02 02:05:58,022 [D] └:F:n:WD_3:mug.c:24	(at logger.py:129) 
2019-03-02 02:05:58,022 [D]  : : :pass:mug.c:26	(at logger.py:129) 
2019-03-02 02:05:58,033 [D] -:F:n:WD_1:mug.c:25	(at logger.py:129) 
2019-03-02 02:05:58,044 [D] ┌:F:n:WD_2:mug.c:25	(at logger.py:129) 
2019-03-02 02:05:58,044 [D] └:F:n:WD_2:mug.c:24	(at logger.py:129) 
2019-03-02 02:05:58,056 [D] ┌:F:n:WD_3:mug.c:25	(at logger.py:129) 
2019-03-02 02:05:58,057 [D] |:F:n:WD_3:mug.c:24	(at logger.py:129) 
2019-03-02 02:05:58,057 [D] └:F:n:WD_3:mug.c:23	(at logger.py:129) 
2019-03-02 02:05:58,306 [D] -:C:n:WD_1:mug.c:24	(at logger.py:129) 
2019-03-02 02:05:58,352 [D] ┌:F:n:WD_2:mug.c:24	(at logger.py:129) 
2019-03-02 02:05:58,352 [D] └:F:n:WD_2:mug.c:23	(at logger.py:129) 
2019-03-02 02:05:58,382 [D] ┌:C:c:WD_3:mug.c:24	(at logger.py:129) 
2019-03-02 02:05:58,382 [D] |:C:c:WD_3:mug.c:23	(at logger.py:129) 
2019-03-02 02:05:58,382 [D] └:C:c:WD_3:mug.c:20	(at logger.py:129) 
2019-03-02 02:05:58,395 [D] -:F:n:WD_1:mug.c:23	(at logger.py:129) 
2019-03-02 02:05:58,434 [D] ┌:P:c:WD_2:mug.c:23	(at logger.py:129) 
2019-03-02 02:05:58,435 [D] └:P:c:WD_2:mug.c:20	(at logger.py:129) 
2019-03-02 02:05:58,435 [D]  : : :pass:mug.c:22	(at logger.py:129) 
2019-03-02 02:05:58,435 [D]  : : :pass:mug.c:21	(at logger.py:129) 
2019-03-02 02:05:58,435 [D]  : : :pass:mug.c:20	(at logger.py:129) 
2019-03-02 02:05:58,435 [D]  : : :pass:mug.c:19	(at logger.py:129) 
2019-03-02 02:05:58,446 [D] -:F:n:WD_1:mug.c:18	(at logger.py:129) 
2019-03-02 02:05:58,459 [D] ┌:F:n:WD_2:mug.c:18	(at logger.py:129) 
2019-03-02 02:05:58,459 [D] └:F:n:WD_2:mug.c:17	(at logger.py:129) 
2019-03-02 02:05:58,470 [D] ┌:F:n:WD_3:mug.c:18	(at logger.py:129) 
2019-03-02 02:05:58,470 [D] |:F:n:WD_3:mug.c:17	(at logger.py:129) 
2019-03-02 02:05:58,470 [D] └:F:n:WD_3:mug.c:14	(at logger.py:129) 
2019-03-02 02:05:58,513 [D] -:C:n:WD_1:mug.c:17	(at logger.py:129) 
2019-03-02 02:05:58,556 [D] ┌:C:n:WD_2:mug.c:17	(at logger.py:129) 
2019-03-02 02:05:58,556 [D] └:C:n:WD_2:mug.c:14	(at logger.py:129) 
2019-03-02 02:05:58,567 [D] ┌:F:n:WD_3:mug.c:17	(at logger.py:129) 
2019-03-02 02:05:58,567 [D] |:F:n:WD_3:mug.c:14	(at logger.py:129) 
2019-03-02 02:05:58,567 [D] └:F:n:WD_3:mug.c:11	(at logger.py:129) 
2019-03-02 02:05:58,567 [D]  : : :pass:mug.c:16	(at logger.py:129) 
2019-03-02 02:05:58,567 [D]  : : :pass:mug.c:15	(at logger.py:129) 
2019-03-02 02:05:58,609 [D] -:C:n:WD_1:mug.c:14	(at logger.py:129) 
2019-03-02 02:05:58,622 [D] ┌:F:n:WD_2:mug.c:14	(at logger.py:129) 
2019-03-02 02:05:58,622 [D] └:F:n:WD_2:mug.c:11	(at logger.py:129) 
2019-03-02 02:05:58,634 [D] ┌:F:n:WD_3:mug.c:14	(at logger.py:129) 
2019-03-02 02:05:58,634 [D] |:F:n:WD_3:mug.c:11	(at logger.py:129) 
2019-03-02 02:05:58,634 [D] └:F:n:WD_3:mug.c:10	(at logger.py:129) 
2019-03-02 02:05:58,634 [D]  : : :pass:mug.c:13	(at logger.py:129) 
2019-03-02 02:05:58,634 [D]  : : :pass:mug.c:12	(at logger.py:129) 
2019-03-02 02:05:58,644 [D] -:F:n:WD_1:mug.c:11	(at logger.py:129) 
2019-03-02 02:05:58,656 [D] ┌:F:n:WD_2:mug.c:11	(at logger.py:129) 
2019-03-02 02:05:58,656 [D] └:F:n:WD_2:mug.c:10	(at logger.py:129) 
2019-03-02 02:05:58,668 [D] ┌:F:n:WD_3:mug.c:11	(at logger.py:129) 
2019-03-02 02:05:58,668 [D] |:F:n:WD_3:mug.c:10	(at logger.py:129) 
2019-03-02 02:05:58,668 [D] └:F:n:WD_3:mug.c:9	(at logger.py:129) 
2019-03-02 02:05:58,678 [D] -:F:n:WD_1:mug.c:10	(at logger.py:129) 
2019-03-02 02:05:58,689 [D] ┌:F:n:WD_2:mug.c:10	(at logger.py:129) 
2019-03-02 02:05:58,689 [D] └:F:n:WD_2:mug.c:9	(at logger.py:129) 
2019-03-02 02:05:58,699 [D] ┌:F:n:WD_3:mug.c:10	(at logger.py:129) 
2019-03-02 02:05:58,699 [D] |:F:n:WD_3:mug.c:9	(at logger.py:129) 
2019-03-02 02:05:58,700 [D] └:F:n:WD_3:mug.c:4	(at logger.py:129) 
2019-03-02 02:05:58,711 [D] -:F:n:WD_1:mug.c:9	(at logger.py:129) 
2019-03-02 02:05:58,723 [D] ┌:F:n:WD_2:mug.c:9	(at logger.py:129) 
2019-03-02 02:05:58,723 [D] └:F:n:WD_2:mug.c:4	(at logger.py:129) 
2019-03-02 02:05:58,734 [D] ┌:F:n:WD_3:mug.c:9	(at logger.py:129) 
2019-03-02 02:05:58,734 [D] |:F:n:WD_3:mug.c:4	(at logger.py:129) 
2019-03-02 02:05:58,734 [D] └:F:n:WD_3:mug.c:3	(at logger.py:129) 
2019-03-02 02:05:58,734 [D]  : : :pass:mug.c:8	(at logger.py:129) 
2019-03-02 02:05:58,734 [D]  : : :pass:mug.c:7	(at logger.py:129) 
2019-03-02 02:05:58,734 [D]  : : :pass:mug.c:6	(at logger.py:129) 
2019-03-02 02:05:58,735 [D]  : : :pass:mug.c:5	(at logger.py:129) 
2019-03-02 02:05:58,745 [D] -:F:n:WD_1:mug.c:4	(at logger.py:129) 
2019-03-02 02:05:58,757 [D] ┌:F:n:WD_2:mug.c:4	(at logger.py:129) 
2019-03-02 02:05:58,757 [D] └:F:n:WD_2:mug.c:3	(at logger.py:129) 
2019-03-02 02:05:58,758 [D] ┌:F:n:WD_3:mug.c:4	(at logger.py:129) 
2019-03-02 02:05:58,758 [D] └:F:n:WD_3:mug.c:3	(at logger.py:129) 
2019-03-02 02:05:58,769 [D] -:F:n:WD_1:mug.c:3	(at logger.py:129) 
2019-03-02 02:05:58,770 [D] -:F:n:WD_2:mug.c:3	(at logger.py:129) 
2019-03-02 02:05:58,770 [D] -:F:n:WD_3:mug.c:3	(at logger.py:129) 
2019-03-02 02:05:58,770 [D]  : : :pass:mug.c:2	(at logger.py:129) 
2019-03-02 02:05:58,770 [D]  : : :pass:mug.c:1	(at logger.py:129) 
2019-03-02 02:05:58,770 [D] comp_cached_cnt:5	(at logger.py:134) 
2019-03-02 02:05:58,770 [D] compile_cnt:86	(at logger.py:134) 
2019-03-02 02:05:58,770 [D] execute_cnt:14	(at logger.py:134) 
2019-03-02 02:05:58,770 [D] fail_del_cnt:16	(at logger.py:134) 
2019-03-02 02:05:58,770 [D] iter_idx:2	(at logger.py:134) 
2019-03-02 02:05:58,770 [D] reuse_cnt:7	(at logger.py:134) 
2019-03-02 02:05:58,770 [D] succ_del_cnt:5	(at logger.py:134) 
2019-03-02 02:05:58,771 [D] time:3.1349878311157227	(at logger.py:134) 
2019-03-02 02:05:58,771 [D] deletion:37	(at logger.py:136) 
