2019-03-02 02:06:08,814 [D] -:F:n:WD_1:mug.c:63	(at logger.py:129) 
2019-03-02 02:06:09,013 [D] |:F:n:WD_3:mug.c:25	(at logger.py:129) 
2019-03-02 02:06:09,013 [D] └:F:n:WD_3:mug.c:24	(at logger.py:129) 
2019-03-02 02:06:09,013 [D]  : : :pass:mug.c:26	(at logger.py:129) 
2019-03-02 02:06:09,014 [D] -:F:n:WD_1:mug.c:25	(at logger.py:129) 
2019-03-02 02:06:09,014 [D] ┌:F:n:WD_2:mug.c:25	(at logger.py:129) 
2019-03-02 02:06:09,014 [D] └:F:n:WD_2:mug.c:24	(at logger.py:129) 
2019-03-02 02:06:09,014 [D] ┌:F:n:WD_3:mug.c:25	(at logger.py:129) 
2019-03-02 02:06:09,014 [D] |:F:n:WD_3:mug.c:24	(at logger.py:129) 
2019-03-02 02:06:09,014 [D] └:F:n:WD_3:mug.c:23	(at logger.py:129) 
2019-03-02 02:06:09,014 [D] -:C:c:WD_1:mug.c:24	(at logger.py:129) 
2019-03-02 02:06:09,014 [D] ┌:F:n:WD_2:mug.c:24	(at logger.py:129) 
2019-03-02 02:06:09,014 [D] └:F:n:WD_2:mug.c:23	(at logger.py:129) 
2019-03-02 02:06:09,014 [D] ┌:F:n:WD_3:mug.c:24	(at logger.py:129) 
2019-03-02 02:06:09,014 [D] |:F:n:WD_3:mug.c:23	(at logger.py:129) 
2019-03-02 02:06:09,014 [D] └:F:n:WD_3:mug.c:22	(at logger.py:129) 
2019-03-02 02:06:09,014 [D] -:F:n:WD_1:mug.c:23	(at logger.py:129) 
2019-03-02 02:06:09,015 [D] ┌:F:n:WD_2:mug.c:23	(at logger.py:129) 
2019-03-02 02:06:09,015 [D] └:F:n:WD_2:mug.c:22	(at logger.py:129) 
2019-03-02 02:06:09,015 [D] ┌:C:c:WD_3:mug.c:23	(at logger.py:129) 
2019-03-02 02:06:09,015 [D] |:C:c:WD_3:mug.c:22	(at logger.py:129) 
2019-03-02 02:06:09,015 [D] └:C:c:WD_3:mug.c:20	(at logger.py:129) 
2019-03-02 02:06:09,015 [D] -:C:c:WD_1:mug.c:22	(at logger.py:129) 
2019-03-02 02:06:09,015 [D] ┌:F:n:WD_2:mug.c:22	(at logger.py:129) 
2019-03-02 02:06:09,015 [D] └:F:n:WD_2:mug.c:20	(at logger.py:129) 
2019-03-02 02:06:09,015 [D] ┌:F:n:WD_3:mug.c:22	(at logger.py:129) 
2019-03-02 02:06:09,015 [D] |:F:n:WD_3:mug.c:20	(at logger.py:129) 
2019-03-02 02:06:09,015 [D] └:F:n:WD_3:mug.c:19	(at logger.py:129) 
2019-03-02 02:06:09,015 [D]  : : :pass:mug.c:21	(at logger.py:129) 
2019-03-02 02:06:09,016 [D] -:F:n:WD_1:mug.c:20	(at logger.py:129) 
2019-03-02 02:06:09,016 [D] ┌:F:n:WD_2:mug.c:20	(at logger.py:129) 
2019-03-02 02:06:09,016 [D] └:F:n:WD_2:mug.c:19	(at logger.py:129) 
2019-03-02 02:06:09,016 [D] ┌:F:n:WD_3:mug.c:20	(at logger.py:129) 
2019-03-02 02:06:09,016 [D] |:F:n:WD_3:mug.c:19	(at logger.py:129) 
2019-03-02 02:06:09,016 [D] └:F:n:WD_3:mug.c:18	(at logger.py:129) 
2019-03-02 02:06:09,016 [D] -:C:c:WD_1:mug.c:19	(at logger.py:129) 
2019-03-02 02:06:09,016 [D] ┌:F:n:WD_2:mug.c:19	(at logger.py:129) 
2019-03-02 02:06:09,016 [D] └:F:n:WD_2:mug.c:18	(at logger.py:129) 
2019-03-02 02:06:09,016 [D] ┌:F:n:WD_3:mug.c:19	(at logger.py:129) 
2019-03-02 02:06:09,016 [D] |:F:n:WD_3:mug.c:18	(at logger.py:129) 
2019-03-02 02:06:09,017 [D] └:F:n:WD_3:mug.c:17	(at logger.py:129) 
2019-03-02 02:06:09,017 [D] -:F:n:WD_1:mug.c:18	(at logger.py:129) 
2019-03-02 02:06:09,017 [D] ┌:F:n:WD_2:mug.c:18	(at logger.py:129) 
2019-03-02 02:06:09,017 [D] └:F:n:WD_2:mug.c:17	(at logger.py:129) 
2019-03-02 02:06:09,017 [D] ┌:F:n:WD_3:mug.c:18	(at logger.py:129) 
2019-03-02 02:06:09,017 [D] |:F:n:WD_3:mug.c:17	(at logger.py:129) 
2019-03-02 02:06:09,017 [D] └:F:n:WD_3:mug.c:15	(at logger.py:129) 
2019-03-02 02:06:09,017 [D] -:C:c:WD_1:mug.c:17	(at logger.py:129) 
2019-03-02 02:06:09,017 [D] ┌:C:c:WD_2:mug.c:17	(at logger.py:129) 
2019-03-02 02:06:09,017 [D] └:C:c:WD_2:mug.c:15	(at logger.py:129) 
2019-03-02 02:06:09,017 [D] ┌:C:c:WD_3:mug.c:17	(at logger.py:129) 
2019-03-02 02:06:09,017 [D] |:C:c:WD_3:mug.c:15	(at logger.py:129) 
2019-03-02 02:06:09,018 [D] └:C:c:WD_3:mug.c:14	(at logger.py:129) 
2019-03-02 02:06:09,018 [D]  : : :pass:mug.c:16	(at logger.py:129) 
2019-03-02 02:06:09,018 [D] -:C:c:WD_1:mug.c:15	(at logger.py:129) 
2019-03-02 02:06:09,018 [D] ┌:C:c:WD_2:mug.c:15	(at logger.py:129) 
2019-03-02 02:06:09,018 [D] └:C:c:WD_2:mug.c:14	(at logger.py:129) 
2019-03-02 02:06:09,018 [D] ┌:F:n:WD_3:mug.c:15	(at logger.py:129) 
2019-03-02 02:06:09,018 [D] |:F:n:WD_3:mug.c:14	(at logger.py:129) 
2019-03-02 02:06:09,018 [D] └:F:n:WD_3:mug.c:12	(at logger.py:129) 
2019-03-02 02:06:09,018 [D] -:C:c:WD_1:mug.c:14	(at logger.py:129) 
2019-03-02 02:06:09,018 [D] ┌:F:n:WD_2:mug.c:14	(at logger.py:129) 
2019-03-02 02:06:09,018 [D] └:F:n:WD_2:mug.c:12	(at logger.py:129) 
2019-03-02 02:06:09,018 [D] ┌:F:n:WD_3:mug.c:14	(at logger.py:129) 
2019-03-02 02:06:09,019 [D] |:F:n:WD_3:mug.c:12	(at logger.py:129) 
2019-03-02 02:06:09,019 [D] └:F:n:WD_3:mug.c:11	(at logger.py:129) 
2019-03-02 02:06:09,019 [D]  : : :pass:mug.c:13	(at logger.py:129) 
2019-03-02 02:06:09,019 [D] -:F:n:WD_1:mug.c:12	(at logger.py:129) 
2019-03-02 02:06:09,019 [D] ┌:F:n:WD_2:mug.c:12	(at logger.py:129) 
2019-03-02 02:06:09,019 [D] └:F:n:WD_2:mug.c:11	(at logger.py:129) 
2019-03-02 02:06:09,019 [D] ┌:F:n:WD_3:mug.c:12	(at logger.py:129) 
2019-03-02 02:06:09,019 [D] |:F:n:WD_3:mug.c:11	(at logger.py:129) 
2019-03-02 02:06:09,019 [D] └:F:n:WD_3:mug.c:10	(at logger.py:129) 
2019-03-02 02:06:09,019 [D] -:F:n:WD_1:mug.c:11	(at logger.py:129) 
2019-03-02 02:06:09,019 [D] ┌:F:n:WD_2:mug.c:11	(at logger.py:129) 
2019-03-02 02:06:09,019 [D] └:F:n:WD_2:mug.c:10	(at logger.py:129) 
2019-03-02 02:06:09,020 [D] ┌:F:n:WD_3:mug.c:11	(at logger.py:129) 
2019-03-02 02:06:09,020 [D] |:F:n:WD_3:mug.c:10	(at logger.py:129) 
2019-03-02 02:06:09,020 [D] └:F:n:WD_3:mug.c:9	(at logger.py:129) 
2019-03-02 02:06:09,020 [D] -:F:n:WD_1:mug.c:10	(at logger.py:129) 
2019-03-02 02:06:09,020 [D] ┌:F:n:WD_2:mug.c:10	(at logger.py:129) 
2019-03-02 02:06:09,020 [D] └:F:n:WD_2:mug.c:9	(at logger.py:129) 
2019-03-02 02:06:09,020 [D] ┌:F:n:WD_3:mug.c:10	(at logger.py:129) 
2019-03-02 02:06:09,020 [D] |:F:n:WD_3:mug.c:9	(at logger.py:129) 
2019-03-02 02:06:09,020 [D] └:F:n:WD_3:mug.c:5	(at logger.py:129) 
2019-03-02 02:06:09,020 [D] -:F:n:WD_1:mug.c:9	(at logger.py:129) 
2019-03-02 02:06:09,020 [D] ┌:F:n:WD_2:mug.c:9	(at logger.py:129) 
2019-03-02 02:06:09,021 [D] └:F:n:WD_2:mug.c:5	(at logger.py:129) 
2019-03-02 02:06:09,021 [D] ┌:F:n:WD_3:mug.c:9	(at logger.py:129) 
2019-03-02 02:06:09,021 [D] |:F:n:WD_3:mug.c:5	(at logger.py:129) 
2019-03-02 02:06:09,021 [D] └:F:n:WD_3:mug.c:4	(at logger.py:129) 
2019-03-02 02:06:09,021 [D]  : : :pass:mug.c:8	(at logger.py:129) 
2019-03-02 02:06:09,021 [D]  : : :pass:mug.c:7	(at logger.py:129) 
2019-03-02 02:06:09,021 [D]  : : :pass:mug.c:6	(at logger.py:129) 
2019-03-02 02:06:09,021 [D] -:F:n:WD_1:mug.c:5	(at logger.py:129) 
2019-03-02 02:06:09,021 [D] ┌:F:n:WD_2:mug.c:5	(at logger.py:129) 
2019-03-02 02:06:09,021 [D] └:F:n:WD_2:mug.c:4	(at logger.py:129) 
2019-03-02 02:06:09,021 [D] ┌:F:n:WD_3:mug.c:5	(at logger.py:129) 
2019-03-02 02:06:09,021 [D] |:F:n:WD_3:mug.c:4	(at logger.py:129) 
2019-03-02 02:06:09,021 [D] └:F:n:WD_3:mug.c:3	(at logger.py:129) 
2019-03-02 02:06:09,022 [D] -:F:n:WD_1:mug.c:4	(at logger.py:129) 
2019-03-02 02:06:09,022 [D] ┌:F:n:WD_2:mug.c:4	(at logger.py:129) 
2019-03-02 02:06:09,022 [D] └:F:n:WD_2:mug.c:3	(at logger.py:129) 
2019-03-02 02:06:09,022 [D] ┌:F:n:WD_3:mug.c:4	(at logger.py:129) 
2019-03-02 02:06:09,022 [D] └:F:n:WD_3:mug.c:3	(at logger.py:129) 
2019-03-02 02:06:09,022 [D] -:F:n:WD_1:mug.c:3	(at logger.py:129) 
2019-03-02 02:06:09,022 [D] -:F:n:WD_2:mug.c:3	(at logger.py:129) 
2019-03-02 02:06:09,022 [D] -:F:n:WD_3:mug.c:3	(at logger.py:129) 
2019-03-02 02:06:09,022 [D]  : : :pass:mug.c:2	(at logger.py:129) 
2019-03-02 02:06:09,022 [D]  : : :pass:mug.c:1	(at logger.py:129) 
