2019-03-02 02:05:46,158 [D] -:F:n:WD_1:mug.c:63	(at logger.py:129) 
2019-03-02 02:05:46,838 [D] -:F:n:WD_1:mug.c:46	(at logger.py:129) 
2019-03-02 02:05:46,850 [D] ┌:F:n:WD_2:mug.c:46	(at logger.py:129) 
2019-03-02 02:05:46,850 [D] └:F:n:WD_2:mug.c:45	(at logger.py:129) 
2019-03-02 02:05:46,850 [D] ┌:C:c:WD_3:mug.c:46	(at logger.py:129) 
2019-03-02 02:05:46,850 [D] |:C:c:WD_3:mug.c:45	(at logger.py:129) 
2019-03-02 02:05:46,850 [D] └:C:c:WD_3:mug.c:44	(at logger.py:129) 
2019-03-02 02:05:46,898 [D] -:C:n:WD_1:mug.c:45	(at logger.py:129) 
2019-03-02 02:05:46,911 [D] ┌:F:n:WD_2:mug.c:45	(at logger.py:129) 
2019-03-02 02:05:46,911 [D] └:F:n:WD_2:mug.c:44	(at logger.py:129) 
2019-03-02 02:05:46,921 [D] ┌:F:n:WD_3:mug.c:45	(at logger.py:129) 
2019-03-02 02:05:46,921 [D] |:F:n:WD_3:mug.c:44	(at logger.py:129) 
2019-03-02 02:05:46,921 [D] └:F:n:WD_3:mug.c:43	(at logger.py:129) 
2019-03-02 02:05:46,933 [D] -:F:n:WD_1:mug.c:44	(at logger.py:129) 
2019-03-02 02:05:46,946 [D] ┌:F:n:WD_2:mug.c:44	(at logger.py:129) 
2019-03-02 02:05:46,946 [D] └:F:n:WD_2:mug.c:43	(at logger.py:129) 
2019-03-02 02:05:46,959 [D] ┌:F:n:WD_3:mug.c:44	(at logger.py:129) 
2019-03-02 02:05:46,959 [D] |:F:n:WD_3:mug.c:43	(at logger.py:129) 
2019-03-02 02:05:46,959 [D] └:F:n:WD_3:mug.c:42	(at logger.py:129) 
2019-03-02 02:05:47,004 [D] -:C:n:WD_1:mug.c:43	(at logger.py:129) 
2019-03-02 02:05:47,017 [D] ┌:F:n:WD_2:mug.c:43	(at logger.py:129) 
2019-03-02 02:05:47,017 [D] └:F:n:WD_2:mug.c:42	(at logger.py:129) 
2019-03-02 02:05:47,029 [D] ┌:F:n:WD_3:mug.c:43	(at logger.py:129) 
2019-03-02 02:05:47,029 [D] |:F:n:WD_3:mug.c:42	(at logger.py:129) 
2019-03-02 02:05:47,029 [D] └:F:n:WD_3:mug.c:41	(at logger.py:129) 
2019-03-02 02:05:47,040 [D] -:F:n:WD_1:mug.c:42	(at logger.py:129) 
2019-03-02 02:05:47,052 [D] ┌:F:n:WD_2:mug.c:42	(at logger.py:129) 
2019-03-02 02:05:47,052 [D] └:F:n:WD_2:mug.c:41	(at logger.py:129) 
2019-03-02 02:05:47,113 [D] ┌:F:n:WD_3:mug.c:42	(at logger.py:129) 
2019-03-02 02:05:47,113 [D] |:F:n:WD_3:mug.c:41	(at logger.py:129) 
2019-03-02 02:05:47,113 [D] └:F:n:WD_3:mug.c:40	(at logger.py:129) 
2019-03-02 02:05:47,124 [D] -:F:n:WD_1:mug.c:41	(at logger.py:129) 
2019-03-02 02:05:47,135 [D] ┌:F:n:WD_2:mug.c:41	(at logger.py:129) 
2019-03-02 02:05:47,135 [D] └:F:n:WD_2:mug.c:40	(at logger.py:129) 
2019-03-02 02:05:47,146 [D] ┌:F:n:WD_3:mug.c:41	(at logger.py:129) 
2019-03-02 02:05:47,147 [D] |:F:n:WD_3:mug.c:40	(at logger.py:129) 
2019-03-02 02:05:47,147 [D] └:F:n:WD_3:mug.c:39	(at logger.py:129) 
2019-03-02 02:05:47,159 [D] -:F:n:WD_1:mug.c:40	(at logger.py:129) 
2019-03-02 02:05:47,169 [D] ┌:F:n:WD_2:mug.c:40	(at logger.py:129) 
2019-03-02 02:05:47,169 [D] └:F:n:WD_2:mug.c:39	(at logger.py:129) 
2019-03-02 02:05:47,182 [D] ┌:F:n:WD_3:mug.c:40	(at logger.py:129) 
2019-03-02 02:05:47,182 [D] |:F:n:WD_3:mug.c:39	(at logger.py:129) 
2019-03-02 02:05:47,182 [D] └:F:n:WD_3:mug.c:33	(at logger.py:129) 
2019-03-02 02:05:47,195 [D] -:F:n:WD_1:mug.c:39	(at logger.py:129) 
2019-03-02 02:05:47,230 [D] ┌:P:c:WD_2:mug.c:39	(at logger.py:129) 
2019-03-02 02:05:47,230 [D] └:P:c:WD_2:mug.c:33	(at logger.py:129) 
2019-03-02 02:05:47,230 [D]  : : :pass:mug.c:38	(at logger.py:129) 
2019-03-02 02:05:47,230 [D]  : : :pass:mug.c:37	(at logger.py:129) 
2019-03-02 02:05:47,230 [D]  : : :pass:mug.c:36	(at logger.py:129) 
2019-03-02 02:05:47,230 [D]  : : :pass:mug.c:35	(at logger.py:129) 
2019-03-02 02:05:47,230 [D]  : : :pass:mug.c:34	(at logger.py:129) 
2019-03-02 02:05:47,230 [D]  : : :pass:mug.c:33	(at logger.py:129) 
2019-03-02 02:05:47,230 [D]  : : :pass:mug.c:32	(at logger.py:129) 
2019-03-02 02:05:47,242 [D] -:F:n:WD_1:mug.c:31	(at logger.py:129) 
2019-03-02 02:05:47,253 [D] ┌:F:n:WD_2:mug.c:31	(at logger.py:129) 
2019-03-02 02:05:47,253 [D] └:F:n:WD_2:mug.c:30	(at logger.py:129) 
2019-03-02 02:05:47,298 [D] ┌:P:n:WD_3:mug.c:31	(at logger.py:129) 
2019-03-02 02:05:47,299 [D] |:P:n:WD_3:mug.c:30	(at logger.py:129) 
2019-03-02 02:05:47,299 [D] └:P:n:WD_3:mug.c:29	(at logger.py:129) 
2019-03-02 02:05:47,299 [D]  : : :pass:mug.c:30	(at logger.py:129) 
2019-03-02 02:05:47,299 [D]  : : :pass:mug.c:29	(at logger.py:129) 
2019-03-02 02:05:47,299 [D]  : : :pass:mug.c:28	(at logger.py:129) 
2019-03-02 02:05:47,338 [D] -:C:n:WD_1:mug.c:27	(at logger.py:129) 
2019-03-02 02:05:47,349 [D] ┌:F:n:WD_2:mug.c:27	(at logger.py:129) 
2019-03-02 02:05:47,349 [D] └:F:n:WD_2:mug.c:25	(at logger.py:129) 
2019-03-02 02:05:47,361 [D] ┌:F:n:WD_3:mug.c:27	(at logger.py:129) 
2019-03-02 02:05:47,361 [D] |:F:n:WD_3:mug.c:25	(at logger.py:129) 
2019-03-02 02:05:47,361 [D] └:F:n:WD_3:mug.c:24	(at logger.py:129) 
2019-03-02 02:05:47,361 [D]  : : :pass:mug.c:26	(at logger.py:129) 
2019-03-02 02:05:47,372 [D] -:F:n:WD_1:mug.c:25	(at logger.py:129) 
2019-03-02 02:05:47,385 [D] ┌:F:n:WD_2:mug.c:25	(at logger.py:129) 
2019-03-02 02:05:47,385 [D] └:F:n:WD_2:mug.c:24	(at logger.py:129) 
2019-03-02 02:05:47,397 [D] ┌:F:n:WD_3:mug.c:25	(at logger.py:129) 
2019-03-02 02:05:47,397 [D] |:F:n:WD_3:mug.c:24	(at logger.py:129) 
2019-03-02 02:05:47,397 [D] └:F:n:WD_3:mug.c:23	(at logger.py:129) 
2019-03-02 02:05:47,440 [D] -:P:n:WD_1:mug.c:24	(at logger.py:129) 
2019-03-02 02:05:47,450 [D] -:F:n:WD_1:mug.c:23	(at logger.py:129) 
2019-03-02 02:05:47,462 [D] ┌:F:n:WD_2:mug.c:23	(at logger.py:129) 
2019-03-02 02:05:47,463 [D] └:F:n:WD_2:mug.c:21	(at logger.py:129) 
2019-03-02 02:05:47,475 [D] ┌:F:n:WD_3:mug.c:23	(at logger.py:129) 
2019-03-02 02:05:47,475 [D] |:F:n:WD_3:mug.c:21	(at logger.py:129) 
2019-03-02 02:05:47,475 [D] └:F:n:WD_3:mug.c:20	(at logger.py:129) 
2019-03-02 02:05:47,475 [D]  : : :pass:mug.c:22	(at logger.py:129) 
2019-03-02 02:05:47,518 [D] -:C:n:WD_1:mug.c:21	(at logger.py:129) 
2019-03-02 02:05:47,530 [D] ┌:F:n:WD_2:mug.c:21	(at logger.py:129) 
2019-03-02 02:05:47,530 [D] └:F:n:WD_2:mug.c:20	(at logger.py:129) 
2019-03-02 02:05:47,541 [D] ┌:F:n:WD_3:mug.c:21	(at logger.py:129) 
2019-03-02 02:05:47,541 [D] |:F:n:WD_3:mug.c:20	(at logger.py:129) 
2019-03-02 02:05:47,541 [D] └:F:n:WD_3:mug.c:19	(at logger.py:129) 
2019-03-02 02:05:47,552 [D] -:F:n:WD_1:mug.c:20	(at logger.py:129) 
2019-03-02 02:05:47,566 [D] ┌:F:n:WD_2:mug.c:20	(at logger.py:129) 
2019-03-02 02:05:47,566 [D] └:F:n:WD_2:mug.c:19	(at logger.py:129) 
2019-03-02 02:05:47,577 [D] ┌:F:n:WD_3:mug.c:20	(at logger.py:129) 
2019-03-02 02:05:47,577 [D] |:F:n:WD_3:mug.c:19	(at logger.py:129) 
2019-03-02 02:05:47,578 [D] └:F:n:WD_3:mug.c:18	(at logger.py:129) 
2019-03-02 02:05:47,619 [D] -:C:n:WD_1:mug.c:19	(at logger.py:129) 
2019-03-02 02:05:47,632 [D] ┌:F:n:WD_2:mug.c:19	(at logger.py:129) 
2019-03-02 02:05:47,632 [D] └:F:n:WD_2:mug.c:18	(at logger.py:129) 
2019-03-02 02:05:47,644 [D] ┌:F:n:WD_3:mug.c:19	(at logger.py:129) 
2019-03-02 02:05:47,644 [D] |:F:n:WD_3:mug.c:18	(at logger.py:129) 
2019-03-02 02:05:47,644 [D] └:F:n:WD_3:mug.c:16	(at logger.py:129) 
2019-03-02 02:05:47,654 [D] -:F:n:WD_1:mug.c:18	(at logger.py:129) 
2019-03-02 02:05:47,666 [D] ┌:F:n:WD_2:mug.c:18	(at logger.py:129) 
2019-03-02 02:05:47,666 [D] └:F:n:WD_2:mug.c:16	(at logger.py:129) 
2019-03-02 02:05:47,678 [D] ┌:F:n:WD_3:mug.c:18	(at logger.py:129) 
2019-03-02 02:05:47,678 [D] |:F:n:WD_3:mug.c:16	(at logger.py:129) 
2019-03-02 02:05:47,678 [D] └:F:n:WD_3:mug.c:15	(at logger.py:129) 
2019-03-02 02:05:47,678 [D]  : : :pass:mug.c:17	(at logger.py:129) 
2019-03-02 02:05:47,723 [D] -:P:n:WD_1:mug.c:16	(at logger.py:129) 
2019-03-02 02:05:47,768 [D] -:C:n:WD_1:mug.c:15	(at logger.py:129) 
2019-03-02 02:05:47,779 [D] ┌:F:n:WD_2:mug.c:15	(at logger.py:129) 
2019-03-02 02:05:47,779 [D] └:F:n:WD_2:mug.c:13	(at logger.py:129) 
2019-03-02 02:05:47,791 [D] ┌:F:n:WD_3:mug.c:15	(at logger.py:129) 
2019-03-02 02:05:47,791 [D] |:F:n:WD_3:mug.c:13	(at logger.py:129) 
2019-03-02 02:05:47,791 [D] └:F:n:WD_3:mug.c:12	(at logger.py:129) 
2019-03-02 02:05:47,791 [D]  : : :pass:mug.c:14	(at logger.py:129) 
2019-03-02 02:05:47,802 [D] -:F:n:WD_1:mug.c:13	(at logger.py:129) 
2019-03-02 02:05:47,842 [D] ┌:F:n:WD_2:mug.c:13	(at logger.py:129) 
2019-03-02 02:05:47,842 [D] └:F:n:WD_2:mug.c:12	(at logger.py:129) 
2019-03-02 02:05:47,883 [D] ┌:F:n:WD_3:mug.c:13	(at logger.py:129) 
2019-03-02 02:05:47,883 [D] |:F:n:WD_3:mug.c:12	(at logger.py:129) 
2019-03-02 02:05:47,883 [D] └:F:n:WD_3:mug.c:11	(at logger.py:129) 
2019-03-02 02:05:47,896 [D] -:F:n:WD_1:mug.c:12	(at logger.py:129) 
2019-03-02 02:05:47,909 [D] ┌:F:n:WD_2:mug.c:12	(at logger.py:129) 
2019-03-02 02:05:47,909 [D] └:F:n:WD_2:mug.c:11	(at logger.py:129) 
2019-03-02 02:05:47,920 [D] ┌:F:n:WD_3:mug.c:12	(at logger.py:129) 
2019-03-02 02:05:47,920 [D] |:F:n:WD_3:mug.c:11	(at logger.py:129) 
2019-03-02 02:05:47,920 [D] └:F:n:WD_3:mug.c:10	(at logger.py:129) 
2019-03-02 02:05:47,955 [D] -:P:c:WD_1:mug.c:11	(at logger.py:129) 
2019-03-02 02:05:47,967 [D] -:F:n:WD_1:mug.c:10	(at logger.py:129) 
2019-03-02 02:05:47,980 [D] ┌:F:n:WD_2:mug.c:10	(at logger.py:129) 
2019-03-02 02:05:47,980 [D] └:F:n:WD_2:mug.c:9	(at logger.py:129) 
2019-03-02 02:05:47,991 [D] ┌:F:n:WD_3:mug.c:10	(at logger.py:129) 
2019-03-02 02:05:47,991 [D] |:F:n:WD_3:mug.c:9	(at logger.py:129) 
2019-03-02 02:05:47,991 [D] └:F:n:WD_3:mug.c:5	(at logger.py:129) 
2019-03-02 02:05:48,002 [D] -:F:n:WD_1:mug.c:9	(at logger.py:129) 
2019-03-02 02:05:48,015 [D] ┌:F:n:WD_2:mug.c:9	(at logger.py:129) 
2019-03-02 02:05:48,015 [D] └:F:n:WD_2:mug.c:5	(at logger.py:129) 
2019-03-02 02:05:48,026 [D] ┌:F:n:WD_3:mug.c:9	(at logger.py:129) 
2019-03-02 02:05:48,026 [D] |:F:n:WD_3:mug.c:5	(at logger.py:129) 
2019-03-02 02:05:48,026 [D] └:F:n:WD_3:mug.c:3	(at logger.py:129) 
2019-03-02 02:05:48,026 [D]  : : :pass:mug.c:8	(at logger.py:129) 
2019-03-02 02:05:48,027 [D]  : : :pass:mug.c:7	(at logger.py:129) 
2019-03-02 02:05:48,027 [D]  : : :pass:mug.c:6	(at logger.py:129) 
2019-03-02 02:05:48,037 [D] -:F:n:WD_1:mug.c:5	(at logger.py:129) 
2019-03-02 02:05:48,050 [D] ┌:F:n:WD_2:mug.c:5	(at logger.py:129) 
2019-03-02 02:05:48,050 [D] └:F:n:WD_2:mug.c:3	(at logger.py:129) 
2019-03-02 02:05:48,051 [D] ┌:F:n:WD_3:mug.c:5	(at logger.py:129) 
2019-03-02 02:05:48,051 [D] └:F:n:WD_3:mug.c:3	(at logger.py:129) 
2019-03-02 02:05:48,051 [D]  : : :pass:mug.c:4	(at logger.py:129) 
2019-03-02 02:05:48,063 [D] -:F:n:WD_1:mug.c:3	(at logger.py:129) 
2019-03-02 02:05:48,063 [D] -:F:n:WD_2:mug.c:3	(at logger.py:129) 
2019-03-02 02:05:48,063 [D] -:F:n:WD_3:mug.c:3	(at logger.py:129) 
2019-03-02 02:05:48,063 [D]  : : :pass:mug.c:2	(at logger.py:129) 
2019-03-02 02:05:48,063 [D]  : : :pass:mug.c:1	(at logger.py:129) 
2019-03-02 02:05:48,064 [D] comp_cached_cnt:5	(at logger.py:134) 
2019-03-02 02:05:48,064 [D] compile_cnt:103	(at logger.py:134) 
2019-03-02 02:05:48,064 [D] execute_cnt:14	(at logger.py:134) 
2019-03-02 02:05:48,064 [D] fail_del_cnt:13	(at logger.py:134) 
2019-03-02 02:05:48,064 [D] iter_idx:2	(at logger.py:134) 
2019-03-02 02:05:48,064 [D] reuse_cnt:6	(at logger.py:134) 
2019-03-02 02:05:48,064 [D] succ_del_cnt:7	(at logger.py:134) 
2019-03-02 02:05:48,064 [D] time:1.9160873889923096	(at logger.py:134) 
2019-03-02 02:05:48,064 [D] deletion:31	(at logger.py:136) 
