2019-03-02 02:05:48,065 [D]  : : :pass:mug.c:63	(at logger.py:129) 
2019-03-02 02:05:48,253 [D] ┌:F:n:WD_2:mug.c:56	(at logger.py:129) 
2019-03-02 02:05:48,254 [D] └:F:n:WD_2:mug.c:55	(at logger.py:129) 
2019-03-02 02:05:48,254 [D] ┌:F:n:WD_3:mug.c:56	(at logger.py:129) 
2019-03-02 02:05:48,254 [D] |:F:n:WD_3:mug.c:55	(at logger.py:129) 
2019-03-02 02:05:48,254 [D] └:F:n:WD_3:mug.c:53	(at logger.py:129) 
2019-03-02 02:05:48,267 [D] -:F:n:WD_1:mug.c:55	(at logger.py:129) 
2019-03-02 02:05:48,280 [D] ┌:F:n:WD_2:mug.c:55	(at logger.py:129) 
2019-03-02 02:05:48,280 [D] └:F:n:WD_2:mug.c:53	(at logger.py:129) 
2019-03-02 02:05:48,319 [D] ┌:P:n:WD_3:mug.c:55	(at logger.py:129) 
2019-03-02 02:05:48,319 [D] |:P:n:WD_3:mug.c:53	(at logger.py:129) 
2019-03-02 02:05:48,320 [D] └:P:n:WD_3:mug.c:52	(at logger.py:129) 
2019-03-02 02:05:48,320 [D]  : : :pass:mug.c:54	(at logger.py:129) 
2019-03-02 02:05:48,320 [D]  : : :pass:mug.c:53	(at logger.py:129) 
2019-03-02 02:05:48,320 [D]  : : :pass:mug.c:52	(at logger.py:129) 
2019-03-02 02:05:48,333 [D] -:F:n:WD_1:mug.c:51	(at logger.py:129) 
2019-03-02 02:05:48,346 [D] ┌:F:n:WD_2:mug.c:51	(at logger.py:129) 
2019-03-02 02:05:48,346 [D] └:F:n:WD_2:mug.c:50	(at logger.py:129) 
2019-03-02 02:05:48,357 [D] ┌:F:n:WD_3:mug.c:51	(at logger.py:129) 
2019-03-02 02:05:48,357 [D] |:F:n:WD_3:mug.c:50	(at logger.py:129) 
2019-03-02 02:05:48,357 [D] └:F:n:WD_3:mug.c:49	(at logger.py:129) 
2019-03-02 02:05:48,368 [D] -:F:n:WD_1:mug.c:50	(at logger.py:129) 
2019-03-02 02:05:48,380 [D] ┌:F:n:WD_2:mug.c:50	(at logger.py:129) 
2019-03-02 02:05:48,380 [D] └:F:n:WD_2:mug.c:49	(at logger.py:129) 
2019-03-02 02:05:48,421 [D] ┌:C:n:WD_3:mug.c:50	(at logger.py:129) 
2019-03-02 02:05:48,421 [D] |:C:n:WD_3:mug.c:49	(at logger.py:129) 
2019-03-02 02:05:48,421 [D] └:C:n:WD_3:mug.c:48	(at logger.py:129) 
2019-03-02 02:05:48,455 [D] -:C:c:WD_1:mug.c:49	(at logger.py:129) 
2019-03-02 02:05:48,467 [D] ┌:F:n:WD_2:mug.c:49	(at logger.py:129) 
2019-03-02 02:05:48,467 [D] └:F:n:WD_2:mug.c:48	(at logger.py:129) 
2019-03-02 02:05:48,467 [D] ┌:C:c:WD_3:mug.c:49	(at logger.py:129) 
2019-03-02 02:05:48,467 [D] |:C:c:WD_3:mug.c:48	(at logger.py:129) 
2019-03-02 02:05:48,467 [D] └:C:c:WD_3:mug.c:46	(at logger.py:129) 
2019-03-02 02:05:48,478 [D] -:F:n:WD_1:mug.c:48	(at logger.py:129) 
2019-03-02 02:05:48,510 [D] ┌:C:c:WD_2:mug.c:48	(at logger.py:129) 
2019-03-02 02:05:48,510 [D] └:C:c:WD_2:mug.c:46	(at logger.py:129) 
2019-03-02 02:05:48,551 [D] ┌:C:n:WD_3:mug.c:48	(at logger.py:129) 
2019-03-02 02:05:48,551 [D] |:C:n:WD_3:mug.c:46	(at logger.py:129) 
2019-03-02 02:05:48,551 [D] └:C:n:WD_3:mug.c:45	(at logger.py:129) 
2019-03-02 02:05:48,552 [D]  : : :pass:mug.c:47	(at logger.py:129) 
2019-03-02 02:05:48,563 [D] -:F:n:WD_1:mug.c:46	(at logger.py:129) 
2019-03-02 02:05:48,574 [D] ┌:F:n:WD_2:mug.c:46	(at logger.py:129) 
2019-03-02 02:05:48,574 [D] └:F:n:WD_2:mug.c:45	(at logger.py:129) 
2019-03-02 02:05:48,574 [D] ┌:C:c:WD_3:mug.c:46	(at logger.py:129) 
2019-03-02 02:05:48,574 [D] |:C:c:WD_3:mug.c:45	(at logger.py:129) 
2019-03-02 02:05:48,575 [D] └:C:c:WD_3:mug.c:44	(at logger.py:129) 
2019-03-02 02:05:48,619 [D] -:C:n:WD_1:mug.c:45	(at logger.py:129) 
2019-03-02 02:05:48,632 [D] ┌:F:n:WD_2:mug.c:45	(at logger.py:129) 
2019-03-02 02:05:48,632 [D] └:F:n:WD_2:mug.c:44	(at logger.py:129) 
2019-03-02 02:05:48,644 [D] ┌:F:n:WD_3:mug.c:45	(at logger.py:129) 
2019-03-02 02:05:48,644 [D] |:F:n:WD_3:mug.c:44	(at logger.py:129) 
2019-03-02 02:05:48,644 [D] └:F:n:WD_3:mug.c:43	(at logger.py:129) 
2019-03-02 02:05:48,654 [D] -:F:n:WD_1:mug.c:44	(at logger.py:129) 
2019-03-02 02:05:48,667 [D] ┌:F:n:WD_2:mug.c:44	(at logger.py:129) 
2019-03-02 02:05:48,667 [D] └:F:n:WD_2:mug.c:43	(at logger.py:129) 
2019-03-02 02:05:48,678 [D] ┌:F:n:WD_3:mug.c:44	(at logger.py:129) 
2019-03-02 02:05:48,678 [D] |:F:n:WD_3:mug.c:43	(at logger.py:129) 
2019-03-02 02:05:48,678 [D] └:F:n:WD_3:mug.c:42	(at logger.py:129) 
2019-03-02 02:05:48,719 [D] -:C:n:WD_1:mug.c:43	(at logger.py:129) 
2019-03-02 02:05:48,732 [D] ┌:F:n:WD_2:mug.c:43	(at logger.py:129) 
2019-03-02 02:05:48,732 [D] └:F:n:WD_2:mug.c:42	(at logger.py:129) 
2019-03-02 02:05:48,744 [D] ┌:F:n:WD_3:mug.c:43	(at logger.py:129) 
2019-03-02 02:05:48,744 [D] |:F:n:WD_3:mug.c:42	(at logger.py:129) 
2019-03-02 02:05:48,744 [D] └:F:n:WD_3:mug.c:41	(at logger.py:129) 
2019-03-02 02:05:48,754 [D] -:F:n:WD_1:mug.c:42	(at logger.py:129) 
2019-03-02 02:05:48,767 [D] ┌:F:n:WD_2:mug.c:42	(at logger.py:129) 
2019-03-02 02:05:48,767 [D] └:F:n:WD_2:mug.c:41	(at logger.py:129) 
2019-03-02 02:05:48,779 [D] ┌:F:n:WD_3:mug.c:42	(at logger.py:129) 
2019-03-02 02:05:48,779 [D] |:F:n:WD_3:mug.c:41	(at logger.py:129) 
2019-03-02 02:05:48,779 [D] └:F:n:WD_3:mug.c:40	(at logger.py:129) 
2019-03-02 02:05:48,790 [D] -:F:n:WD_1:mug.c:41	(at logger.py:129) 
2019-03-02 02:05:48,803 [D] ┌:F:n:WD_2:mug.c:41	(at logger.py:129) 
2019-03-02 02:05:48,803 [D] └:F:n:WD_2:mug.c:40	(at logger.py:129) 
2019-03-02 02:05:48,816 [D] ┌:F:n:WD_3:mug.c:41	(at logger.py:129) 
2019-03-02 02:05:48,816 [D] |:F:n:WD_3:mug.c:40	(at logger.py:129) 
2019-03-02 02:05:48,816 [D] └:F:n:WD_3:mug.c:27	(at logger.py:129) 
2019-03-02 02:05:48,828 [D] -:F:n:WD_1:mug.c:40	(at logger.py:129) 
2019-03-02 02:05:48,839 [D] ┌:F:n:WD_2:mug.c:40	(at logger.py:129) 
2019-03-02 02:05:48,839 [D] └:F:n:WD_2:mug.c:27	(at logger.py:129) 
2019-03-02 02:05:48,852 [D] ┌:F:n:WD_3:mug.c:40	(at logger.py:129) 
2019-03-02 02:05:48,852 [D] |:F:n:WD_3:mug.c:27	(at logger.py:129) 
2019-03-02 02:05:48,852 [D] └:F:n:WD_3:mug.c:25	(at logger.py:129) 
2019-03-02 02:05:48,852 [D]  : : :pass:mug.c:39	(at logger.py:129) 
2019-03-02 02:05:48,853 [D]  : : :pass:mug.c:38	(at logger.py:129) 
2019-03-02 02:05:48,853 [D]  : : :pass:mug.c:37	(at logger.py:129) 
2019-03-02 02:05:48,853 [D]  : : :pass:mug.c:36	(at logger.py:129) 
2019-03-02 02:05:48,853 [D]  : : :pass:mug.c:35	(at logger.py:129) 
2019-03-02 02:05:48,853 [D]  : : :pass:mug.c:34	(at logger.py:129) 
2019-03-02 02:05:48,853 [D]  : : :pass:mug.c:33	(at logger.py:129) 
2019-03-02 02:05:48,853 [D]  : : :pass:mug.c:32	(at logger.py:129) 
2019-03-02 02:05:48,853 [D]  : : :pass:mug.c:31	(at logger.py:129) 
2019-03-02 02:05:48,853 [D]  : : :pass:mug.c:30	(at logger.py:129) 
2019-03-02 02:05:48,853 [D]  : : :pass:mug.c:29	(at logger.py:129) 
2019-03-02 02:05:48,853 [D]  : : :pass:mug.c:28	(at logger.py:129) 
2019-03-02 02:05:48,898 [D] -:C:n:WD_1:mug.c:27	(at logger.py:129) 
2019-03-02 02:05:48,909 [D] ┌:F:n:WD_2:mug.c:27	(at logger.py:129) 
2019-03-02 02:05:48,909 [D] └:F:n:WD_2:mug.c:25	(at logger.py:129) 
2019-03-02 02:05:48,920 [D] ┌:F:n:WD_3:mug.c:27	(at logger.py:129) 
2019-03-02 02:05:48,920 [D] |:F:n:WD_3:mug.c:25	(at logger.py:129) 
2019-03-02 02:05:48,920 [D] └:F:n:WD_3:mug.c:23	(at logger.py:129) 
2019-03-02 02:05:48,920 [D]  : : :pass:mug.c:26	(at logger.py:129) 
2019-03-02 02:05:48,933 [D] -:F:n:WD_1:mug.c:25	(at logger.py:129) 
2019-03-02 02:05:48,944 [D] ┌:F:n:WD_2:mug.c:25	(at logger.py:129) 
2019-03-02 02:05:48,944 [D] └:F:n:WD_2:mug.c:23	(at logger.py:129) 
2019-03-02 02:05:48,954 [D] ┌:F:n:WD_3:mug.c:25	(at logger.py:129) 
2019-03-02 02:05:48,954 [D] |:F:n:WD_3:mug.c:23	(at logger.py:129) 
2019-03-02 02:05:48,954 [D] └:F:n:WD_3:mug.c:21	(at logger.py:129) 
2019-03-02 02:05:48,954 [D]  : : :pass:mug.c:24	(at logger.py:129) 
2019-03-02 02:05:48,966 [D] -:F:n:WD_1:mug.c:23	(at logger.py:129) 
2019-03-02 02:05:48,978 [D] ┌:F:n:WD_2:mug.c:23	(at logger.py:129) 
2019-03-02 02:05:48,978 [D] └:F:n:WD_2:mug.c:21	(at logger.py:129) 
2019-03-02 02:05:48,988 [D] ┌:F:n:WD_3:mug.c:23	(at logger.py:129) 
2019-03-02 02:05:48,989 [D] |:F:n:WD_3:mug.c:21	(at logger.py:129) 
2019-03-02 02:05:48,989 [D] └:F:n:WD_3:mug.c:20	(at logger.py:129) 
2019-03-02 02:05:48,989 [D]  : : :pass:mug.c:22	(at logger.py:129) 
2019-03-02 02:05:49,036 [D] -:C:n:WD_1:mug.c:21	(at logger.py:129) 
2019-03-02 02:05:49,049 [D] ┌:F:n:WD_2:mug.c:21	(at logger.py:129) 
2019-03-02 02:05:49,049 [D] └:F:n:WD_2:mug.c:20	(at logger.py:129) 
2019-03-02 02:05:49,061 [D] ┌:F:n:WD_3:mug.c:21	(at logger.py:129) 
2019-03-02 02:05:49,061 [D] |:F:n:WD_3:mug.c:20	(at logger.py:129) 
2019-03-02 02:05:49,061 [D] └:F:n:WD_3:mug.c:19	(at logger.py:129) 
2019-03-02 02:05:49,076 [D] -:F:n:WD_1:mug.c:20	(at logger.py:129) 
2019-03-02 02:05:49,087 [D] ┌:F:n:WD_2:mug.c:20	(at logger.py:129) 
2019-03-02 02:05:49,087 [D] └:F:n:WD_2:mug.c:19	(at logger.py:129) 
2019-03-02 02:05:49,100 [D] ┌:F:n:WD_3:mug.c:20	(at logger.py:129) 
2019-03-02 02:05:49,100 [D] |:F:n:WD_3:mug.c:19	(at logger.py:129) 
2019-03-02 02:05:49,100 [D] └:F:n:WD_3:mug.c:18	(at logger.py:129) 
2019-03-02 02:05:49,145 [D] -:C:n:WD_1:mug.c:19	(at logger.py:129) 
2019-03-02 02:05:49,155 [D] ┌:F:n:WD_2:mug.c:19	(at logger.py:129) 
2019-03-02 02:05:49,155 [D] └:F:n:WD_2:mug.c:18	(at logger.py:129) 
2019-03-02 02:05:49,168 [D] ┌:F:n:WD_3:mug.c:19	(at logger.py:129) 
2019-03-02 02:05:49,168 [D] |:F:n:WD_3:mug.c:18	(at logger.py:129) 
2019-03-02 02:05:49,168 [D] └:F:n:WD_3:mug.c:15	(at logger.py:129) 
2019-03-02 02:05:49,180 [D] -:F:n:WD_1:mug.c:18	(at logger.py:129) 
2019-03-02 02:05:49,192 [D] ┌:F:n:WD_2:mug.c:18	(at logger.py:129) 
2019-03-02 02:05:49,192 [D] └:F:n:WD_2:mug.c:15	(at logger.py:129) 
2019-03-02 02:05:49,204 [D] ┌:F:n:WD_3:mug.c:18	(at logger.py:129) 
2019-03-02 02:05:49,204 [D] |:F:n:WD_3:mug.c:15	(at logger.py:129) 
2019-03-02 02:05:49,204 [D] └:F:n:WD_3:mug.c:13	(at logger.py:129) 
2019-03-02 02:05:49,204 [D]  : : :pass:mug.c:17	(at logger.py:129) 
2019-03-02 02:05:49,204 [D]  : : :pass:mug.c:16	(at logger.py:129) 
2019-03-02 02:05:49,250 [D] -:C:n:WD_1:mug.c:15	(at logger.py:129) 
2019-03-02 02:05:49,261 [D] ┌:F:n:WD_2:mug.c:15	(at logger.py:129) 
2019-03-02 02:05:49,261 [D] └:F:n:WD_2:mug.c:13	(at logger.py:129) 
2019-03-02 02:05:49,272 [D] ┌:F:n:WD_3:mug.c:15	(at logger.py:129) 
2019-03-02 02:05:49,272 [D] |:F:n:WD_3:mug.c:13	(at logger.py:129) 
2019-03-02 02:05:49,272 [D] └:F:n:WD_3:mug.c:12	(at logger.py:129) 
2019-03-02 02:05:49,273 [D]  : : :pass:mug.c:14	(at logger.py:129) 
2019-03-02 02:05:49,286 [D] -:F:n:WD_1:mug.c:13	(at logger.py:129) 
2019-03-02 02:05:49,297 [D] ┌:F:n:WD_2:mug.c:13	(at logger.py:129) 
2019-03-02 02:05:49,297 [D] └:F:n:WD_2:mug.c:12	(at logger.py:129) 
2019-03-02 02:05:49,310 [D] ┌:F:n:WD_3:mug.c:13	(at logger.py:129) 
2019-03-02 02:05:49,310 [D] |:F:n:WD_3:mug.c:12	(at logger.py:129) 
2019-03-02 02:05:49,310 [D] └:F:n:WD_3:mug.c:10	(at logger.py:129) 
2019-03-02 02:05:49,321 [D] -:F:n:WD_1:mug.c:12	(at logger.py:129) 
2019-03-02 02:05:49,335 [D] ┌:F:n:WD_2:mug.c:12	(at logger.py:129) 
2019-03-02 02:05:49,335 [D] └:F:n:WD_2:mug.c:10	(at logger.py:129) 
2019-03-02 02:05:49,348 [D] ┌:F:n:WD_3:mug.c:12	(at logger.py:129) 
2019-03-02 02:05:49,348 [D] |:F:n:WD_3:mug.c:10	(at logger.py:129) 
2019-03-02 02:05:49,348 [D] └:F:n:WD_3:mug.c:9	(at logger.py:129) 
2019-03-02 02:05:49,348 [D]  : : :pass:mug.c:11	(at logger.py:129) 
2019-03-02 02:05:49,360 [D] -:F:n:WD_1:mug.c:10	(at logger.py:129) 
2019-03-02 02:05:49,371 [D] ┌:F:n:WD_2:mug.c:10	(at logger.py:129) 
2019-03-02 02:05:49,371 [D] └:F:n:WD_2:mug.c:9	(at logger.py:129) 
2019-03-02 02:05:49,385 [D] ┌:F:n:WD_3:mug.c:10	(at logger.py:129) 
2019-03-02 02:05:49,385 [D] |:F:n:WD_3:mug.c:9	(at logger.py:129) 
2019-03-02 02:05:49,385 [D] └:F:n:WD_3:mug.c:5	(at logger.py:129) 
2019-03-02 02:05:49,399 [D] -:F:n:WD_1:mug.c:9	(at logger.py:129) 
2019-03-02 02:05:49,410 [D] ┌:F:n:WD_2:mug.c:9	(at logger.py:129) 
2019-03-02 02:05:49,410 [D] └:F:n:WD_2:mug.c:5	(at logger.py:129) 
2019-03-02 02:05:49,420 [D] ┌:F:n:WD_3:mug.c:9	(at logger.py:129) 
2019-03-02 02:05:49,420 [D] |:F:n:WD_3:mug.c:5	(at logger.py:129) 
2019-03-02 02:05:49,420 [D] └:F:n:WD_3:mug.c:3	(at logger.py:129) 
2019-03-02 02:05:49,420 [D]  : : :pass:mug.c:8	(at logger.py:129) 
2019-03-02 02:05:49,420 [D]  : : :pass:mug.c:7	(at logger.py:129) 
2019-03-02 02:05:49,420 [D]  : : :pass:mug.c:6	(at logger.py:129) 
2019-03-02 02:05:49,433 [D] -:F:n:WD_1:mug.c:5	(at logger.py:129) 
2019-03-02 02:05:49,444 [D] ┌:F:n:WD_2:mug.c:5	(at logger.py:129) 
2019-03-02 02:05:49,445 [D] └:F:n:WD_2:mug.c:3	(at logger.py:129) 
2019-03-02 02:05:49,445 [D] ┌:F:n:WD_3:mug.c:5	(at logger.py:129) 
2019-03-02 02:05:49,445 [D] └:F:n:WD_3:mug.c:3	(at logger.py:129) 
2019-03-02 02:05:49,445 [D]  : : :pass:mug.c:4	(at logger.py:129) 
2019-03-02 02:05:49,455 [D] -:F:n:WD_1:mug.c:3	(at logger.py:129) 
2019-03-02 02:05:49,456 [D] -:F:n:WD_2:mug.c:3	(at logger.py:129) 
2019-03-02 02:05:49,456 [D] -:F:n:WD_3:mug.c:3	(at logger.py:129) 
2019-03-02 02:05:49,456 [D]  : : :pass:mug.c:2	(at logger.py:129) 
2019-03-02 02:05:49,456 [D]  : : :pass:mug.c:1	(at logger.py:129) 
2019-03-02 02:05:49,456 [D] comp_cached_cnt:6	(at logger.py:134) 
2019-03-02 02:05:49,456 [D] compile_cnt:84	(at logger.py:134) 
2019-03-02 02:05:49,456 [D] execute_cnt:10	(at logger.py:134) 
2019-03-02 02:05:49,456 [D] fail_del_cnt:13	(at logger.py:134) 
2019-03-02 02:05:49,456 [D] iter_idx:3	(at logger.py:134) 
2019-03-02 02:05:49,456 [D] reuse_cnt:4	(at logger.py:134) 
2019-03-02 02:05:49,456 [D] succ_del_cnt:1	(at logger.py:134) 
2019-03-02 02:05:49,456 [D] time:1.3913838863372803	(at logger.py:134) 
2019-03-02 02:05:49,456 [D] deletion:34	(at logger.py:136) 
