2019-03-02 02:05:49,457 [D]  : : :pass:mug.c:63	(at logger.py:129) 
2019-03-02 02:05:49,655 [D] └:F:n:WD_3:mug.c:41	(at logger.py:129) 
2019-03-02 02:05:49,655 [D] -:F:n:WD_1:mug.c:42	(at logger.py:129) 
2019-03-02 02:05:49,655 [D] ┌:F:n:WD_2:mug.c:42	(at logger.py:129) 
2019-03-02 02:05:49,655 [D] └:F:n:WD_2:mug.c:41	(at logger.py:129) 
2019-03-02 02:05:49,656 [D] ┌:F:n:WD_3:mug.c:42	(at logger.py:129) 
2019-03-02 02:05:49,656 [D] |:F:n:WD_3:mug.c:41	(at logger.py:129) 
2019-03-02 02:05:49,656 [D] └:F:n:WD_3:mug.c:40	(at logger.py:129) 
2019-03-02 02:05:49,656 [D] -:F:n:WD_1:mug.c:41	(at logger.py:129) 
2019-03-02 02:05:49,656 [D] ┌:F:n:WD_2:mug.c:41	(at logger.py:129) 
2019-03-02 02:05:49,656 [D] └:F:n:WD_2:mug.c:40	(at logger.py:129) 
2019-03-02 02:05:49,656 [D] ┌:F:n:WD_3:mug.c:41	(at logger.py:129) 
2019-03-02 02:05:49,656 [D] |:F:n:WD_3:mug.c:40	(at logger.py:129) 
2019-03-02 02:05:49,656 [D] └:F:n:WD_3:mug.c:27	(at logger.py:129) 
2019-03-02 02:05:49,656 [D] -:F:n:WD_1:mug.c:40	(at logger.py:129) 
2019-03-02 02:05:49,657 [D] ┌:F:n:WD_2:mug.c:40	(at logger.py:129) 
2019-03-02 02:05:49,657 [D] └:F:n:WD_2:mug.c:27	(at logger.py:129) 
2019-03-02 02:05:49,657 [D] ┌:F:n:WD_3:mug.c:40	(at logger.py:129) 
2019-03-02 02:05:49,657 [D] |:F:n:WD_3:mug.c:27	(at logger.py:129) 
2019-03-02 02:05:49,657 [D] └:F:n:WD_3:mug.c:25	(at logger.py:129) 
2019-03-02 02:05:49,657 [D]  : : :pass:mug.c:39	(at logger.py:129) 
2019-03-02 02:05:49,657 [D]  : : :pass:mug.c:38	(at logger.py:129) 
2019-03-02 02:05:49,657 [D]  : : :pass:mug.c:37	(at logger.py:129) 
2019-03-02 02:05:49,657 [D]  : : :pass:mug.c:36	(at logger.py:129) 
2019-03-02 02:05:49,657 [D]  : : :pass:mug.c:35	(at logger.py:129) 
2019-03-02 02:05:49,657 [D]  : : :pass:mug.c:34	(at logger.py:129) 
2019-03-02 02:05:49,657 [D]  : : :pass:mug.c:33	(at logger.py:129) 
2019-03-02 02:05:49,658 [D]  : : :pass:mug.c:32	(at logger.py:129) 
2019-03-02 02:05:49,658 [D]  : : :pass:mug.c:31	(at logger.py:129) 
2019-03-02 02:05:49,658 [D]  : : :pass:mug.c:30	(at logger.py:129) 
2019-03-02 02:05:49,658 [D]  : : :pass:mug.c:29	(at logger.py:129) 
2019-03-02 02:05:49,658 [D]  : : :pass:mug.c:28	(at logger.py:129) 
2019-03-02 02:05:49,658 [D] -:C:c:WD_1:mug.c:27	(at logger.py:129) 
2019-03-02 02:05:49,658 [D] ┌:F:n:WD_2:mug.c:27	(at logger.py:129) 
2019-03-02 02:05:49,658 [D] └:F:n:WD_2:mug.c:25	(at logger.py:129) 
2019-03-02 02:05:49,658 [D] ┌:F:n:WD_3:mug.c:27	(at logger.py:129) 
2019-03-02 02:05:49,658 [D] |:F:n:WD_3:mug.c:25	(at logger.py:129) 
2019-03-02 02:05:49,658 [D] └:F:n:WD_3:mug.c:23	(at logger.py:129) 
2019-03-02 02:05:49,659 [D]  : : :pass:mug.c:26	(at logger.py:129) 
2019-03-02 02:05:49,659 [D] -:F:n:WD_1:mug.c:25	(at logger.py:129) 
2019-03-02 02:05:49,659 [D] ┌:F:n:WD_2:mug.c:25	(at logger.py:129) 
2019-03-02 02:05:49,659 [D] └:F:n:WD_2:mug.c:23	(at logger.py:129) 
2019-03-02 02:05:49,659 [D] ┌:F:n:WD_3:mug.c:25	(at logger.py:129) 
2019-03-02 02:05:49,659 [D] |:F:n:WD_3:mug.c:23	(at logger.py:129) 
2019-03-02 02:05:49,659 [D] └:F:n:WD_3:mug.c:21	(at logger.py:129) 
2019-03-02 02:05:49,659 [D]  : : :pass:mug.c:24	(at logger.py:129) 
2019-03-02 02:05:49,659 [D] -:F:n:WD_1:mug.c:23	(at logger.py:129) 
2019-03-02 02:05:49,659 [D] ┌:F:n:WD_2:mug.c:23	(at logger.py:129) 
2019-03-02 02:05:49,659 [D] └:F:n:WD_2:mug.c:21	(at logger.py:129) 
2019-03-02 02:05:49,660 [D] ┌:F:n:WD_3:mug.c:23	(at logger.py:129) 
2019-03-02 02:05:49,660 [D] |:F:n:WD_3:mug.c:21	(at logger.py:129) 
2019-03-02 02:05:49,660 [D] └:F:n:WD_3:mug.c:20	(at logger.py:129) 
2019-03-02 02:05:49,660 [D]  : : :pass:mug.c:22	(at logger.py:129) 
2019-03-02 02:05:49,660 [D] -:C:c:WD_1:mug.c:21	(at logger.py:129) 
2019-03-02 02:05:49,660 [D] ┌:F:n:WD_2:mug.c:21	(at logger.py:129) 
2019-03-02 02:05:49,660 [D] └:F:n:WD_2:mug.c:20	(at logger.py:129) 
2019-03-02 02:05:49,660 [D] ┌:F:n:WD_3:mug.c:21	(at logger.py:129) 
2019-03-02 02:05:49,660 [D] |:F:n:WD_3:mug.c:20	(at logger.py:129) 
2019-03-02 02:05:49,660 [D] └:F:n:WD_3:mug.c:19	(at logger.py:129) 
2019-03-02 02:05:49,660 [D] -:F:n:WD_1:mug.c:20	(at logger.py:129) 
2019-03-02 02:05:49,661 [D] ┌:F:n:WD_2:mug.c:20	(at logger.py:129) 
2019-03-02 02:05:49,661 [D] └:F:n:WD_2:mug.c:19	(at logger.py:129) 
2019-03-02 02:05:49,661 [D] ┌:F:n:WD_3:mug.c:20	(at logger.py:129) 
2019-03-02 02:05:49,661 [D] |:F:n:WD_3:mug.c:19	(at logger.py:129) 
2019-03-02 02:05:49,661 [D] └:F:n:WD_3:mug.c:18	(at logger.py:129) 
2019-03-02 02:05:49,661 [D] -:C:c:WD_1:mug.c:19	(at logger.py:129) 
2019-03-02 02:05:49,661 [D] ┌:F:n:WD_2:mug.c:19	(at logger.py:129) 
2019-03-02 02:05:49,661 [D] └:F:n:WD_2:mug.c:18	(at logger.py:129) 
2019-03-02 02:05:49,661 [D] ┌:F:n:WD_3:mug.c:19	(at logger.py:129) 
2019-03-02 02:05:49,661 [D] |:F:n:WD_3:mug.c:18	(at logger.py:129) 
2019-03-02 02:05:49,661 [D] └:F:n:WD_3:mug.c:15	(at logger.py:129) 
2019-03-02 02:05:49,661 [D] -:F:n:WD_1:mug.c:18	(at logger.py:129) 
2019-03-02 02:05:49,662 [D] ┌:F:n:WD_2:mug.c:18	(at logger.py:129) 
2019-03-02 02:05:49,662 [D] └:F:n:WD_2:mug.c:15	(at logger.py:129) 
2019-03-02 02:05:49,662 [D] ┌:F:n:WD_3:mug.c:18	(at logger.py:129) 
2019-03-02 02:05:49,662 [D] |:F:n:WD_3:mug.c:15	(at logger.py:129) 
2019-03-02 02:05:49,662 [D] └:F:n:WD_3:mug.c:13	(at logger.py:129) 
2019-03-02 02:05:49,662 [D]  : : :pass:mug.c:17	(at logger.py:129) 
2019-03-02 02:05:49,662 [D]  : : :pass:mug.c:16	(at logger.py:129) 
2019-03-02 02:05:49,662 [D] -:C:c:WD_1:mug.c:15	(at logger.py:129) 
2019-03-02 02:05:49,663 [D] ┌:F:n:WD_2:mug.c:15	(at logger.py:129) 
2019-03-02 02:05:49,663 [D] └:F:n:WD_2:mug.c:13	(at logger.py:129) 
2019-03-02 02:05:49,663 [D] ┌:F:n:WD_3:mug.c:15	(at logger.py:129) 
2019-03-02 02:05:49,663 [D] |:F:n:WD_3:mug.c:13	(at logger.py:129) 
2019-03-02 02:05:49,663 [D] └:F:n:WD_3:mug.c:12	(at logger.py:129) 
2019-03-02 02:05:49,663 [D]  : : :pass:mug.c:14	(at logger.py:129) 
2019-03-02 02:05:49,663 [D] -:F:n:WD_1:mug.c:13	(at logger.py:129) 
2019-03-02 02:05:49,663 [D] ┌:F:n:WD_2:mug.c:13	(at logger.py:129) 
2019-03-02 02:05:49,663 [D] └:F:n:WD_2:mug.c:12	(at logger.py:129) 
2019-03-02 02:05:49,663 [D] ┌:F:n:WD_3:mug.c:13	(at logger.py:129) 
2019-03-02 02:05:49,663 [D] |:F:n:WD_3:mug.c:12	(at logger.py:129) 
2019-03-02 02:05:49,663 [D] └:F:n:WD_3:mug.c:10	(at logger.py:129) 
2019-03-02 02:05:49,663 [D] -:F:n:WD_1:mug.c:12	(at logger.py:129) 
2019-03-02 02:05:49,664 [D] ┌:F:n:WD_2:mug.c:12	(at logger.py:129) 
2019-03-02 02:05:49,664 [D] └:F:n:WD_2:mug.c:10	(at logger.py:129) 
2019-03-02 02:05:49,664 [D] ┌:F:n:WD_3:mug.c:12	(at logger.py:129) 
2019-03-02 02:05:49,664 [D] |:F:n:WD_3:mug.c:10	(at logger.py:129) 
2019-03-02 02:05:49,664 [D] └:F:n:WD_3:mug.c:9	(at logger.py:129) 
2019-03-02 02:05:49,664 [D]  : : :pass:mug.c:11	(at logger.py:129) 
2019-03-02 02:05:49,664 [D] -:F:n:WD_1:mug.c:10	(at logger.py:129) 
2019-03-02 02:05:49,664 [D] ┌:F:n:WD_2:mug.c:10	(at logger.py:129) 
2019-03-02 02:05:49,664 [D] └:F:n:WD_2:mug.c:9	(at logger.py:129) 
2019-03-02 02:05:49,664 [D] ┌:F:n:WD_3:mug.c:10	(at logger.py:129) 
2019-03-02 02:05:49,664 [D] |:F:n:WD_3:mug.c:9	(at logger.py:129) 
2019-03-02 02:05:49,664 [D] └:F:n:WD_3:mug.c:5	(at logger.py:129) 
2019-03-02 02:05:49,665 [D] -:F:n:WD_1:mug.c:9	(at logger.py:129) 
2019-03-02 02:05:49,665 [D] ┌:F:n:WD_2:mug.c:9	(at logger.py:129) 
2019-03-02 02:05:49,665 [D] └:F:n:WD_2:mug.c:5	(at logger.py:129) 
2019-03-02 02:05:49,665 [D] ┌:F:n:WD_3:mug.c:9	(at logger.py:129) 
2019-03-02 02:05:49,665 [D] |:F:n:WD_3:mug.c:5	(at logger.py:129) 
2019-03-02 02:05:49,665 [D] └:F:n:WD_3:mug.c:3	(at logger.py:129) 
2019-03-02 02:05:49,665 [D]  : : :pass:mug.c:8	(at logger.py:129) 
2019-03-02 02:05:49,665 [D]  : : :pass:mug.c:7	(at logger.py:129) 
2019-03-02 02:05:49,665 [D]  : : :pass:mug.c:6	(at logger.py:129) 
2019-03-02 02:05:49,665 [D] -:F:n:WD_1:mug.c:5	(at logger.py:129) 
2019-03-02 02:05:49,665 [D] ┌:F:n:WD_2:mug.c:5	(at logger.py:129) 
2019-03-02 02:05:49,665 [D] └:F:n:WD_2:mug.c:3	(at logger.py:129) 
2019-03-02 02:05:49,666 [D] ┌:F:n:WD_3:mug.c:5	(at logger.py:129) 
2019-03-02 02:05:49,666 [D] └:F:n:WD_3:mug.c:3	(at logger.py:129) 
2019-03-02 02:05:49,666 [D]  : : :pass:mug.c:4	(at logger.py:129) 
2019-03-02 02:05:49,666 [D] -:F:n:WD_1:mug.c:3	(at logger.py:129) 
2019-03-02 02:05:49,666 [D] -:F:n:WD_2:mug.c:3	(at logger.py:129) 
2019-03-02 02:05:49,666 [D] -:F:n:WD_3:mug.c:3	(at logger.py:129) 
2019-03-02 02:05:49,666 [D]  : : :pass:mug.c:2	(at logger.py:129) 
2019-03-02 02:05:49,666 [D]  : : :pass:mug.c:1	(at logger.py:129) 
2019-03-02 02:05:49,666 [D] comp_cached_cnt:75	(at logger.py:134) 
2019-03-02 02:05:49,666 [D] compile_cnt:12	(at logger.py:134) 
2019-03-02 02:05:49,666 [D] execute_cnt:1	(at logger.py:134) 
2019-03-02 02:05:49,666 [D] fail_del_cnt:13	(at logger.py:134) 
2019-03-02 02:05:49,666 [D] iter_idx:4	(at logger.py:134) 
2019-03-02 02:05:49,666 [D] reuse_cnt:12	(at logger.py:134) 
2019-03-02 02:05:49,666 [D] succ_del_cnt:0	(at logger.py:134) 
2019-03-02 02:05:49,667 [D] time:0.20899724960327148	(at logger.py:134) 
2019-03-02 02:05:49,667 [D] deletion:34	(at logger.py:136) 
