2019-03-02 02:05:07,604 [D] -:F:n:WD_1:mug.c:63	(at logger.py:129) 
2019-03-02 02:05:08,473 [D] ┌:F:n:WD_2:mug.c:52	(at logger.py:129) 
2019-03-02 02:05:08,473 [D] └:F:n:WD_2:mug.c:51	(at logger.py:129) 
2019-03-02 02:05:08,490 [D] ┌:F:n:WD_3:mug.c:52	(at logger.py:129) 
2019-03-02 02:05:08,490 [D] |:F:n:WD_3:mug.c:51	(at logger.py:129) 
2019-03-02 02:05:08,490 [D] └:F:n:WD_3:mug.c:50	(at logger.py:129) 
2019-03-02 02:05:08,507 [D] -:F:n:WD_1:mug.c:51	(at logger.py:129) 
2019-03-02 02:05:08,524 [D] ┌:F:n:WD_2:mug.c:51	(at logger.py:129) 
2019-03-02 02:05:08,524 [D] └:F:n:WD_2:mug.c:50	(at logger.py:129) 
2019-03-02 02:05:08,543 [D] ┌:F:n:WD_3:mug.c:51	(at logger.py:129) 
2019-03-02 02:05:08,543 [D] |:F:n:WD_3:mug.c:50	(at logger.py:129) 
2019-03-02 02:05:08,543 [D] └:F:n:WD_3:mug.c:49	(at logger.py:129) 
2019-03-02 02:05:08,559 [D] -:F:n:WD_1:mug.c:50	(at logger.py:129) 
2019-03-02 02:05:08,575 [D] ┌:F:n:WD_2:mug.c:50	(at logger.py:129) 
2019-03-02 02:05:08,575 [D] └:F:n:WD_2:mug.c:49	(at logger.py:129) 
2019-03-02 02:05:08,591 [D] ┌:F:n:WD_3:mug.c:50	(at logger.py:129) 
2019-03-02 02:05:08,591 [D] |:F:n:WD_3:mug.c:49	(at logger.py:129) 
2019-03-02 02:05:08,591 [D] └:F:n:WD_3:mug.c:48	(at logger.py:129) 
2019-03-02 02:05:08,638 [D] -:C:n:WD_1:mug.c:49	(at logger.py:129) 
2019-03-02 02:05:08,656 [D] ┌:F:n:WD_2:mug.c:49	(at logger.py:129) 
2019-03-02 02:05:08,656 [D] └:F:n:WD_2:mug.c:48	(at logger.py:129) 
2019-03-02 02:05:08,671 [D] ┌:F:n:WD_3:mug.c:49	(at logger.py:129) 
2019-03-02 02:05:08,671 [D] |:F:n:WD_3:mug.c:48	(at logger.py:129) 
2019-03-02 02:05:08,671 [D] └:F:n:WD_3:mug.c:47	(at logger.py:129) 
2019-03-02 02:05:08,686 [D] -:F:n:WD_1:mug.c:48	(at logger.py:129) 
2019-03-02 02:05:08,703 [D] ┌:F:n:WD_2:mug.c:48	(at logger.py:129) 
2019-03-02 02:05:08,703 [D] └:F:n:WD_2:mug.c:47	(at logger.py:129) 
2019-03-02 02:05:08,746 [D] ┌:C:c:WD_3:mug.c:48	(at logger.py:129) 
2019-03-02 02:05:08,746 [D] |:C:c:WD_3:mug.c:47	(at logger.py:129) 
2019-03-02 02:05:08,746 [D] └:C:c:WD_3:mug.c:46	(at logger.py:129) 
2019-03-02 02:05:08,780 [D] -:P:c:WD_1:mug.c:47	(at logger.py:129) 
2019-03-02 02:05:08,795 [D] -:F:n:WD_1:mug.c:46	(at logger.py:129) 
2019-03-02 02:05:08,811 [D] ┌:F:n:WD_2:mug.c:46	(at logger.py:129) 
2019-03-02 02:05:08,811 [D] └:F:n:WD_2:mug.c:45	(at logger.py:129) 
2019-03-02 02:05:08,859 [D] ┌:C:n:WD_3:mug.c:46	(at logger.py:129) 
2019-03-02 02:05:08,859 [D] |:C:n:WD_3:mug.c:45	(at logger.py:129) 
2019-03-02 02:05:08,859 [D] └:C:n:WD_3:mug.c:44	(at logger.py:129) 
2019-03-02 02:05:08,907 [D] -:C:n:WD_1:mug.c:45	(at logger.py:129) 
2019-03-02 02:05:08,923 [D] ┌:F:n:WD_2:mug.c:45	(at logger.py:129) 
2019-03-02 02:05:08,923 [D] └:F:n:WD_2:mug.c:44	(at logger.py:129) 
2019-03-02 02:05:08,939 [D] ┌:F:n:WD_3:mug.c:45	(at logger.py:129) 
2019-03-02 02:05:08,939 [D] |:F:n:WD_3:mug.c:44	(at logger.py:129) 
2019-03-02 02:05:08,939 [D] └:F:n:WD_3:mug.c:43	(at logger.py:129) 
2019-03-02 02:05:08,955 [D] -:F:n:WD_1:mug.c:44	(at logger.py:129) 
2019-03-02 02:05:09,004 [D] ┌:F:n:WD_2:mug.c:44	(at logger.py:129) 
2019-03-02 02:05:09,004 [D] └:F:n:WD_2:mug.c:43	(at logger.py:129) 
2019-03-02 02:05:09,044 [D] ┌:F:n:WD_3:mug.c:44	(at logger.py:129) 
2019-03-02 02:05:09,044 [D] |:F:n:WD_3:mug.c:43	(at logger.py:129) 
2019-03-02 02:05:09,044 [D] └:F:n:WD_3:mug.c:42	(at logger.py:129) 
2019-03-02 02:05:09,150 [D] -:C:n:WD_1:mug.c:43	(at logger.py:129) 
2019-03-02 02:05:09,167 [D] ┌:F:n:WD_2:mug.c:43	(at logger.py:129) 
2019-03-02 02:05:09,167 [D] └:F:n:WD_2:mug.c:42	(at logger.py:129) 
2019-03-02 02:05:09,183 [D] ┌:F:n:WD_3:mug.c:43	(at logger.py:129) 
2019-03-02 02:05:09,183 [D] |:F:n:WD_3:mug.c:42	(at logger.py:129) 
2019-03-02 02:05:09,183 [D] └:F:n:WD_3:mug.c:41	(at logger.py:129) 
2019-03-02 02:05:09,318 [D] -:F:n:WD_1:mug.c:42	(at logger.py:129) 
2019-03-02 02:05:09,411 [D] ┌:F:n:WD_2:mug.c:42	(at logger.py:129) 
2019-03-02 02:05:09,411 [D] └:F:n:WD_2:mug.c:41	(at logger.py:129) 
2019-03-02 02:05:09,449 [D] ┌:F:n:WD_3:mug.c:42	(at logger.py:129) 
2019-03-02 02:05:09,449 [D] |:F:n:WD_3:mug.c:41	(at logger.py:129) 
2019-03-02 02:05:09,449 [D] └:F:n:WD_3:mug.c:40	(at logger.py:129) 
2019-03-02 02:05:09,465 [D] -:F:n:WD_1:mug.c:41	(at logger.py:129) 
2019-03-02 02:05:09,480 [D] ┌:F:n:WD_2:mug.c:41	(at logger.py:129) 
2019-03-02 02:05:09,480 [D] └:F:n:WD_2:mug.c:40	(at logger.py:129) 
2019-03-02 02:05:09,496 [D] ┌:F:n:WD_3:mug.c:41	(at logger.py:129) 
2019-03-02 02:05:09,497 [D] |:F:n:WD_3:mug.c:40	(at logger.py:129) 
2019-03-02 02:05:09,497 [D] └:F:n:WD_3:mug.c:39	(at logger.py:129) 
2019-03-02 02:05:09,514 [D] -:F:n:WD_1:mug.c:40	(at logger.py:129) 
2019-03-02 02:05:09,529 [D] ┌:F:n:WD_2:mug.c:40	(at logger.py:129) 
2019-03-02 02:05:09,529 [D] └:F:n:WD_2:mug.c:39	(at logger.py:129) 
2019-03-02 02:05:09,545 [D] ┌:F:n:WD_3:mug.c:40	(at logger.py:129) 
2019-03-02 02:05:09,545 [D] |:F:n:WD_3:mug.c:39	(at logger.py:129) 
2019-03-02 02:05:09,545 [D] └:F:n:WD_3:mug.c:38	(at logger.py:129) 
2019-03-02 02:05:09,561 [D] -:F:n:WD_1:mug.c:39	(at logger.py:129) 
2019-03-02 02:05:09,576 [D] ┌:F:n:WD_2:mug.c:39	(at logger.py:129) 
2019-03-02 02:05:09,577 [D] └:F:n:WD_2:mug.c:38	(at logger.py:129) 
2019-03-02 02:05:09,594 [D] ┌:F:n:WD_3:mug.c:39	(at logger.py:129) 
2019-03-02 02:05:09,594 [D] |:F:n:WD_3:mug.c:38	(at logger.py:129) 
2019-03-02 02:05:09,594 [D] └:F:n:WD_3:mug.c:37	(at logger.py:129) 
2019-03-02 02:05:09,640 [D] -:P:n:WD_1:mug.c:38	(at logger.py:129) 
2019-03-02 02:05:09,660 [D] -:F:n:WD_1:mug.c:37	(at logger.py:129) 
2019-03-02 02:05:09,676 [D] ┌:F:n:WD_2:mug.c:37	(at logger.py:129) 
2019-03-02 02:05:09,676 [D] └:F:n:WD_2:mug.c:36	(at logger.py:129) 
2019-03-02 02:05:09,712 [D] ┌:P:c:WD_3:mug.c:37	(at logger.py:129) 
2019-03-02 02:05:09,712 [D] |:P:c:WD_3:mug.c:36	(at logger.py:129) 
2019-03-02 02:05:09,712 [D] └:P:c:WD_3:mug.c:35	(at logger.py:129) 
2019-03-02 02:05:09,712 [D]  : : :pass:mug.c:36	(at logger.py:129) 
2019-03-02 02:05:09,713 [D]  : : :pass:mug.c:35	(at logger.py:129) 
2019-03-02 02:05:09,763 [D] -:P:n:WD_1:mug.c:34	(at logger.py:129) 
2019-03-02 02:05:09,778 [D] -:F:n:WD_1:mug.c:33	(at logger.py:129) 
2019-03-02 02:05:09,795 [D] ┌:F:n:WD_2:mug.c:33	(at logger.py:129) 
2019-03-02 02:05:09,795 [D] └:F:n:WD_2:mug.c:32	(at logger.py:129) 
2019-03-02 02:05:09,811 [D] ┌:F:n:WD_3:mug.c:33	(at logger.py:129) 
2019-03-02 02:05:09,812 [D] |:F:n:WD_3:mug.c:32	(at logger.py:129) 
2019-03-02 02:05:09,812 [D] └:F:n:WD_3:mug.c:31	(at logger.py:129) 
2019-03-02 02:05:09,849 [D] -:P:c:WD_1:mug.c:32	(at logger.py:129) 
2019-03-02 02:05:09,897 [D] -:F:n:WD_1:mug.c:31	(at logger.py:129) 
2019-03-02 02:05:09,919 [D] ┌:F:n:WD_2:mug.c:31	(at logger.py:129) 
2019-03-02 02:05:09,919 [D] └:F:n:WD_2:mug.c:30	(at logger.py:129) 
2019-03-02 02:05:09,965 [D] ┌:F:n:WD_3:mug.c:31	(at logger.py:129) 
2019-03-02 02:05:09,965 [D] |:F:n:WD_3:mug.c:30	(at logger.py:129) 
2019-03-02 02:05:09,966 [D] └:F:n:WD_3:mug.c:29	(at logger.py:129) 
2019-03-02 02:05:09,983 [D] -:F:n:WD_1:mug.c:30	(at logger.py:129) 
2019-03-02 02:05:10,000 [D] ┌:F:n:WD_2:mug.c:30	(at logger.py:129) 
2019-03-02 02:05:10,000 [D] └:F:n:WD_2:mug.c:29	(at logger.py:129) 
2019-03-02 02:05:10,017 [D] ┌:F:n:WD_3:mug.c:30	(at logger.py:129) 
2019-03-02 02:05:10,017 [D] |:F:n:WD_3:mug.c:29	(at logger.py:129) 
2019-03-02 02:05:10,017 [D] └:F:n:WD_3:mug.c:28	(at logger.py:129) 
2019-03-02 02:05:10,034 [D] -:F:n:WD_1:mug.c:29	(at logger.py:129) 
2019-03-02 02:05:10,050 [D] ┌:F:n:WD_2:mug.c:29	(at logger.py:129) 
2019-03-02 02:05:10,050 [D] └:F:n:WD_2:mug.c:28	(at logger.py:129) 
2019-03-02 02:05:10,066 [D] ┌:F:n:WD_3:mug.c:29	(at logger.py:129) 
2019-03-02 02:05:10,066 [D] |:F:n:WD_3:mug.c:28	(at logger.py:129) 
2019-03-02 02:05:10,066 [D] └:F:n:WD_3:mug.c:27	(at logger.py:129) 
2019-03-02 02:05:10,116 [D] -:P:n:WD_1:mug.c:28	(at logger.py:129) 
2019-03-02 02:05:10,131 [D] -:F:n:WD_1:mug.c:27	(at logger.py:129) 
2019-03-02 02:05:10,146 [D] ┌:F:n:WD_2:mug.c:27	(at logger.py:129) 
2019-03-02 02:05:10,146 [D] └:F:n:WD_2:mug.c:26	(at logger.py:129) 
2019-03-02 02:05:10,160 [D] ┌:F:n:WD_3:mug.c:27	(at logger.py:129) 
2019-03-02 02:05:10,161 [D] |:F:n:WD_3:mug.c:26	(at logger.py:129) 
2019-03-02 02:05:10,161 [D] └:F:n:WD_3:mug.c:25	(at logger.py:129) 
2019-03-02 02:05:10,504 [D] -:C:n:WD_1:mug.c:26	(at logger.py:129) 
2019-03-02 02:05:10,520 [D] ┌:F:n:WD_2:mug.c:26	(at logger.py:129) 
2019-03-02 02:05:10,520 [D] └:F:n:WD_2:mug.c:25	(at logger.py:129) 
2019-03-02 02:05:10,535 [D] ┌:F:n:WD_3:mug.c:26	(at logger.py:129) 
2019-03-02 02:05:10,535 [D] |:F:n:WD_3:mug.c:25	(at logger.py:129) 
2019-03-02 02:05:10,535 [D] └:F:n:WD_3:mug.c:24	(at logger.py:129) 
2019-03-02 02:05:10,550 [D] -:F:n:WD_1:mug.c:25	(at logger.py:129) 
2019-03-02 02:05:10,565 [D] ┌:F:n:WD_2:mug.c:25	(at logger.py:129) 
2019-03-02 02:05:10,565 [D] └:F:n:WD_2:mug.c:24	(at logger.py:129) 
2019-03-02 02:05:10,580 [D] ┌:F:n:WD_3:mug.c:25	(at logger.py:129) 
2019-03-02 02:05:10,580 [D] |:F:n:WD_3:mug.c:24	(at logger.py:129) 
2019-03-02 02:05:10,580 [D] └:F:n:WD_3:mug.c:23	(at logger.py:129) 
2019-03-02 02:05:10,625 [D] -:C:n:WD_1:mug.c:24	(at logger.py:129) 
2019-03-02 02:05:10,661 [D] ┌:C:c:WD_2:mug.c:24	(at logger.py:129) 
2019-03-02 02:05:10,661 [D] └:C:c:WD_2:mug.c:23	(at logger.py:129) 
2019-03-02 02:05:10,706 [D] ┌:C:n:WD_3:mug.c:24	(at logger.py:129) 
2019-03-02 02:05:10,706 [D] |:C:n:WD_3:mug.c:23	(at logger.py:129) 
2019-03-02 02:05:10,706 [D] └:C:n:WD_3:mug.c:22	(at logger.py:129) 
2019-03-02 02:05:10,746 [D] -:P:c:WD_1:mug.c:23	(at logger.py:129) 
2019-03-02 02:05:10,789 [D] -:C:n:WD_1:mug.c:22	(at logger.py:129) 
2019-03-02 02:05:10,836 [D] ┌:C:n:WD_2:mug.c:22	(at logger.py:129) 
2019-03-02 02:05:10,836 [D] └:C:n:WD_2:mug.c:21	(at logger.py:129) 
2019-03-02 02:05:10,852 [D] ┌:F:n:WD_3:mug.c:22	(at logger.py:129) 
2019-03-02 02:05:10,852 [D] |:F:n:WD_3:mug.c:21	(at logger.py:129) 
2019-03-02 02:05:10,852 [D] └:F:n:WD_3:mug.c:20	(at logger.py:129) 
2019-03-02 02:05:10,899 [D] -:C:n:WD_1:mug.c:21	(at logger.py:129) 
2019-03-02 02:05:10,914 [D] ┌:F:n:WD_2:mug.c:21	(at logger.py:129) 
2019-03-02 02:05:10,914 [D] └:F:n:WD_2:mug.c:20	(at logger.py:129) 
2019-03-02 02:05:10,930 [D] ┌:F:n:WD_3:mug.c:21	(at logger.py:129) 
2019-03-02 02:05:10,931 [D] |:F:n:WD_3:mug.c:20	(at logger.py:129) 
2019-03-02 02:05:10,931 [D] └:F:n:WD_3:mug.c:19	(at logger.py:129) 
2019-03-02 02:05:10,947 [D] -:F:n:WD_1:mug.c:20	(at logger.py:129) 
2019-03-02 02:05:10,963 [D] ┌:F:n:WD_2:mug.c:20	(at logger.py:129) 
2019-03-02 02:05:10,963 [D] └:F:n:WD_2:mug.c:19	(at logger.py:129) 
2019-03-02 02:05:10,980 [D] ┌:F:n:WD_3:mug.c:20	(at logger.py:129) 
2019-03-02 02:05:10,980 [D] |:F:n:WD_3:mug.c:19	(at logger.py:129) 
2019-03-02 02:05:10,980 [D] └:F:n:WD_3:mug.c:18	(at logger.py:129) 
2019-03-02 02:05:11,028 [D] -:C:n:WD_1:mug.c:19	(at logger.py:129) 
2019-03-02 02:05:11,045 [D] ┌:F:n:WD_2:mug.c:19	(at logger.py:129) 
2019-03-02 02:05:11,045 [D] └:F:n:WD_2:mug.c:18	(at logger.py:129) 
2019-03-02 02:05:11,061 [D] ┌:F:n:WD_3:mug.c:19	(at logger.py:129) 
2019-03-02 02:05:11,061 [D] |:F:n:WD_3:mug.c:18	(at logger.py:129) 
2019-03-02 02:05:11,061 [D] └:F:n:WD_3:mug.c:17	(at logger.py:129) 
2019-03-02 02:05:11,080 [D] -:F:n:WD_1:mug.c:18	(at logger.py:129) 
2019-03-02 02:05:11,095 [D] ┌:F:n:WD_2:mug.c:18	(at logger.py:129) 
2019-03-02 02:05:11,095 [D] └:F:n:WD_2:mug.c:17	(at logger.py:129) 
2019-03-02 02:05:11,111 [D] ┌:F:n:WD_3:mug.c:18	(at logger.py:129) 
2019-03-02 02:05:11,111 [D] |:F:n:WD_3:mug.c:17	(at logger.py:129) 
2019-03-02 02:05:11,111 [D] └:F:n:WD_3:mug.c:16	(at logger.py:129) 
2019-03-02 02:05:11,156 [D] -:P:n:WD_1:mug.c:17	(at logger.py:129) 
2019-03-02 02:05:11,202 [D] -:P:n:WD_1:mug.c:16	(at logger.py:129) 
2019-03-02 02:05:11,250 [D] -:C:n:WD_1:mug.c:15	(at logger.py:129) 
2019-03-02 02:05:11,294 [D] ┌:C:n:WD_2:mug.c:15	(at logger.py:129) 
2019-03-02 02:05:11,294 [D] └:C:n:WD_2:mug.c:14	(at logger.py:129) 
2019-03-02 02:05:11,310 [D] ┌:F:n:WD_3:mug.c:15	(at logger.py:129) 
2019-03-02 02:05:11,310 [D] |:F:n:WD_3:mug.c:14	(at logger.py:129) 
2019-03-02 02:05:11,310 [D] └:F:n:WD_3:mug.c:13	(at logger.py:129) 
2019-03-02 02:05:11,356 [D] -:P:n:WD_1:mug.c:14	(at logger.py:129) 
2019-03-02 02:05:11,372 [D] -:F:n:WD_1:mug.c:13	(at logger.py:129) 
2019-03-02 02:05:11,391 [D] ┌:F:n:WD_2:mug.c:13	(at logger.py:129) 
2019-03-02 02:05:11,391 [D] └:F:n:WD_2:mug.c:12	(at logger.py:129) 
2019-03-02 02:05:11,406 [D] ┌:F:n:WD_3:mug.c:13	(at logger.py:129) 
2019-03-02 02:05:11,406 [D] |:F:n:WD_3:mug.c:12	(at logger.py:129) 
2019-03-02 02:05:11,406 [D] └:F:n:WD_3:mug.c:11	(at logger.py:129) 
2019-03-02 02:05:11,421 [D] -:F:n:WD_1:mug.c:12	(at logger.py:129) 
2019-03-02 02:05:11,437 [D] ┌:F:n:WD_2:mug.c:12	(at logger.py:129) 
2019-03-02 02:05:11,437 [D] └:F:n:WD_2:mug.c:11	(at logger.py:129) 
2019-03-02 02:05:11,454 [D] ┌:F:n:WD_3:mug.c:12	(at logger.py:129) 
2019-03-02 02:05:11,454 [D] |:F:n:WD_3:mug.c:11	(at logger.py:129) 
2019-03-02 02:05:11,454 [D] └:F:n:WD_3:mug.c:10	(at logger.py:129) 
2019-03-02 02:05:11,471 [D] -:F:n:WD_1:mug.c:11	(at logger.py:129) 
2019-03-02 02:05:11,488 [D] ┌:F:n:WD_2:mug.c:11	(at logger.py:129) 
2019-03-02 02:05:11,488 [D] └:F:n:WD_2:mug.c:10	(at logger.py:129) 
2019-03-02 02:05:11,505 [D] ┌:F:n:WD_3:mug.c:11	(at logger.py:129) 
2019-03-02 02:05:11,505 [D] |:F:n:WD_3:mug.c:10	(at logger.py:129) 
2019-03-02 02:05:11,505 [D] └:F:n:WD_3:mug.c:9	(at logger.py:129) 
2019-03-02 02:05:11,521 [D] -:F:n:WD_1:mug.c:10	(at logger.py:129) 
2019-03-02 02:05:11,537 [D] ┌:F:n:WD_2:mug.c:10	(at logger.py:129) 
2019-03-02 02:05:11,537 [D] └:F:n:WD_2:mug.c:9	(at logger.py:129) 
2019-03-02 02:05:11,552 [D] ┌:F:n:WD_3:mug.c:10	(at logger.py:129) 
2019-03-02 02:05:11,552 [D] |:F:n:WD_3:mug.c:9	(at logger.py:129) 
2019-03-02 02:05:11,552 [D] └:F:n:WD_3:mug.c:8	(at logger.py:129) 
2019-03-02 02:05:11,567 [D] -:F:n:WD_1:mug.c:9	(at logger.py:129) 
2019-03-02 02:05:11,584 [D] ┌:F:n:WD_2:mug.c:9	(at logger.py:129) 
2019-03-02 02:05:11,584 [D] └:F:n:WD_2:mug.c:8	(at logger.py:129) 
2019-03-02 02:05:11,599 [D] ┌:F:n:WD_3:mug.c:9	(at logger.py:129) 
2019-03-02 02:05:11,599 [D] |:F:n:WD_3:mug.c:8	(at logger.py:129) 
2019-03-02 02:05:11,599 [D] └:F:n:WD_3:mug.c:7	(at logger.py:129) 
2019-03-02 02:05:11,634 [D] -:P:c:WD_1:mug.c:8	(at logger.py:129) 
2019-03-02 02:05:11,669 [D] -:P:c:WD_1:mug.c:7	(at logger.py:129) 
2019-03-02 02:05:11,715 [D] -:P:n:WD_1:mug.c:6	(at logger.py:129) 
2019-03-02 02:05:11,731 [D] -:F:n:WD_1:mug.c:5	(at logger.py:129) 
2019-03-02 02:05:11,747 [D] ┌:F:n:WD_2:mug.c:5	(at logger.py:129) 
2019-03-02 02:05:11,747 [D] └:F:n:WD_2:mug.c:4	(at logger.py:129) 
2019-03-02 02:05:11,762 [D] ┌:F:n:WD_3:mug.c:5	(at logger.py:129) 
2019-03-02 02:05:11,762 [D] |:F:n:WD_3:mug.c:4	(at logger.py:129) 
2019-03-02 02:05:11,763 [D] └:F:n:WD_3:mug.c:3	(at logger.py:129) 
2019-03-02 02:05:11,799 [D] -:P:c:WD_1:mug.c:4	(at logger.py:129) 
2019-03-02 02:05:11,816 [D] -:F:n:WD_1:mug.c:3	(at logger.py:129) 
2019-03-02 02:05:11,831 [D] ┌:F:n:WD_2:mug.c:3	(at logger.py:129) 
2019-03-02 02:05:11,831 [D] └:F:n:WD_2:mug.c:2	(at logger.py:129) 
2019-03-02 02:05:11,844 [D] ┌:F:n:WD_3:mug.c:3	(at logger.py:129) 
2019-03-02 02:05:11,844 [D] |:F:n:WD_3:mug.c:2	(at logger.py:129) 
2019-03-02 02:05:11,844 [D] └:F:n:WD_3:mug.c:1	(at logger.py:129) 
2019-03-02 02:05:11,890 [D] -:P:n:WD_1:mug.c:2	(at logger.py:129) 
2019-03-02 02:05:11,923 [D] -:P:c:WD_1:mug.c:1	(at logger.py:129) 
2019-03-02 02:05:11,923 [D] comp_cached_cnt:0	(at logger.py:134) 
2019-03-02 02:05:11,923 [D] compile_cnt:151	(at logger.py:134) 
2019-03-02 02:05:11,923 [D] execute_cnt:24	(at logger.py:134) 
2019-03-02 02:05:11,923 [D] fail_del_cnt:17	(at logger.py:134) 
2019-03-02 02:05:11,923 [D] iter_idx:1	(at logger.py:134) 
2019-03-02 02:05:11,923 [D] reuse_cnt:10	(at logger.py:134) 
