2019-03-02 02:05:15,507 [D]  : : :pass:mug.c:63	(at logger.py:129) 
2019-03-02 02:05:15,710 [D] |:F:n:WD_3:mug.c:50	(at logger.py:129) 
2019-03-02 02:05:15,711 [D] └:F:n:WD_3:mug.c:49	(at logger.py:129) 
2019-03-02 02:05:15,711 [D] -:F:n:WD_1:mug.c:50	(at logger.py:129) 
2019-03-02 02:05:15,711 [D] ┌:F:n:WD_2:mug.c:50	(at logger.py:129) 
2019-03-02 02:05:15,711 [D] └:F:n:WD_2:mug.c:49	(at logger.py:129) 
2019-03-02 02:05:15,711 [D] ┌:C:c:WD_3:mug.c:50	(at logger.py:129) 
2019-03-02 02:05:15,711 [D] |:C:c:WD_3:mug.c:49	(at logger.py:129) 
2019-03-02 02:05:15,711 [D] └:C:c:WD_3:mug.c:48	(at logger.py:129) 
2019-03-02 02:05:15,711 [D] -:C:c:WD_1:mug.c:49	(at logger.py:129) 
2019-03-02 02:05:15,711 [D] ┌:F:n:WD_2:mug.c:49	(at logger.py:129) 
2019-03-02 02:05:15,711 [D] └:F:n:WD_2:mug.c:48	(at logger.py:129) 
2019-03-02 02:05:15,712 [D] ┌:C:c:WD_3:mug.c:49	(at logger.py:129) 
2019-03-02 02:05:15,712 [D] |:C:c:WD_3:mug.c:48	(at logger.py:129) 
2019-03-02 02:05:15,712 [D] └:C:c:WD_3:mug.c:46	(at logger.py:129) 
2019-03-02 02:05:15,712 [D] -:F:n:WD_1:mug.c:48	(at logger.py:129) 
2019-03-02 02:05:15,712 [D] ┌:C:c:WD_2:mug.c:48	(at logger.py:129) 
2019-03-02 02:05:15,712 [D] └:C:c:WD_2:mug.c:46	(at logger.py:129) 
2019-03-02 02:05:15,712 [D] ┌:C:c:WD_3:mug.c:48	(at logger.py:129) 
2019-03-02 02:05:15,712 [D] |:C:c:WD_3:mug.c:46	(at logger.py:129) 
2019-03-02 02:05:15,712 [D] └:C:c:WD_3:mug.c:45	(at logger.py:129) 
2019-03-02 02:05:15,712 [D]  : : :pass:mug.c:47	(at logger.py:129) 
2019-03-02 02:05:15,713 [D] -:F:n:WD_1:mug.c:46	(at logger.py:129) 
2019-03-02 02:05:15,713 [D] ┌:F:n:WD_2:mug.c:46	(at logger.py:129) 
2019-03-02 02:05:15,713 [D] └:F:n:WD_2:mug.c:45	(at logger.py:129) 
2019-03-02 02:05:15,713 [D] ┌:C:c:WD_3:mug.c:46	(at logger.py:129) 
2019-03-02 02:05:15,713 [D] |:C:c:WD_3:mug.c:45	(at logger.py:129) 
2019-03-02 02:05:15,713 [D] └:C:c:WD_3:mug.c:44	(at logger.py:129) 
2019-03-02 02:05:15,713 [D] -:C:c:WD_1:mug.c:45	(at logger.py:129) 
2019-03-02 02:05:15,713 [D] ┌:F:n:WD_2:mug.c:45	(at logger.py:129) 
2019-03-02 02:05:15,714 [D] └:F:n:WD_2:mug.c:44	(at logger.py:129) 
2019-03-02 02:05:15,714 [D] ┌:F:n:WD_3:mug.c:45	(at logger.py:129) 
2019-03-02 02:05:15,714 [D] |:F:n:WD_3:mug.c:44	(at logger.py:129) 
2019-03-02 02:05:15,714 [D] └:F:n:WD_3:mug.c:43	(at logger.py:129) 
2019-03-02 02:05:15,714 [D] -:F:n:WD_1:mug.c:44	(at logger.py:129) 
2019-03-02 02:05:15,714 [D] ┌:F:n:WD_2:mug.c:44	(at logger.py:129) 
2019-03-02 02:05:15,714 [D] └:F:n:WD_2:mug.c:43	(at logger.py:129) 
2019-03-02 02:05:15,715 [D] ┌:F:n:WD_3:mug.c:44	(at logger.py:129) 
2019-03-02 02:05:15,715 [D] |:F:n:WD_3:mug.c:43	(at logger.py:129) 
2019-03-02 02:05:15,715 [D] └:F:n:WD_3:mug.c:42	(at logger.py:129) 
2019-03-02 02:05:15,715 [D] -:C:c:WD_1:mug.c:43	(at logger.py:129) 
2019-03-02 02:05:15,715 [D] ┌:F:n:WD_2:mug.c:43	(at logger.py:129) 
2019-03-02 02:05:15,715 [D] └:F:n:WD_2:mug.c:42	(at logger.py:129) 
2019-03-02 02:05:15,715 [D] ┌:F:n:WD_3:mug.c:43	(at logger.py:129) 
2019-03-02 02:05:15,716 [D] |:F:n:WD_3:mug.c:42	(at logger.py:129) 
2019-03-02 02:05:15,716 [D] └:F:n:WD_3:mug.c:41	(at logger.py:129) 
2019-03-02 02:05:15,716 [D] -:F:n:WD_1:mug.c:42	(at logger.py:129) 
2019-03-02 02:05:15,716 [D] ┌:F:n:WD_2:mug.c:42	(at logger.py:129) 
2019-03-02 02:05:15,716 [D] └:F:n:WD_2:mug.c:41	(at logger.py:129) 
2019-03-02 02:05:15,716 [D] ┌:F:n:WD_3:mug.c:42	(at logger.py:129) 
2019-03-02 02:05:15,716 [D] |:F:n:WD_3:mug.c:41	(at logger.py:129) 
2019-03-02 02:05:15,716 [D] └:F:n:WD_3:mug.c:40	(at logger.py:129) 
2019-03-02 02:05:15,717 [D] -:F:n:WD_1:mug.c:41	(at logger.py:129) 
2019-03-02 02:05:15,717 [D] ┌:F:n:WD_2:mug.c:41	(at logger.py:129) 
2019-03-02 02:05:15,717 [D] └:F:n:WD_2:mug.c:40	(at logger.py:129) 
2019-03-02 02:05:15,717 [D] ┌:F:n:WD_3:mug.c:41	(at logger.py:129) 
2019-03-02 02:05:15,717 [D] |:F:n:WD_3:mug.c:40	(at logger.py:129) 
2019-03-02 02:05:15,717 [D] └:F:n:WD_3:mug.c:27	(at logger.py:129) 
2019-03-02 02:05:15,718 [D] -:F:n:WD_1:mug.c:40	(at logger.py:129) 
2019-03-02 02:05:15,718 [D] ┌:F:n:WD_2:mug.c:40	(at logger.py:129) 
2019-03-02 02:05:15,718 [D] └:F:n:WD_2:mug.c:27	(at logger.py:129) 
2019-03-02 02:05:15,718 [D] ┌:F:n:WD_3:mug.c:40	(at logger.py:129) 
2019-03-02 02:05:15,718 [D] |:F:n:WD_3:mug.c:27	(at logger.py:129) 
2019-03-02 02:05:15,718 [D] └:F:n:WD_3:mug.c:25	(at logger.py:129) 
2019-03-02 02:05:15,718 [D]  : : :pass:mug.c:39	(at logger.py:129) 
2019-03-02 02:05:15,718 [D]  : : :pass:mug.c:38	(at logger.py:129) 
2019-03-02 02:05:15,719 [D]  : : :pass:mug.c:37	(at logger.py:129) 
2019-03-02 02:05:15,719 [D]  : : :pass:mug.c:36	(at logger.py:129) 
2019-03-02 02:05:15,719 [D]  : : :pass:mug.c:35	(at logger.py:129) 
2019-03-02 02:05:15,719 [D]  : : :pass:mug.c:34	(at logger.py:129) 
2019-03-02 02:05:15,719 [D]  : : :pass:mug.c:33	(at logger.py:129) 
2019-03-02 02:05:15,719 [D]  : : :pass:mug.c:32	(at logger.py:129) 
2019-03-02 02:05:15,719 [D]  : : :pass:mug.c:31	(at logger.py:129) 
2019-03-02 02:05:15,719 [D]  : : :pass:mug.c:30	(at logger.py:129) 
2019-03-02 02:05:15,719 [D]  : : :pass:mug.c:29	(at logger.py:129) 
2019-03-02 02:05:15,719 [D]  : : :pass:mug.c:28	(at logger.py:129) 
2019-03-02 02:05:15,720 [D] -:F:n:WD_1:mug.c:27	(at logger.py:129) 
2019-03-02 02:05:15,720 [D] ┌:F:n:WD_2:mug.c:27	(at logger.py:129) 
2019-03-02 02:05:15,720 [D] └:F:n:WD_2:mug.c:25	(at logger.py:129) 
2019-03-02 02:05:15,720 [D] ┌:F:n:WD_3:mug.c:27	(at logger.py:129) 
2019-03-02 02:05:15,720 [D] |:F:n:WD_3:mug.c:25	(at logger.py:129) 
2019-03-02 02:05:15,720 [D] └:F:n:WD_3:mug.c:22	(at logger.py:129) 
2019-03-02 02:05:15,720 [D]  : : :pass:mug.c:26	(at logger.py:129) 
2019-03-02 02:05:15,721 [D] -:F:n:WD_1:mug.c:25	(at logger.py:129) 
2019-03-02 02:05:15,721 [D] ┌:F:n:WD_2:mug.c:25	(at logger.py:129) 
2019-03-02 02:05:15,721 [D] └:F:n:WD_2:mug.c:22	(at logger.py:129) 
2019-03-02 02:05:15,721 [D] ┌:F:n:WD_3:mug.c:25	(at logger.py:129) 
2019-03-02 02:05:15,721 [D] |:F:n:WD_3:mug.c:22	(at logger.py:129) 
2019-03-02 02:05:15,721 [D] └:F:n:WD_3:mug.c:21	(at logger.py:129) 
2019-03-02 02:05:15,721 [D]  : : :pass:mug.c:24	(at logger.py:129) 
2019-03-02 02:05:15,721 [D]  : : :pass:mug.c:23	(at logger.py:129) 
2019-03-02 02:05:15,722 [D] -:C:c:WD_1:mug.c:22	(at logger.py:129) 
2019-03-02 02:05:15,722 [D] ┌:C:c:WD_2:mug.c:22	(at logger.py:129) 
2019-03-02 02:05:15,722 [D] └:C:c:WD_2:mug.c:21	(at logger.py:129) 
2019-03-02 02:05:15,722 [D] ┌:F:n:WD_3:mug.c:22	(at logger.py:129) 
2019-03-02 02:05:15,722 [D] |:F:n:WD_3:mug.c:21	(at logger.py:129) 
2019-03-02 02:05:15,722 [D] └:F:n:WD_3:mug.c:20	(at logger.py:129) 
2019-03-02 02:05:15,722 [D] -:C:c:WD_1:mug.c:21	(at logger.py:129) 
2019-03-02 02:05:15,723 [D] ┌:F:n:WD_2:mug.c:21	(at logger.py:129) 
2019-03-02 02:05:15,723 [D] └:F:n:WD_2:mug.c:20	(at logger.py:129) 
2019-03-02 02:05:15,723 [D] ┌:F:n:WD_3:mug.c:21	(at logger.py:129) 
2019-03-02 02:05:15,723 [D] |:F:n:WD_3:mug.c:20	(at logger.py:129) 
2019-03-02 02:05:15,723 [D] └:F:n:WD_3:mug.c:19	(at logger.py:129) 
2019-03-02 02:05:15,723 [D] -:F:n:WD_1:mug.c:20	(at logger.py:129) 
2019-03-02 02:05:15,723 [D] ┌:F:n:WD_2:mug.c:20	(at logger.py:129) 
2019-03-02 02:05:15,724 [D] └:F:n:WD_2:mug.c:19	(at logger.py:129) 
2019-03-02 02:05:15,724 [D] ┌:F:n:WD_3:mug.c:20	(at logger.py:129) 
2019-03-02 02:05:15,724 [D] |:F:n:WD_3:mug.c:19	(at logger.py:129) 
2019-03-02 02:05:15,724 [D] └:F:n:WD_3:mug.c:18	(at logger.py:129) 
2019-03-02 02:05:15,724 [D] -:C:c:WD_1:mug.c:19	(at logger.py:129) 
2019-03-02 02:05:15,724 [D] ┌:F:n:WD_2:mug.c:19	(at logger.py:129) 
2019-03-02 02:05:15,724 [D] └:F:n:WD_2:mug.c:18	(at logger.py:129) 
2019-03-02 02:05:15,724 [D] ┌:F:n:WD_3:mug.c:19	(at logger.py:129) 
2019-03-02 02:05:15,725 [D] |:F:n:WD_3:mug.c:18	(at logger.py:129) 
2019-03-02 02:05:15,725 [D] └:F:n:WD_3:mug.c:15	(at logger.py:129) 
2019-03-02 02:05:15,725 [D] -:F:n:WD_1:mug.c:18	(at logger.py:129) 
2019-03-02 02:05:15,725 [D] ┌:F:n:WD_2:mug.c:18	(at logger.py:129) 
2019-03-02 02:05:15,725 [D] └:F:n:WD_2:mug.c:15	(at logger.py:129) 
2019-03-02 02:05:15,725 [D] ┌:F:n:WD_3:mug.c:18	(at logger.py:129) 
2019-03-02 02:05:15,725 [D] |:F:n:WD_3:mug.c:15	(at logger.py:129) 
2019-03-02 02:05:15,725 [D] └:F:n:WD_3:mug.c:13	(at logger.py:129) 
2019-03-02 02:05:15,725 [D]  : : :pass:mug.c:17	(at logger.py:129) 
2019-03-02 02:05:15,726 [D]  : : :pass:mug.c:16	(at logger.py:129) 
2019-03-02 02:05:15,726 [D] -:C:c:WD_1:mug.c:15	(at logger.py:129) 
2019-03-02 02:05:15,726 [D] ┌:F:n:WD_2:mug.c:15	(at logger.py:129) 
2019-03-02 02:05:15,726 [D] └:F:n:WD_2:mug.c:13	(at logger.py:129) 
2019-03-02 02:05:15,726 [D] ┌:F:n:WD_3:mug.c:15	(at logger.py:129) 
2019-03-02 02:05:15,726 [D] |:F:n:WD_3:mug.c:13	(at logger.py:129) 
2019-03-02 02:05:15,726 [D] └:F:n:WD_3:mug.c:12	(at logger.py:129) 
2019-03-02 02:05:15,726 [D]  : : :pass:mug.c:14	(at logger.py:129) 
2019-03-02 02:05:15,727 [D] -:F:n:WD_1:mug.c:13	(at logger.py:129) 
2019-03-02 02:05:15,727 [D] ┌:F:n:WD_2:mug.c:13	(at logger.py:129) 
2019-03-02 02:05:15,727 [D] └:F:n:WD_2:mug.c:12	(at logger.py:129) 
2019-03-02 02:05:15,727 [D] ┌:F:n:WD_3:mug.c:13	(at logger.py:129) 
2019-03-02 02:05:15,727 [D] |:F:n:WD_3:mug.c:12	(at logger.py:129) 
2019-03-02 02:05:15,727 [D] └:F:n:WD_3:mug.c:10	(at logger.py:129) 
2019-03-02 02:05:15,727 [D] -:F:n:WD_1:mug.c:12	(at logger.py:129) 
2019-03-02 02:05:15,727 [D] ┌:F:n:WD_2:mug.c:12	(at logger.py:129) 
2019-03-02 02:05:15,728 [D] └:F:n:WD_2:mug.c:10	(at logger.py:129) 
2019-03-02 02:05:15,728 [D] ┌:F:n:WD_3:mug.c:12	(at logger.py:129) 
2019-03-02 02:05:15,728 [D] |:F:n:WD_3:mug.c:10	(at logger.py:129) 
2019-03-02 02:05:15,728 [D] └:F:n:WD_3:mug.c:9	(at logger.py:129) 
2019-03-02 02:05:15,728 [D]  : : :pass:mug.c:11	(at logger.py:129) 
2019-03-02 02:05:15,728 [D] -:F:n:WD_1:mug.c:10	(at logger.py:129) 
2019-03-02 02:05:15,728 [D] ┌:F:n:WD_2:mug.c:10	(at logger.py:129) 
2019-03-02 02:05:15,728 [D] └:F:n:WD_2:mug.c:9	(at logger.py:129) 
2019-03-02 02:05:15,729 [D] ┌:F:n:WD_3:mug.c:10	(at logger.py:129) 
2019-03-02 02:05:15,729 [D] |:F:n:WD_3:mug.c:9	(at logger.py:129) 
2019-03-02 02:05:15,729 [D] └:F:n:WD_3:mug.c:5	(at logger.py:129) 
2019-03-02 02:05:15,729 [D] -:F:n:WD_1:mug.c:9	(at logger.py:129) 
2019-03-02 02:05:15,729 [D] ┌:F:n:WD_2:mug.c:9	(at logger.py:129) 
2019-03-02 02:05:15,729 [D] └:F:n:WD_2:mug.c:5	(at logger.py:129) 
2019-03-02 02:05:15,729 [D] ┌:F:n:WD_3:mug.c:9	(at logger.py:129) 
2019-03-02 02:05:15,730 [D] |:F:n:WD_3:mug.c:5	(at logger.py:129) 
2019-03-02 02:05:15,730 [D] └:F:n:WD_3:mug.c:3	(at logger.py:129) 
2019-03-02 02:05:15,730 [D]  : : :pass:mug.c:8	(at logger.py:129) 
2019-03-02 02:05:15,730 [D]  : : :pass:mug.c:7	(at logger.py:129) 
2019-03-02 02:05:15,730 [D]  : : :pass:mug.c:6	(at logger.py:129) 
2019-03-02 02:05:15,730 [D] -:F:n:WD_1:mug.c:5	(at logger.py:129) 
2019-03-02 02:05:15,730 [D] ┌:F:n:WD_2:mug.c:5	(at logger.py:129) 
2019-03-02 02:05:15,730 [D] └:F:n:WD_2:mug.c:3	(at logger.py:129) 
2019-03-02 02:05:15,730 [D] ┌:F:n:WD_3:mug.c:5	(at logger.py:129) 
2019-03-02 02:05:15,731 [D] └:F:n:WD_3:mug.c:3	(at logger.py:129) 
2019-03-02 02:05:15,731 [D]  : : :pass:mug.c:4	(at logger.py:129) 
2019-03-02 02:05:15,731 [D] -:F:n:WD_1:mug.c:3	(at logger.py:129) 
2019-03-02 02:05:15,731 [D] -:F:n:WD_2:mug.c:3	(at logger.py:129) 
2019-03-02 02:05:15,731 [D] -:F:n:WD_3:mug.c:3	(at logger.py:129) 
2019-03-02 02:05:15,731 [D]  : : :pass:mug.c:2	(at logger.py:129) 
2019-03-02 02:05:15,731 [D]  : : :pass:mug.c:1	(at logger.py:129) 
2019-03-02 02:05:15,731 [D] comp_cached_cnt:75	(at logger.py:134) 
2019-03-02 02:05:15,731 [D] compile_cnt:12	(at logger.py:134) 
2019-03-02 02:05:15,732 [D] execute_cnt:1	(at logger.py:134) 
2019-03-02 02:05:15,732 [D] fail_del_cnt:14	(at logger.py:134) 
2019-03-02 02:05:15,732 [D] iter_idx:4	(at logger.py:134) 
2019-03-02 02:05:15,732 [D] reuse_cnt:13	(at logger.py:134) 
2019-03-02 02:05:15,732 [D] succ_del_cnt:0	(at logger.py:134) 
2019-03-02 02:05:15,732 [D] time:0.2247323989868164	(at logger.py:134) 
2019-03-02 02:05:15,732 [D] deletion:34	(at logger.py:136) 
