2019-03-02 02:05:38,020 [D] -:F:n:WD_1:mug.c:63	(at logger.py:129) 
2019-03-02 02:05:39,723 [D] |:F:n:WD_3:mug.c:24	(at logger.py:129) 
2019-03-02 02:05:39,723 [D] └:F:n:WD_3:mug.c:23	(at logger.py:129) 
2019-03-02 02:05:39,963 [D] -:C:n:WD_1:mug.c:24	(at logger.py:129) 
2019-03-02 02:05:40,044 [D] ┌:F:n:WD_2:mug.c:24	(at logger.py:129) 
2019-03-02 02:05:40,045 [D] └:F:n:WD_2:mug.c:23	(at logger.py:129) 
2019-03-02 02:05:40,108 [D] ┌:C:c:WD_3:mug.c:24	(at logger.py:129) 
2019-03-02 02:05:40,108 [D] |:C:c:WD_3:mug.c:23	(at logger.py:129) 
2019-03-02 02:05:40,108 [D] └:C:c:WD_3:mug.c:20	(at logger.py:129) 
2019-03-02 02:05:40,119 [D] -:F:n:WD_1:mug.c:23	(at logger.py:129) 
2019-03-02 02:05:40,152 [D] ┌:P:c:WD_2:mug.c:23	(at logger.py:129) 
2019-03-02 02:05:40,152 [D] └:P:c:WD_2:mug.c:20	(at logger.py:129) 
2019-03-02 02:05:40,152 [D]  : : :pass:mug.c:22	(at logger.py:129) 
2019-03-02 02:05:40,153 [D]  : : :pass:mug.c:21	(at logger.py:129) 
2019-03-02 02:05:40,153 [D]  : : :pass:mug.c:20	(at logger.py:129) 
2019-03-02 02:05:40,153 [D]  : : :pass:mug.c:19	(at logger.py:129) 
2019-03-02 02:05:40,163 [D] -:F:n:WD_1:mug.c:18	(at logger.py:129) 
2019-03-02 02:05:40,175 [D] ┌:F:n:WD_2:mug.c:18	(at logger.py:129) 
2019-03-02 02:05:40,175 [D] └:F:n:WD_2:mug.c:17	(at logger.py:129) 
2019-03-02 02:05:40,185 [D] ┌:F:n:WD_3:mug.c:18	(at logger.py:129) 
2019-03-02 02:05:40,186 [D] |:F:n:WD_3:mug.c:17	(at logger.py:129) 
2019-03-02 02:05:40,186 [D] └:F:n:WD_3:mug.c:14	(at logger.py:129) 
2019-03-02 02:05:40,231 [D] -:C:n:WD_1:mug.c:17	(at logger.py:129) 
2019-03-02 02:05:40,276 [D] ┌:C:n:WD_2:mug.c:17	(at logger.py:129) 
2019-03-02 02:05:40,276 [D] └:C:n:WD_2:mug.c:14	(at logger.py:129) 
2019-03-02 02:05:40,289 [D] ┌:F:n:WD_3:mug.c:17	(at logger.py:129) 
2019-03-02 02:05:40,289 [D] |:F:n:WD_3:mug.c:14	(at logger.py:129) 
2019-03-02 02:05:40,289 [D] └:F:n:WD_3:mug.c:11	(at logger.py:129) 
2019-03-02 02:05:40,289 [D]  : : :pass:mug.c:16	(at logger.py:129) 
2019-03-02 02:05:40,289 [D]  : : :pass:mug.c:15	(at logger.py:129) 
2019-03-02 02:05:40,331 [D] -:C:n:WD_1:mug.c:14	(at logger.py:129) 
2019-03-02 02:05:40,343 [D] ┌:F:n:WD_2:mug.c:14	(at logger.py:129) 
2019-03-02 02:05:40,343 [D] └:F:n:WD_2:mug.c:11	(at logger.py:129) 
2019-03-02 02:05:40,354 [D] ┌:F:n:WD_3:mug.c:14	(at logger.py:129) 
2019-03-02 02:05:40,354 [D] |:F:n:WD_3:mug.c:11	(at logger.py:129) 
2019-03-02 02:05:40,355 [D] └:F:n:WD_3:mug.c:10	(at logger.py:129) 
2019-03-02 02:05:40,355 [D]  : : :pass:mug.c:13	(at logger.py:129) 
2019-03-02 02:05:40,355 [D]  : : :pass:mug.c:12	(at logger.py:129) 
2019-03-02 02:05:40,364 [D] -:F:n:WD_1:mug.c:11	(at logger.py:129) 
2019-03-02 02:05:40,377 [D] ┌:F:n:WD_2:mug.c:11	(at logger.py:129) 
2019-03-02 02:05:40,377 [D] └:F:n:WD_2:mug.c:10	(at logger.py:129) 
2019-03-02 02:05:40,389 [D] ┌:F:n:WD_3:mug.c:11	(at logger.py:129) 
2019-03-02 02:05:40,389 [D] |:F:n:WD_3:mug.c:10	(at logger.py:129) 
2019-03-02 02:05:40,389 [D] └:F:n:WD_3:mug.c:9	(at logger.py:129) 
2019-03-02 02:05:40,400 [D] -:F:n:WD_1:mug.c:10	(at logger.py:129) 
2019-03-02 02:05:40,411 [D] ┌:F:n:WD_2:mug.c:10	(at logger.py:129) 
2019-03-02 02:05:40,411 [D] └:F:n:WD_2:mug.c:9	(at logger.py:129) 
2019-03-02 02:05:40,424 [D] ┌:F:n:WD_3:mug.c:10	(at logger.py:129) 
2019-03-02 02:05:40,424 [D] |:F:n:WD_3:mug.c:9	(at logger.py:129) 
2019-03-02 02:05:40,424 [D] └:F:n:WD_3:mug.c:4	(at logger.py:129) 
2019-03-02 02:05:40,436 [D] -:F:n:WD_1:mug.c:9	(at logger.py:129) 
2019-03-02 02:05:40,447 [D] ┌:F:n:WD_2:mug.c:9	(at logger.py:129) 
2019-03-02 02:05:40,447 [D] └:F:n:WD_2:mug.c:4	(at logger.py:129) 
2019-03-02 02:05:40,460 [D] ┌:F:n:WD_3:mug.c:9	(at logger.py:129) 
2019-03-02 02:05:40,460 [D] |:F:n:WD_3:mug.c:4	(at logger.py:129) 
2019-03-02 02:05:40,460 [D] └:F:n:WD_3:mug.c:3	(at logger.py:129) 
2019-03-02 02:05:40,460 [D]  : : :pass:mug.c:8	(at logger.py:129) 
2019-03-02 02:05:40,460 [D]  : : :pass:mug.c:7	(at logger.py:129) 
2019-03-02 02:05:40,460 [D]  : : :pass:mug.c:6	(at logger.py:129) 
2019-03-02 02:05:40,460 [D]  : : :pass:mug.c:5	(at logger.py:129) 
2019-03-02 02:05:40,473 [D] -:F:n:WD_1:mug.c:4	(at logger.py:129) 
2019-03-02 02:05:40,486 [D] ┌:F:n:WD_2:mug.c:4	(at logger.py:129) 
2019-03-02 02:05:40,487 [D] └:F:n:WD_2:mug.c:3	(at logger.py:129) 
2019-03-02 02:05:40,487 [D] ┌:F:n:WD_3:mug.c:4	(at logger.py:129) 
2019-03-02 02:05:40,487 [D] └:F:n:WD_3:mug.c:3	(at logger.py:129) 
2019-03-02 02:05:40,497 [D] -:F:n:WD_1:mug.c:3	(at logger.py:129) 
2019-03-02 02:05:40,498 [D] -:F:n:WD_2:mug.c:3	(at logger.py:129) 
2019-03-02 02:05:40,498 [D] -:F:n:WD_3:mug.c:3	(at logger.py:129) 
2019-03-02 02:05:40,498 [D]  : : :pass:mug.c:2	(at logger.py:129) 
2019-03-02 02:05:40,498 [D]  : : :pass:mug.c:1	(at logger.py:129) 
2019-03-02 02:05:40,498 [D] comp_cached_cnt:5	(at logger.py:134) 
2019-03-02 02:05:40,498 [D] compile_cnt:86	(at logger.py:134) 
2019-03-02 02:05:40,498 [D] execute_cnt:14	(at logger.py:134) 
2019-03-02 02:05:40,498 [D] fail_del_cnt:16	(at logger.py:134) 
2019-03-02 02:05:40,498 [D] iter_idx:2	(at logger.py:134) 
2019-03-02 02:05:40,499 [D] reuse_cnt:7	(at logger.py:134) 
2019-03-02 02:05:40,499 [D] succ_del_cnt:5	(at logger.py:134) 
2019-03-02 02:05:40,499 [D] time:2.4898626804351807	(at logger.py:134) 
2019-03-02 02:05:40,499 [D] deletion:37	(at logger.py:136) 
