2019-02-12 21:28:27,892 [D] -:F:n:WD_1:mbe.c:79	(at logger.py:129) 
2019-02-12 21:28:28,736 [D] └:F:n:WD_3:mbe.c:58	(at logger.py:129) 
2019-02-12 21:28:28,736 [D]  : : :pass:mbe.c:60	(at logger.py:129) 
2019-02-12 21:28:28,753 [D] -:F:n:WD_1:mbe.c:59	(at logger.py:129) 
2019-02-12 21:28:28,774 [D] ┌:F:n:WD_2:mbe.c:59	(at logger.py:129) 
2019-02-12 21:28:28,774 [D] └:F:n:WD_2:mbe.c:58	(at logger.py:129) 
2019-02-12 21:28:28,791 [D] ┌:F:n:WD_3:mbe.c:59	(at logger.py:129) 
2019-02-12 21:28:28,791 [D] |:F:n:WD_3:mbe.c:58	(at logger.py:129) 
2019-02-12 21:28:28,791 [D] └:F:n:WD_3:mbe.c:56	(at logger.py:129) 
2019-02-12 21:28:28,844 [D] -:P:n:WD_1:mbe.c:58	(at logger.py:129) 
2019-02-12 21:28:28,845 [D]  : : :pass:mbe.c:57	(at logger.py:129) 
2019-02-12 21:28:28,860 [D] -:F:n:WD_1:mbe.c:56	(at logger.py:129) 
2019-02-12 21:28:28,877 [D] ┌:F:n:WD_2:mbe.c:56	(at logger.py:129) 
2019-02-12 21:28:28,877 [D] └:F:n:WD_2:mbe.c:55	(at logger.py:129) 
2019-02-12 21:28:28,895 [D] ┌:F:n:WD_3:mbe.c:56	(at logger.py:129) 
2019-02-12 21:28:28,895 [D] |:F:n:WD_3:mbe.c:55	(at logger.py:129) 
2019-02-12 21:28:28,895 [D] └:F:n:WD_3:mbe.c:54	(at logger.py:129) 
2019-02-12 21:28:28,950 [D] -:C:n:WD_1:mbe.c:55	(at logger.py:129) 
2019-02-12 21:28:28,965 [D] ┌:F:n:WD_2:mbe.c:55	(at logger.py:129) 
2019-02-12 21:28:28,965 [D] └:F:n:WD_2:mbe.c:54	(at logger.py:129) 
2019-02-12 21:28:28,983 [D] ┌:F:n:WD_3:mbe.c:55	(at logger.py:129) 
2019-02-12 21:28:28,983 [D] |:F:n:WD_3:mbe.c:54	(at logger.py:129) 
2019-02-12 21:28:28,983 [D] └:F:n:WD_3:mbe.c:53	(at logger.py:129) 
2019-02-12 21:28:29,000 [D] -:F:n:WD_1:mbe.c:54	(at logger.py:129) 
2019-02-12 21:28:29,020 [D] ┌:F:n:WD_2:mbe.c:54	(at logger.py:129) 
2019-02-12 21:28:29,020 [D] └:F:n:WD_2:mbe.c:53	(at logger.py:129) 
2019-02-12 21:28:29,038 [D] ┌:F:n:WD_3:mbe.c:54	(at logger.py:129) 
2019-02-12 21:28:29,038 [D] |:F:n:WD_3:mbe.c:53	(at logger.py:129) 
2019-02-12 21:28:29,038 [D] └:F:n:WD_3:mbe.c:52	(at logger.py:129) 
2019-02-12 21:28:30,088 [D] -:C:n:WD_1:mbe.c:53	(at logger.py:129) 
2019-02-12 21:28:30,104 [D] ┌:F:n:WD_2:mbe.c:53	(at logger.py:129) 
2019-02-12 21:28:30,104 [D] └:F:n:WD_2:mbe.c:52	(at logger.py:129) 
2019-02-12 21:28:30,118 [D] ┌:F:n:WD_3:mbe.c:53	(at logger.py:129) 
2019-02-12 21:28:30,118 [D] |:F:n:WD_3:mbe.c:52	(at logger.py:129) 
2019-02-12 21:28:30,118 [D] └:F:n:WD_3:mbe.c:51	(at logger.py:129) 
2019-02-12 21:28:30,132 [D] -:F:n:WD_1:mbe.c:52	(at logger.py:129) 
2019-02-12 21:28:30,146 [D] ┌:F:n:WD_2:mbe.c:52	(at logger.py:129) 
2019-02-12 21:28:30,146 [D] └:F:n:WD_2:mbe.c:51	(at logger.py:129) 
2019-02-12 21:28:30,160 [D] ┌:F:n:WD_3:mbe.c:52	(at logger.py:129) 
2019-02-12 21:28:30,160 [D] |:F:n:WD_3:mbe.c:51	(at logger.py:129) 
2019-02-12 21:28:30,160 [D] └:F:n:WD_3:mbe.c:49	(at logger.py:129) 
2019-02-12 21:28:30,174 [D] -:F:n:WD_1:mbe.c:51	(at logger.py:129) 
2019-02-12 21:28:30,186 [D] ┌:F:n:WD_2:mbe.c:51	(at logger.py:129) 
2019-02-12 21:28:30,186 [D] └:F:n:WD_2:mbe.c:49	(at logger.py:129) 
2019-02-12 21:28:30,200 [D] ┌:F:n:WD_3:mbe.c:51	(at logger.py:129) 
2019-02-12 21:28:30,200 [D] |:F:n:WD_3:mbe.c:49	(at logger.py:129) 
2019-02-12 21:28:30,200 [D] └:F:n:WD_3:mbe.c:48	(at logger.py:129) 
2019-02-12 21:28:30,200 [D]  : : :pass:mbe.c:50	(at logger.py:129) 
2019-02-12 21:28:30,214 [D] -:F:n:WD_1:mbe.c:49	(at logger.py:129) 
2019-02-12 21:28:30,228 [D] ┌:F:n:WD_2:mbe.c:49	(at logger.py:129) 
2019-02-12 21:28:30,229 [D] └:F:n:WD_2:mbe.c:48	(at logger.py:129) 
2019-02-12 21:28:30,245 [D] ┌:F:n:WD_3:mbe.c:49	(at logger.py:129) 
2019-02-12 21:28:30,245 [D] |:F:n:WD_3:mbe.c:48	(at logger.py:129) 
2019-02-12 21:28:30,246 [D] └:F:n:WD_3:mbe.c:47	(at logger.py:129) 
2019-02-12 21:28:30,262 [D] -:F:n:WD_1:mbe.c:48	(at logger.py:129) 
2019-02-12 21:28:30,280 [D] ┌:F:n:WD_2:mbe.c:48	(at logger.py:129) 
2019-02-12 21:28:30,281 [D] └:F:n:WD_2:mbe.c:47	(at logger.py:129) 
2019-02-12 21:28:30,340 [D] ┌:P:n:WD_3:mbe.c:48	(at logger.py:129) 
2019-02-12 21:28:30,340 [D] |:P:n:WD_3:mbe.c:47	(at logger.py:129) 
2019-02-12 21:28:30,340 [D] └:P:n:WD_3:mbe.c:46	(at logger.py:129) 
2019-02-12 21:28:30,341 [D]  : : :pass:mbe.c:47	(at logger.py:129) 
2019-02-12 21:28:30,341 [D]  : : :pass:mbe.c:46	(at logger.py:129) 
2019-02-12 21:28:30,341 [D]  : : :pass:mbe.c:45	(at logger.py:129) 
2019-02-12 21:28:30,354 [D] -:F:n:WD_1:mbe.c:44	(at logger.py:129) 
2019-02-12 21:28:30,369 [D] ┌:F:n:WD_2:mbe.c:44	(at logger.py:129) 
2019-02-12 21:28:30,369 [D] └:F:n:WD_2:mbe.c:43	(at logger.py:129) 
2019-02-12 21:28:30,382 [D] ┌:F:n:WD_3:mbe.c:44	(at logger.py:129) 
2019-02-12 21:28:30,382 [D] |:F:n:WD_3:mbe.c:43	(at logger.py:129) 
2019-02-12 21:28:30,382 [D] └:F:n:WD_3:mbe.c:42	(at logger.py:129) 
2019-02-12 21:28:30,435 [D] -:C:n:WD_1:mbe.c:43	(at logger.py:129) 
2019-02-12 21:28:30,450 [D] ┌:F:n:WD_2:mbe.c:43	(at logger.py:129) 
2019-02-12 21:28:30,450 [D] └:F:n:WD_2:mbe.c:42	(at logger.py:129) 
2019-02-12 21:28:30,464 [D] ┌:F:n:WD_3:mbe.c:43	(at logger.py:129) 
2019-02-12 21:28:30,464 [D] |:F:n:WD_3:mbe.c:42	(at logger.py:129) 
2019-02-12 21:28:30,464 [D] └:F:n:WD_3:mbe.c:41	(at logger.py:129) 
2019-02-12 21:28:30,482 [D] -:F:n:WD_1:mbe.c:42	(at logger.py:129) 
2019-02-12 21:28:30,497 [D] ┌:F:n:WD_2:mbe.c:42	(at logger.py:129) 
2019-02-12 21:28:30,497 [D] └:F:n:WD_2:mbe.c:41	(at logger.py:129) 
2019-02-12 21:28:30,516 [D] ┌:F:n:WD_3:mbe.c:42	(at logger.py:129) 
2019-02-12 21:28:30,516 [D] |:F:n:WD_3:mbe.c:41	(at logger.py:129) 
2019-02-12 21:28:30,516 [D] └:F:n:WD_3:mbe.c:40	(at logger.py:129) 
2019-02-12 21:28:31,569 [D] -:C:n:WD_1:mbe.c:41	(at logger.py:129) 
2019-02-12 21:28:31,585 [D] ┌:F:n:WD_2:mbe.c:41	(at logger.py:129) 
2019-02-12 21:28:31,585 [D] └:F:n:WD_2:mbe.c:40	(at logger.py:129) 
2019-02-12 21:28:31,600 [D] ┌:F:n:WD_3:mbe.c:41	(at logger.py:129) 
2019-02-12 21:28:31,600 [D] |:F:n:WD_3:mbe.c:40	(at logger.py:129) 
2019-02-12 21:28:31,600 [D] └:F:n:WD_3:mbe.c:39	(at logger.py:129) 
2019-02-12 21:28:31,615 [D] -:F:n:WD_1:mbe.c:40	(at logger.py:129) 
2019-02-12 21:28:31,631 [D] ┌:F:n:WD_2:mbe.c:40	(at logger.py:129) 
2019-02-12 21:28:31,631 [D] └:F:n:WD_2:mbe.c:39	(at logger.py:129) 
2019-02-12 21:28:31,665 [D] ┌:F:n:WD_3:mbe.c:40	(at logger.py:129) 
2019-02-12 21:28:31,665 [D] |:F:n:WD_3:mbe.c:39	(at logger.py:129) 
2019-02-12 21:28:31,665 [D] └:F:n:WD_3:mbe.c:37	(at logger.py:129) 
2019-02-12 21:28:31,680 [D] -:F:n:WD_1:mbe.c:39	(at logger.py:129) 
2019-02-12 21:28:31,693 [D] ┌:F:n:WD_2:mbe.c:39	(at logger.py:129) 
2019-02-12 21:28:31,693 [D] └:F:n:WD_2:mbe.c:37	(at logger.py:129) 
2019-02-12 21:28:31,706 [D] ┌:F:n:WD_3:mbe.c:39	(at logger.py:129) 
2019-02-12 21:28:31,706 [D] |:F:n:WD_3:mbe.c:37	(at logger.py:129) 
2019-02-12 21:28:31,706 [D] └:F:n:WD_3:mbe.c:35	(at logger.py:129) 
2019-02-12 21:28:31,706 [D]  : : :pass:mbe.c:38	(at logger.py:129) 
2019-02-12 21:28:31,719 [D] -:F:n:WD_1:mbe.c:37	(at logger.py:129) 
2019-02-12 21:28:31,733 [D] ┌:F:n:WD_2:mbe.c:37	(at logger.py:129) 
2019-02-12 21:28:31,733 [D] └:F:n:WD_2:mbe.c:35	(at logger.py:129) 
2019-02-12 21:28:31,749 [D] ┌:F:n:WD_3:mbe.c:37	(at logger.py:129) 
2019-02-12 21:28:31,749 [D] |:F:n:WD_3:mbe.c:35	(at logger.py:129) 
2019-02-12 21:28:31,750 [D] └:F:n:WD_3:mbe.c:34	(at logger.py:129) 
2019-02-12 21:28:31,750 [D]  : : :pass:mbe.c:36	(at logger.py:129) 
2019-02-12 21:28:31,769 [D] -:F:n:WD_1:mbe.c:35	(at logger.py:129) 
2019-02-12 21:28:31,783 [D] ┌:F:n:WD_2:mbe.c:35	(at logger.py:129) 
2019-02-12 21:28:31,783 [D] └:F:n:WD_2:mbe.c:34	(at logger.py:129) 
2019-02-12 21:28:31,797 [D] ┌:F:n:WD_3:mbe.c:35	(at logger.py:129) 
2019-02-12 21:28:31,797 [D] |:F:n:WD_3:mbe.c:34	(at logger.py:129) 
2019-02-12 21:28:31,797 [D] └:F:n:WD_3:mbe.c:33	(at logger.py:129) 
2019-02-12 21:28:31,811 [D] -:F:n:WD_1:mbe.c:34	(at logger.py:129) 
2019-02-12 21:28:31,825 [D] ┌:F:n:WD_2:mbe.c:34	(at logger.py:129) 
2019-02-12 21:28:31,825 [D] └:F:n:WD_2:mbe.c:33	(at logger.py:129) 
2019-02-12 21:28:31,838 [D] ┌:F:n:WD_3:mbe.c:34	(at logger.py:129) 
2019-02-12 21:28:31,838 [D] |:F:n:WD_3:mbe.c:33	(at logger.py:129) 
2019-02-12 21:28:31,838 [D] └:F:n:WD_3:mbe.c:32	(at logger.py:129) 
2019-02-12 21:28:32,892 [D] -:C:n:WD_1:mbe.c:33	(at logger.py:129) 
2019-02-12 21:28:34,067 [D] ┌:C:n:WD_2:mbe.c:33	(at logger.py:129) 
2019-02-12 21:28:34,067 [D] └:C:n:WD_2:mbe.c:32	(at logger.py:129) 
2019-02-12 21:28:34,089 [D] ┌:F:n:WD_3:mbe.c:33	(at logger.py:129) 
2019-02-12 21:28:34,089 [D] |:F:n:WD_3:mbe.c:32	(at logger.py:129) 
2019-02-12 21:28:34,089 [D] └:F:n:WD_3:mbe.c:31	(at logger.py:129) 
2019-02-12 21:28:34,148 [D] -:C:n:WD_1:mbe.c:32	(at logger.py:129) 
2019-02-12 21:28:34,163 [D] ┌:F:n:WD_2:mbe.c:32	(at logger.py:129) 
2019-02-12 21:28:34,163 [D] └:F:n:WD_2:mbe.c:31	(at logger.py:129) 
2019-02-12 21:28:34,177 [D] ┌:F:n:WD_3:mbe.c:32	(at logger.py:129) 
2019-02-12 21:28:34,177 [D] |:F:n:WD_3:mbe.c:31	(at logger.py:129) 
2019-02-12 21:28:34,177 [D] └:F:n:WD_3:mbe.c:30	(at logger.py:129) 
2019-02-12 21:28:34,192 [D] -:F:n:WD_1:mbe.c:31	(at logger.py:129) 
2019-02-12 21:28:34,205 [D] ┌:F:n:WD_2:mbe.c:31	(at logger.py:129) 
2019-02-12 21:28:34,205 [D] └:F:n:WD_2:mbe.c:30	(at logger.py:129) 
2019-02-12 21:28:35,255 [D] ┌:C:n:WD_3:mbe.c:31	(at logger.py:129) 
2019-02-12 21:28:35,256 [D] |:C:n:WD_3:mbe.c:30	(at logger.py:129) 
2019-02-12 21:28:35,256 [D] └:C:n:WD_3:mbe.c:29	(at logger.py:129) 
2019-02-12 21:28:35,313 [D] -:C:n:WD_1:mbe.c:30	(at logger.py:129) 
2019-02-12 21:28:35,329 [D] ┌:F:n:WD_2:mbe.c:30	(at logger.py:129) 
2019-02-12 21:28:35,329 [D] └:F:n:WD_2:mbe.c:29	(at logger.py:129) 
2019-02-12 21:28:35,346 [D] ┌:F:n:WD_3:mbe.c:30	(at logger.py:129) 
2019-02-12 21:28:35,346 [D] |:F:n:WD_3:mbe.c:29	(at logger.py:129) 
2019-02-12 21:28:35,346 [D] └:F:n:WD_3:mbe.c:27	(at logger.py:129) 
2019-02-12 21:28:35,361 [D] -:F:n:WD_1:mbe.c:29	(at logger.py:129) 
2019-02-12 21:28:35,378 [D] ┌:F:n:WD_2:mbe.c:29	(at logger.py:129) 
2019-02-12 21:28:35,378 [D] └:F:n:WD_2:mbe.c:27	(at logger.py:129) 
2019-02-12 21:28:35,393 [D] ┌:F:n:WD_3:mbe.c:29	(at logger.py:129) 
2019-02-12 21:28:35,393 [D] |:F:n:WD_3:mbe.c:27	(at logger.py:129) 
2019-02-12 21:28:35,393 [D] └:F:n:WD_3:mbe.c:26	(at logger.py:129) 
2019-02-12 21:28:35,393 [D]  : : :pass:mbe.c:28	(at logger.py:129) 
2019-02-12 21:28:35,450 [D] -:C:n:WD_1:mbe.c:27	(at logger.py:129) 
2019-02-12 21:28:36,501 [D] ┌:C:n:WD_2:mbe.c:27	(at logger.py:129) 
2019-02-12 21:28:36,501 [D] └:C:n:WD_2:mbe.c:26	(at logger.py:129) 
2019-02-12 21:28:36,518 [D] ┌:F:n:WD_3:mbe.c:27	(at logger.py:129) 
2019-02-12 21:28:36,518 [D] |:F:n:WD_3:mbe.c:26	(at logger.py:129) 
2019-02-12 21:28:36,518 [D] └:F:n:WD_3:mbe.c:25	(at logger.py:129) 
2019-02-12 21:28:37,565 [D] -:C:n:WD_1:mbe.c:26	(at logger.py:129) 
2019-02-12 21:28:37,581 [D] ┌:F:n:WD_2:mbe.c:26	(at logger.py:129) 
2019-02-12 21:28:37,581 [D] └:F:n:WD_2:mbe.c:25	(at logger.py:129) 
2019-02-12 21:28:37,597 [D] ┌:F:n:WD_3:mbe.c:26	(at logger.py:129) 
2019-02-12 21:28:37,597 [D] |:F:n:WD_3:mbe.c:25	(at logger.py:129) 
2019-02-12 21:28:37,597 [D] └:F:n:WD_3:mbe.c:24	(at logger.py:129) 
2019-02-12 21:28:37,615 [D] -:F:n:WD_1:mbe.c:25	(at logger.py:129) 
2019-02-12 21:28:37,632 [D] ┌:F:n:WD_2:mbe.c:25	(at logger.py:129) 
2019-02-12 21:28:37,632 [D] └:F:n:WD_2:mbe.c:24	(at logger.py:129) 
2019-02-12 21:28:37,648 [D] ┌:F:n:WD_3:mbe.c:25	(at logger.py:129) 
2019-02-12 21:28:37,648 [D] |:F:n:WD_3:mbe.c:24	(at logger.py:129) 
2019-02-12 21:28:37,648 [D] └:F:n:WD_3:mbe.c:23	(at logger.py:129) 
2019-02-12 21:28:37,662 [D] -:F:n:WD_1:mbe.c:24	(at logger.py:129) 
2019-02-12 21:28:37,679 [D] ┌:F:n:WD_2:mbe.c:24	(at logger.py:129) 
2019-02-12 21:28:37,679 [D] └:F:n:WD_2:mbe.c:23	(at logger.py:129) 
2019-02-12 21:28:37,698 [D] ┌:F:n:WD_3:mbe.c:24	(at logger.py:129) 
2019-02-12 21:28:37,698 [D] |:F:n:WD_3:mbe.c:23	(at logger.py:129) 
2019-02-12 21:28:37,698 [D] └:F:n:WD_3:mbe.c:22	(at logger.py:129) 
2019-02-12 21:28:37,715 [D] -:F:n:WD_1:mbe.c:23	(at logger.py:129) 
2019-02-12 21:28:37,732 [D] ┌:F:n:WD_2:mbe.c:23	(at logger.py:129) 
2019-02-12 21:28:37,732 [D] └:F:n:WD_2:mbe.c:22	(at logger.py:129) 
2019-02-12 21:28:37,753 [D] ┌:F:n:WD_3:mbe.c:23	(at logger.py:129) 
2019-02-12 21:28:37,753 [D] |:F:n:WD_3:mbe.c:22	(at logger.py:129) 
2019-02-12 21:28:37,753 [D] └:F:n:WD_3:mbe.c:20	(at logger.py:129) 
2019-02-12 21:28:37,826 [D] -:C:n:WD_1:mbe.c:22	(at logger.py:129) 
2019-02-12 21:28:37,876 [D] ┌:C:n:WD_2:mbe.c:22	(at logger.py:129) 
2019-02-12 21:28:37,876 [D] └:C:n:WD_2:mbe.c:20	(at logger.py:129) 
2019-02-12 21:28:37,923 [D] ┌:C:n:WD_3:mbe.c:22	(at logger.py:129) 
2019-02-12 21:28:37,923 [D] |:C:n:WD_3:mbe.c:20	(at logger.py:129) 
2019-02-12 21:28:37,924 [D] └:C:n:WD_3:mbe.c:19	(at logger.py:129) 
2019-02-12 21:28:37,924 [D]  : : :pass:mbe.c:21	(at logger.py:129) 
2019-02-12 21:28:37,984 [D] -:C:n:WD_1:mbe.c:20	(at logger.py:129) 
2019-02-12 21:28:38,031 [D] ┌:C:n:WD_2:mbe.c:20	(at logger.py:129) 
2019-02-12 21:28:38,031 [D] └:C:n:WD_2:mbe.c:19	(at logger.py:129) 
2019-02-12 21:28:38,047 [D] ┌:F:n:WD_3:mbe.c:20	(at logger.py:129) 
2019-02-12 21:28:38,047 [D] |:F:n:WD_3:mbe.c:19	(at logger.py:129) 
2019-02-12 21:28:38,047 [D] └:F:n:WD_3:mbe.c:17	(at logger.py:129) 
2019-02-12 21:28:38,097 [D] -:C:n:WD_1:mbe.c:19	(at logger.py:129) 
2019-02-12 21:28:38,111 [D] ┌:F:n:WD_2:mbe.c:19	(at logger.py:129) 
2019-02-12 21:28:38,111 [D] └:F:n:WD_2:mbe.c:17	(at logger.py:129) 
2019-02-12 21:28:38,318 [D] ┌:F:n:WD_3:mbe.c:19	(at logger.py:129) 
2019-02-12 21:28:38,318 [D] |:F:n:WD_3:mbe.c:17	(at logger.py:129) 
2019-02-12 21:28:38,318 [D] └:F:n:WD_3:mbe.c:16	(at logger.py:129) 
2019-02-12 21:28:38,318 [D]  : : :pass:mbe.c:18	(at logger.py:129) 
2019-02-12 21:28:38,752 [D] -:F:n:WD_1:mbe.c:17	(at logger.py:129) 
2019-02-12 21:28:39,021 [D] ┌:F:n:WD_2:mbe.c:17	(at logger.py:129) 
2019-02-12 21:28:39,022 [D] └:F:n:WD_2:mbe.c:16	(at logger.py:129) 
2019-02-12 21:28:39,256 [D] ┌:F:n:WD_3:mbe.c:17	(at logger.py:129) 
2019-02-12 21:28:39,256 [D] |:F:n:WD_3:mbe.c:16	(at logger.py:129) 
2019-02-12 21:28:39,256 [D] └:F:n:WD_3:mbe.c:15	(at logger.py:129) 
