2019-03-02 02:05:03,175 [D] -:F:n:WD_1:mug.c:63	(at logger.py:129) 
2019-03-02 02:05:03,663 [D] -:F:n:WD_1:mug.c:50	(at logger.py:129) 
2019-03-02 02:05:03,677 [D] ┌:F:n:WD_2:mug.c:50	(at logger.py:129) 
2019-03-02 02:05:03,677 [D] └:F:n:WD_2:mug.c:49	(at logger.py:129) 
2019-03-02 02:05:03,720 [D] ┌:C:n:WD_3:mug.c:50	(at logger.py:129) 
2019-03-02 02:05:03,720 [D] |:C:n:WD_3:mug.c:49	(at logger.py:129) 
2019-03-02 02:05:03,720 [D] └:C:n:WD_3:mug.c:48	(at logger.py:129) 
2019-03-02 02:05:03,754 [D] -:C:c:WD_1:mug.c:49	(at logger.py:129) 
2019-03-02 02:05:03,764 [D] ┌:F:n:WD_2:mug.c:49	(at logger.py:129) 
2019-03-02 02:05:03,764 [D] └:F:n:WD_2:mug.c:48	(at logger.py:129) 
2019-03-02 02:05:03,764 [D] ┌:C:c:WD_3:mug.c:49	(at logger.py:129) 
2019-03-02 02:05:03,764 [D] |:C:c:WD_3:mug.c:48	(at logger.py:129) 
2019-03-02 02:05:03,764 [D] └:C:c:WD_3:mug.c:46	(at logger.py:129) 
2019-03-02 02:05:03,789 [D] -:F:n:WD_1:mug.c:48	(at logger.py:129) 
2019-03-02 02:05:03,824 [D] ┌:C:c:WD_2:mug.c:48	(at logger.py:129) 
2019-03-02 02:05:03,825 [D] └:C:c:WD_2:mug.c:46	(at logger.py:129) 
2019-03-02 02:05:03,867 [D] ┌:C:n:WD_3:mug.c:48	(at logger.py:129) 
2019-03-02 02:05:03,867 [D] |:C:n:WD_3:mug.c:46	(at logger.py:129) 
2019-03-02 02:05:03,867 [D] └:C:n:WD_3:mug.c:45	(at logger.py:129) 
2019-03-02 02:05:03,867 [D]  : : :pass:mug.c:47	(at logger.py:129) 
2019-03-02 02:05:03,880 [D] -:F:n:WD_1:mug.c:46	(at logger.py:129) 
2019-03-02 02:05:03,893 [D] ┌:F:n:WD_2:mug.c:46	(at logger.py:129) 
2019-03-02 02:05:03,893 [D] └:F:n:WD_2:mug.c:45	(at logger.py:129) 
2019-03-02 02:05:03,893 [D] ┌:C:c:WD_3:mug.c:46	(at logger.py:129) 
2019-03-02 02:05:03,893 [D] |:C:c:WD_3:mug.c:45	(at logger.py:129) 
2019-03-02 02:05:03,893 [D] └:C:c:WD_3:mug.c:44	(at logger.py:129) 
2019-03-02 02:05:03,936 [D] -:C:n:WD_1:mug.c:45	(at logger.py:129) 
2019-03-02 02:05:03,947 [D] ┌:F:n:WD_2:mug.c:45	(at logger.py:129) 
2019-03-02 02:05:03,947 [D] └:F:n:WD_2:mug.c:44	(at logger.py:129) 
2019-03-02 02:05:03,960 [D] ┌:F:n:WD_3:mug.c:45	(at logger.py:129) 
2019-03-02 02:05:03,960 [D] |:F:n:WD_3:mug.c:44	(at logger.py:129) 
2019-03-02 02:05:03,961 [D] └:F:n:WD_3:mug.c:43	(at logger.py:129) 
2019-03-02 02:05:03,972 [D] -:F:n:WD_1:mug.c:44	(at logger.py:129) 
2019-03-02 02:05:03,982 [D] ┌:F:n:WD_2:mug.c:44	(at logger.py:129) 
2019-03-02 02:05:03,982 [D] └:F:n:WD_2:mug.c:43	(at logger.py:129) 
2019-03-02 02:05:03,996 [D] ┌:F:n:WD_3:mug.c:44	(at logger.py:129) 
2019-03-02 02:05:03,996 [D] |:F:n:WD_3:mug.c:43	(at logger.py:129) 
2019-03-02 02:05:03,996 [D] └:F:n:WD_3:mug.c:42	(at logger.py:129) 
2019-03-02 02:05:04,039 [D] -:C:n:WD_1:mug.c:43	(at logger.py:129) 
2019-03-02 02:05:04,049 [D] ┌:F:n:WD_2:mug.c:43	(at logger.py:129) 
2019-03-02 02:05:04,050 [D] └:F:n:WD_2:mug.c:42	(at logger.py:129) 
2019-03-02 02:05:04,064 [D] ┌:F:n:WD_3:mug.c:43	(at logger.py:129) 
2019-03-02 02:05:04,064 [D] |:F:n:WD_3:mug.c:42	(at logger.py:129) 
2019-03-02 02:05:04,064 [D] └:F:n:WD_3:mug.c:41	(at logger.py:129) 
2019-03-02 02:05:04,078 [D] -:F:n:WD_1:mug.c:42	(at logger.py:129) 
2019-03-02 02:05:04,090 [D] ┌:F:n:WD_2:mug.c:42	(at logger.py:129) 
2019-03-02 02:05:04,090 [D] └:F:n:WD_2:mug.c:41	(at logger.py:129) 
2019-03-02 02:05:04,124 [D] ┌:F:n:WD_3:mug.c:42	(at logger.py:129) 
2019-03-02 02:05:04,124 [D] |:F:n:WD_3:mug.c:41	(at logger.py:129) 
2019-03-02 02:05:04,124 [D] └:F:n:WD_3:mug.c:40	(at logger.py:129) 
2019-03-02 02:05:04,136 [D] -:F:n:WD_1:mug.c:41	(at logger.py:129) 
2019-03-02 02:05:04,148 [D] ┌:F:n:WD_2:mug.c:41	(at logger.py:129) 
2019-03-02 02:05:04,148 [D] └:F:n:WD_2:mug.c:40	(at logger.py:129) 
2019-03-02 02:05:04,161 [D] ┌:F:n:WD_3:mug.c:41	(at logger.py:129) 
2019-03-02 02:05:04,161 [D] |:F:n:WD_3:mug.c:40	(at logger.py:129) 
2019-03-02 02:05:04,161 [D] └:F:n:WD_3:mug.c:39	(at logger.py:129) 
2019-03-02 02:05:04,173 [D] -:F:n:WD_1:mug.c:40	(at logger.py:129) 
2019-03-02 02:05:04,185 [D] ┌:F:n:WD_2:mug.c:40	(at logger.py:129) 
2019-03-02 02:05:04,185 [D] └:F:n:WD_2:mug.c:39	(at logger.py:129) 
2019-03-02 02:05:04,197 [D] ┌:F:n:WD_3:mug.c:40	(at logger.py:129) 
2019-03-02 02:05:04,197 [D] |:F:n:WD_3:mug.c:39	(at logger.py:129) 
2019-03-02 02:05:04,197 [D] └:F:n:WD_3:mug.c:38	(at logger.py:129) 
2019-03-02 02:05:04,210 [D] -:F:n:WD_1:mug.c:39	(at logger.py:129) 
2019-03-02 02:05:04,222 [D] ┌:F:n:WD_2:mug.c:39	(at logger.py:129) 
2019-03-02 02:05:04,222 [D] └:F:n:WD_2:mug.c:38	(at logger.py:129) 
2019-03-02 02:05:04,267 [D] ┌:C:n:WD_3:mug.c:39	(at logger.py:129) 
2019-03-02 02:05:04,267 [D] |:C:n:WD_3:mug.c:38	(at logger.py:129) 
2019-03-02 02:05:04,267 [D] └:C:n:WD_3:mug.c:37	(at logger.py:129) 
2019-03-02 02:05:04,305 [D] -:C:c:WD_1:mug.c:38	(at logger.py:129) 
2019-03-02 02:05:04,358 [D] ┌:F:n:WD_2:mug.c:38	(at logger.py:129) 
2019-03-02 02:05:04,358 [D] └:F:n:WD_2:mug.c:37	(at logger.py:129) 
2019-03-02 02:05:04,358 [D] ┌:C:c:WD_3:mug.c:38	(at logger.py:129) 
2019-03-02 02:05:04,358 [D] |:C:c:WD_3:mug.c:37	(at logger.py:129) 
2019-03-02 02:05:04,358 [D] └:C:c:WD_3:mug.c:35	(at logger.py:129) 
2019-03-02 02:05:04,396 [D] -:F:n:WD_1:mug.c:37	(at logger.py:129) 
2019-03-02 02:05:04,440 [D] ┌:C:c:WD_2:mug.c:37	(at logger.py:129) 
2019-03-02 02:05:04,440 [D] └:C:c:WD_2:mug.c:35	(at logger.py:129) 
2019-03-02 02:05:04,495 [D] ┌:C:n:WD_3:mug.c:37	(at logger.py:129) 
2019-03-02 02:05:04,495 [D] |:C:n:WD_3:mug.c:35	(at logger.py:129) 
2019-03-02 02:05:04,495 [D] └:C:n:WD_3:mug.c:34	(at logger.py:129) 
2019-03-02 02:05:04,495 [D]  : : :pass:mug.c:36	(at logger.py:129) 
2019-03-02 02:05:04,508 [D] -:F:n:WD_1:mug.c:35	(at logger.py:129) 
2019-03-02 02:05:04,519 [D] ┌:F:n:WD_2:mug.c:35	(at logger.py:129) 
2019-03-02 02:05:04,519 [D] └:F:n:WD_2:mug.c:34	(at logger.py:129) 
2019-03-02 02:05:04,519 [D] ┌:C:c:WD_3:mug.c:35	(at logger.py:129) 
2019-03-02 02:05:04,519 [D] |:C:c:WD_3:mug.c:34	(at logger.py:129) 
2019-03-02 02:05:04,519 [D] └:C:c:WD_3:mug.c:33	(at logger.py:129) 
2019-03-02 02:05:04,562 [D] -:C:n:WD_1:mug.c:34	(at logger.py:129) 
2019-03-02 02:05:04,573 [D] ┌:F:n:WD_2:mug.c:34	(at logger.py:129) 
2019-03-02 02:05:04,573 [D] └:F:n:WD_2:mug.c:33	(at logger.py:129) 
2019-03-02 02:05:04,583 [D] ┌:F:n:WD_3:mug.c:34	(at logger.py:129) 
2019-03-02 02:05:04,583 [D] |:F:n:WD_3:mug.c:33	(at logger.py:129) 
2019-03-02 02:05:04,583 [D] └:F:n:WD_3:mug.c:32	(at logger.py:129) 
2019-03-02 02:05:04,596 [D] -:F:n:WD_1:mug.c:33	(at logger.py:129) 
2019-03-02 02:05:04,608 [D] ┌:F:n:WD_2:mug.c:33	(at logger.py:129) 
2019-03-02 02:05:04,608 [D] └:F:n:WD_2:mug.c:32	(at logger.py:129) 
2019-03-02 02:05:04,620 [D] ┌:F:n:WD_3:mug.c:33	(at logger.py:129) 
2019-03-02 02:05:04,620 [D] |:F:n:WD_3:mug.c:32	(at logger.py:129) 
2019-03-02 02:05:04,620 [D] └:F:n:WD_3:mug.c:31	(at logger.py:129) 
2019-03-02 02:05:05,038 [D] -:C:n:WD_1:mug.c:32	(at logger.py:129) 
2019-03-02 02:05:05,053 [D] ┌:F:n:WD_2:mug.c:32	(at logger.py:129) 
2019-03-02 02:05:05,053 [D] └:F:n:WD_2:mug.c:31	(at logger.py:129) 
2019-03-02 02:05:05,068 [D] ┌:F:n:WD_3:mug.c:32	(at logger.py:129) 
2019-03-02 02:05:05,068 [D] |:F:n:WD_3:mug.c:31	(at logger.py:129) 
2019-03-02 02:05:05,068 [D] └:F:n:WD_3:mug.c:30	(at logger.py:129) 
2019-03-02 02:05:05,084 [D] -:F:n:WD_1:mug.c:31	(at logger.py:129) 
2019-03-02 02:05:05,097 [D] ┌:F:n:WD_2:mug.c:31	(at logger.py:129) 
2019-03-02 02:05:05,097 [D] └:F:n:WD_2:mug.c:30	(at logger.py:129) 
2019-03-02 02:05:05,130 [D] ┌:F:n:WD_3:mug.c:31	(at logger.py:129) 
2019-03-02 02:05:05,130 [D] |:F:n:WD_3:mug.c:30	(at logger.py:129) 
2019-03-02 02:05:05,130 [D] └:F:n:WD_3:mug.c:29	(at logger.py:129) 
2019-03-02 02:05:05,141 [D] -:F:n:WD_1:mug.c:30	(at logger.py:129) 
2019-03-02 02:05:05,151 [D] ┌:F:n:WD_2:mug.c:30	(at logger.py:129) 
2019-03-02 02:05:05,151 [D] └:F:n:WD_2:mug.c:29	(at logger.py:129) 
2019-03-02 02:05:05,163 [D] ┌:F:n:WD_3:mug.c:30	(at logger.py:129) 
2019-03-02 02:05:05,163 [D] |:F:n:WD_3:mug.c:29	(at logger.py:129) 
2019-03-02 02:05:05,163 [D] └:F:n:WD_3:mug.c:27	(at logger.py:129) 
2019-03-02 02:05:05,176 [D] -:F:n:WD_1:mug.c:29	(at logger.py:129) 
2019-03-02 02:05:05,187 [D] ┌:F:n:WD_2:mug.c:29	(at logger.py:129) 
2019-03-02 02:05:05,187 [D] └:F:n:WD_2:mug.c:27	(at logger.py:129) 
2019-03-02 02:05:05,199 [D] ┌:F:n:WD_3:mug.c:29	(at logger.py:129) 
2019-03-02 02:05:05,199 [D] |:F:n:WD_3:mug.c:27	(at logger.py:129) 
2019-03-02 02:05:05,199 [D] └:F:n:WD_3:mug.c:26	(at logger.py:129) 
2019-03-02 02:05:05,199 [D]  : : :pass:mug.c:28	(at logger.py:129) 
2019-03-02 02:05:05,211 [D] -:F:n:WD_1:mug.c:27	(at logger.py:129) 
2019-03-02 02:05:05,223 [D] ┌:F:n:WD_2:mug.c:27	(at logger.py:129) 
2019-03-02 02:05:05,223 [D] └:F:n:WD_2:mug.c:26	(at logger.py:129) 
2019-03-02 02:05:05,233 [D] ┌:F:n:WD_3:mug.c:27	(at logger.py:129) 
2019-03-02 02:05:05,233 [D] |:F:n:WD_3:mug.c:26	(at logger.py:129) 
2019-03-02 02:05:05,233 [D] └:F:n:WD_3:mug.c:25	(at logger.py:129) 
2019-03-02 02:05:05,491 [D] -:C:n:WD_1:mug.c:26	(at logger.py:129) 
2019-03-02 02:05:05,538 [D] ┌:F:n:WD_2:mug.c:26	(at logger.py:129) 
2019-03-02 02:05:05,538 [D] └:F:n:WD_2:mug.c:25	(at logger.py:129) 
2019-03-02 02:05:05,560 [D] ┌:F:n:WD_3:mug.c:26	(at logger.py:129) 
2019-03-02 02:05:05,560 [D] |:F:n:WD_3:mug.c:25	(at logger.py:129) 
2019-03-02 02:05:05,560 [D] └:F:n:WD_3:mug.c:24	(at logger.py:129) 
2019-03-02 02:05:05,578 [D] -:F:n:WD_1:mug.c:25	(at logger.py:129) 
2019-03-02 02:05:05,590 [D] ┌:F:n:WD_2:mug.c:25	(at logger.py:129) 
2019-03-02 02:05:05,591 [D] └:F:n:WD_2:mug.c:24	(at logger.py:129) 
2019-03-02 02:05:05,741 [D] ┌:C:n:WD_3:mug.c:25	(at logger.py:129) 
2019-03-02 02:05:05,741 [D] |:C:n:WD_3:mug.c:24	(at logger.py:129) 
2019-03-02 02:05:05,741 [D] └:C:n:WD_3:mug.c:22	(at logger.py:129) 
2019-03-02 02:05:05,822 [D] -:C:n:WD_1:mug.c:24	(at logger.py:129) 
2019-03-02 02:05:05,834 [D] ┌:F:n:WD_2:mug.c:24	(at logger.py:129) 
2019-03-02 02:05:05,834 [D] └:F:n:WD_2:mug.c:22	(at logger.py:129) 
2019-03-02 02:05:05,847 [D] ┌:F:n:WD_3:mug.c:24	(at logger.py:129) 
2019-03-02 02:05:05,847 [D] |:F:n:WD_3:mug.c:22	(at logger.py:129) 
2019-03-02 02:05:05,847 [D] └:F:n:WD_3:mug.c:21	(at logger.py:129) 
2019-03-02 02:05:05,847 [D]  : : :pass:mug.c:23	(at logger.py:129) 
2019-03-02 02:05:05,860 [D] -:F:n:WD_1:mug.c:22	(at logger.py:129) 
2019-03-02 02:05:05,872 [D] ┌:F:n:WD_2:mug.c:22	(at logger.py:129) 
2019-03-02 02:05:05,872 [D] └:F:n:WD_2:mug.c:21	(at logger.py:129) 
2019-03-02 02:05:05,887 [D] ┌:F:n:WD_3:mug.c:22	(at logger.py:129) 
2019-03-02 02:05:05,887 [D] |:F:n:WD_3:mug.c:21	(at logger.py:129) 
2019-03-02 02:05:05,887 [D] └:F:n:WD_3:mug.c:20	(at logger.py:129) 
2019-03-02 02:05:05,932 [D] -:C:n:WD_1:mug.c:21	(at logger.py:129) 
2019-03-02 02:05:05,975 [D] ┌:C:n:WD_2:mug.c:21	(at logger.py:129) 
2019-03-02 02:05:05,976 [D] └:C:n:WD_2:mug.c:20	(at logger.py:129) 
2019-03-02 02:05:05,986 [D] ┌:F:n:WD_3:mug.c:21	(at logger.py:129) 
2019-03-02 02:05:05,986 [D] |:F:n:WD_3:mug.c:20	(at logger.py:129) 
2019-03-02 02:05:05,986 [D] └:F:n:WD_3:mug.c:18	(at logger.py:129) 
2019-03-02 02:05:06,031 [D] -:C:n:WD_1:mug.c:20	(at logger.py:129) 
2019-03-02 02:05:06,043 [D] ┌:F:n:WD_2:mug.c:20	(at logger.py:129) 
2019-03-02 02:05:06,043 [D] └:F:n:WD_2:mug.c:18	(at logger.py:129) 
2019-03-02 02:05:06,056 [D] ┌:F:n:WD_3:mug.c:20	(at logger.py:129) 
2019-03-02 02:05:06,056 [D] |:F:n:WD_3:mug.c:18	(at logger.py:129) 
2019-03-02 02:05:06,056 [D] └:F:n:WD_3:mug.c:17	(at logger.py:129) 
2019-03-02 02:05:06,056 [D]  : : :pass:mug.c:19	(at logger.py:129) 
2019-03-02 02:05:06,068 [D] -:F:n:WD_1:mug.c:18	(at logger.py:129) 
2019-03-02 02:05:06,083 [D] ┌:F:n:WD_2:mug.c:18	(at logger.py:129) 
2019-03-02 02:05:06,083 [D] └:F:n:WD_2:mug.c:17	(at logger.py:129) 
2019-03-02 02:05:06,097 [D] ┌:F:n:WD_3:mug.c:18	(at logger.py:129) 
2019-03-02 02:05:06,097 [D] |:F:n:WD_3:mug.c:17	(at logger.py:129) 
2019-03-02 02:05:06,097 [D] └:F:n:WD_3:mug.c:15	(at logger.py:129) 
2019-03-02 02:05:06,140 [D] -:C:n:WD_1:mug.c:17	(at logger.py:129) 
2019-03-02 02:05:06,182 [D] ┌:C:n:WD_2:mug.c:17	(at logger.py:129) 
2019-03-02 02:05:06,182 [D] └:C:n:WD_2:mug.c:15	(at logger.py:129) 
2019-03-02 02:05:06,224 [D] ┌:C:n:WD_3:mug.c:17	(at logger.py:129) 
2019-03-02 02:05:06,225 [D] |:C:n:WD_3:mug.c:15	(at logger.py:129) 
2019-03-02 02:05:06,225 [D] └:C:n:WD_3:mug.c:14	(at logger.py:129) 
2019-03-02 02:05:06,225 [D]  : : :pass:mug.c:16	(at logger.py:129) 
2019-03-02 02:05:06,281 [D] -:C:n:WD_1:mug.c:15	(at logger.py:129) 
2019-03-02 02:05:06,321 [D] ┌:C:n:WD_2:mug.c:15	(at logger.py:129) 
2019-03-02 02:05:06,322 [D] └:C:n:WD_2:mug.c:14	(at logger.py:129) 
2019-03-02 02:05:06,332 [D] ┌:F:n:WD_3:mug.c:15	(at logger.py:129) 
2019-03-02 02:05:06,332 [D] |:F:n:WD_3:mug.c:14	(at logger.py:129) 
2019-03-02 02:05:06,332 [D] └:F:n:WD_3:mug.c:12	(at logger.py:129) 
2019-03-02 02:05:06,376 [D] -:C:n:WD_1:mug.c:14	(at logger.py:129) 
2019-03-02 02:05:06,387 [D] ┌:F:n:WD_2:mug.c:14	(at logger.py:129) 
2019-03-02 02:05:06,387 [D] └:F:n:WD_2:mug.c:12	(at logger.py:129) 
2019-03-02 02:05:06,400 [D] ┌:F:n:WD_3:mug.c:14	(at logger.py:129) 
2019-03-02 02:05:06,400 [D] |:F:n:WD_3:mug.c:12	(at logger.py:129) 
2019-03-02 02:05:06,400 [D] └:F:n:WD_3:mug.c:11	(at logger.py:129) 
2019-03-02 02:05:06,400 [D]  : : :pass:mug.c:13	(at logger.py:129) 
2019-03-02 02:05:06,414 [D] -:F:n:WD_1:mug.c:12	(at logger.py:129) 
2019-03-02 02:05:06,426 [D] ┌:F:n:WD_2:mug.c:12	(at logger.py:129) 
2019-03-02 02:05:06,426 [D] └:F:n:WD_2:mug.c:11	(at logger.py:129) 
2019-03-02 02:05:06,438 [D] ┌:F:n:WD_3:mug.c:12	(at logger.py:129) 
2019-03-02 02:05:06,438 [D] |:F:n:WD_3:mug.c:11	(at logger.py:129) 
2019-03-02 02:05:06,438 [D] └:F:n:WD_3:mug.c:10	(at logger.py:129) 
2019-03-02 02:05:06,450 [D] -:F:n:WD_1:mug.c:11	(at logger.py:129) 
2019-03-02 02:05:06,463 [D] ┌:F:n:WD_2:mug.c:11	(at logger.py:129) 
2019-03-02 02:05:06,463 [D] └:F:n:WD_2:mug.c:10	(at logger.py:129) 
2019-03-02 02:05:06,477 [D] ┌:F:n:WD_3:mug.c:11	(at logger.py:129) 
2019-03-02 02:05:06,477 [D] |:F:n:WD_3:mug.c:10	(at logger.py:129) 
2019-03-02 02:05:06,478 [D] └:F:n:WD_3:mug.c:9	(at logger.py:129) 
2019-03-02 02:05:06,490 [D] -:F:n:WD_1:mug.c:10	(at logger.py:129) 
2019-03-02 02:05:06,501 [D] ┌:F:n:WD_2:mug.c:10	(at logger.py:129) 
2019-03-02 02:05:06,501 [D] └:F:n:WD_2:mug.c:9	(at logger.py:129) 
2019-03-02 02:05:06,514 [D] ┌:F:n:WD_3:mug.c:10	(at logger.py:129) 
2019-03-02 02:05:06,515 [D] |:F:n:WD_3:mug.c:9	(at logger.py:129) 
2019-03-02 02:05:06,515 [D] └:F:n:WD_3:mug.c:5	(at logger.py:129) 
2019-03-02 02:05:06,527 [D] -:F:n:WD_1:mug.c:9	(at logger.py:129) 
2019-03-02 02:05:06,539 [D] ┌:F:n:WD_2:mug.c:9	(at logger.py:129) 
2019-03-02 02:05:06,539 [D] └:F:n:WD_2:mug.c:5	(at logger.py:129) 
2019-03-02 02:05:06,551 [D] ┌:F:n:WD_3:mug.c:9	(at logger.py:129) 
2019-03-02 02:05:06,551 [D] |:F:n:WD_3:mug.c:5	(at logger.py:129) 
2019-03-02 02:05:06,551 [D] └:F:n:WD_3:mug.c:4	(at logger.py:129) 
2019-03-02 02:05:06,551 [D]  : : :pass:mug.c:8	(at logger.py:129) 
2019-03-02 02:05:06,551 [D]  : : :pass:mug.c:7	(at logger.py:129) 
2019-03-02 02:05:06,551 [D]  : : :pass:mug.c:6	(at logger.py:129) 
2019-03-02 02:05:06,565 [D] -:F:n:WD_1:mug.c:5	(at logger.py:129) 
2019-03-02 02:05:06,578 [D] ┌:F:n:WD_2:mug.c:5	(at logger.py:129) 
2019-03-02 02:05:06,578 [D] └:F:n:WD_2:mug.c:4	(at logger.py:129) 
2019-03-02 02:05:06,591 [D] ┌:F:n:WD_3:mug.c:5	(at logger.py:129) 
2019-03-02 02:05:06,591 [D] |:F:n:WD_3:mug.c:4	(at logger.py:129) 
2019-03-02 02:05:06,591 [D] └:F:n:WD_3:mug.c:3	(at logger.py:129) 
2019-03-02 02:05:06,602 [D] -:F:n:WD_1:mug.c:4	(at logger.py:129) 
2019-03-02 02:05:06,615 [D] ┌:F:n:WD_2:mug.c:4	(at logger.py:129) 
2019-03-02 02:05:06,615 [D] └:F:n:WD_2:mug.c:3	(at logger.py:129) 
2019-03-02 02:05:06,615 [D] ┌:F:n:WD_3:mug.c:4	(at logger.py:129) 
